# PT power spectra for matter and bias tracers P, P_CTR (for c_s^2 = 1 (Mpc/h)^2 ), Id2d2, Id2, IG2, Id2G2, IG2G2, IFG2, P_Tree at redshift z=0.61
# for k=1.04735e-05 to 109.569 h/Mpc,
# number of wavenumbers equal to 586
#    1:k (h/Mpc)              2:P_1loop (Mpc/h)^3      3:P_CTR (Mpc/h)^3        4:Id2d2 (Mpc/h)^3        5:Id2 (Mpc/h)^3          6:IG2 (Mpc/h)^3          7:Id2G2 (Mpc/h)^3        8:IG2G2 (Mpc/h)^3        9:IFG2 (Mpc/h)^3        10:P_Tree (Mpc/h)^3   
       1.008889989764e-02      -1.144937051626e+01      -1.200828432624e+00      -7.686852550982e+00       3.253941786450e-01      -1.480977643687e+00      -4.218768635021e+01       7.060329506457e+00      -9.353130905491e+01       1.179758915389e+04 
       1.021739214505e-02      -1.177944003716e+01      -1.237769777495e+00      -7.873191986685e+00       3.701609914446e-01      -1.547852505246e+00      -4.317270934898e+01       7.334405639666e+00      -9.626951370429e+01       1.185658598705e+04 
       1.034592898734e-02      -1.211332029209e+01      -1.275256764151e+00      -8.061707726232e+00       4.168851754475e-01      -1.616705627449e+00      -4.416640732908e+01       7.614609629534e+00      -9.904169175068e+01       1.191402706810e+04 
       1.047450957423e-02      -1.245093225001e+01      -1.313284687126e+00      -8.252394210469e+00       4.655956466358e-01      -1.687560342315e+00      -4.516866832466e+01       7.900952758322e+00      -1.018472957068e+02       1.196992618623e+04 
       1.060313311425e-02      -1.279219699215e+01      -1.351848845292e+00      -8.445245967915e+00       5.163212001446e-01      -1.760439867473e+00      -4.617938044676e+01       8.193445800483e+00      -1.046857790685e+02       1.202429758739e+04 
       1.073179887180e-02      -1.313703767764e+01      -1.390944639318e+00      -8.640257557831e+00       5.690891527189e-01      -1.835366018439e+00      -4.719843266431e+01       8.492094045893e+00      -1.075566116763e+02       1.207715925324e+04 
       1.086050616441e-02      -1.348537864320e+01      -1.430567527514e+00      -8.837423628856e+00       6.239259716562e-01      -1.912359805086e+00      -4.822571444440e+01       8.796899547996e+00      -1.104592726814e+02       1.212853137988e+04 
       1.098925436019e-02      -1.383714415971e+01      -1.470712964706e+00      -9.036738848416e+00       6.808581412523e-01      -1.991442253383e+00      -4.926111530990e+01       9.107864371618e+00      -1.133932408318e+02       1.217843428305e+04 
       1.111804287546e-02      -1.419225842021e+01      -1.511376401946e+00      -9.238197918664e+00       7.399121753903e-01      -2.072634417254e+00      -5.030452478196e+01       9.424990550278e+00      -1.163579943805e+02       1.222688836700e+04 
       1.124687117257e-02      -1.455064499292e+01      -1.552553212054e+00      -9.441795552000e+00       8.011142307081e-01      -2.155957020523e+00      -5.135583268802e+01       9.748278931653e+00      -1.193530073438e+02       1.227391367717e+04 
       1.137573875782e-02      -1.491222460186e+01      -1.594238387549e+00      -9.647526624212e+00       8.644885391814e-01      -2.241429006264e+00      -5.241493016662e+01       1.007772445814e+01      -1.223777343048e+02       1.231952810723e+04 
       1.150464517960e-02      -1.527691702570e+01      -1.636426799123e+00      -9.855386020197e+00       9.300587485815e-01      -2.329068777315e+00      -5.348170875990e+01       1.041332020428e+01      -1.254316234243e+02       1.236374892131e+04 
       1.163359002661e-02      -1.564464196905e+01      -1.679113314273e+00      -1.006536867039e+01       9.978485376960e-01      -2.418894765617e+00      -5.455606010680e+01       1.075505924347e+01      -1.285141224147e+02       1.240659344963e+04 
       1.176257292618e-02      -1.601531906522e+01      -1.722292797719e+00      -1.027746952517e+01       1.067881618372e+00      -2.510925434048e+00      -5.563787583543e+01       1.110293465140e+01      -1.316246785631e+02       1.244807908551e+04 
       1.189159354280e-02      -1.638886561745e+01      -1.765959880754e+00      -1.049168360206e+01       1.140181392516e+00      -2.605178953585e+00      -5.672704788873e+01       1.145693861110e+01      -1.347627233971e+02       1.248822218547e+04 
       1.202065157666e-02      -1.676518543226e+01      -1.810107820432e+00      -1.070800601482e+01       1.214769250495e+00      -2.701671601946e+00      -5.782346990386e+01       1.181705770431e+01      -1.379275968569e+02       1.252703264797e+04 
       1.214974676232e-02      -1.714417728678e+01      -1.854729364860e+00      -1.092643197456e+01       1.291665864145e+00      -2.800418980290e+00      -5.892703614703e+01       1.218327652424e+01      -1.411186048017e+02       1.256451801791e+04 
       1.227887886751e-02      -1.752573985093e+01      -1.899817256255e+00      -1.114695670546e+01       1.370891939106e+00      -2.901436721124e+00      -6.003764091750e+01       1.255557965499e+01      -1.443350524402e+02       1.260068587143e+04 
       1.240804769196e-02      -1.790977169647e+01      -1.945364232030e+00      -1.136957547215e+01       1.452468217876e+00      -3.004740491091e+00      -6.115517860046e+01       1.293395168976e+01      -1.475762443977e+02       1.263554381747e+04 
       1.253725306635e-02      -1.829617215640e+01      -1.991363099094e+00      -1.159428356372e+01       1.536415398300e+00      -3.110345914541e+00      -6.227954364716e+01       1.331837706064e+01      -1.508414908111e+02       1.266909996695e+04 
       1.266649485135e-02      -1.868485783751e+01      -2.037808158417e+00      -1.182107640816e+01       1.622752530702e+00      -3.218267071851e+00      -6.341063211540e+01       1.370883626706e+01      -1.541302243862e+02       1.270137199775e+04 
       1.279577293663e-02      -1.907576143163e+01      -2.084695102657e+00      -1.204994951149e+01       1.711497135411e+00      -3.328516609441e+00      -6.454834156077e+01       1.410530615127e+01      -1.574419919748e+02       1.273238649971e+04 
       1.292508724011e-02      -1.946881620727e+01      -2.132019678583e+00      -1.228089844344e+01       1.802666711989e+00      -3.441107153599e+00      -6.569256962712e+01       1.450776342349e+01      -1.607763446455e+02       1.276217045660e+04 
       1.305443770708e-02      -1.986395539749e+01      -2.179777634447e+00      -1.251391880681e+01       1.896278800704e+00      -3.556051367987e+00      -6.684321401066e+01       1.491618482748e+01      -1.641328333482e+02       1.279075090814e+04 
       1.318382430956e-02      -2.026111219995e+01      -2.227964720176e+00      -1.274900623737e+01       1.992350984479e+00      -3.673361955393e+00      -6.800017245259e+01       1.533054715031e+01      -1.675110089192e+02       1.281815494849e+04 
       1.331324704556e-02      -2.066021549069e+01      -2.276576264375e+00      -1.298615642445e+01       2.090900480958e+00      -3.793051274304e+00      -6.916334318142e+01       1.575082636493e+01      -1.709103927837e+02       1.284440730494e+04 
       1.344270593848e-02      -2.106116962800e+01      -2.325605180610e+00      -1.322536523099e+01       2.191942213075e+00      -3.915129525737e+00      -7.033262689069e+01       1.617699375219e+01      -1.743303388917e+02       1.286951893454e+04 
       1.357220103656e-02      -2.146387021245e+01      -2.375043523539e+00      -1.346662858652e+01       2.295490318260e+00      -4.039606171340e+00      -7.150792519736e+01       1.660901893343e+01      -1.777701414645e+02       1.289349592072e+04 
       1.370173241236e-02      -2.186821273542e+01      -2.424883342958e+00      -1.370994248381e+01       2.401558977565e+00      -4.166490712439e+00      -7.268913975023e+01       1.704687157213e+01      -1.812290941230e+02       1.291634435523e+04 
       1.383130016222e-02      -2.227409258849e+01      -2.475116684928e+00      -1.395530295031e+01       2.510162418650e+00      -4.295792692743e+00      -7.387617228525e+01       1.749052136479e+01      -1.847064899572e+02       1.293807034272e+04 
       1.396090440591e-02      -2.268140506251e+01      -2.525735591881e+00      -1.420270603284e+01       2.621314917803e+00      -4.427521700146e+00      -7.506892459241e+01       1.793993805118e+01      -1.882016215242e+02       1.295867999967e+04 
       1.409054528613e-02      -2.309004784027e+01      -2.576732301435e+00      -1.445214787787e+01       2.735030319824e+00      -4.561686917326e+00      -7.626729904811e+01       1.839509058998e+01      -1.917137989036e+02       1.297818067416e+04 
       1.422022296826e-02      -2.349993135919e+01      -2.628100072324e+00      -1.470362478271e+01       2.851320036220e+00      -4.698295248313e+00      -7.747120097139e+01       1.885594380170e+01      -1.952424247432e+02       1.299658601806e+04 
       1.434993763993e-02      -2.391097010768e+01      -2.679832491037e+00      -1.495713315396e+01       2.970194729847e+00      -4.837352894916e+00      -7.868053663603e+01       1.932246118323e+01      -1.987869312381e+02       1.301391172643e+04 
       1.447968951079e-02      -2.432307850329e+01      -2.731923143570e+00      -1.521266944153e+01       3.091665113637e+00      -4.978866104093e+00      -7.989521239208e+01       1.979460629577e+01      -2.023467502887e+02       1.303017351982e+04 
       1.460947881223e-02      -2.473617088931e+01      -2.784365615338e+00      -1.547023012717e+01       3.215741953040e+00      -5.122841170134e+00      -8.111513464480e+01       2.027234273301e+01      -2.059213134824e+02       1.304538714265e+04 
       1.473930579715e-02      -2.515016153314e+01      -2.837153491239e+00      -1.572981174843e+01       3.342436068124e+00      -5.269284436509e+00      -8.234020987349e+01       2.075563413359e+01      -2.095100520871e+02       1.305956836264e+04 
       1.486917073977e-02      -2.556496389558e+01      -2.890280278798e+00      -1.599141091746e+01       3.471758188612e+00      -5.418202160568e+00      -8.357034481930e+01       2.124444398243e+01      -2.131123924292e+02       1.307273265311e+04 
       1.499907393542e-02      -2.598048091337e+01      -2.943738383083e+00      -1.625502437732e+01       3.603716995770e+00      -5.569598687119e+00      -8.480544895883e+01       2.173873294136e+01      -2.167276943641e+02       1.308489096569e+04 
       1.512901570044e-02      -2.639660761246e+01      -2.997519382688e+00      -1.652064905554e+01       3.738319652248e+00      -5.723476942496e+00      -8.604543384322e+01       2.223845953447e+01      -2.203552678288e+02       1.309605086763e+04 
       1.525899637203e-02      -2.681323871291e+01      -3.051614832428e+00      -1.678828190183e+01       3.875573339158e+00      -5.879839868050e+00      -8.729021113230e+01       2.274358229498e+01      -2.239944210036e+02       1.310621985097e+04 
       1.538901630818e-02      -2.723026881366e+01      -3.106016283096e+00      -1.705791994051e+01       4.015485296051e+00      -6.038690457317e+00      -8.853969260379e+01       2.325405980166e+01      -2.276444614869e+02       1.311540541359e+04 
       1.551907588757e-02      -2.764759238944e+01      -3.160715281412e+00      -1.732956023059e+01       4.158062823087e+00      -6.200031757911e+00      -8.979379006953e+01       2.376985070671e+01      -2.313046962808e+02       1.312361505859e+04 
       1.564917550952e-02      -2.806510378755e+01      -3.215703369963e+00      -1.760319991594e+01       4.303313283220e+00      -6.363866873440e+00      -9.105241542734e+01       2.429091368566e+01      -2.349744317755e+02       1.313085629382e+04 
       1.577931559401e-02      -2.848270337780e+01      -3.270972613165e+00      -1.787883620701e+01       4.451243546726e+00      -6.530198450269e+00      -9.231548145402e+01       2.481720690397e+01      -2.386530156650e+02       1.313713849362e+04 
       1.590949658161e-02      -2.890032002601e+01      -3.326517518698e+00      -1.815646652036e+01       4.601857956287e+00      -6.699026797665e+00      -9.358290465186e+01       2.534868585484e+01      -2.423399900998e+02       1.314247970096e+04 
       1.603971893355e-02      -2.931789083982e+01      -3.382333306247e+00      -1.843608840118e+01       4.755160164641e+00      -6.870351585188e+00      -9.485460265201e+01       2.588530526061e+01      -2.460349536720e+02       1.314690049826e+04 
       1.616998313173e-02      -2.973535286898e+01      -3.438415198207e+00      -1.871769942997e+01       4.911153888792e+00      -7.044172539265e+00      -9.613049320351e+01       2.642701989947e+01      -2.497375048634e+02       1.315042149629e+04 
       1.630028967877e-02      -3.015264310187e+01      -3.494758419627e+00      -1.900129726069e+01       5.069842912311e+00      -7.220489445185e+00      -9.741049411228e+01       2.697378465601e+01      -2.534472420303e+02       1.315306333392e+04 
       1.643063909811e-02      -3.056969846304e+01      -3.551358198235e+00      -1.928687962582e+01       5.231231087591e+00      -7.399302149038e+00      -9.869452330100e+01       2.752555442737e+01      -2.571637633933e+02       1.315484667834e+04 
       1.656103193409e-02      -3.098645581049e+01      -3.608209764453e+00      -1.957444432051e+01       5.395322338143e+00      -7.580610559698e+00      -9.998249874811e+01       2.808228420691e+01      -2.608866670277e+02       1.315579222521e+04 
       1.669146875206e-02      -3.140284681911e+01      -3.665307847308e+00      -1.986398920647e+01       5.562120167768e+00      -7.764414199928e+00      -1.012743393105e+02       2.864392867487e+01      -2.646155177685e+02       1.315591866705e+04 
       1.682195013851e-02      -3.181877654882e+01      -3.722644562004e+00      -2.015551240618e+01       5.731625596387e+00      -7.950710318940e+00      -1.025699679398e+02       2.921044070682e+01      -2.683497085637e+02       1.315523417922e+04 
       1.695247670125e-02      -3.223414134004e+01      -3.780211174333e+00      -2.044901216053e+01       5.903838888529e+00      -8.139495472650e+00      -1.038693089544e+02       2.978177262669e+01      -2.720885762575e+02       1.315374353180e+04 
       1.708304906952e-02      -3.264883736548e+01      -3.837998944000e+00      -2.074448675479e+01       6.078760380801e+00      -8.330766280096e+00      -1.051722867826e+02       3.035787683299e+01      -2.758314569234e+02       1.315145148905e+04 
       1.721366789423e-02      -3.306276062915e+01      -3.895999124838e+00      -2.104193458243e+01       6.256390484614e+00      -8.524519425789e+00      -1.064788259601e+02       3.093870579027e+01      -2.795776858659e+02       1.314836281078e+04 
       1.734433384812e-02      -3.347580696077e+01      -3.954202964586e+00      -2.134135410179e+01       6.436729688533e+00      -8.720751661702e+00      -1.077888511100e+02       3.152421202684e+01      -2.833265975929e+02       1.314448225187e+04 
       1.747504762601e-02      -3.388787201005e+01      -4.012601704653e+00      -2.164274383727e+01       6.619778560671e+00      -8.919459809305e+00      -1.091022869735e+02       3.211434815982e+01      -2.870775257863e+02       1.313981456196e+04 
       1.760580994501e-02      -3.429885193429e+01      -4.071186638205e+00      -2.194610242142e+01       6.805537679471e+00      -9.120640697128e+00      -1.104190585109e+02       3.270906684787e+01      -2.908298079911e+02       1.313436466449e+04 
       1.773662154480e-02      -3.470865993069e+01      -4.129950500917e+00      -2.225142867011e+01       6.994005927641e+00      -9.324289625025e+00      -1.117390938619e+02       3.330832013144e+01      -2.945828981061e+02       1.312814193526e+04 
       1.786748318785e-02      -3.511722701512e+01      -4.188887536737e+00      -2.255872158595e+01       7.185180413564e+00      -9.530400293291e+00      -1.130623245017e+02       3.391205940022e+01      -2.983363716934e+02       1.312116040527e+04 
       1.799839565976e-02      -3.552448492386e+01      -4.247992060064e+00      -2.286798026830e+01       7.379058239561e+00      -9.738966394101e+00      -1.143886821965e+02       3.452023608608e+01      -3.020898096597e+02       1.311343433828e+04 
       1.812935976953e-02      -3.593036526872e+01      -4.307258384961e+00      -2.317920390307e+01       7.575636591099e+00      -9.949981691646e+00      -1.157180988014e+02       3.513280171992e+01      -3.058427925195e+02       1.310497801374e+04 
       1.826037634990e-02      -3.633479953213e+01      -4.366680825030e+00      -2.349239178435e+01       7.774912739231e+00      -1.016344002417e+01      -1.170505063113e+02       3.574970787421e+01      -3.095949003746e+02       1.309580572701e+04 
       1.839144625766e-02      -3.673771906222e+01      -4.426253693279e+00      -2.380754328420e+01       7.976884043090e+00      -1.037933530605e+01      -1.183858368186e+02       3.637090624266e+01      -3.133457128925e+02       1.308593178969e+04 
       1.852257037400e-02      -3.713905506760e+01      -4.485971301984e+00      -2.412465787090e+01       8.181547952427e+00      -1.059766152989e+01      -1.197240225466e+02       3.699634858333e+01      -3.170948092838e+02       1.307537052996e+04 
       1.865374960492e-02      -3.753873846778e+01      -4.545827936833e+00      -2.444373513172e+01       8.388901853440e+00      -1.081841263023e+01      -1.210649961518e+02       3.762598675163e+01      -3.208417674540e+02       1.306413607677e+04 
       1.878498488157e-02      -3.793669819191e+01      -4.605817554529e+00      -2.476477487252e+01       8.598941228207e+00      -1.104158085786e+01      -1.224086943534e+02       3.825977263597e+01      -3.245861542745e+02       1.305223981853e+04 
       1.891627716068e-02      -3.833286173852e+01      -4.665933883412e+00      -2.508777708248e+01       8.811660272039e+00      -1.126715732484e+01      -1.237550567685e+02       3.889765821188e+01      -3.283275287938e+02       1.303969125116e+04 
       1.904762742497e-02      -3.872715641017e+01      -4.726170644412e+00      -2.541274188231e+01       9.027053244820e+00      -1.149513319789e+01      -1.251040231670e+02       3.953959553003e+01      -3.320654493118e+02       1.302649983812e+04 
       1.917903668358e-02      -3.911950933216e+01      -4.786521555293e+00      -2.573966946783e+01       9.245114500828e+00      -1.172549972454e+01      -1.264555334908e+02       4.018553675097e+01      -3.357994734944e+02       1.301267504817e+04 
       1.931050597254e-02      -3.950984744588e+01      -4.846980330405e+00      -2.606856018688e+01       9.465838491326e+00      -1.195824823523e+01      -1.278095277926e+02       4.083543412062e+01      -3.395291583445e+02       1.299822635544e+04 
       1.944203635524e-02      -3.989809750187e+01      -4.907540680429e+00      -2.639941446416e+01       9.689219767209e+00      -1.219337014548e+01      -1.291659463075e+02       4.148923997262e+01      -3.432540601705e+02       1.298316323966e+04 
       1.957362892291e-02      -4.028418605277e+01      -4.968196312110e+00      -2.673223286384e+01       9.915252981699e+00      -1.243085695806e+01      -1.305247293705e+02       4.214690673790e+01      -3.469737345547e+02       1.296749518624e+04 
       1.970528479514e-02      -4.066803933628e+01      -5.028940915952e+00      -2.706701607191e+01       1.014393286558e+01      -1.267070024163e+01      -1.318858175418e+02       4.280838696755e+01      -3.506877357321e+02       1.295123165170e+04 
       1.983700512040e-02      -4.104957820233e+01      -5.089767610267e+00      -2.740376497876e+01       1.037525295730e+01      -1.291289054042e+01      -1.332491544784e+02       4.347363386279e+01      -3.543955893676e+02       1.293438045706e+04 
       1.996879107659e-02      -4.142871595562e+01      -5.150668705070e+00      -2.774248069279e+01       1.060920506581e+01      -1.315741691295e+01      -1.346146881041e+02       4.414260148446e+01      -3.580967809831e+02       1.291694710609e+04 
       2.010064387163e-02      -4.180536508129e+01      -5.211636440449e+00      -2.808316450687e+01       1.084578096541e+01      -1.340426838684e+01      -1.359823668642e+02       4.481524407615e+01      -3.617907920645e+02       1.289893692179e+04 
       2.023256474401e-02      -4.217943778566e+01      -5.272663046475e+00      -2.842581782203e+01       1.108497253680e+01      -1.365343407976e+01      -1.373521393327e+02       4.549151596912e+01      -3.654771029703e+02       1.288035522086e+04 
       2.036455496339e-02      -4.255084598611e+01      -5.333740742696e+00      -2.877044217025e+01       1.132677176977e+01      -1.390490320153e+01      -1.387239542807e+02       4.617137162557e+01      -3.691551928850e+02       1.286120731351e+04 
       2.049661583128e-02      -4.291950130053e+01      -5.394861737611e+00      -2.911703924630e+01       1.157117076609e+01      -1.415866505644e+01      -1.400977606526e+02       4.685476560448e+01      -3.728245397696e+02       1.284149850336e+04 
       2.062874868164e-02      -4.328531503655e+01      -5.456018228130e+00      -2.946561085315e+01       1.181816174227e+01      -1.441470904544e+01      -1.414735075657e+02       4.754165259520e+01      -3.764846203110e+02       1.282123408730e+04 
       2.076095488158e-02      -4.364819818024e+01      -5.517202398995e+00      -2.981615897877e+01       1.206773703261e+01      -1.467302466855e+01      -1.428511443010e+02       4.823198737360e+01      -3.801349098689e+02       1.280041935531e+04 
       2.089323583201e-02      -4.400806425389e+01      -5.578406669950e+00      -3.016868575174e+01       1.231988896340e+01      -1.493360142208e+01      -1.442306206928e+02       4.892572498826e+01      -3.837749003750e+02       1.277906001781e+04 
       2.102559296841e-02      -4.436486227436e+01      -5.639626541944e+00      -3.052319355114e+01       1.257460837747e+01      -1.519642759420e+01      -1.456118911026e+02       4.962282217001e+01      -3.874043065715e+02       1.275716711710e+04 
       2.115802776152e-02      -4.471856539009e+01      -5.700859616428e+00      -3.087968501623e+01       1.283188514630e+01      -1.546149068282e+01      -1.469949131301e+02       5.032323686513e+01      -3.910229949322e+02       1.273475533641e+04 
       2.129054171813e-02      -4.506914707056e+01      -5.762103539884e+00      -3.123816293767e+01       1.309170924051e+01      -1.572877826934e+01      -1.483796445791e+02       5.102692718384e+01      -3.946308346997e+02       1.271183945456e+04 
       2.142313638184e-02      -4.541658063760e+01      -5.823355963808e+00      -3.159863028149e+01       1.335407075353e+01      -1.599827803786e+01      -1.497660435251e+02       5.173385133374e+01      -3.982276949736e+02       1.268843427816e+04 
       2.155581333391e-02      -4.576083925959e+01      -5.884614544680e+00      -3.196109016457e+01       1.361895990462e+01      -1.626997777752e+01      -1.511540682185e+02       5.244396769604e+01      -4.018134446946e+02       1.266455464256e+04 
       2.168857419404e-02      -4.610189594549e+01      -5.945876943924e+00      -3.232554589905e+01       1.388636704197e+01      -1.654386538487e+01      -1.525436771474e+02       5.315723474929e+01      -4.053879526286e+02       1.264021541312e+04 
       2.182142062129e-02      -4.643972353861e+01      -6.007140827875e+00      -3.269200097188e+01       1.415628264578e+01      -1.681992886630e+01      -1.539348290062e+02       5.387361114628e+01      -4.089510873505e+02       1.261543148633e+04 
       2.195435431493e-02      -4.677429471026e+01      -6.068403867725e+00      -3.306045905327e+01       1.442869733151e+01      -1.709815634054e+01      -1.553274827181e+02       5.459305565933e+01      -4.125027172264e+02       1.259021779106e+04 
       2.208737701537e-02      -4.710558151247e+01      -6.129663695596e+00      -3.343092400988e+01       1.470360181506e+01      -1.737853601252e+01      -1.567215975638e+02       5.531552725601e+01      -4.160427076496e+02       1.256458913763e+04 
       2.222049050510e-02      -4.743354364895e+01      -6.190916737027e+00      -3.380339997932e+01       1.498098590208e+01      -1.766105541440e+01      -1.581171366895e+02       5.604098696648e+01      -4.195708479506e+02       1.253855616735e+04 
       2.235369660969e-02      -4.775812716544e+01      -6.252158081186e+00      -3.417789138218e+01       1.526083837872e+01      -1.794570132352e+01      -1.595140675100e+02       5.676939802575e+01      -4.230868432580e+02       1.251212490378e+04 
       2.248699719875e-02      -4.807927710605e+01      -6.313382742024e+00      -3.455440286672e+01       1.554314811066e+01      -1.823246058792e+01      -1.609123579164e+02       5.750072396144e+01      -4.265903934184e+02       1.248530113132e+04 
       2.262039418702e-02      -4.839693818978e+01      -6.374585726327e+00      -3.493293926511e+01       1.582790410589e+01      -1.852132017346e+01      -1.623119760399e+02       5.823492842188e+01      -4.300811972396e+02       1.245809063314e+04 
       2.275388953541e-02      -4.871105479848e+01      -6.435762033229e+00      -3.531350566058e+01       1.611509551802e+01      -1.881226716642e+01      -1.637128903266e+02       5.897197528197e+01      -4.335589524428e+02       1.243049919143e+04 
       2.288748525209e-02      -4.902157096447e+01      -6.496906653694e+00      -3.569610731966e+01       1.640471164976e+01      -1.910528877603e+01      -1.651150694706e+02       5.971182855780e+01      -4.370233556133e+02       1.240253258748e+04 
       2.302118339367e-02      -4.932843035764e+01      -6.558014569983e+00      -3.608074975994e+01       1.669674195635e+01      -1.940037233716e+01      -1.665184824721e+02       6.045445242997e+01      -4.404741021491e+02       1.237419660196e+04 
       2.315498606635e-02      -4.963157627220e+01      -6.619080755093e+00      -3.646743874724e+01       1.699117604919e+01      -1.969750531302e+01      -1.679230985909e+02       6.119981127209e+01      -4.439108862077e+02       1.234549701506e+04 
       2.328889542710e-02      -4.993095161283e+01      -6.680100172176e+00      -3.685618025572e+01       1.728800369947e+01      -1.999667529786e+01      -1.693288874121e+02       6.194786962228e+01      -4.473334006508e+02       1.231643960677e+04 
       2.342291368497e-02      -5.022650016355e+01      -6.741067872985e+00      -3.724698052826e+01       1.758721469486e+01      -2.029786992366e+01      -1.707358194768e+02       6.269859268133e+01      -4.507413452741e+02       1.228703018953e+04 
       2.355704310234e-02      -5.051817470943e+01      -6.801979625356e+00      -3.763984618004e+01       1.788879791040e+01      -2.060107625283e+01      -1.721438707775e+02       6.345194918819e+01      -4.541344792969e+02       1.225727481410e+04 
       2.369128599624e-02      -5.080593184820e+01      -6.862831513204e+00      -3.803478409497e+01       1.819274190564e+01      -2.090628116911e+01      -1.735530198910e+02       6.420790962043e+01      -4.575125878905e+02       1.222717963911e+04 
       2.382564473976e-02      -5.108972782451e+01      -6.923619615468e+00      -3.843180144102e+01       1.849903540441e+01      -2.121347169168e+01      -1.749632457957e+02       6.496644467307e+01      -4.608754553118e+02       1.219675082650e+04 
       2.396012176342e-02      -5.136951849730e+01      -6.984340004139e+00      -3.883090565715e+01       1.880766730084e+01      -2.152263497944e+01      -1.763745277736e+02       6.572752523473e+01      -4.642228647326e+02       1.216599454139e+04 
       2.409471955666e-02      -5.164525932568e+01      -7.044988743738e+00      -3.923210448634e+01       1.911862666325e+01      -2.183375833395e+01      -1.777868455200e+02       6.649112244620e+01      -4.675545981886e+02       1.213491695252e+04 
       2.422944066933e-02      -5.191690535434e+01      -7.105561890773e+00      -3.963540593226e+01       1.943190273819e+01      -2.214682920236e+01      -1.792001790667e+02       6.725720767484e+01      -4.708704365282e+02       1.210352423264e+04 
       2.436428771324e-02      -5.218441119843e+01      -7.166055493161e+00      -4.004081830264e+01       1.974748495447e+01      -2.246183518052e+01      -1.806145088256e+02       6.802575248331e+01      -4.741701593578e+02       1.207182255900e+04 
       2.449926336379e-02      -5.244773102784e+01      -7.226465589639e+00      -4.044835023024e+01       2.006536292744e+01      -2.277876401599e+01      -1.820298155983e+02       6.879672869555e+01      -4.774535449856e+02       1.203981811384e+04 
       2.463437036160e-02      -5.270681855092e+01      -7.286788209132e+00      -4.085801064158e+01       2.038552646324e+01      -2.309760361130e+01      -1.834460805577e+02       6.957010837405e+01      -4.807203703633e+02       1.200751708486e+04 
       2.476961151422e-02      -5.296162822979e+01      -7.347019471700e+00      -4.126980882299e+01       2.070796551908e+01      -2.341834201215e+01      -1.848632856885e+02       7.034586412438e+01      -4.839704182615e+02       1.197492570101e+04 
       2.490498969791e-02      -5.321212874450e+01      -7.407156699477e+00      -4.168375441601e+01       2.103266972466e+01      -2.374096724679e+01      -1.862814179848e+02       7.112397243871e+01      -4.872035563853e+02       1.194205061852e+04 
       2.504050785947e-02      -5.345829803688e+01      -7.467198008800e+00      -4.209985751025e+01       2.135962856375e+01      -2.406546738944e+01      -1.877004679010e+02       7.190441251449e+01      -4.904197083080e+02       1.190889878032e+04 
       2.517616901810e-02      -5.370011384865e+01      -7.527141530839e+00      -4.251812849758e+01       2.168883171736e+01      -2.439183067863e+01      -1.891204264697e+02       7.268716389469e+01      -4.936187979417e+02       1.187547714665e+04 
       2.531197626734e-02      -5.393755353963e+01      -7.586985397446e+00      -4.293857815133e+01       2.202026907447e+01      -2.472004552272e+01      -1.905412851349e+02       7.347220639617e+01      -4.968007485142e+02       1.184179269110e+04 
       2.544793277713e-02      -5.417059407414e+01      -7.646727740886e+00      -4.336121763420e+01       2.235393073679e+01      -2.505010050342e+01      -1.919630358731e+02       7.425952013691e+01      -4.999654825335e+02       1.180785240148e+04 
       2.558404179583e-02      -5.439921200680e+01      -7.706366693557e+00      -4.378605846869e+01       2.268980702365e+01      -2.538198437946e+01      -1.933856711491e+02       7.504908558558e+01      -5.031129217515e+02       1.177366328074e+04 
       2.572030665240e-02      -5.462338346789e+01      -7.765900387686e+00      -4.421311258892e+01       2.302788847708e+01      -2.571568609027e+01      -1.948091839167e+02       7.584088346816e+01      -5.062429871256e+02       1.173923234800e+04 
       2.585673075862e-02      -5.484308414809e+01      -7.825326955023e+00      -4.464239233090e+01       2.336816586697e+01      -2.605119475981e+01      -1.962335676724e+02       7.663489487160e+01      -5.093555987796e+02       1.170456663949e+04 
       2.599331761136e-02      -5.505828928272e+01      -7.884644526503e+00      -4.507391044453e+01       2.371063019638e+01      -2.638849970044e+01      -1.976588164128e+02       7.743110118511e+01      -5.124506759618e+02       1.166967320970e+04 
       2.613007079499e-02      -5.526897363550e+01      -7.943851231911e+00      -4.550768012264e+01       2.405527270696e+01      -2.672759041691e+01      -1.990849246979e+02       7.822948415770e+01      -5.155281370036e+02       1.163455913244e+04 
       2.626699398383e-02      -5.547511603763e+01      -8.002945575437e+00      -4.594371500549e+01       2.440208487816e+01      -2.706845671902e+01      -2.005118890982e+02       7.903002719844e+01      -5.185879239084e+02       1.159923142416e+04 
       2.640409094464e-02      -5.567671129918e+01      -8.061927419528e+00      -4.638202925369e+01       2.475105841601e+01      -2.741108901010e+01      -2.019397120691e+02       7.983271889699e+01      -5.216300668029e+02       1.156369684110e+04 
       2.654136553932e-02      -5.587375758018e+01      -8.120796944003e+00      -4.682263751575e+01       2.510218527696e+01      -2.775547799074e+01      -2.033683979002e+02       8.063754938407e+01      -5.246546157061e+02       1.152796209631e+04 
