# PT power spectra for matter and bias tracers P, P_CTR (for c_s^2 = 1 (Mpc/h)^2 ), Id2d2, Id2, IG2, Id2G2, IG2G2, IFG2, P_Tree at redshift z=0.61
# for k=1.04735e-05 to 109.569 h/Mpc,
# number of wavenumbers equal to 586
#    1:k (h/Mpc)              2:P_1loop (Mpc/h)^3      3:P_CTR (Mpc/h)^3        4:Id2d2 (Mpc/h)^3        5:Id2 (Mpc/h)^3          6:IG2 (Mpc/h)^3          7:Id2G2 (Mpc/h)^3        8:IG2G2 (Mpc/h)^3        9:IFG2 (Mpc/h)^3        10:P_Tree (Mpc/h)^3   
       1.047450957423e-02      -1.244903436438e+01      -1.313073575333e+00      -8.095175295814e+00       4.644147096262e-01      -1.687083548537e+00      -4.473322746219e+01       7.803762700185e+00      -1.018320158408e+02       1.196974361217e+04 
       1.060313311425e-02      -1.279027489446e+01      -1.351633733340e+00      -8.283465823351e+00       5.150809558085e-01      -1.759935511948e+00      -4.573458260394e+01       8.092822868447e+00      -1.046702611021e+02       1.202418756746e+04 
       1.073179887180e-02      -1.313509130206e+01      -1.390725441685e+00      -8.473871153366e+00       5.677876784944e-01      -1.834832873236e+00      -4.674421703602e+01       8.387973707104e+00      -1.075408542373e+02       1.207712548968e+04 
       1.086050616441e-02      -1.348335502641e+01      -1.430339288479e+00      -8.666386269243e+00       6.225623519753e-01      -1.911797428124e+00      -4.776202119333e+01       8.689220212847e+00      -1.104428922562e+02       1.212853123850e+04 
       1.098925436019e-02      -1.383500635148e+01      -1.470472211970e+00      -8.861006198202e+00       6.794307201403e-01      -1.990849845860e+00      -4.878788605155e+01       8.996564570056e+00      -1.133759703249e+02       1.217844019743e+04 
       1.111804287546e-02      -1.418999218112e+01      -1.511121753885e+00      -9.057726033501e+00       7.384183215084e-01      -2.072010600728e+00      -4.982170271961e+01       9.310008213351e+00      -1.163397314845e+02       1.222689355189e+04 
       1.124687117257e-02      -1.454824679237e+01      -1.552284227270e+00      -9.256540878075e+00       7.995506217373e-01      -2.155299667998e+00      -5.086336295487e+01       9.629549700711e+00      -1.193337269006e+02       1.227391967046e+04 
       1.137573875782e-02      -1.490969897827e+01      -1.593955414346e+00      -9.457445943026e+00       8.628530546693e-01      -2.240736821084e+00      -5.191275875604e+01       9.955186384921e+00      -1.223574679487e+02       1.231954154346e+04 
       1.150464517960e-02      -1.527426436986e+01      -1.636129843669e+00      -9.660436462797e+00       9.283501092108e-01      -2.328341154271e+00      -5.296978258640e+01       1.028691392455e+01      -1.254103733226e+02       1.236377376661e+04 
       1.163359002661e-02      -1.564184016520e+01      -1.678800286720e+00      -9.865507757224e+00       9.960649361657e-01      -2.418130798554e+00      -5.403432749730e+01       1.062472552336e+01      -1.284917319006e+02       1.240661913438e+04 
       1.176257292618e-02      -1.601232433705e+01      -1.721959577356e+00      -1.007265515753e+01       1.066020532818e+00      -2.510123725349e+00      -5.510628674503e+01       1.096861382210e+01      -1.316008385170e+02       1.244808135364e+04 
       1.189159354280e-02      -1.638562943053e+01      -1.765601843398e+00      -1.028187410424e+01       1.138239389747e+00      -2.604337185961e+00      -5.618555438005e+01       1.131856871353e+01      -1.347370935022e+02       1.248817562176e+04 
       1.202065157666e-02      -1.676167384552e+01      -1.809721734832e+00      -1.049316005838e+01       1.212743811135e+00      -2.700788159280e+00      -5.727202480865e+01       1.167457902640e+01      -1.378999396238e+02       1.252692180394e+04 
       1.214974676232e-02      -1.714038489941e+01      -1.854314699595e+00      -1.070650856864e+01       1.289555469535e+00      -2.799493122098e+00      -5.836559286291e+01       1.203663229716e+01      -1.410888825030e+02       1.256434468305e+04 
       1.227887886751e-02      -1.752170781162e+01      -1.899377783800e+00      -1.092191522698e+01       1.368694739065e+00      -2.900467515320e+00      -5.946615424197e+01       1.240471354314e+01      -1.443035538416e+02       1.260047880771e+04 
       1.240804769196e-02      -1.790558839906e+01      -1.944908082182e+00      -1.113937569026e+01       1.450181836535e+00      -3.003726645339e+00      -6.057360482999e+01       1.277880739114e+01      -1.475435896445e+02       1.263535897474e+04 
       1.253725306635e-02      -1.829194616760e+01      -1.990900199256e+00      -1.135888569218e+01       1.534036420436e+00      -3.109285148204e+00      -6.168784132579e+01       1.315889639344e+01      -1.508084407677e+02       1.266900302509e+04 
       1.266649485135e-02      -1.868067835817e+01      -2.037346633103e+00      -1.158044104048e+01       1.620277684565e+00      -3.217157099884e+00      -6.280876107946e+01       1.354496138762e+01      -1.540974014100e+02       1.270141446219e+04 
       1.279577293663e-02      -1.907167513556e+01      -2.084239221073e+00      -1.180403756735e+01       1.708924649062e+00      -3.327356430251e+00      -6.393626167847e+01       1.393698284177e+01      -1.574097173462e+02       1.273259352120e+04 
       1.292508724011e-02      -1.946478237769e+01      -2.131565644364e+00      -1.202967122171e+01       1.799994985296e+00      -3.439895954717e+00      -6.507024178741e+01       1.433493878004e+01      -1.607443316592e+02       1.276252050035e+04 
       1.305443770708e-02      -1.985982682510e+01      -2.179311791158e+00      -1.225733802019e+01       1.893505809164e+00      -3.554788031955e+00      -6.621060052573e+01       1.473880624962e+01      -1.641000566942e+02       1.279116711590e+04 
       1.318382430956e-02      -2.025666433658e+01      -2.227466229202e+00      -1.248703401020e+01       1.989474026393e+00      -3.672044804164e+00      -6.735723738123e+01       1.514856170169e+01      -1.674759079826e+02       1.281852072015e+04 
       1.331324704556e-02      -2.065527204604e+01      -2.276028672056e+00      -1.271875533761e+01       2.087915554447e+00      -3.791677407813e+00      -6.851005307022e+01       1.556417923055e+01      -1.708717468298e+02       1.284463352128e+04 
       1.344270593848e-02      -2.105565846466e+01      -2.325001720873e+00      -1.295249820183e+01       2.188846088024e+00      -3.913696749259e+00      -6.966894866597e+01       1.598563228832e+01      -1.742876534777e+02       1.286957456079e+04 
       1.357220103656e-02      -2.145781713489e+01      -2.374386568452e+00      -1.318825884722e+01       2.292280988683e+00      -4.038113418659e+00      -7.083382567669e+01       1.641289367812e+01      -1.777236027044e+02       1.289340323458e+04 
       1.370173241236e-02      -2.186169477797e+01      -2.424179991657e+00      -1.342603364739e+01       2.398234486479e+00      -4.164936935644e+00      -7.200458695582e+01       1.684593393219e+01      -1.811792390991e+02       1.291614863490e+04 
       1.383130016222e-02      -2.226722898710e+01      -2.474377910926e+00      -1.366581904025e+01       2.506720629215e+00      -4.294176645985e+00      -7.318113565229e+01       1.728472317001e+01      -1.846541430087e+02       1.293783399781e+04 
       1.396090440591e-02      -2.267433503244e+01      -2.524974165521e+00      -1.390761149847e+01       2.617753097632e+00      -4.425841553018e+00      -7.436337538979e+01       1.772923087116e+01      -1.881477425746e+02       1.295847247787e+04 
       1.409054528613e-02      -2.308286141243e+01      -2.575956358499e+00      -1.415140763361e+01       2.731344379324e+00      -4.559939549319e+00      -7.555121124942e+01       1.817942439749e+01      -1.916590103677e+02       1.297804696600e+04 
       1.422022296826e-02      -2.349264402154e+01      -2.627310920719e+00      -1.439720409197e+01       2.847506780023e+00      -4.696478357090e+00      -7.674454859237e+01       1.863527077435e+01      -1.951868330975e+02       1.299653468369e+04 
       1.434993763993e-02      -2.390351904910e+01      -2.679024298388e+00      -1.464499762628e+01       2.966252306147e+00      -4.835465420287e+00      -7.794329324779e+01       1.909673652785e+01      -1.987301026863e+02       1.301391464649e+04 
       1.447968951079e-02      -2.431532431861e+01      -2.731083028865e+00      -1.489478505648e+01       3.087591726639e+00      -4.976907035927e+00      -7.914735257679e+01       1.956378621832e+01      -2.022877335482e+02       1.303017258245e+04 
       1.460947881223e-02      -2.472789787014e+01      -2.783473660649e+00      -1.514656328789e+01       3.211535566286e+00      -5.120809273680e+00      -8.035663437202e+01       2.003638402580e+01      -2.058586443448e+02       1.304529574427e+04 
       1.473930579715e-02      -2.514109985944e+01      -2.836184772214e+00      -1.540032929130e+01       3.338094181460e+00      -5.267178051123e+00      -8.157104671075e+01       2.051449385934e+01      -2.094419045246e+02       1.305928045801e+04 
       1.486917073977e-02      -2.555492171761e+01      -2.889216960577e+00      -1.565608012458e+01       3.467276673896e+00      -5.416018153421e+00      -8.279049929791e+01       2.099807789110e+01      -2.130374775575e+02       1.307217661822e+04 
       1.499907393542e-02      -2.596940287998e+01      -2.942575222026e+00      -1.591381293332e+01       3.599091722987e+00      -5.567333984402e+00      -8.401490247882e+01       2.148709771652e+01      -2.166456539774e+02       1.308405374586e+04 
       1.512901570044e-02      -2.638457948128e+01      -2.996264248429e+00      -1.617352493707e+01       3.733548000193e+00      -5.721129930927e+00      -8.524416676282e+01       2.198151486672e+01      -2.202667014912e+02       1.309497959545e+04 
       1.525899637203e-02      -2.680044087014e+01      -3.050284332228e+00      -1.643521342258e+01       3.870653377302e+00      -5.877409529976e+00      -8.647820411204e+01       2.248128956970e+01      -2.239005617212e+02       1.310499648151e+04 
       1.538901630818e-02      -2.721694298579e+01      -3.104632626478e+00      -1.669887583828e+01       4.010415173392e+00      -6.036175727929e+00      -8.771692756517e+01       2.298638110958e+01      -2.275469435027e+02       1.311412856443e+04 
       1.551907588757e-02      -2.763404009328e+01      -3.159306135505e+00      -1.696450963260e+01       4.152840744821e+00      -6.197431502732e+00      -8.896025023661e+01       2.349674880065e+01      -2.312055445336e+02       1.312239932470e+04 
       1.564917550952e-02      -2.805161077869e+01      -3.214294875731e+00      -1.723211239628e+01       4.297936688421e+00      -6.361179202252e+00      -9.020808626092e+01       2.401235128656e+01      -2.348755604003e+02       1.312980627582e+04 
       1.577931559401e-02      -2.846940366008e+01      -3.269576857681e+00      -1.750168183791e+01       4.445708253681e+00      -6.527420054082e+00      -9.146035138038e+01       2.453314592837e+01      -2.385553242288e+02       1.313630230825e+04 
       1.590949658161e-02      -2.888715418077e+01      -3.325128882066e+00      -1.777321573213e+01       4.596160614428e+00      -6.696155226279e+00      -9.271696160651e+01       2.505909006548e+01      -2.422430819301e+02       1.314183582631e+04 
       1.603971893355e-02      -2.930463556945e+01      -3.380931215430e+00      -1.804671191961e+01       4.749298830283e+00      -6.867385762105e+00      -9.397783331235e+01       2.559014085284e+01      -2.459373326209e+02       1.314636870067e+04 
       1.616998313173e-02      -2.972184759942e+01      -3.436984864968e+00      -1.832216835828e+01       4.905126963470e+00      -7.041111679517e+00      -9.524288477921e+01       2.612625431708e+01      -2.496380922073e+02       1.314994330592e+04 
       1.630028967877e-02      -3.013887351889e+01      -3.493298485542e+00      -1.859958310516e+01       5.063648752132e+00      -7.217332657079e+00      -9.651203503815e+01       2.666738611364e+01      -2.533459356659e+02       1.315263171115e+04 
       1.643063909811e-02      -3.055579446707e+01      -3.549880545936e+00      -1.887895427189e+01       5.224867987333e+00      -7.396048420085e+00      -9.778520325175e+01       2.721349192071e+01      -2.570614242943e+02       1.315450531647e+04 
       1.656103193409e-02      -3.097255971543e+01      -3.606727365110e+00      -1.916028009992e+01       5.388787716715e+00      -7.577258045787e+00      -9.906230975420e+01       2.776452690700e+01      -2.607842450505e+02       1.315559035312e+04 
       1.669146875206e-02      -3.138892210943e+01      -3.663817160047e+00      -1.944355897133e+01       5.555409848773e+00      -7.760959618097e+00      -1.003432766268e+02       2.832044540377e+01      -2.645127823629e+02       1.315584574528e+04 
       1.682195013851e-02      -3.180461809877e+01      -3.721126645256e+00      -1.972878932397e+01       5.724736265155e+00      -7.947151198049e+00      -1.016280261810e+02       2.888120175367e+01      -2.682453122350e+02       1.315522485076e+04 
       1.695247670125e-02      -3.221940907260e+01      -3.778634821928e+00      -2.001596971297e+01       5.896768804556e+00      -8.135830801273e+00      -1.029164810087e+02       2.944675026688e+01      -2.719802756583e+02       1.315368895293e+04 
       1.708304906952e-02      -3.263329172873e+01      -3.836342190021e+00      -2.030509878285e+01       6.071508300805e+00      -8.326995488894e+00      -1.042085656574e+02       3.001704462283e+01      -2.757176676434e+02       1.315127373934e+04 
       1.721366789423e-02      -3.304639060796e+01      -3.894260934315e+00      -2.059617529538e+01       6.248955077751e+00      -8.520641834925e+00      -1.055042057922e+02       3.059203814457e+01      -2.794583276551e+02       1.314805534336e+04 
       1.734433384812e-02      -3.345883182646e+01      -3.952403393409e+00      -2.088919811085e+01       6.429109530376e+00      -8.716766475111e+00      -1.068033271539e+02       3.117168422914e+01      -2.832031059037e+02       1.314411044453e+04 
       1.747504762601e-02      -3.387066747751e+01      -4.010775113306e+00      -2.118416616639e+01       6.611971796402e+00      -8.915365812699e+00      -1.081058561788e+02       3.175593619845e+01      -2.869523682679e+02       1.313949306373e+04 
       1.760580994501e-02      -3.428166464910e+01      -4.069355458578e+00      -2.148107858300e+01       6.797540803610e+00      -9.116435164240e+00      -1.094117214862e+02       3.234474684268e+01      -2.907046147938e+02       1.313416983204e+04 
       1.773662154480e-02      -3.469152159125e+01      -4.128117478295e+00      -2.177993456823e+01       6.985815250843e+00      -9.319969638921e+00      -1.107208523236e+02       3.293806887458e+01      -2.944578951658e+02       1.312808631586e+04 
       1.786748318785e-02      -3.509993643709e+01      -4.187034221351e+00      -2.208073343892e+01       7.176793916836e+00      -9.525964415325e+00      -1.120331780366e+02       3.353585509630e+01      -2.982102586920e+02       1.312118809321e+04 
       1.799839565976e-02      -3.550672559309e+01      -4.246089528826e+00      -2.238347461952e+01       7.370475131863e+00      -9.734414275597e+00      -1.133486290250e+02       3.413805824167e+01      -3.019605273007e+02       1.311345483006e+04 
       1.812935976953e-02      -3.591197420255e+01      -4.305291750003e+00      -2.268815766542e+01       7.566856105645e+00      -9.945313012897e+00      -1.146671379032e+02       3.474463077579e+01      -3.057092779480e+02       1.310494358777e+04 
       1.826037634990e-02      -3.631580464573e+01      -4.364652639983e+00      -2.299478224129e+01       7.765933967607e+00      -1.015865434825e+01      -1.159886376642e+02       3.535552520534e+01      -3.094573311326e+02       1.309572219498e+04 
       1.839144625766e-02      -3.671833841572e+01      -4.424183884002e+00      -2.330334809779e+01       7.967705929300e+00      -1.037443207331e+01      -1.173130614553e+02       3.597069412467e+01      -3.132055020512e+02       1.308585828252e+04 
       1.852257037400e-02      -3.711957816763e+01      -4.483886273808e+00      -2.361385512674e+01       8.172168746505e+00      -1.059263954957e+01      -1.186403436598e+02       3.659009012812e+01      -3.169538365211e+02       1.307538592344e+04 
       1.865374960492e-02      -3.751930857984e+01      -4.543740610373e+00      -2.392630341526e+01       8.379318267567e+00      -1.081326928775e+01      -1.199704208434e+02       3.721366578784e+01      -3.207009687699e+02       1.306427759416e+04 
       1.878498488157e-02      -3.791729054647e+01      -4.603725524621e+00      -2.424069311649e+01       8.589150325690e+00      -1.103631377790e+01      -1.213032299103e+02       3.784137375282e+01      -3.244453794299e+02       1.305249910246e+04 
       1.891627716068e-02      -3.831328491090e+01      -4.663819655215e+00      -2.455702453498e+01       8.801660843238e+00      -1.126176558666e+01      -1.226387079034e+02       3.847316674665e+01      -3.281855493099e+02       1.304001629694e+04 
       1.904762742497e-02      -3.870712267619e+01      -4.724008022780e+00      -2.487529806243e+01       9.016845238911e+00      -1.148961686471e+01      -1.239767930947e+02       3.910899765685e+01      -3.319204158281e+02       1.302681421084e+04 
       1.917903668358e-02      -3.909877476549e+01      -4.784288363318e+00      -2.519551430683e+01       9.234697838775e+00      -1.171985885744e+01      -1.253174260773e+02       3.974881953435e+01      -3.356498265207e+02       1.301291608330e+04 
       1.931050597254e-02      -3.948822856805e+01      -4.844659921063e+00      -2.551767395304e+01       9.455212925544e+00      -1.195248277660e+01      -1.266605478052e+02       4.039258555815e+01      -3.393737365126e+02       1.299834970335e+04 
       1.944203635524e-02      -3.987547143767e+01      -4.905121950765e+00      -2.584177780605e+01       9.678384880772e+00      -1.218747991843e+01      -1.280060994152e+02       4.104024900746e+01      -3.430921012585e+02       1.298314291222e+04 
       1.957362892291e-02      -4.026048469351e+01      -4.965673132465e+00      -2.616782684277e+01       9.904207855096e+00      -1.242484136446e+01      -1.293540229679e+02       4.169176335561e+01      -3.468048360323e+02       1.296732087918e+04 
       1.970528479514e-02      -4.064323199132e+01      -5.026310436744e+00      -2.649582219324e+01       1.013267512647e+01      -1.266455739949e+01      -1.307042630757e+02       4.234708253195e+01      -3.505117373902e+02       1.295090081870e+04 
       1.983700512040e-02      -4.102367366712e+01      -5.087030525317e+00      -2.682576514007e+01       1.036377989822e+01      -1.290661823477e+01      -1.320567649246e+02       4.300616059619e+01      -3.542125800791e+02       1.293389851295e+04 
       1.996879107659e-02      -4.140176993653e+01      -5.147830063771e+00      -2.715765707349e+01       1.059751547940e+01      -1.315101417119e+01      -1.334114738443e+02       4.366895176060e+01      -3.579071386660e+02       1.291632976894e+04 
       2.010064387163e-02      -4.177748026994e+01      -5.208705650099e+00      -2.749149954653e+01       1.083387511744e+01      -1.339773546112e+01      -1.347683357279e+02       4.433541037807e+01      -3.615951833033e+02       1.289821001952e+04 
       2.023256474401e-02      -4.215076016034e+01      -5.269653442821e+00      -2.782729429725e+01       1.107285111513e+01      -1.364677157967e+01      -1.361272990191e+02       4.500549149605e+01      -3.652764577486e+02       1.287955224238e+04 
       2.036455496339e-02      -4.252156347847e+01      -5.330669432910e+00      -2.816504321626e+01       1.131443548152e+01      -1.389811176171e+01      -1.374883132824e+02       4.567915049898e+01      -3.689506954124e+02       1.286036848377e+04 
       2.049661583128e-02      -4.288984393160e+01      -5.391749612443e+00      -2.850474834448e+01       1.155862033681e+01      -1.415174533596e+01      -1.388513282105e+02       4.635634283736e+01      -3.726176293052e+02       1.284067080406e+04 
       2.062874868164e-02      -4.325555264017e+01      -5.452889753442e+00      -2.884641186630e+01       1.180539788709e+01      -1.440766170360e+01      -1.402162937682e+02       4.703702414498e+01      -3.762769771637e+02       1.282047078490e+04 
       2.076095488158e-02      -4.361858327119e+01      -5.514080389406e+00      -2.919003614941e+01       1.205475977097e+01      -1.466584978960e+01      -1.415831619081e+02       4.772115071776e+01      -3.799281043237e+02       1.279976829870e+04 
       2.089323583201e-02      -4.397877090463e+01      -5.575306712085e+00      -2.953562376701e+01       1.230669704910e+01      -1.492629803373e+01      -1.429518865900e+02       4.840867956945e+01      -3.835700167701e+02       1.277855127870e+04 
       2.102559296841e-02      -4.433594742197e+01      -5.636553638604e+00      -2.988317744602e+01       1.256120086997e+01      -1.518899494944e+01      -1.443224220242e+02       4.909956785445e+01      -3.872017015050e+02       1.275680706026e+04 
       2.115802776152e-02      -4.468994407960e+01      -5.697806047361e+00      -3.023270006479e+01       1.281826250385e+01      -1.545392915218e+01      -1.456947226503e+02       4.979377283531e+01      -3.908221423778e+02       1.273452290995e+04 
       2.129054171813e-02      -4.504062584962e+01      -5.759051868038e+00      -3.058419468498e+01       1.307787309727e+01      -1.572108916712e+01      -1.470687437740e+02       5.049125218732e+01      -3.944305344824e+02       1.271169286190e+04 
       2.142313638184e-02      -4.538798757934e+01      -5.820290733317e+00      -3.093766458800e+01       1.334002298009e+01      -1.599046288652e+01      -1.484444434505e+02       5.119196476991e+01      -3.980268844682e+02       1.268833685689e+04 
       2.155581333391e-02      -4.573205497130e+01      -5.881525070788e+00      -3.129311323743e+01       1.360470238502e+01      -1.626203813323e+01      -1.498217805802e+02       5.189586978976e+01      -4.016113924139e+02       1.266448103859e+04 
       2.168857419404e-02      -4.607285375939e+01      -5.942757330328e+00      -3.165054426139e+01       1.387190167378e+01      -1.653580283764e+01      -1.512007142814e+02       5.260292659363e+01      -4.051842594271e+02       1.264015162173e+04 
       2.182142062129e-02      -4.641040929632e+01      -6.003989944966e+00      -3.200996148210e+01       1.414161132639e+01      -1.681174502913e+01      -1.525812039335e+02       5.331309470358e+01      -4.087456848874e+02       1.261537474598e+04 
       2.195435431493e-02      -4.674473303925e+01      -6.065224032781e+00      -3.237136893985e+01       1.441382149258e+01      -1.708985247744e+01      -1.539632108368e+02       5.402633458502e+01      -4.122957754315e+02       1.259017161067e+04 
       2.208737701537e-02      -4.707581946530e+01      -6.126459101056e+00      -3.273477089182e+01       1.468852189190e+01      -1.737011261273e+01      -1.553466985511e+02       5.474260783396e+01      -4.158345241986e+02       1.256455736652e+04 
       2.222049050510e-02      -4.740366193155e+01      -6.187694570870e+00      -3.310017181265e+01       1.496570234735e+01      -1.765251295196e+01      -1.567316310040e+02       5.546187622918e+01      -4.193619176932e+02       1.253854683095e+04 
       2.235369660969e-02      -4.772825369208e+01      -6.248929875421e+00      -3.346757636144e+01       1.524535282279e+01      -1.793704112870e+01      -1.581179724075e+02       5.618410174696e+01      -4.228779426619e+02       1.251215485732e+04 
       2.248699719875e-02      -4.804957935520e+01      -6.310163685868e+00      -3.383698940337e+01       1.552746335639e+01      -1.822368484581e+01      -1.595056874273e+02       5.690924662266e+01      -4.263825348125e+02       1.248539483532e+04 
       2.262039418702e-02      -4.836753942515e+01      -6.371387068813e+00      -3.420841608601e+01       1.581202344586e+01      -1.851243143731e+01      -1.608947433370e+02       5.763727455752e+01      -4.298751256731e+02       1.245826542809e+04 
       2.275388953541e-02      -4.868198618624e+01      -6.432586741141e+00      -3.458186175330e+01       1.609902234604e+01      -1.880326808074e+01      -1.622851090268e+02       5.836815015516e+01      -4.333548581188e+02       1.243075688284e+04 
       2.288748525209e-02      -4.899277061889e+01      -6.493749325339e+00      -3.495733201849e+01       1.638844945690e+01      -1.909618207392e+01      -1.636767536811e+02       5.910183820304e+01      -4.368208681497e+02       1.240285928088e+04 
       2.302118339367e-02      -4.929974291735e+01      -6.554861397085e+00      -3.533483268154e+01       1.668029433158e+01      -1.939116084079e+01      -1.650696467662e+02       5.983830367310e+01      -4.402722880258e+02       1.237456263117e+04 
       2.315498606635e-02      -4.960277400575e+01      -6.615911410299e+00      -3.571436981282e+01       1.697454657726e+01      -1.968819186386e+01      -1.664637584973e+02       6.057751197164e+01      -4.437083765336e+02       1.234586036664e+04 
       2.328889542710e-02      -4.990185641875e+01      -6.676898720694e+00      -3.609594975541e+01       1.727119537816e+01      -1.998726235750e+01      -1.678590619673e+02       6.131943034036e+01      -4.471291296561e+02       1.231676572858e+04 
       2.342291368497e-02      -5.019702565507e+01      -6.737826552188e+00      -3.647957907839e+01       1.757022987378e+01      -2.028835952746e+01      -1.692555315078e+02       6.206402677015e+01      -4.505348045467e+02       1.228729899765e+04 
       2.355704310234e-02      -5.048831729282e+01      -6.798698161912e+00      -3.686526465655e+01       1.787163936704e+01      -2.059147071363e+01      -1.706531417746e+02       6.281126945743e+01      -4.539256599747e+02       1.225748053237e+04 
       2.369128599624e-02      -5.077576694284e+01      -6.859516836746e+00      -3.725301358101e+01       1.817541332822e+01      -2.089658339304e+01      -1.720518677397e+02       6.356112678418e+01      -4.573019560738e+02       1.222733076419e+04 
       2.382564473976e-02      -5.105939034784e+01      -6.920284092704e+00      -3.764283324689e+01       1.848154130497e+01      -2.120368512666e+01      -1.734516852542e+02       6.431356772904e+01      -4.606638352111e+02       1.219686682055e+04 
       2.396012176342e-02      -5.133910611051e+01      -6.980992681413e+00      -3.803473134421e+01       1.879001256142e+01      -2.151276334465e+01      -1.748525731331e+02       6.506856330128e+01      -4.640108593253e+02       1.216608940500e+04 
       2.409471955666e-02      -5.161480269024e+01      -7.041632655080e+00      -3.842871587497e+01       1.910081639860e+01      -2.182380553813e+01      -1.762545113657e+02       6.582608525996e+01      -4.673424111299e+02       1.213499417790e+04 
       2.422944066933e-02      -5.188636776513e+01      -7.102194024989e+00      -3.882479510418e+01       1.941394229722e+01      -2.213679934508e+01      -1.776574803079e+02       6.658610563454e+01      -4.706578699655e+02       1.210357674594e+04 
       2.436428771324e-02      -5.215368821011e+01      -7.162666760325e+00      -3.922297762189e+01       1.972937992191e+01      -2.245173255342e+01      -1.790614606658e+02       6.734859665032e+01      -4.739566117053e+02       1.207183266162e+04 
       2.449926336379e-02      -5.241666868459e+01      -7.223042444132e+00      -3.962327231024e+01       2.004711905992e+01      -2.276859307649e+01      -1.804664340022e+02       6.811353111954e+01      -4.772381189058e+02       1.203976004166e+04 
       2.463437036160e-02      -5.267532573082e+01      -7.283322653244e+00      -4.002568841170e+01       2.036714929421e+01      -2.308736881622e+01      -1.818723848215e+02       6.888088402573e+01      -4.805025382886e+02       1.200737281275e+04 
       2.476961151422e-02      -5.292971792366e+01      -7.343512739213e+00      -4.043023547163e+01       2.068946025369e+01      -2.340804777033e+01      -1.832792990201e+02       6.965063136178e+01      -4.837502669821e+02       1.197469088366e+04 
       2.490498969791e-02      -5.317990404514e+01      -7.403618104774e+00      -4.083692340484e+01       2.101404176485e+01      -2.373061809781e+01      -1.846871629162e+02       7.042274937048e+01      -4.869817047846e+02       1.194173426161e+04 
       2.504050785947e-02      -5.342594301807e+01      -7.463644198828e+00      -4.124576245065e+01       2.134088385657e+01      -2.405506812244e+01      -1.860959632747e+02       7.119721458898e+01      -4.901972538128e+02       1.190852304579e+04 
       2.517616901810e-02      -5.366788842384e+01      -7.523596020852e+00      -4.165676318767e+01       2.166997675489e+01      -2.438138633849e+01      -1.875056875103e+02       7.197400397624e+01      -4.933972856395e+02       1.187507648623e+04 
       2.531197626734e-02      -5.390573151179e+01      -7.583472960549e+00      -4.206993661580e+01       2.200131078413e+01      -2.470956143729e+01      -1.889163257430e+02       7.275309663123e+01      -4.965817992849e+02       1.184140317416e+04 
       2.544793277713e-02      -5.413942357198e+01      -7.643270824972e+00      -4.248529407195e+01       2.233487641248e+01      -2.503958230186e+01      -1.903278700475e+02       7.353447316265e+01      -4.997505555403e+02       1.180750489709e+04 
       2.558404179583e-02      -5.436891470190e+01      -7.702985350405e+00      -4.290284732854e+01       2.267066432761e+01      -2.537143799487e+01      -1.917403130396e+02       7.431811449291e+01      -5.029033096892e+02       1.177338331679e+04 
       2.572030665240e-02      -5.459415441366e+01      -7.762612258376e+00      -4.332260851495e+01       2.300866544290e+01      -2.570511776223e+01      -1.931536477824e+02       7.510400185980e+01      -5.060398151999e+02       1.173904007715e+04 
       2.585673075862e-02      -5.481509120393e+01      -7.822147218413e+00      -4.374459018466e+01       2.334887090052e+01      -2.604061103774e+01      -1.945678679465e+02       7.589211686032e+01      -5.091598214406e+02       1.170447676016e+04 
       2.599331761136e-02      -5.503165283354e+01      -7.881584093834e+00      -4.416880531417e+01       2.369127196841e+01      -2.637790748584e+01      -1.959829692105e+02       7.668244276237e+01      -5.122629672952e+02       1.166969278127e+04 
       2.613007079499e-02      -5.524373736322e+01      -7.940914144958e+00      -4.459526731546e+01       2.403585999664e+01      -2.671699702328e+01      -1.973989500451e+02       7.747496509280e+01      -5.153487328259e+02       1.163468443387e+04 
       2.626699398383e-02      -5.545123956946e+01      -8.000128381459e+00      -4.502399006676e+01       2.438262656873e+01      -2.705786977127e+01      -1.988158096471e+02       7.826966992269e+01      -5.184165818682e+02       1.159944771357e+04 
       2.640409094464e-02      -5.565405312487e+01      -8.059217757603e+00      -4.545498788014e+01       2.473156351962e+01      -2.740051605550e+01      -2.002335478014e+02       7.906654366871e+01      -5.214659738385e+02       1.156397855344e+04 
       2.654136553932e-02      -5.585207055576e+01      -8.118173169683e+00      -4.588827554582e+01       2.508266294170e+01      -2.774492641053e+01      -2.016521649218e+02       7.986557313917e+01      -5.244963635484e+02       1.152827282196e+04 
       2.667882172759e-02      -5.604521977099e+01      -8.176988686814e+00      -4.632386834367e+01       2.543591722697e+01      -2.809109165211e+01      -2.030716625402e+02       8.066674605498e+01      -5.275074080851e+02       1.149233042725e+04 
       2.681646356983e-02      -5.623360685338e+01      -8.235674176567e+00      -4.676178206189e+01       2.579131921420e+01      -2.843900314670e+01      -2.044920454149e+02       8.147005288332e+01      -5.304997753450e+02       1.145617135260e+04 
       2.695429522998e-02      -5.641739313326e+01      -8.294244438195e+00      -4.720203296862e+01       2.614886207428e+01      -2.878865258836e+01      -2.059133197681e+02       8.227548531990e+01      -5.334744480925e+02       1.141982185733e+04 
