# Hexadecapole moment of PT power spectra at redshift z=0.61
# for k=1.04735e-05 to 109.569 h/Mpc,
# number of wavenumbers equal to 586
#    1:k (h/Mpc)              2:P_vv (Mpc/h)^3         3:P_vd (Mpc/h)^3         4:P_dd (Mpc/h)^3         5:P_CTR (Mpc/h)^3        6:Ib2 (Mpc/h)^3          7:IbG2 (Mpc/h)^3         8:Ib1b2 (Mpc/h)^3        9:Ib1bG2 (Mpc/h)^3      10:Ib2b2 (Mpc/h)^3       11:Ib2bG2 (Mpc/h)^3      12:IbG2bG2 (Mpc/h)^3     13:Ptree_vv (Mpc/h)^3 
       1.460947881223e-02      -3.380932952879e+01      -1.825039633835e+01       8.134640608277e-01      -4.006678560371e-01       8.946525841823e-01      -1.705486982438e+00       2.148463105412e-04       5.837583489909e-03      -1.300836054878e-06      -2.249677828474e-05       4.258316713562e-06       1.877220171386e+03 
       1.473930579715e-02      -3.440315191917e+01      -1.855940176927e+01       8.381094451105e-01      -4.082639867125e-01       9.196120489260e-01      -1.753242959727e+00       2.062790099767e-04       5.933626179904e-03      -1.333855088219e-06      -2.306151761359e-05       4.127948461235e-06       1.879260836945e+03 
       1.486917073977e-02      -3.499927185132e+01      -1.886904789866e+01       8.632303194137e-01      -4.159088864887e-01       9.449820051537e-01      -1.801777465476e+00       1.969847213850e-04       6.028995964771e-03      -1.366304827881e-06      -2.364789010223e-05       3.986763629021e-06       1.881155167198e+03 
       1.499907393542e-02      -3.559757718064e+01      -1.917925959684e+01       8.888295729026e-01      -4.236014624612e-01       9.707631809919e-01      -1.851091280758e+00       1.869731227587e-04       6.123648439603e-03      -1.398754567543e-06      -2.422344601097e-05       3.845578796806e-06       1.882904738095e+03 
       1.512901570044e-02      -3.619794619441e+01      -1.948995570873e+01       9.149099085837e-01      -4.313405027972e-01       9.969561297940e-01      -1.901184775043e+00       1.762015170719e-04       6.217509026929e-03      -1.442020887093e-06      -2.482063507949e-05       3.693577384705e-06       1.884510638539e+03 
       1.525899637203e-02      -3.680025684519e+01      -1.980105485093e+01       9.414740192160e-01      -4.391247922416e-01       1.023561384419e+00      -1.952058306418e+00       1.646699043246e-04       6.310521935968e-03      -1.475039920433e-06      -2.541782414801e-05       3.541575972603e-06       1.885973946633e+03 
       1.538901630818e-02      -3.740438699671e+01      -2.011247553134e+01       9.685246203303e-01      -4.469531149606e-01       1.050579497651e+00      -2.003712255170e+00       1.523344489035e-04       6.402633653115e-03      -1.507489660095e-06      -2.602582979642e-05       3.367941400726e-06       1.887295741330e+03 
       1.551907588757e-02      -3.801021436298e+01      -2.042413617075e+01       9.960644365663e-01      -4.548242545343e-01       1.078011034799e+00      -2.056147001588e+00       1.391849035225e-04       6.493779278889e-03      -1.539939399757e-06      -2.663383544482e-05       3.194306828850e-06       1.888477102297e+03 
       1.564917550952e-02      -3.861761660222e+01      -2.073595508290e+01       1.024096215904e+00      -4.627369939482e-01       1.105856549215e+00      -2.109362979473e+00       1.252104516017e-04       6.583893344518e-03      -1.572389139420e-06      -2.725265767312e-05       3.009855677086e-06       1.889519109921e+03 
       1.577931559401e-02      -3.922647840968e+01      -2.104785500897e+01       1.052622606699e+00      -4.706901912786e-01       1.134116551558e+00      -2.163360428498e+00       1.103775048140e-04       6.672932583683e-03      -1.616224752647e-06      -2.788229648130e-05       2.824835231644e-06       1.890423113149e+03 
       1.590949658161e-02      -3.983671798925e+01      -2.135977958488e+01       1.081645900926e+00      -4.786830561850e-01       1.162791182441e+00      -2.218138924539e+00       9.467638516697e-05       6.760820141736e-03      -1.648674492310e-06      -2.851250458316e-05       2.629567499992e-06       1.891191708365e+03 
       1.603971893355e-02      -4.044826324103e+01      -2.167167850272e+01       1.111168281258e+00      -4.867149007845e-01       1.191880507903e+00      -2.273697827711e+00       7.808489020707e-05       6.847503074366e-03      -1.681124231972e-06      -2.915295997123e-05       2.423483188454e-06       1.891827857358e+03 
       1.616998313173e-02      -4.106104203265e+01      -2.198350141359e+01       1.141191908165e+00      -4.947850375835e-01       1.221384571211e+00      -2.330036518052e+00       6.058081748088e-05       6.932926160087e-03      -1.724390551521e-06      -2.979341535930e-05       2.206013003349e-06       1.892334526000e+03 
       1.630028967877e-02      -4.167498219932e+01      -2.229519789004e+01       1.171719007583e+00      -5.028927794706e-01       1.251303469714e+00      -2.387154388695e+00       4.214367241599e-05       7.017024499417e-03      -1.757409584862e-06      -3.044525662093e-05       1.989112111923e-06       1.892714684200e+03 
       1.643063909811e-02      -4.229001155460e+01      -2.260671748579e+01       1.202751794636e+00      -5.110374397200e-01       1.281637257494e+00      -2.445050841882e+00       2.275011397157e-05       7.099744009459e-03      -1.800675904411e-06      -3.109652858889e-05       1.750008767044e-06       1.892971305952e+03 
       1.656103193409e-02      -4.290605786878e+01      -2.291800966467e+01       1.234292495831e+00      -5.192183319934e-01       1.312386054673e+00      -2.503725324260e+00       2.379647575226e-06       7.181030038019e-03      -1.843942223961e-06      -3.175918643041e-05       1.522291295731e-06       1.893107369347e+03 
       1.669146875206e-02      -4.352304275524e+01      -2.322902003861e+01       1.266343303517e+00      -5.274346978022e-01       1.343549882883e+00      -2.563177140151e+00      -1.897854335294e-05       7.260806869038e-03      -1.876391963623e-06      -3.243209155814e-05       1.272371370964e-06       1.893125564221e+03 
       1.682195013851e-02      -4.414085612170e+01      -2.353967431424e+01       1.298905977951e+00      -5.356854025311e-01       1.375128437553e+00      -2.623404943746e+00      -4.134666126639e-05       7.339042052776e-03      -1.920227576851e-06      -3.310556597955e-05       1.022451446198e-06       1.893027066993e+03 
       1.695247670125e-02      -4.475937752781e+01      -2.384989168430e+01       1.331982201966e+00      -5.439691893349e-01       1.407121306514e+00      -2.684407128497e+00      -6.475772519845e-05       7.415647918007e-03      -1.952677316513e-06      -3.378928768717e-05       7.508983616562e-07       1.892812564093e+03 
       1.708304906952e-02      -4.537848634936e+01      -2.415959122198e+01       1.365573657822e+00      -5.522848004925e-01       1.439528099230e+00      -2.746182151619e+00      -8.921059656177e-05       7.490592584285e-03      -1.995943636063e-06      -3.447357868847e-05       4.907311506805e-07       1.892482741079e+03 
       1.721366789423e-02      -4.599806183061e+01      -2.446869183652e+01       1.399682040309e+00      -5.606309774378e-01       1.472348424028e+00      -2.808728460648e+00      -1.147388636834e-04       7.563811152130e-03      -2.039209955612e-06      -3.516868626965e-05       2.083614862518e-07       1.892038282895e+03 
       1.734433384812e-02      -4.661798306498e+01      -2.477711233071e+01       1.434309086341e+00      -5.690064607280e-01       1.505581901189e+00      -2.872044557202e+00      -1.413635904293e-04       7.635248400056e-03      -2.083045568840e-06      -3.587404113705e-05      -7.400817817688e-08       1.891479873747e+03 
       1.747504762601e-02      -4.723812897167e+01      -2.508477135362e+01       1.469456511769e+00      -5.774099900092e-01       1.539228172056e+00      -2.936128910452e+00      -1.691069792531e-04       7.704829181297e-03      -2.126311888390e-06      -3.656914871823e-05      -3.671944224930e-07       1.890808197124e+03 
       1.760580994501e-02      -4.785837912229e+01      -2.539158792378e+01       1.505126085958e+00      -5.858403123753e-01       1.573286868299e+00      -3.000980055035e+00      -1.979792774410e-04       7.772520476819e-03      -2.158761628052e-06      -3.728588945919e-05      -6.711972466965e-07       1.890023961487e+03 
       1.773662154480e-02      -4.847863303424e+01      -2.569749364569e+01       1.541319232711e+00      -5.942963824960e-01       1.607757392157e+00      -3.066596013795e+00      -2.280032567400e-04       7.838257387144e-03      -2.202597241280e-06      -3.800263020015e-05      -9.752000709000e-07       1.889128516022e+03 
       1.786748318785e-02      -4.909881114929e+01      -2.600243330470e+01       1.578037101433e+00      -6.027773720805e-01       1.642638929542e+00      -3.132974387158e+00      -2.591994117226e-04       7.901974443499e-03      -2.245863560829e-06      -3.871937094111e-05      -1.300836054878e-06       1.888123879764e+03 
       1.799839565976e-02      -4.971883476657e+01      -2.630635223949e+01       1.615280811923e+00      -6.112824629757e-01       1.677930632775e+00      -3.200112732854e+00      -2.915899448422e-04       7.963639765437e-03      -2.289129880379e-06      -3.944692826196e-05      -1.616224752647e-06       1.887012105261e+03 
       1.812935976953e-02      -5.033862512089e+01      -2.660919566068e+01       1.653051514725e+00      -6.198108369798e-01       1.713631666702e+00      -3.268008650742e+00      -3.251856726787e-04       8.023176498312e-03      -2.332396199928e-06      -4.017448558280e-05      -1.952677316513e-06       1.885795247312e+03 
       1.826037634990e-02      -5.095810332751e+01      -2.691090865705e+01       1.691350403648e+00      -6.283616758250e-01       1.749741249113e+00      -3.336659741249e+00      -3.600196142656e-04       8.080552192384e-03      -2.387048393044e-06      -4.091285948354e-05      -2.289129880379e-06       1.884475363013e+03 
       1.839144625766e-02      -5.157719042538e+01      -2.721143623141e+01       1.730178652574e+00      -6.369341611580e-01       1.786258565919e+00      -3.406063669701e+00      -3.961020168889e-04       8.135691131594e-03      -2.430314712593e-06      -4.165123338427e-05      -2.636399024132e-06       1.883054511784e+03 
       1.852257037400e-02      -5.219580735613e+01      -2.751072327955e+01       1.769537498010e+00      -6.455274745202e-01       1.823182845727e+00      -3.476218090608e+00      -4.334550830021e-04       8.188560866203e-03      -2.473581032143e-06      -4.240042386489e-05      -2.995054041451e-06       1.881534755449e+03 
       1.865374960492e-02      -5.281387471353e+01      -2.780871443367e+01       1.809428124656e+00      -6.541407936268e-01       1.860513285263e+00      -3.547120647664e+00      -4.721004457650e-04       8.239085110857e-03      -2.517416645370e-06      -4.314961434551e-05      -3.353139765091e-06       1.879918127135e+03 
       1.878498488157e-02      -5.343131046407e+01      -2.810535296025e+01       1.849851412071e+00      -6.627732488526e-01       1.898248863784e+00      -3.618768485861e+00      -5.120483524639e-04       8.287231415817e-03      -2.560682964920e-06      -4.389880482613e-05      -3.722611362297e-06       1.878206265647e+03 
       1.891627716068e-02      -5.404803064150e+01      -2.840058104978e+01       1.890807934672e+00      -6.714239377110e-01       1.936388332828e+00      -3.691158445049e+00      -5.533318221320e-04       8.332945128889e-03      -2.614765864357e-06      -4.465881188664e-05      -4.102330245712e-06       1.876400537418e+03 
       1.904762742497e-02      -5.466395113835e+01      -2.869434076298e+01       1.932298334622e+00      -6.800919566493e-01       1.974930497449e+00      -3.764287365649e+00      -5.959514240630e-04       8.376172736468e-03      -2.658601477585e-06      -4.542963552704e-05      -4.482618422806e-06       1.874502304246e+03 
       1.917903668358e-02      -5.527898769576e+01      -2.898657398633e+01       1.974323262055e+00      -6.887764016587e-01       2.013874174653e+00      -3.838152098329e+00      -6.399390387029e-04       8.416859017068e-03      -2.701867797134e-06      -4.618964258755e-05      -4.873723179787e-06       1.872512928664e+03 
       1.931050597254e-02      -5.589305591309e+01      -2.927722248737e+01       2.016883358564e+00      -6.974763682396e-01       2.053218170064e+00      -3.912749548407e+00      -6.853162992116e-04       8.454961273662e-03      -2.755950696571e-06      -4.697185210151e-05      -5.275075222977e-06       1.870433774013e+03 
       1.944203635524e-02      -5.650607120525e+01      -2.956622785941e+01       2.059979351138e+00      -7.061909513646e-01       2.092961321183e+00      -3.988076610956e+00      -7.320832055889e-04       8.490435670637e-03      -2.799786309799e-06      -4.774267574191e-05      -5.676996559845e-06       1.868266204399e+03 
       1.957362892291e-02      -5.711794887899e+01      -2.985353156596e+01       2.103611935453e+00      -7.149192454394e-01       2.133102477467e+00      -4.064130245948e+00      -7.802835934482e-04       8.523217308513e-03      -2.853869209236e-06      -4.852431596219e-05      -6.089734476601e-06       1.866011584767e+03 
       1.970528479514e-02      -5.772860392625e+01      -3.013907476654e+01       2.147781870948e+00      -7.236603425327e-01       2.173640520824e+00      -4.140907401400e+00      -8.299174627893e-04       8.553273168258e-03      -2.897135528786e-06      -4.930595618247e-05      -6.502472393356e-06       1.863671275907e+03 
       1.983700512040e-02      -5.833794523611e+01      -3.042279463446e+01       2.192489624443e+00      -7.324132523758e-01       2.214574136755e+00      -4.218404754912e+00      -8.810064467722e-04       8.580538919686e-03      -2.951787721901e-06      -5.009898227632e-05      -6.936843469887e-06       1.861246403252e+03 
       1.996879107659e-02      -5.894587319699e+01      -3.070462268826e+01       2.237735338261e+00      -7.411768683860e-01       2.255901816632e+00      -4.296618549718e+00      -9.335721785565e-04       8.604980974470e-03      -3.005870621338e-06      -5.089143907649e-05      -7.359828672852e-06       1.858737758801e+03 
       2.010064387163e-02      -5.955228732686e+01      -3.098448981510e+01       2.283519119430e+00      -7.499500739188e-01       2.297622029054e+00      -4.375545028477e+00      -9.876254747222e-04       8.626545819003e-03      -3.049136940887e-06      -5.168389587666e-05      -7.805016329269e-06       1.856146108527e+03 
       2.023256474401e-02      -6.015708690626e+01      -3.126232667331e+01       2.329841121090e+00      -7.587317508878e-01       2.339733264255e+00      -4.455180456625e+00      -1.043198785009e-03       8.645200434253e-03      -3.103789134003e-06      -5.247692197051e-05      -8.250203985687e-06       1.853472217483e+03 
       2.036455496339e-02      -6.076017092314e+01      -3.153806369521e+01       2.376701505490e+00      -7.675207796927e-01       2.382234024423e+00      -4.535521120088e+00      -1.100292109417e-03       8.660891306614e-03      -3.157872033440e-06      -5.328019535057e-05      -8.695391642105e-06       1.850716849813e+03 
       2.049661583128e-02      -6.136143816792e+01      -3.181163108425e+01       2.424100479851e+00      -7.763160391431e-01       2.425122854443e+00      -4.616563348630e+00      -1.158927650399e-03       8.673584278465e-03      -3.211954932877e-06      -5.408403802431e-05      -9.151965172089e-06       1.847880768708e+03 
       2.062874868164e-02      -6.196078709737e+01      -3.208295878314e+01       2.472038282140e+00      -7.851164063807e-01       2.468398277568e+00      -4.698303494787e+00      -1.219126471822e-03       8.683226974788e-03      -3.255790546104e-06      -5.489812798425e-05      -9.618785988281e-06       1.844964736386e+03 
       2.076095488158e-02      -6.255811592635e+01      -3.235197647388e+01       2.520515173092e+00      -7.939207567968e-01       2.512058860885e+00      -4.780737931020e+00      -1.280910776138e-03       8.689774421381e-03      -3.309873445541e-06      -5.571278723788e-05      -1.008560680447e-05       1.841969514068e+03 
       2.089323583201e-02      -6.315332582604e+01      -3.261861574957e+01       2.569531403197e+00      -8.027279995988e-01       2.556103169774e+00      -4.863863052560e+00      -1.344280563349e-03       8.693183921221e-03      -3.363956344978e-06      -5.652687719782e-05      -1.056324420055e-05       1.838895923475e+03 
       2.102559296841e-02      -6.374635846661e+01      -3.288283504607e+01       2.619086841518e+00      -8.115374873771e-01       2.600529566378e+00      -4.947674895986e+00      -1.409279099773e-03       8.693412207986e-03      -3.418608538094e-06      -5.734153645145e-05      -1.104088159663e-05       1.835745553590e+03 
       2.115802776152e-02      -6.433718306693e+01      -3.314461105024e+01       2.669181097518e+00      -8.203488749826e-01       2.645336301257e+00      -5.032169313992e+00      -1.475895568832e-03       8.690425693349e-03      -3.472691437531e-06      -5.816644299128e-05      -1.152990486628e-05       1.832520517314e+03 
       2.129054171813e-02      -6.492576932234e+01      -3.340392064648e+01       2.719813823929e+00      -8.291618237460e-01       2.690521648312e+00      -5.117342158706e+00      -1.544151603683e-03       8.684193066160e-03      -3.526774336967e-06      -5.898110224490e-05      -1.201835884225e-05       1.829222941298e+03 
       2.142313638184e-02      -6.551208686503e+01      -3.366074061955e+01       2.770984693976e+00      -8.379759957195e-01       2.736083892262e+00      -5.203189314134e+00      -1.614079654068e-03       8.674670490803e-03      -3.592243109970e-06      -5.980600878474e-05      -1.251762939810e-05       1.825854956221e+03 
       2.155581333391e-02      -6.609610520532e+01      -3.391504760338e+01       2.822693405364e+00      -8.467910536725e-01       2.782021316686e+00      -5.289706730320e+00      -1.685680289279e-03       8.661824948246e-03      -3.646326009407e-06      -6.064230119814e-05      -1.301746924763e-05       1.822418696866e+03 
       2.168857419404e-02      -6.667779381256e+01      -3.416681811232e+01       2.874939684832e+00      -8.556066610863e-01       2.828332250708e+00      -5.376890347062e+00      -1.758963756603e-03       8.645613172170e-03      -3.700978202522e-06      -6.146777703165e-05      -1.352755638338e-05       1.818916302343e+03 
       2.182142062129e-02      -6.725712204510e+01      -3.441602849734e+01       2.927723327435e+00      -8.644224821479e-01       2.875015042236e+00      -5.464736145716e+00      -1.833962505781e-03       8.626002712834e-03      -3.755061101959e-06      -6.230350015137e-05      -1.403821281280e-05       1.815349916246e+03 
       2.195435431493e-02      -6.783405917588e+01      -3.466265497905e+01       2.981044115133e+00      -8.732381817441e-01       2.922068052845e+00      -5.553240174246e+00      -1.910677106104e-03       8.602961689793e-03      -3.819960581284e-06      -6.312897598488e-05      -1.454829994854e-05       1.811721686834e+03 
       2.208737701537e-02      -6.840857387040e+01      -3.490667329073e+01       3.034901885677e+00      -8.820534191393e-01       2.969489653784e+00      -5.642398458981e+00      -1.989140007313e-03       8.576434312266e-03      -3.874612774399e-06      -6.396526839828e-05      -1.508058953773e-05       1.808033745292e+03 
       2.222049050510e-02      -6.898062043828e+01      -3.514805009682e+01       3.089296226329e+00      -8.908676799717e-01       3.017278117816e+00      -5.732206884497e+00      -2.069351209409e-03       8.546400085680e-03      -3.928695673836e-06      -6.481180809789e-05      -1.560149325336e-05       1.804287622896e+03 
       2.235369660969e-02      -6.955013735825e+01      -3.538674201999e+01       3.144226410102e+00      -8.996802575764e-01       3.065431599292e+00      -5.822661150351e+00      -2.151332345550e-03       8.512825991004e-03      -3.994164446838e-06      -6.564810051128e-05      -1.613378284256e-05       1.800484186438e+03 
       2.248699719875e-02      -7.011706202394e+01      -3.562270495478e+01       3.199691751565e+00      -9.084904344652e-01       3.113948241745e+00      -5.913756957235e+00      -2.235094232317e-03       8.475679009202e-03      -4.048247346275e-06      -6.649520950457e-05      -1.666550313808e-05       1.796624268276e+03 
       2.262039418702e-02      -7.068133160011e+01      -3.585589450141e+01       3.255691589769e+00      -9.172974921191e-01       3.162826231974e+00      -6.005490037156e+00      -2.320647686290e-03       8.434938076409e-03      -4.113146825600e-06      -6.733093262429e-05      -1.720860930716e-05       1.792708700607e+03 
       2.275388953541e-02      -7.124288297091e+01      -3.608626598968e+01       3.312225305323e+00      -9.261007109176e-01       3.212063767026e+00      -6.097856188726e+00      -2.408014340627e-03       8.390559926306e-03      -4.178615598602e-06      -6.817804161758e-05      -1.775171547624e-05       1.788738315495e+03 
       2.288748525209e-02      -7.180165273578e+01      -3.631377448865e+01       3.369292322100e+00      -9.348993700645e-01       3.261659087785e+00      -6.190851220236e+00      -2.497194764624e-03       8.342522356439e-03      -4.232698498039e-06      -6.902515061086e-05      -1.829425235165e-05       1.784713944849e+03 
       2.302118339367e-02      -7.235757721355e+01      -3.653837475315e+01       3.426892109520e+00      -9.436927475116e-01       3.311610424884e+00      -6.284470984381e+00      -2.588220838726e-03       8.290792917068e-03      -4.298167271042e-06      -6.987169031047e-05      -1.884817510062e-05       1.780636420515e+03 
       2.315498606635e-02      -7.291059242926e+01      -3.676002121121e+01       3.485024144971e+00      -9.524801198774e-01       3.361916062473e+00      -6.378711375984e+00      -2.681092562933e-03       8.235349975033e-03      -4.363066750366e-06      -7.071879930376e-05      -1.940209784959e-05       1.776506574236e+03 
       2.328889542710e-02      -7.346063407267e+01      -3.697866801932e+01       3.543687994651e+00      -9.612607623637e-01       3.412574306335e+00      -6.473568345091e+00      -2.775843525572e-03       8.176138878143e-03      -4.428535523369e-06      -7.157672487693e-05      -1.996683717844e-05       1.772325237777e+03 
       2.342291368497e-02      -7.400763899314e+01      -3.719426997613e+01       3.602883192308e+00      -9.700339629218e-01       3.463583441186e+00      -6.569037819543e+00      -2.872461771475e-03       8.113149379109e-03      -4.493435002693e-06      -7.242383387022e-05      -2.052019063374e-05       1.768093247517e+03 
       2.355704310234e-02      -7.455155441148e+01      -3.740678894694e+01       3.662608901081e+00      -9.787991125471e-01       3.514941686277e+00      -6.665115630973e+00      -2.970979750383e-03       8.046337073025e-03      -4.558334482018e-06      -7.327037356982e-05      -2.108492996259e-05       1.763811474168e+03 
       2.369128599624e-02      -7.509233203222e+01      -3.761618976249e+01       3.722864198144e+00      -9.875556477183e-01       3.566647206774e+00      -6.761797597349e+00      -3.071398600883e-03       7.975703098480e-03      -4.623803255020e-06      -7.412829914300e-05      -2.166048587134e-05       1.759480803952e+03 
       2.382564473976e-02      -7.562992332080e+01      -3.782243696090e+01       3.783648171490e+00      -9.963030041978e-01       3.618698221358e+00      -6.859079539485e+00      -3.173738817547e-03       7.901214436438e-03      -4.688702734344e-06      -7.497540813628e-05      -2.222522520020e-05       1.755102123566e+03 
       2.396012176342e-02      -7.616427943978e+01      -3.802549477574e+01       3.844959963761e+00      -1.005040616749e+00       3.671092938460e+00      -6.956957352207e+00      -3.278001538963e-03       7.822838637162e-03      -4.754171507347e-06      -7.583333370946e-05      -2.280078110894e-05       1.750676320163e+03 
       2.409471955666e-02      -7.669535122441e+01      -3.822532710296e+01       3.906798760300e+00      -1.013767919059e+00       3.723829621165e+00      -7.055426963924e+00      -3.384207828996e-03       7.740575131356e-03      -4.819070986671e-06      -7.669125928263e-05      -2.337633701768e-05       1.746204281424e+03 
       2.422944066933e-02      -7.722308923891e+01      -3.842189751461e+01       3.969163789712e+00      -1.022484343662e+00       3.776906553624e+00      -7.154484324682e+00      -3.492357687647e-03       7.654381221996e-03      -4.884539759674e-06      -7.754861556213e-05      -2.395189292643e-05       1.741686895591e+03 
       2.436428771324e-02      -7.774744367978e+01      -3.861516920072e+01       4.032054347212e+00      -1.031189321859e+00       3.830322041617e+00      -7.254125460241e+00      -3.602483564655e-03       7.564234706627e-03      -4.949439238998e-06      -7.839572455541e-05      -2.453826541506e-05       1.737125051589e+03 
       2.449926336379e-02      -7.826836442754e+01      -3.880510502798e+01       4.095469758757e+00      -1.039882283626e+00       3.884074413699e+00      -7.354346439629e+00      -3.714586029314e-03       7.470124768670e-03      -5.025724591888e-06      -7.925365012859e-05      -2.512463790369e-05       1.732519639011e+03 
       2.463437036160e-02      -7.878580098185e+01      -3.899166744805e+01       4.159409405524e+00      -1.048562657528e+00       3.938162062184e+00      -7.455143354076e+00      -3.828675328911e-03       7.372008141805e-03      -5.090624071213e-06      -8.011157570176e-05      -2.571101039233e-05       1.727871548265e+03 
       2.476961151422e-02      -7.929970384263e+01      -3.917481952174e+01       4.223872690893e+00      -1.057229885247e+00       3.992583348075e+00      -7.556512359710e+00      -3.944762849318e-03       7.269884826032e-03      -5.166909424103e-06      -8.096950127493e-05      -2.629738288096e-05       1.723181675716e+03 
       2.490498969791e-02      -7.981003947165e+01      -3.935453536383e+01       4.288858735307e+00      -1.065883581438e+00       4.047336685321e+00      -7.658449667312e+00      -4.062869654402e-03       7.163710985739e-03      -5.231808903427e-06      -8.182685755443e-05      -2.688375536959e-05       1.718450979155e+03 
       2.504050785947e-02      -8.031678473053e+01      -3.953079636412e+01       4.354366506634e+00      -1.074523475046e+00       4.102420424108e+00      -7.760951518976e+00      -4.183007130037e-03       7.053487190218e-03      -5.308094256317e-06      -8.268478312760e-05      -2.747012785822e-05       1.713680457689e+03 
       2.517616901810e-02      -8.081991647294e+01      -3.970358371599e+01       4.420395017151e+00      -1.083149297145e+00       4.157832989770e+00      -7.864014202337e+00      -4.305164459642e-03       6.939191806310e-03      -5.372993735641e-06      -8.353189212089e-05      -2.806731692674e-05       1.708871112891e+03 
       2.531197626734e-02      -8.131941125763e+01      -3.987287827751e+01       4.486943311014e+00      -1.091760778913e+00       4.213572807641e+00      -7.967634079039e+00      -4.429373523663e-03       6.820824264721e-03      -5.449279088531e-06      -8.438981769406e-05      -2.866450599526e-05       1.704023948238e+03 
       2.544793277713e-02      -8.181524542591e+01      -4.003866061243e+01       4.554010509233e+00      -1.100357651583e+00       4.269638379340e+00      -8.071807555700e+00      -4.555635460689e-03       6.698352115712e-03      -5.524995147743e-06      -8.524774326723e-05      -2.925087848389e-05       1.699139969272e+03 
       2.558404179583e-02      -8.230739503782e+01      -4.020091092696e+01       4.621595786902e+00      -1.108939646408e+00       4.326028195669e+00      -8.176531081067e+00      -4.683959948711e-03       6.571775359282e-03      -5.601280500633e-06      -8.610509954673e-05      -2.984806755241e-05       1.694220183738e+03 
       2.572030665240e-02      -8.279583588189e+01      -4.035960904706e+01       4.689698382875e+00      -1.117506494618e+00       4.382740812900e+00      -8.281801158538e+00      -4.814348126316e-03       6.441061545693e-03      -5.666179979958e-06      -8.695220854002e-05      -3.044525662093e-05       1.689265601644e+03 
       2.585673075862e-02      -8.328054341985e+01      -4.051473449465e+01       4.758317570733e+00      -1.126057927374e+00       4.439774796981e+00      -8.387614368934e+00      -4.946831304658e-03       6.306211244236e-03      -5.741896039169e-06      -8.781013411319e-05      -3.104244568945e-05       1.684277235526e+03 
       2.599331761136e-02      -8.376149286465e+01      -4.066626634593e+01       4.827452698066e+00      -1.134593675718e+00       4.497128769083e+00      -8.493967334068e+00      -5.081399805744e-03       6.167190866587e-03      -5.818181392059e-06      -8.866805968636e-05      -3.163963475797e-05       1.679256100502e+03 
       2.613007079499e-02      -8.423865907058e+01      -4.081418334175e+01       4.897103201273e+00      -1.143113470528e+00       4.554801383397e+00      -8.600856732110e+00      -5.218085510018e-03       6.024000982038e-03      -5.894466744949e-06      -8.951459938597e-05      -3.223682382649e-05       1.674203214493e+03 
       2.626699398383e-02      -8.471202148558e+01      -4.095846739167e+01       4.967268449577e+00      -1.151617096558e+00       4.612791347056e+00      -8.708279359076e+00      -5.356877600903e-03       5.876608571555e-03      -5.980999384048e-06      -9.037252495914e-05      -3.284482947490e-05       1.669119587161e+03 
       2.640409094464e-02      -8.518157702750e+01      -4.109911303559e+01       5.037947607823e+00      -1.160104534015e+00       4.671097411599e+00      -8.816232251792e+00      -5.497798280851e-03       5.725014204433e-03      -6.057284736938e-06      -9.121963395243e-05      -3.344201854342e-05       1.664006190737e+03 
       2.654136553932e-02      -8.564732639200e+01      -4.123611748285e+01       5.109139795884e+00      -1.168575808774e+00       4.729718415098e+00      -8.924712531910e+00      -5.640857797148e-03       5.569217880672e-03      -6.133000796150e-06      -9.206674294572e-05      -3.403920761194e-05       1.658863991193e+03 
       2.667882172759e-02      -8.610927015749e+01      -4.136947761711e+01       5.180844242936e+00      -1.177030948677e+00       4.788653195624e+00      -9.033717420137e+00      -5.786045902508e-03       5.409208214398e-03      -6.209286149040e-06      -9.292466851889e-05      -3.463639668046e-05       1.653693957587e+03 
       2.681646356983e-02      -8.656740870540e+01      -4.149919004141e+01       5.253060211175e+00      -1.185469983560e+00       4.847900678920e+00      -9.143244180448e+00      -5.933394477377e-03       5.244964141745e-03      -6.295818788139e-06      -9.377120821850e-05      -3.523358574898e-05       1.648497062150e+03 
       2.695429522998e-02      -8.702174228735e+01      -4.162525102061e+01       5.325787048190e+00      -1.193892945288e+00       4.907459800408e+00      -9.253290151965e+00      -6.082893274469e-03       5.076495909999e-03      -6.372104141029e-06      -9.461831721178e-05      -3.584159139738e-05       1.643274280532e+03 
       2.709232097856e-02      -8.747227092612e+01      -4.174765650420e+01       5.399024168747e+00      -1.202299867784e+00       4.967329550159e+00      -9.363852739847e+00      -6.234552541070e-03       4.903781886000e-03      -6.458636780128e-06      -9.546542620507e-05      -3.643878046590e-05       1.638026592015e+03 
       2.723054519580e-02      -8.791899450500e+01      -4.186640211770e+01       5.472771061620e+00      -1.210690787064e+00       5.027508961514e+00      -9.474929424400e+00      -6.388394479633e-03       4.726811253169e-03      -6.545738712906e-06      -9.631196590468e-05      -3.703596953442e-05       1.632754979668e+03 
       2.736897237493e-02      -8.836191267673e+01      -4.198148311550e+01       5.547027293007e+00      -1.219065741268e+00       5.087997112216e+00      -9.586517763923e+00      -6.544419090160e-03       4.545584011505e-03      -6.621454772118e-06      -9.714825831808e-05      -3.763315860294e-05       1.627460430648e+03 
       2.750760712546e-02      -8.880102493405e+01      -4.209289440640e+01       5.621792504255e+00      -1.227424770695e+00       5.148793122138e+00      -9.698615390156e+00      -6.702637189228e-03       4.360089913722e-03      -6.708556704895e-06      -9.799536731136e-05      -3.823034767146e-05       1.622143936399e+03 
