# Quadrupole moment of PT power spectra at redshift z=0.61
# for k=1.04735e-05 to 109.569 h/Mpc,
# number of wavenumbers equal to 586
#    1:k (h/Mpc)              2:P_vv (Mpc/h)^3         3:P_vd (Mpc/h)^3         4:P_dd (Mpc/h)^3         5:P_CTR (Mpc/h)^3        6:Ib1b2 (Mpc/h)^3        7:Ib2 (Mpc/h)^3          8:Ib1bG2 (Mpc/h)^3       9:IbG2 (Mpc/h)^3        10:IFG2 (Mpc/h)^3        11:Ib2b2 (Mpc/h)^3       12:Ib2bG2 (Mpc/h)^3      13:IbG2bG2 (Mpc/h)^3     14:Ptree_vv (Mpc/h)^3    15:Ptree_vd (Mpc/h)^3 
       1.253725306635e-02      -5.162275519301e+01      -9.652543332786e+01      -7.091147133519e+00      -1.066180600086e+00       1.026925057882e+01      -1.378352402932e+01      -7.400045591308e+00       8.790817792739e-01      -8.072891997421e+01       2.305845481360e-02       1.167726932444e-01       4.010811049426e-02       4.592935218295e+03       1.349859314059e+04 
       1.266649485135e-02      -5.275460366603e+01      -9.863604241662e+01      -7.387776497882e+00      -1.091006556441e+00       1.048725566657e+01      -1.398117604032e+01      -7.634907869072e+00       8.747543542929e-01      -8.248557670006e+01       2.350531106979e-02       1.186414156836e-01       4.113989892608e-02       4.604534342892e+03       1.353267878413e+04 
       1.279577293663e-02      -5.389455530984e+01      -1.007612532984e+02      -7.684964116749e+00      -1.116067177715e+00       1.070756006887e+01      -1.417827292622e+01      -7.874097851910e+00       8.691631514289e-01      -8.425441193049e+01       2.395596793058e-02       1.205128963507e-01       4.218185038864e-02       4.615677369667e+03       1.356542395256e+04 
       1.292508724011e-02      -5.504245496290e+01      -1.029007554253e+02      -7.982712629936e+00      -1.141360137246e+00       1.093015752120e+01      -1.437477421764e+01      -8.117621773586e+00       8.622744229529e-01      -8.603518122387e+01       2.441040319351e-02       1.223868306735e-01       4.323372691719e-02       4.626374039681e+03       1.359685727272e+04 
       1.305443770708e-02      -5.619814737539e+01      -1.050542380961e+02      -8.281024762081e+00      -1.166883109082e+00       1.115504180233e+01      -1.457063938145e+01      -8.365485911135e+00       8.540543875471e-01      -8.782764004011e+01       2.486861799716e-02       1.242629693014e-01       4.429531104153e-02       4.636634114218e+03       1.362700743083e+04 
       1.318382430956e-02      -5.736147729923e+01      -1.072213905027e+02      -8.579903292478e+00      -1.192633768074e+00       1.138220672289e+01      -1.476582789361e+01      -8.617696584853e+00       8.444691898858e-01      -8.963154378673e+01       2.533058900051e-02       1.261410196175e-01       4.536637390563e-02       4.646467374187e+03       1.365590317083e+04 
       1.331324704556e-02      -5.853227843234e+01      -1.094018806643e+02      -8.879345549999e+00      -1.218609565786e+00       1.161164597454e+01      -1.496029965478e+01      -8.874259529805e+00       8.334851892670e-01      -9.144663255669e+01       2.579631734214e-02       1.280206981136e-01       4.644668893058e-02       4.655882740203e+03       1.368357070826e+04 
       1.344270593848e-02      -5.971032162491e+01      -1.115952559361e+02      -9.179317406627e+00      -1.244806674221e+00       1.184335242461e+01      -1.515401715990e+01      -9.135176722580e+00       8.210703099770e-01      -9.327255923798e+01       2.626578081958e-02       1.299017554389e-01       4.753602669104e-02       4.664884128451e+03       1.371002155063e+04 
       1.357220103656e-02      -6.089535533908e+01      -1.138010206875e+02      -9.479773550571e+00      -1.271220810258e+00       1.207731867853e+01      -1.534694381647e+01      -9.400448914075e+00       8.071929772806e-01      -9.510894567270e+01       2.673898000215e-02       1.317839422428e-01       4.863416003883e-02       4.673473683857e+03       1.373526199968e+04 
       1.370173241236e-02      -6.208712779675e+01      -1.160186787889e+02      -9.780668679716e+00      -1.297847688116e+00       1.231353734231e+01      -1.553904299955e+01      -9.670076843802e+00       7.918215805768e-01      -9.695541332099e+01       2.721589211808e-02       1.336669869724e-01       4.974086068718e-02       4.681653554200e+03       1.375929836563e+04 
       1.383130016222e-02      -6.328538703765e+01      -1.182477337006e+02      -1.008195742819e+01      -1.324683019954e+00       1.255200107550e+01      -1.573027808421e+01      -9.944061359441e+00       7.749244250095e-01      -9.881158340501e+01       2.769651830597e-02       1.355506510935e-01       5.085587871617e-02       4.689425891843e+03       1.378213697209e+04 
       1.396090440591e-02      -6.448988089428e+01      -1.204876884815e+02      -1.038359441873e+01      -1.351722515921e+00       1.279270259397e+01      -1.592061239085e+01      -1.022240332062e+01       7.564697713175e-01      -1.006770768287e+02       2.818083636337e-02       1.374346727310e-01       5.197898640833e-02       4.696792853304e+03       1.380378415492e+04 
       1.409054528613e-02      -6.570036342096e+01      -1.227380578976e+02      -1.068552911627e+01      -1.378961989988e+00       1.303563442631e+01      -1.611000979438e+01      -1.050510296646e+01       7.364262383254e-01      -1.025515235858e+02       2.866884572097e-02       1.393187928563e-01       5.310995547690e-02       4.703757052231e+03       1.382424759378e+04 
       1.422022296826e-02      -6.691662158458e+01      -1.249984187576e+02      -1.098768428475e+01      -1.406397799598e+00       1.328078822326e+01      -1.629843713287e+01      -1.079215672633e+01       7.147646172825e-01      -1.044346016760e+02       2.916054751737e-02       1.412027712275e-01       5.424854681852e-02       4.710323442856e+03       1.384354184925e+04 
       1.434993763993e-02      -6.813845286232e+01      -1.272683676771e+02      -1.128997409972e+01      -1.434026476580e+00       1.352815536401e+01      -1.648586215696e+01      -1.108355992178e+01       6.914563285075e-01      -1.063260043973e+02       2.965590816425e-02       1.430864023295e-01       5.539453328502e-02       4.716497737947e+03       1.386168371174e+04 
       1.447968951079e-02      -6.936565461183e+01      -1.295475009905e+02      -1.159231260695e+01      -1.461844552416e+00       1.377772723856e+01      -1.667225262927e+01      -1.137930789485e+01       6.664727496221e-01      -1.082254248959e+02       3.015492880018e-02       1.449694254259e-01       5.654766438719e-02       4.722285659515e+03       1.387868999888e+04 
       1.460947881223e-02      -7.059802405069e+01      -1.318354147617e+02      -1.189461376339e+01      -1.489848558191e+00       1.402949531150e+01      -1.685757624580e+01      -1.167939607639e+01       6.397851705769e-01      -1.101325561211e+02       3.065760828658e-02       1.468516230464e-01       5.770772322413e-02       4.727692938259e+03       1.389457755382e+04 
       1.473930579715e-02      -7.183535830997e+01      -1.341317047728e+02      -1.219679145199e+01      -1.518035024630e+00       1.428345106105e+01      -1.704180068148e+01      -1.198381996102e+01       6.113648272394e-01      -1.120470908693e+02       3.116393580687e-02       1.487327674737e-01       5.887445987591e-02       4.732725313336e+03       1.390936324457e+04 
       1.486917073977e-02      -7.307745266426e+01      -1.364359632569e+02      -1.249875286648e+01      -1.546400444290e+00       1.453958598483e+01      -1.722489376325e+01      -1.229257488109e+01       5.811830647817e-01      -1.139687196031e+02       3.167389086648e-02       1.506126309902e-01       6.004764662507e-02       4.737388421800e+03       1.392306363926e+04 
       1.499907393542e-02      -7.432407792332e+01      -1.387477348913e+02      -1.280031152506e+01      -1.574940767347e+00       1.479789086426e+01      -1.740682576146e+01      -1.260565331224e+01       5.492132032555e-01      -1.158971019220e+02       3.218748257410e-02       1.524909739232e-01       6.122704436826e-02       4.741686327417e+03       1.393569068513e+04 
       1.512901570044e-02      -7.557498644156e+01      -1.410665286750e+02      -1.310121063869e+01      -1.603651537352e+00       1.505835604696e+01      -1.758756882397e+01      -1.292304553834e+01       5.154301168844e-01      -1.178318741974e+02       3.270469100447e-02       1.543676232076e-01       6.241242481871e-02       4.745621916514e+03       1.394725287108e+04 
       1.525899637203e-02      -7.682992996310e+01      -1.433918522942e+02      -1.340119132108e+01      -1.632528286042e+00       1.532097189138e+01      -1.776709511119e+01      -1.324474190703e+01       4.798086138537e-01      -1.197726719768e+02       3.322551444969e-02       1.562423499872e-01       6.360354944238e-02       4.749198049558e+03       1.395775861009e+04 
       1.538901630818e-02      -7.808865998327e+01      -1.457232129814e+02      -1.369999425440e+01      -1.661566543065e+00       1.558572877702e+01      -1.794537672717e+01      -1.357073278868e+01       4.423234590827e-01      -1.217191305221e+02       3.374993298449e-02       1.581149601329e-01       6.480020133837e-02       4.752417589343e+03       1.396721632209e+04 
       1.551907588757e-02      -7.935092779305e+01      -1.480601174698e+02      -1.399735970638e+01      -1.690761835947e+00       1.585261715001e+01      -1.812238574520e+01      -1.390100866131e+01       4.029493201412e-01      -1.236708847472e+02       3.427795571756e-02       1.599852350360e-01       6.600214083405e-02       4.755283400843e+03       1.397563443330e+04 
       1.564917550952e-02      -8.061648446421e+01      -1.504020720070e+02      -1.429302746768e+01      -1.720109690061e+00       1.612162750824e+01      -1.829809421523e+01      -1.423556006894e+01       3.616608207634e-01      -1.256275692627e+02       3.480957297092e-02       1.618529913838e-01       6.720912996465e-02       4.757798350996e+03       1.398302137574e+04 
       1.577931559401e-02      -8.188509541417e+01      -1.527486105173e+02      -1.458677304190e+01      -1.749605902730e+00       1.639275017830e+01      -1.847247485160e+01      -1.457437690375e+01       3.184331380372e-01      -1.275888399164e+02       3.534477335870e-02       1.637180111369e-01       6.842092905754e-02       4.759965958552e+03       1.398938749605e+04 
       1.590949658161e-02      -8.315659376133e+01      -1.550993975805e+02      -1.487853970574e+01      -1.779247544565e+00       1.666597471477e+01      -1.864550354812e+01      -1.491744570197e+01       2.732444139318e-01      -1.295544525013e+02       3.588354606430e-02       1.655801098441e-01       6.963734284498e-02       4.761792768374e+03       1.399475202954e+04 
       1.603971893355e-02      -8.443083226526e+01      -1.574541356271e+02      -1.516831947829e+01      -1.809032057232e+00       1.694129043373e+01      -1.881715715562e+01      -1.526475208948e+01       2.260735623785e-01      -1.315241918243e+02       3.642590247361e-02       1.674391138709e-01       7.085812197635e-02       4.763286212069e+03       1.399913681611e+04 
       1.616998313173e-02      -8.570766363263e+01      -1.598125269372e+02      -1.545610442359e+01      -1.838956883806e+00       1.721868670418e+01      -1.898741246968e+01      -1.561628177703e+01       1.768994295630e-01      -1.334978426270e+02       3.697180899829e-02       1.692948501520e-01       7.208305979804e-02       4.764453731438e+03       1.400256372562e+04 
       1.630028967877e-02      -8.698694051541e+01      -1.621742735942e+02      -1.574188656071e+01      -1.869019468743e+00       1.749815295206e+01      -1.915624624261e+01      -1.597202054251e+01       1.257008212509e-01      -1.354751895842e+02       3.752128841010e-02       1.711471217118e-01       7.331191777600e-02       4.765302778418e+03       1.400505465767e+04 
       1.643063909811e-02      -8.826851549047e+01      -1.645390775227e+02      -1.602565793150e+01      -1.899217257886e+00       1.777967866594e+01      -1.932363518350e+01      -1.633195427028e+01       7.245640999308e-02      -1.374560172959e+02       3.807430769001e-02       1.729957782567e-01       7.454447787074e-02       4.765840815091e+03       1.400663154182e+04 
       1.656103193409e-02      -8.955224106918e+01      -1.669066404289e+02      -1.630741057665e+01      -1.929547698477e+00       1.806325335771e+01      -1.948955597006e+01      -1.669606890051e+01       1.714482735133e-02      -1.394401102739e+02       3.863088790187e-02       1.748406228111e-01       7.578053513656e-02       4.766075313843e+03       1.400731633775e+04 
       1.669146875206e-02      -9.083795716786e+01      -1.692766395579e+02      -1.658713037086e+01      -1.960007968669e+00       1.834886646186e+01      -1.965398585277e+01      -1.706434989570e+01      -4.025475314497e-02      -1.414272354695e+02       3.919099773453e-02       1.766814720626e-01       7.701983851493e-02       4.766013019080e+03       1.400712886569e+04 
       1.682195013851e-02      -9.212543869577e+01      -1.716486259557e+02      -1.686477120930e+01      -1.990593844042e+00       1.863650671946e+01      -1.981690528720e+01      -1.743677976374e+01      -9.975999895583e-02      -1.434170690006e+02       3.975465825187e-02       1.785181945041e-01       7.826219330741e-02       4.765656853624e+03       1.400607771427e+04 
       1.695247670125e-02      -9.341443931383e+01      -1.740221094205e+02      -1.714027658560e+01      -2.021300644341e+00       1.892616267519e+01      -1.997829572804e+01      -1.781334007945e+01      -1.613875994947e-01      -1.454092573262e+02       4.032184725143e-02       1.803506176398e-01       7.950739286040e-02       4.765008502854e+03       1.400416783528e+04 
       1.708304906952e-02      -9.470471236760e+01      -1.763965990903e+02      -1.741358988578e+01      -2.052123685993e+00       1.921782291699e+01      -2.013813859696e+01      -1.819401251554e+01      -2.251543307077e-01      -1.474034465050e+02       4.089256587179e-02       1.821785883296e-01       8.075522027301e-02       4.764069649959e+03       1.400140417404e+04 
       1.721366789423e-02      -9.599601092081e+01      -1.787716034630e+02      -1.768465433132e+01      -2.083058282216e+00       1.951147611989e+01      -2.029641524959e+01      -1.857877886317e+01      -2.910770453957e-01      -1.493992821689e+02       4.146681297436e-02       1.840019767746e-01       8.200548027751e-02       4.762841976379e+03       1.399779167073e+04 
       1.734433384812e-02      -9.728808770246e+01      -1.811466303223e+02      -1.795341309079e+01      -2.114099742897e+00       1.980711098171e+01      -2.045310702164e+01      -1.896762096926e+01      -3.591726720753e-01      -1.513964095384e+02       4.204457831187e-02       1.858206207261e-01       8.325794401784e-02       4.761327161669e+03       1.399333526004e+04 
       1.747504762601e-02      -9.858069512503e+01      -1.835211867474e+02      -1.821980913632e+01      -2.145243374468e+00       2.010471627484e+01      -2.060819519303e+01      -1.936052080997e+01      -4.294582576766e-01      -1.533944733864e+02       4.262585106774e-02       1.876343778606e-01       8.451242761214e-02       4.759526883371e+03       1.398803987067e+04 
       1.760580994501e-02      -9.987358702479e+01      -1.858947825441e+02      -1.848378255203e+01      -2.176484513353e+00       2.040428081550e+01      -2.076166109831e+01      -1.975746035065e+01      -5.019507967544e-01      -1.553931206790e+02       4.321065287511e-02       1.894430751130e-01       8.576870277364e-02       4.757442885529e+03       1.398191062693e+04 
       1.773662154480e-02      -1.011665608334e+02      -1.882670120485e+02      -1.874520326685e+01      -2.207819326649e+00       2.070579296392e+01      -2.091348837486e+01      -2.015841975484e+01      -5.766648609497e-01      -1.573920640885e+02       4.379895071496e-02       1.912466037480e-01       8.702657423462e-02       4.755078615969e+03       1.397495766401e+04 
       1.786748318785e-02      -1.024594595658e+02      -1.906375580860e+02      -1.900386793703e+01      -2.239244850001e+00       2.100924065734e+01      -2.106366306986e+01      -2.056337726356e+01      -6.536124384487e-01      -1.593910849710e+02       4.439076735904e-02       1.930448220116e-01       8.828585697463e-02       4.752439303911e+03       1.396719635621e+04 
       1.799839565976e-02      -1.037521282011e+02      -1.930061071995e+02      -1.925956929870e+01      -2.270758159836e+00       2.131461183184e+01      -2.121217132726e+01      -2.097231111840e+01      -7.328054519690e-01      -1.613899677200e+02       4.498608003560e-02       1.948376012434e-01       8.954636711181e-02       4.749530267681e+03       1.395864233986e+04 
       1.812935976953e-02      -1.050444115572e+02      -1.953723455717e+02      -1.951209958983e+01      -2.302356332619e+00       2.162189453398e+01      -2.135899921760e+01      -2.138519965716e+01      -8.142559545964e-01      -1.633884965454e+02       4.558488874463e-02       1.966248418170e-01       9.080791962571e-02       4.746356831605e+03       1.394931126896e+04 
       1.826037634990e-02      -1.063361542984e+02      -1.977359589427e+02      -1.976125051497e+01      -2.334036444794e+00       2.193107681825e+01      -2.150413277608e+01      -2.180202133950e+01      -8.979760745633e-01      -1.653864554515e+02       4.618720487202e-02       1.984064042554e-01       9.207030843202e-02       4.742924326113e+03       1.393921881549e+04 
       1.839144625766e-02      -1.076272008845e+02      -2.000966325972e+02      -2.000681324696e+01      -2.365795572717e+00       2.224214686215e+01      -2.164755798557e+01      -2.222275470986e+01      -9.839780391594e-01      -1.673836282330e+02       4.679301760118e-02       2.001821786851e-01       9.333335932689e-02       4.739238087901e+03       1.392838066977e+04 
       1.852257037400e-02      -1.089173956132e+02      -2.024540513760e+02      -2.024857837396e+01      -2.397630792592e+00       2.255509285054e+01      -2.178926078452e+01      -2.264737844364e+01      -1.072274162776e+00      -1.693797984354e+02       4.740231611553e-02       2.019520353069e-01       9.459687704257e-02       4.735303460009e+03       1.391681254089e+04 
       1.865374960492e-02      -1.102065818568e+02      -2.048078983284e+02      -2.048634945721e+01      -2.429539159775e+00       2.286990304745e+01      -2.192922725254e+01      -2.307587115191e+01      -1.162876627729e+00      -1.713747484650e+02       4.801511066235e-02       2.037158437527e-01       9.586067712791e-02       4.731125700433e+03       1.390452988743e+04 
       1.878498488157e-02      -1.114945939682e+02      -2.071578391877e+02      -2.072010159977e+01      -2.461517466277e+00       2.318656529104e+01      -2.206744616318e+01      -2.350820971794e+01      -1.255794609894e+00      -1.733682487365e+02       4.863140181095e-02       2.054735061040e-01       9.712458594835e-02       4.726708905752e+03       1.389154474784e+04 
       1.891627716068e-02      -1.127812599464e+02      -2.095035275376e+02      -2.094992860874e+01      -2.493562321522e+00       2.350506722480e+01      -2.220390812309e+01      -2.394436983173e+01      -1.351035199823e+00      -1.753600612719e+02       4.925117874475e-02       2.072249363973e-01       9.838845093317e-02       4.722056370279e+03       1.387786679805e+04 
       1.904762742497e-02      -1.140664074221e+02      -2.118446161279e+02      -2.117592680802e+01      -2.525670329627e+00       2.382539649335e+01      -2.233860370817e+01      -2.438432724708e+01      -1.448605586557e+00      -1.773499475919e+02       4.987444089444e-02       2.089700247591e-01       9.965208820052e-02       4.717171373868e+03       1.386350567145e+04 
       1.917903668358e-02      -1.153498637118e+02      -2.141807570033e+02      -2.139819269688e+01      -2.557838092864e+00       2.414754086940e+01      -2.247152347157e+01      -2.482805787148e+01      -1.548513022897e+00      -1.793376688806e+02       5.050118826003e-02       2.107086960426e-01       1.009153457490e-01       4.712057197905e+03       1.384847100581e+04 
       1.931050597254e-02      -1.166314558818e+02      -2.165116016001e+02      -2.161682298124e+01      -2.590062211519e+00       2.447148815982e+01      -2.260265790153e+01      -2.527553769780e+01      -1.650764882905e+00      -1.813229859306e+02       5.113143279668e-02       2.124408415126e-01       1.021780596220e-01       4.706717125305e+03       1.383277244348e+04 
       1.944203635524e-02      -1.179110106414e+02      -2.188368005867e+02      -2.183191458278e+01      -2.622339283758e+00       2.479722626939e+01      -2.273199742197e+01      -2.572674284988e+01      -1.755368637422e+00      -1.833056591973e+02       5.176516197994e-02       2.141663632506e-01       1.034400681401e-01       4.701154440582e+03       1.381641963142e+04 
       1.957362892291e-02      -1.191883544174e+02      -2.211560039368e+02      -2.204356459738e+01      -2.654665905471e+00       2.512474315585e+01      -2.285953240099e+01      -2.618164958248e+01      -1.862331864884e+00      -1.852854487113e+02       5.240237751769e-02       2.158851741548e-01       1.047011970995e-01       4.695372429878e+03       1.379942222140e+04 
       1.970528479514e-02      -1.204633131257e+02      -2.234688605066e+02      -2.225186750445e+01      -2.687038665570e+00       2.545402686516e+01      -2.298525321868e+01      -2.664023423575e+01      -1.971662221154e+00      -1.872621138950e+02       5.304307827134e-02       2.175971774452e-01       1.059612944988e-01       4.689374370967e+03       1.378178984068e+04 
       1.983700512040e-02      -1.217357039432e+02      -2.257750019120e+02      -2.245678329176e+01      -2.719453935369e+00       2.578506529016e+01      -2.310915202448e+01      -2.710247227142e+01      -2.083365190236e+00      -1.892354053202e+02       5.368726481017e-02       2.193022962671e-01       1.072202083365e-01       4.683163069459e+03       1.376353073373e+04 
       1.996879107659e-02      -1.230053318742e+02      -2.280740357091e+02      -2.265808158949e+01      -2.751907779107e+00       2.611784600943e+01      -2.323122360707e+01      -2.756833783730e+01      -2.197443204724e+00      -1.912050611455e+02       5.433493656491e-02       2.210004440879e-01       1.084777866112e-01       4.676740661952e+03       1.374465118588e+04 
       2.010064387163e-02      -1.242720005780e+02      -2.303655666977e+02      -2.285551689145e+01      -2.784396233550e+00       2.645235667783e+01      -2.335146288437e+01      -2.803780508062e+01      -2.313898512189e+00      -1.931708181175e+02       5.498610492141e-02       2.226915770721e-01       1.097339205879e-01       4.670109232863e+03       1.372515732958e+04 
       2.023256474401e-02      -1.255355132566e+02      -2.326491986574e+02      -2.304884281132e+01      -2.816915330617e+00       2.678858502481e+01      -2.346986472078e+01      -2.851084830063e+01      -2.432733512772e+00      -1.951324123965e+02       5.564075849382e-02       2.243756195034e-01       1.109884588344e-01       4.663270864746e+03       1.370505529193e+04 
       2.036455496339e-02      -1.267956726372e+02      -2.349245343271e+02      -2.323781214984e+01      -2.849461097129e+00       2.712651888001e+01      -2.358642393743e+01      -2.898744191724e+01      -2.553950704534e+00      -1.970895795654e+02       5.629890923729e-02       2.260525064826e-01       1.122412698439e-01       4.656227638316e+03       1.368435119451e+04 
       2.049661583128e-02      -1.280522809442e+02      -2.371911753179e+02      -2.342217677295e+01      -2.882029554548e+00       2.746614614594e+01      -2.370113527861e+01      -2.946756047905e+01      -2.677552682317e+00      -1.990420545880e+02       5.696055544395e-02       2.277221617241e-01       1.134922141394e-01       4.648981632359e+03       1.366305115333e+04 
       2.062874868164e-02      -1.293051398848e+02      -2.394487220795e+02      -2.360168763516e+01      -2.914616718703e+00       2.780745481505e+01      -2.381399343566e+01      -2.995117868722e+01      -2.803542172467e+00      -2.009895717862e+02       5.762568800509e-02       2.293845197593e-01       1.147411704613e-01       4.641534923726e+03       1.364116127872e+04 
       2.076095488158e-02      -1.305540506428e+02      -2.416967739119e+02      -2.377609472319e+01      -2.947218599501e+00       2.815043295325e+01      -2.392499304354e+01      -3.043827137327e+01      -2.931922030561e+00      -2.029318648199e+02       5.829432741529e-02       2.310395270744e-01       1.159879987636e-01       4.633889587286e+03       1.361868767521e+04 
       2.089323583201e-02      -1.317988203967e+02      -2.439349418006e+02      -2.394515671287e+01      -2.979831328996e+00       2.849506873744e+01      -2.403412886988e+01      -3.092881343476e+01      -3.062694972131e+00      -2.048686758943e+02       5.896646342726e-02       2.326871073843e-01       1.172325578612e-01       4.626047844758e+03       1.359563687867e+04 
       2.102559296841e-02      -1.330393379128e+02      -2.461629974749e+02      -2.410875196949e+01      -3.012452636047e+00       2.884135023351e+01      -2.414139809099e+01      -3.142277905139e+01      -3.195860801339e+00      -2.067998616031e+02       5.964210628829e-02       2.343272060366e-01       1.184747390191e-01       4.618013775177e+03       1.357202088038e+04 
       2.115802776152e-02      -1.342755474829e+02      -2.483808220144e+02      -2.426684026333e+01      -3.045081338215e+00       2.918926549826e+01      -2.424679949085e+01      -3.192014193657e+01      -3.331417314449e+00      -2.087253564991e+02       6.032125713697e-02       2.359597905817e-01       1.197144335022e-01       4.609792725975e+03       1.354785539726e+04 
       2.129054171813e-02      -1.355073943677e+02      -2.505882982437e+02      -2.441938262569e+01      -3.077716276813e+00       2.953880267501e+01      -2.435033185402e+01      -3.242087594381e+01      -3.469362415892e+00      -2.106450965340e+02       6.100391483470e-02       2.375848177532e-01       1.209515433920e-01       4.601390078426e+03       1.352315624556e+04 
       2.142313638184e-02      -1.367348236849e+02      -2.527853086099e+02      -2.456633973886e+01      -3.110356296191e+00       2.988995000329e+01      -2.445199388877e+01      -3.292495506889e+01      -3.609694130218e+00      -2.125590176400e+02       6.169009076737e-02       2.392022437155e-01       1.221859719086e-01       4.592811223900e+03       1.349793927136e+04 
       2.155581333391e-02      -1.379577804671e+02      -2.549717351690e+02      -2.470767193786e+01      -3.143000243725e+00       3.024269583420e+01      -2.455178424759e+01      -3.343235348126e+01      -3.752410579328e+00      -2.144670556708e+02       6.237977354909e-02       2.408120365882e-01       1.234176091783e-01       4.584061564399e+03       1.347222035181e+04 
       2.168857419404e-02      -1.391762096031e+02      -2.571474595745e+02      -2.484333921104e+01      -3.175646969816e+00       3.059702860256e+01      -2.464970152090e+01      -3.394304549153e+01      -3.897510047370e+00      -2.163691464061e+02       6.307298595162e-02       2.424141525356e-01       1.246463476046e-01       4.575146512851e+03       1.344601539631e+04 
       2.182142062129e-02      -1.403900558442e+02      -2.593123630360e+02      -2.497330118751e+01      -3.208295327878e+00       3.095293686498e+01      -2.474574424107e+01      -3.445700556177e+01      -4.044990906165e+00      -2.182652255688e+02       6.376973765295e-02       2.440085369056e-01       1.258720886997e-01       4.566071493610e+03       1.341934034784e+04 
       2.195435431493e-02      -1.415992638197e+02      -2.614663263182e+02      -2.509751709558e+01      -3.240944174327e+00       3.131040927374e+01      -2.483991086815e+01      -3.497420832766e+01      -4.194851690350e+00      -2.201552287539e+02       6.447000758921e-02       2.455951686343e-01       1.270947356836e-01       4.556841942922e+03       1.339221118425e+04 
       2.208737701537e-02      -1.428037768564e+02      -2.636092275690e+02      -2.521594711771e+01      -3.273592344467e+00       3.166943459212e+01      -2.493219983773e+01      -3.549462857804e+01      -4.347090988647e+00      -2.220390900014e+02       6.517381739356e-02       2.471739930694e-01       1.283141684354e-01       4.547463252308e+03       1.336464375193e+04 
       2.222049050510e-02      -1.440035072182e+02      -2.657408845466e+02      -2.532858781311e+01      -3.306238011154e+00       3.203000168985e+01      -2.502261137752e+01      -3.601824101348e+01      -4.501705185471e+00      -2.239167020325e+02       6.588117845187e-02       2.487449891472e-01       1.295303106698e-01       4.537939251063e+03       1.333664930396e+04 
       2.235369660969e-02      -1.451983327802e+02      -2.678610482813e+02      -2.543547600311e+01      -3.338878613514e+00       3.239209952435e+01      -2.511114760644e+01      -3.654502022756e+01      -4.658688308932e+00      -2.257879118302e+02       6.659207880899e-02       2.503081340959e-01       1.307430980565e-01       4.528272038071e+03       1.330823400559e+04 
       2.248699719875e-02      -1.463881292036e+02      -2.699694652854e+02      -2.553665053860e+01      -3.371511549754e+00       3.275571720560e+01      -2.519781071741e+01      -3.707494097494e+01      -4.818034333056e+00      -2.276525635310e+02       6.730654066735e-02       2.518634176681e-01       1.319524543102e-01       4.518463622303e+03       1.327940375769e+04 
       2.262039418702e-02      -1.475727716291e+02      -2.720658809656e+02      -2.563215017366e+01      -3.404134214560e+00       3.312084394036e+01      -2.528260282762e+01      -3.760797817369e+01      -4.979737394118e+00      -2.295105007379e+02       6.802456402697e-02       2.534108176616e-01       1.331583031456e-01       4.508516011937e+03       1.325016445887e+04 
       2.275388953541e-02      -1.487521347410e+02      -2.741500394802e+02      -2.572201353260e+01      -3.436743998847e+00       3.348746904413e+01      -2.536552600019e+01      -3.814410691720e+01      -5.143791749653e+00      -2.313615665240e+02       6.874616027371e-02       2.549503238288e-01       1.343605904797e-01       4.498431214472e+03       1.322052200553e+04 
       2.288748525209e-02      -1.499260926366e+02      -2.762216838046e+02      -2.580627920613e+01      -3.469338289495e+00       3.385558196333e+01      -2.544658221230e+01      -3.868330251408e+01      -5.310191785286e+00      -2.332056033304e+02       6.947133965486e-02       2.564819253534e-01       1.355592292106e-01       4.488211236660e+03       1.319048229211e+04 
       2.302118339367e-02      -1.510945189042e+02      -2.782805555789e+02      -2.588498562157e+01      -3.501914469077e+00       3.422517228503e+01      -2.552577339668e+01      -3.922554043629e+01      -5.478932050601e+00      -2.350424530341e+02       7.020009135384e-02       2.580055892162e-01       1.367541652555e-01       4.477858084699e+03       1.316005121119e+04 
       2.315498606635e-02      -1.522572865350e+02      -2.803263951410e+02      -2.595817115387e+01      -3.534469915568e+00       3.459622969475e+01      -2.560310140923e+01      -3.977079632946e+01      -5.650007203345e+00      -2.368719568375e+02       7.093244782040e-02       2.595213046006e-01       1.379453223289e-01       4.467373764192e+03       1.312923465374e+04 
       2.328889542710e-02      -1.534142679331e+02      -2.823589413969e+02      -2.602587405615e+01      -3.567002002051e+00       3.496874401751e+01      -2.567856801078e+01      -4.031904607889e+01      -5.823412076038e+00      -2.386939553138e+02       7.166839880724e-02       2.610290715067e-01       1.391326144675e-01       4.456760280263e+03       1.309803850923e+04 
       2.342291368497e-02      -1.545653383601e+02      -2.843779387785e+02      -2.608812043281e+01      -3.599508158120e+00       3.534270525367e+01      -2.575217521948e+01      -4.087026575429e+01      -5.999141272348e+00      -2.405082932156e+02       7.240796537823e-02       2.625288580541e-01       1.403159966971e-01       4.446019662535e+03       1.306646873962e+04 
       2.355704310234e-02      -1.557103980922e+02      -2.863831811095e+02      -2.614484780556e+01      -3.631986260907e+00       3.571810375085e+01      -2.582392713026e+01      -4.142443201067e+01      -6.177186702610e+00      -2.423148505682e+02       7.315114810266e-02       2.640206631040e-01       1.414954160735e-01       4.435154123045e+03       1.303453184689e+04 
