# Quadrupole moment of PT power spectra at redshift z=0.61
# for k=1.04735e-05 to 109.569 h/Mpc,
# number of wavenumbers equal to 586
#    1:k (h/Mpc)              2:P_vv (Mpc/h)^3         3:P_vd (Mpc/h)^3         4:P_dd (Mpc/h)^3         5:P_CTR (Mpc/h)^3        6:Ib1b2 (Mpc/h)^3        7:Ib2 (Mpc/h)^3          8:Ib1bG2 (Mpc/h)^3       9:IbG2 (Mpc/h)^3        10:IFG2 (Mpc/h)^3        11:Ib2b2 (Mpc/h)^3       12:Ib2bG2 (Mpc/h)^3      13:IbG2bG2 (Mpc/h)^3     14:Ptree_vv (Mpc/h)^3    15:Ptree_vd (Mpc/h)^3 
       3.734469829692e-02      -2.334937877565e+02      -4.056205928123e+02      -2.127997367718e-01      -6.525183859659e+00       7.727676584256e+01      -2.513721008623e+01      -1.054602008500e+02      -3.209660244527e+01      -3.765304345506e+02       1.634220216905e-01       3.737157071959e-01       2.378602192630e-01       3.153062939210e+03       9.266406001408e+03 
       3.751880543328e-02      -2.340765209789e+02      -4.062610950595e+02       4.280798360021e-01      -6.557111584642e+00       7.780914240617e+01      -2.505545606638e+01      -1.062993397955e+02      -3.247051232772e+01      -3.777235731372e+02       1.647070279654e-01       3.746521155956e-01       2.388674785381e-01       3.138808107547e+03       9.224513135915e+03 
       3.769412888017e-02      -2.346580511130e+02      -4.068946761797e+02       1.077729595360e+00      -6.589221499449e+00       7.834492527189e+01      -2.497188614146e+01      -1.071441849208e+02      -3.284722939275e+01      -3.789184937006e+02       1.660038379753e-01       3.755862109550e-01       2.398796132443e-01       3.124560709462e+03       9.182642179391e+03 
       3.787070969345e-02      -2.352386171033e+02      -4.075217089629e+02       1.736250627365e+00      -6.621524098527e+00       7.888422437489e+01      -2.488646695426e+01      -1.079949171609e+02      -3.322682707752e+01      -3.801155905287e+02       1.673127876037e-01       3.765180803762e-01       2.408969057512e-01       3.110320485333e+03       9.140792369715e+03 
       3.804859076874e-02      -2.358184675774e+02      -4.081425805608e+02       2.403749404736e+00      -6.654030336456e+00       7.942715452634e+01      -2.479916339987e+01      -1.088517255715e+02      -3.360938220709e+01      -3.813152742425e+02       1.686342241196e-01       3.774478103917e-01       2.419196276119e-01       3.096087181747e+03       9.098962963202e+03 
       3.822781694972e-02      -2.363978614239e+02      -4.087576935869e+02       3.080338003182e+00      -6.686751657720e+00       7.997383570487e+01      -2.470993857039e+01      -1.097148077556e+02      -3.399497507122e+01      -3.825179728942e+02       1.699685061781e-01       3.783754881035e-01       2.429480822599e-01       3.081860553309e+03       9.057153239629e+03 
       3.840843514462e-02      -2.369770686490e+02      -4.093674674045e+02       3.766134395153e+00      -6.719700028880e+00       8.052439334240e+01      -2.461875362521e+01      -1.105843703616e+02      -3.438368973750e+01      -3.837241331935e+02       1.713160248839e-01       3.793012114302e-01       2.439825748367e-01       3.067640364465e+03       9.015362507919e+03 
       3.859049445137e-02      -2.375563711484e+02      -4.099723394009e+02       4.461262676425e+00      -6.752887973334e+00       8.107895863550e+01      -2.452556768335e+01      -1.114606296375e+02      -3.477561416067e+01      -3.849342217895e+02       1.726771707725e-01       3.802250891067e-01       2.450234190230e-01       3.053426391784e+03       8.973590112530e+03 
       3.877404629234e-02      -2.381360635848e+02      -4.105727664935e+02       5.165853360989e+00      -6.786328608951e+00       8.163766890577e+01      -2.443033770164e+01      -1.123438120175e+02      -3.517084046725e+01      -3.861487267358e+02       1.740523673983e-01       3.811472076657e-01       2.460709626574e-01       3.039218426318e+03       8.931835440680e+03 
       3.895914455951e-02      -2.387164544985e+02      -4.111692268911e+02       5.880043434566e+00      -6.820035691369e+00       8.220066801145e+01      -2.433301827094e+01      -1.132341547286e+02      -3.556946525443e+01      -3.873681590026e+02       1.754420491325e-01       3.820676758424e-01       2.471255541475e-01       3.025016274891e+03       8.890097925892e+03 
       3.914584577108e-02      -2.392978739801e+02      -4.117622364525e+02       6.603956234634e+00      -6.854023892402e+00       8.276810863938e+01      -2.423355881180e+01      -1.141319102121e+02      -3.597159467781e+01      -3.885930579466e+02       1.768466827959e-01       3.829865801693e-01       2.481875504405e-01       3.010819624862e+03       8.848376650109e+03 
       3.933420924051e-02      -2.398806807627e+02      -4.123523634546e+02       7.337683748802e+00      -6.888309053900e+00       8.334015455201e+01      -2.413190092890e+01      -1.150373500330e+02      -3.637734908382e+01      -3.898239964408e+02       1.782667574117e-01       3.839040185650e-01       2.492572674943e-01       2.996627926048e+03       8.806669995987e+03 
       3.952429725934e-02      -2.404652531886e+02      -4.129402082773e+02       8.081318422963e+00      -6.922907880149e+00       8.391697793848e+01      -2.402798249068e+01      -1.159507600122e+02      -3.678685576879e+01      -3.910615770482e+02       1.797027716812e-01       3.848200342958e-01       2.503350628254e-01       2.982440607140e+03       8.764976283906e+03 
       3.971617529500e-02      -2.410519894690e+02      -4.135264031987e+02       8.834956959049e+00      -6.957837955194e+00       8.449875967534e+01      -2.392173791167e+01      -1.168724404468e+02      -3.720024851104e+01      -3.923064336314e+02       1.811552692798e-01       3.857347150330e-01       2.514212842723e-01       2.968257103369e+03       8.723293853525e+03 
       3.990991220520e-02      -2.416413093652e+02      -4.141116152362e+02       9.598700368546e+00      -6.993117808646e+00       8.508568983609e+01      -2.381309791621e+01      -1.178027070552e+02      -3.761766795174e+01      -3.935592337082e+02       1.826248257635e-01       3.866481467398e-01       2.525163229397e-01       2.954076859259e+03       8.681621071718e+03 
       4.010558047050e-02      -2.422336559522e+02      -4.146965491921e+02       1.037265400893e+01      -7.028766987571e+00       8.567796831169e+01      -2.370198926468e+01      -1.187418920379e+02      -3.803926208503e+01      -3.948206812005e+02       1.841120161189e-01       3.875603948850e-01       2.536205699323e-01       2.939899331693e+03       8.639956341654e+03 
       4.030325644698e-02      -2.428294975903e+02      -4.152819510674e+02       1.115692754665e+01      -7.064806135137e+00       8.627580553529e+01      -2.358833447165e+01      -1.196903452429e+02      -3.846518675336e+01      -3.960915193110e+02       1.856174813707e-01       3.884715460014e-01       2.547344368494e-01       2.925723993431e+03       8.598298113195e+03 
       4.050302064112e-02      -2.434293301410e+02      -4.158686118441e+02       1.195163502547e+01      -7.101257076775e+00       8.687942315969e+01      -2.347205150190e+01      -1.206484353250e+02      -3.889560619509e+01      -3.973725337270e+02       1.871418944240e-01       3.893816877600e-01       2.558583916506e-01       2.911550337241e+03       8.556644894802e+03 
       4.070495800910e-02      -2.440336793248e+02      -4.164573716105e+02       1.275689475713e+01      -7.138142914734e+00       8.748905486739e+01      -2.335305341291e+01      -1.216165511925e+02      -3.933069363777e+01      -3.986645562271e+02       1.886859390005e-01       3.902908850604e-01       2.569928681375e-01       2.897377880443e+03       8.514995267198e+03 
       4.090915828347e-02      -2.446431034128e+02      -4.170491241943e+02       1.357282927584e+01      -7.175488131981e+00       8.810494724228e+01      -2.323124801611e+01      -1.225951033955e+02      -3.977063194193e+01      -3.999684684911e+02       1.902503546126e-01       3.911992346826e-01       2.581383877832e-01       2.883206170342e+03       8.473347899111e+03 
       4.111571632974e-02      -2.452581961891e+02      -4.176448223219e+02       1.439956524376e+01      -7.213318706583e+00       8.872736072369e+01      -2.310653743567e+01      -1.235845257552e+02      -4.021561429397e+01      -4.012852064686e+02       1.918359331480e-01       3.921068140504e-01       2.592954492889e-01       2.869034790323e+03       8.431701565151e+03 
       4.132473253675e-02      -2.458795816019e+02      -4.182454652519e+02       1.523723921450e+01      -7.251662063992e+00       8.935657096474e+01      -2.297881713675e+01      -1.245852777092e+02      -4.066584597777e+01      -4.026157540670e+02       1.934435108989e-01       3.930137193744e-01       2.604646185326e-01       2.854863277251e+03       8.390054903272e+03 
       4.153631324413e-02      -2.465078240431e+02      -4.188519079973e+02       1.608606267726e+01      -7.290545317181e+00       8.999287370725e+01      -2.284796950214e+01      -1.255978525767e+02      -4.112155574180e+01      -4.039610275611e+02       1.950739452218e-01       3.939199956290e-01       2.616464050321e-01       2.840690150761e+03       8.348403562314e+03 
       4.175057121162e-02      -2.471434592631e+02      -4.194649251636e+02       1.694630293363e+01      -7.329995967774e+00       9.063658495532e+01      -2.271386498053e+01      -1.266227778271e+02      -4.158299373711e+01      -4.053219162724e+02       1.967281925299e-01       3.948256963277e-01       2.628413410769e-01       2.826513204472e+03       8.306741057590e+03 
       4.196762613478e-02      -2.477870583205e+02      -4.200853445003e+02       1.781824128187e+01      -7.370043285279e+00       9.128803993411e+01      -2.257636531210e+01      -1.276606133243e+02      -4.205042575155e+01      -4.066993659531e+02       1.984072399786e-01       3.957308322870e-01       2.640499589567e-01       2.812330139356e+03       8.265060632244e+03 
       4.218760521293e-02      -2.484392321197e+02      -4.207140546311e+02       1.870217288708e+01      -7.410718485928e+00       9.194759462013e+01      -2.243532280160e+01      -1.287119539516e+02      -4.252413435973e+01      -4.080943853336e+02       2.001121418996e-01       3.966354359567e-01       2.652728558606e-01       2.798138570492e+03       8.223355276782e+03 
       4.241064377555e-02      -2.491006352339e+02      -4.213520113830e+02       1.959840744332e+01      -7.452054907382e+00       9.261562740237e+01      -2.229057950304e+01      -1.297774324694e+02      -4.300442042368e+01      -4.095080518778e+02       2.018440158165e-01       3.975395403559e-01       2.665106392248e-01       2.783936022320e+03       8.181617715362e+03 
       4.263688597448e-02      -2.497719702702e+02      -4.220002448000e+02       2.050726985959e+01      -7.494088203014e+00       9.329254102594e+01      -2.214196627585e+01      -1.308577227739e+02      -4.349160458953e+01      -4.109415182461e+02       2.036040777406e-01       3.984431665484e-01       2.677639717073e-01       2.769719923790e+03       8.139840391392e+03 
       4.286648555021e-02      -2.504539926442e+02      -4.226598670902e+02       2.142910092817e+01      -7.536856558409e+00       9.397876467795e+01      -2.198930179602e+01      -1.319535434447e+02      -4.398602907792e+01      -4.123960194301e+02       2.053935880881e-01       3.993463156728e-01       2.690335484156e-01       2.755487603167e+03       8.098015452292e+03 
       4.309960668193e-02      -2.511475160775e+02      -4.233320816163e+02       2.236425808067e+01      -7.580400933135e+00       9.467475627885e+01      -2.183239134005e+01      -1.330656617342e+02      -4.448805961052e+01      -4.138728808335e+02       2.072139148717e-01       4.002489974071e-01       2.703201191095e-01       2.741236282571e+03       8.056134733422e+03 
       4.333642493230e-02      -2.518534186856e+02      -4.240181930218e+02       2.331311601196e+01      -7.624765331336e+00       9.538100506541e+01      -2.167102550408e+01      -1.341948979617e+02      -4.499808757672e+01      -4.153735271971e+02       2.090665234534e-01       4.011512123205e-01       2.716244534740e-01       2.726963072255e+03       8.014189741240e+03 
       4.357712829978e-02      -2.525726499606e+02      -4.247196187757e+02       2.427606738837e+01      -7.669997105304e+00       9.609803445819e+01      -2.150497881480e+01      -1.353421303923e+02      -4.551653243667e+01      -4.168994928098e+02       2.109529776827e-01       4.020529495966e-01       2.729474105733e-01       2.712664964563e+03       7.972171635572e+03 
       4.382191839325e-02      -2.533062399135e+02      -4.254379045865e+02       2.525352836584e+01      -7.716147390843e+00       9.682640629710e+01      -2.133400616509e+01      -1.365083021960e+02      -4.604384781153e+01      -4.184524334323e+02       2.128749501447e-01       4.029541659689e-01       2.742898688276e-01       2.698338851956e+03       7.930071282653e+03 
       4.407101174607e-02      -2.540553141318e+02      -4.261747493844e+02       2.624595995557e+01      -7.763271898341e+00       9.756672889807e+01      -2.115783289353e+01      -1.376944338602e+02      -4.658053901037e+01      -4.200341417060e+02       2.148342534703e-01       4.038547845829e-01       2.756526650986e-01       2.683981625290e+03       7.887879544995e+03 
       4.432464128963e-02      -2.548210997202e+02      -4.269320155919e+02       2.725385444343e+01      -7.811431072048e+00       9.831965796557e+01      -2.097615820070e+01      -1.389016257846e+02      -4.712715662271e+01      -4.216465600484e+02       2.168328209810e-01       4.047546648230e-01       2.770366789449e-01       2.669590095906e+03       7.845587051705e+03 
       4.458305800972e-02      -2.556049349723e+02      -4.277117456144e+02       2.827772909991e+01      -7.860690450642e+00       9.908589964352e+01      -2.078865553234e+01      -1.401310639394e+02      -4.768429549783e+01      -4.232917964504e+02       2.188727590632e-01       4.056536330546e-01       2.784428331917e-01       2.655160954484e+03       7.803184077178e+03 
       4.484653281304e-02      -2.564082827944e+02      -4.285161847166e+02       2.931812712796e+01      -7.911121240635e+00       9.986621575047e+01      -2.059496959115e+01      -1.413840287595e+02      -4.825259959910e+01      -4.249721434189e+02       2.209563369216e-01       4.065515156432e-01       2.798721047468e-01       2.640690767356e+03       7.760660530256e+03 
       4.511535863615e-02      -2.572327461607e+02      -4.293478075333e+02       3.037561851979e+01      -7.962800970439e+00       1.006614295756e+02      -2.039471308093e+01      -1.426619052095e+02      -4.883276741058e+01      -4.266900997193e+02       2.230859871481e-01       4.074480843020e-01       2.813255473730e-01       2.626175973310e+03       7.718005944870e+03 
       4.538985283471e-02      -2.580800859662e+02      -4.302093488045e+02       3.145080083734e+01      -8.015814238671e+00       1.014724325719e+02      -2.018746283942e+01      -1.439661941762e+02      -4.942555810817e+01      -4.284483951792e+02       2.252643592355e-01       4.083430458447e-01       2.828042894102e-01       2.611612881227e+03       7.675209472958e+03 
       4.567035989798e-02      -2.589522416024e+02      -4.311038390523e+02       3.254429972470e+01      -8.070253573045e+00       1.023001918884e+02      -1.997275555154e+01      -1.452985254782e+02      -5.003179865584e+01      -4.302500193834e+02       2.274943412106e-01       4.092361070851e-01       2.843095269445e-01       2.596997668679e+03       7.632259880444e+03 
       4.595725454196e-02      -2.598513549692e+02      -4.320346462700e+02       3.365676918928e+01      -8.126220419519e+00       1.031457589515e+02      -1.975008270707e+01      -1.466606726223e+02      -5.065239191065e+01      -4.320982546328e+02       2.297790607729e-01       4.101268666712e-01       2.858425397481e-01       2.582326382048e+03       7.589145547384e+03 
       4.625094524480e-02      -2.607797955818e+02      -4.330055188578e+02       3.478889226452e+01      -8.183826228748e+00       1.040102793883e+02      -1.951888464424e+01      -1.480545697889e+02      -5.128832611179e+01      -4.339967109922e+02       2.321219160363e-01       4.110148788459e-01       2.874047072195e-01       2.567594922752e+03       7.545854427563e+03 
       4.655187830057e-02      -2.617400388338e+02      -4.340203110656e+02       3.594142749610e+01      -8.243190577823e+00       1.048950070579e+02      -1.927853744106e+01      -1.494823333653e+02      -5.194069780256e+01      -4.359491851113e+02       2.345266421366e-01       4.118995680535e-01       2.889974093267e-01       2.552798163578e+03       7.502371449667e+03 
       4.686054248287e-02      -2.627345919261e+02      -4.350828091613e+02       3.711524178793e+01      -8.304440382553e+00       1.058013191000e+02      -1.902834031809e+01      -1.509462858781e+02      -5.261073311403e+01      -4.379595771915e+02       2.369973231867e-01       4.127802295083e-01       2.906220021271e-01       2.537929310212e+03       7.458676639629e+03 
       4.717747442854e-02      -2.637662189540e+02      -4.361971984060e+02       3.831125300537e+01      -8.367715432932e+00       1.067307275557e+02      -1.876751406771e+01      -1.524489793545e+02      -5.329978807015e+01      -4.400321679164e+02       2.395384640076e-01       4.136560041462e-01       2.922799082857e-01       2.522980947687e+03       7.414748197874e+03 
       4.750326487512e-02      -2.648379989955e+02      -4.373681686029e+02       3.953042466545e+01      -8.433170605704e+00       1.076848966122e+02      -1.849519045385e+01      -1.539932253015e+02      -5.400936519918e+01      -4.421716955596e+02       2.421549946823e-01       4.145258609763e-01       2.939726267527e-01       2.507945084423e+03       7.370562628616e+03 
       4.783856591437e-02      -2.659533734570e+02      -4.386009933178e+02       4.077376525199e+01      -8.500978020937e+00       1.086656629924e+02      -1.821039889911e+01      -1.555821298384e+02      -5.474113462432e+01      -4.443834209178e+02       2.448523661980e-01       4.153886272536e-01       2.957017430111e-01       2.492813083027e+03       7.326094536306e+03 
       4.818409946016e-02      -2.671162022714e+02      -4.399016245289e+02       4.204232612005e+01      -8.571329583401e+00       1.096750598167e+02      -1.791205064415e+01      -1.572191348294e+02      -5.549695899423e+01      -4.466732038475e+02       2.476366267306e-01       4.162428916991e-01       2.974689171211e-01       2.477575579861e+03       7.281316388668e+03 
       4.854066717423e-02      -2.683308308894e+02      -4.412768061948e+02       4.333719748011e+01      -8.644439991166e+00       1.107153445513e+02      -1.759891987441e+01      -1.589080661442e+02      -5.627892301680e+01      -4.490475936529e+02       2.505144546643e-01       4.170869487090e-01       2.992759099082e-01       2.462222390808e+03       7.236198239296e+03 
       4.890916214912e-02      -2.696021702061e+02      -4.427342103006e+02       4.465950215352e+01      -8.720550304561e+00       1.117890319760e+02      -1.726962110387e+01      -1.606531906146e+02      -5.708936876452e+01      -4.515139361404e+02       2.534933310873e-01       4.179188228342e-01       3.011245226175e-01       2.446742399029e+03       7.190707397287e+03 
       4.929058271936e-02      -2.709355998349e+02      -4.442821784377e+02       4.601057854914e+01      -8.799928053970e+00       1.128989328552e+02      -1.692257938724e+01      -1.624592782896e+02      -5.793094370065e+01      -4.540802902695e+02       2.565815728109e-01       4.187361031159e-01       3.030165582021e-01       2.431122957461e+03       7.144806673256e+03 
       4.968604886135e-02      -2.723367189347e+02      -4.459291208642e+02       4.739233151793e+01      -8.882864484325e+00       1.140481999341e+02      -1.655599257872e+01      -1.643316727960e+02      -5.880666273674e+01      -4.567551813683e+02       2.597885521171e-01       4.195358690776e-01       3.049536994941e-01       2.415348849088e+03       7.098451328575e+03 
       5.009682175679e-02      -2.738117895828e+02      -4.476844237869e+02       4.880690898501e+01      -8.969687233751e+00       1.152403834206e+02      -1.616779499961e+01      -1.662763955638e+02      -5.971996075745e+01      -4.595481154676e+02       2.631248003694e-01       4.203145802819e-01       3.069375217292e-01       2.399402818171e+03       7.051590630451e+03 
       5.052432723957e-02      -2.753679312844e+02      -4.495587987015e+02       5.025664975227e+01      -9.060768289692e+00       1.164794973409e+02      -1.575560841077e+01      -1.683002618251e+02      -6.067476710118e+01      -4.624698256795e+02       2.666022408548e-01       4.210679806893e-01       3.089695329662e-01       2.383265382893e+03       7.004167299643e+03 
       5.097018403103e-02      -2.770132736678e+02      -4.515645242911e+02       5.174410011378e+01      -9.156531830201e+00       1.177700993240e+02      -1.531668030571e+01      -1.704110183563e+02      -6.167559977935e+01      -4.655324775521e+02       2.702343590019e-01       4.217909016824e-01       3.110510152546e-01       2.366914393754e+03       6.956116211305e+03 
       5.143623790431e-02      -2.787571422359e+02      -4.537157423692e+02       5.327203002372e+01      -9.257463762086e+00       1.191173873560e+02      -1.484780731504e+01      -1.726175106896e+02      -6.272768174549e+01      -4.687499156558e+02       2.740365422495e-01       4.224770127156e-01       3.131830001545e-01       2.350324473621e+03       6.907362748135e+03 
       5.192460321867e-02      -2.806102750255e+02      -4.560287975764e+02       5.484345179769e+01      -9.364123149968e+00       1.205273169888e+02      -1.434523966297e+01      -1.749298855857e+02      -6.383708505239e+01      -4.721379511462e+02       2.780264016975e-01       4.231185822114e-01       3.153660307721e-01       2.333466328907e+03       6.857820773944e+03 
       5.243771364478e-02      -2.825847345292e+02      -4.585218659006e+02       5.646177985308e+01      -9.477148583699e+00       1.220067285808e+02      -1.380457860796e+01      -1.773597927387e+02      -6.501088868761e+01      -4.757143794589e+02       2.822241677662e-01       4.237061092276e-01       3.175999431507e-01       2.316306814036e+03       6.807392817940e+03 
       5.297838437871e-02      -2.846940186210e+02      -4.612149896298e+02       5.813092840673e+01      -9.597270793065e+00       1.235635135792e+02      -1.322063438401e+01      -1.799206618644e+02      -6.625739274177e+01      -4.794991984050e+02       2.866532833998e-01       4.242279215359e-01       3.198835116011e-01       2.298808341312e+03       6.755968335484e+03 
       5.354988873076e-02      -2.869537298709e+02      -4.641313124830e+02       5.985520219554e+01      -9.725339804090e+00       1.252068439837e+02      -1.258721723915e+01      -1.826281147729e+02      -6.758642541782e+01      -4.835153622024e+02       2.913409158620e-01       4.246694139071e-01       3.222140103452e-01       2.280926594188e+03       6.703416985109e+03 
       5.415605267857e-02      -2.893820047319e+02      -4.672977210199e+02       6.163930438176e+01      -9.862349987003e+00       1.269474381357e+02      -1.189688875543e+01      -1.855004242646e+02      -6.900970999659e+01      -4.877893274101e+02       2.963187833502e-01       4.250122140955e-01       3.245865525661e-01       2.262608599763e+03       6.649582957291e+03 
       5.480137176968e-02      -2.919999995976e+02      -4.707455427777e+02       6.348833742677e+01      -1.000947023170e+01       1.287978882244e+02      -1.114064078548e+01      -1.885590789151e+02      -7.054133546790e+01      -4.923516637352e+02       3.016240641571e-01       4.252330089556e-01       3.269931140692e-01       2.243790177673e+03       6.594277467675e+03 
       5.549115555878e-02      -2.948311328341e+02      -4.745084105293e+02       6.540887671753e+01      -1.016804981049e+01       1.307730259755e+02      -1.030753688521e+01      -1.918293939658e+02      -7.219827317483e+01      -4.972364208221e+02       3.073005728323e-01       4.253022310819e-01       3.294214687037e-01       2.224390142996e+03       6.537261717808e+03 
       5.623170534897e-02      -2.978979928185e+02      -4.786148683990e+02       6.741199802138e+01      -1.033957563562e+01       1.328903105814e+02      -9.384332501521e+00      -1.953411254341e+02      -7.400090841559e+01      -5.024781445255e+02       3.134001794305e-01       4.251827129978e-01       3.318539712119e-01       2.204298948010e+03       6.478213525618e+03 
       5.703053087773e-02      -3.012241647413e+02      -4.830917546840e+02       6.951220757658e+01      -1.052575148654e+01       1.351704715353e+02      -8.354700960635e+00      -1.991295984008e+02      -7.597415690697e+01      -5.081137411000e+02       3.199844843744e-01       4.248264370587e-01       3.342643549528e-01       2.183373317512e+03       6.416711526022e+03 
       5.789660972060e-02      -3.048339882765e+02      -4.879629059338e+02       7.172795760138e+01      -1.072853725477e+01       1.376382125349e+02      -7.198322568046e+00      -2.032369115221e+02      -7.814875631248e+01      -5.141821521878e+02       3.271267921950e-01       4.241706540077e-01       3.366134866790e-01       2.161424023644e+03       6.352199214797e+03 
       5.884068755889e-02      -3.087509287754e+02      -4.932446490318e+02       7.408344477247e+01      -1.095016274894e+01       1.403229060494e+02      -5.889890943399e+00      -2.077130871538e+02      -8.056262503816e+01      -5.207227483155e+02       3.349143072980e-01       4.231333821391e-01       3.388444347455e-01       2.138204275610e+03       6.283950812057e+03 
       5.987560431018e-02      -3.129949680317e+02      -4.989388470313e+02       7.661235877334e+01      -1.119311856335e+01       1.432589869502e+02      -4.398406962544e+00      -2.126166105537e+02      -8.326166830919e+01      -5.277736662298e+02       3.434504993788e-01       4.216099681963e-01       3.408789332266e-01       2.113420551509e+03       6.211103133427e+03 
       6.101660394657e-02      -3.175764452934e+02      -5.050186559887e+02       7.936111858597e+01      -1.146007669051e+01       1.464866783063e+02      -2.685385161373e+00      -2.180156033772e+02      -8.630222075514e+01      -5.353642040162e+02       3.528569388250e-01       4.194635192519e-01       3.426044116983e-01       2.086689423338e+03       6.132528649396e+03 
       6.228153469986e-02      -3.224847127525e+02      -5.114032299322e+02       8.239504275359e+01      -1.175367410609e+01       1.500521050864e+02      -7.032059562540e-01      -2.239878616923e+02      -8.975312301340e+01      -5.435016251408e+02       3.632739172473e-01       4.165146776248e-01       3.438586561893e-01       2.057488434097e+03       6.046691086153e+03 
       6.369075990322e-02      -3.276618139897e+02      -5.178998503714e+02       8.581594079104e+01      -1.207587401742e+01       1.540052964282e+02       1.604257093392e+00      -2.306171347533e+02      -9.369397636249e+01      -5.521446494312e+02       3.748580234261e-01       4.125401498248e-01       3.444261389444e-01       2.025125596000e+03       5.951555891904e+03 
       6.526647607832e-02      -3.329709459072e+02      -5.241371123041e+02       8.977796958892e+01      -1.242713972975e+01       1.583969061461e+02       4.301488762064e+00      -2.379870081633e+02      -9.821422903922e+01      -5.611677818083e+02       3.877741208256e-01       4.072646641411e-01       3.440171674746e-01       1.988661907912e+03       5.844362584700e+03 
       6.703101339994e-02      -3.381667937940e+02      -5.295055367503e+02       9.450345591637e+01      -1.280545774079e+01       1.632709688452e+02       7.457258763421e+00      -2.461679830729e+02      -1.034061172658e+02      -5.703285794357e+02       4.021776476839e-01       4.003673000492e-01       3.422622735985e-01       1.946911441219e+03       5.721625340398e+03 
       6.900371348073e-02      -3.428679885646e+02      -5.331067832517e+02       1.003024378945e+02      -1.320510143064e+01       1.686516441333e+02       1.113279186181e+01      -2.551942905374e+02      -1.093457446539e+02      -5.792418356457e+02       4.181843004166e-01       3.915210347657e-01       3.387486527920e-01       1.898587513370e+03       5.579563395342e+03 
       7.119641238802e-02      -3.465244354798e+02      -5.336974547365e+02       1.075792887574e+02      -1.361506097196e+01       1.745276821297e+02       1.536730348336e+01      -2.650367551533e+02      -1.160715713943e+02      -5.873422913322e+02       4.358280766728e-01       3.804431587580e-01       3.330582778307e-01       1.842345571939e+03       5.414227510269e+03 
       7.360861972775e-02      -3.484756444006e+02      -5.298353568242e+02       1.167879959063e+02      -1.401937673117e+01       1.808351928522e+02       2.015355088546e+01      -2.755745799374e+02      -1.235482349865e+02      -5.939511535206e+02       4.550179503785e-01       3.670050321493e-01       3.249105894041e-01       1.777241012774e+03       5.222846140008e+03 
       7.622474376016e-02      -3.480533390379e+02      -5.201183497107e+02       1.283592982872e+02      -1.439893867582e+01       1.874522943853e+02       2.542251041132e+01      -2.865878829586e+02      -1.316467107624e+02      -5.983817375681e+02       4.755163285250e-01       3.513158147251e-01       3.142766167263e-01       1.703058948601e+03       5.004794735629e+03 
       7.901570463513e-02      -3.447843490205e+02      -5.036325603094e+02       1.425677566193e+02      -1.473635882524e+01       1.942100190046e+02       3.103925181472e+01      -2.977801124643e+02      -1.401416031122e+02      -6.001499276641e+02       4.969584874242e-01       3.337788100675e-01       3.015000719940e-01       1.620786666193e+03       4.762983602167e+03 
       8.194493791359e-02      -3.386002668075e+02      -4.804066727666e+02       1.593670167224e+02      -1.502204530061e+01       2.009231021123e+02       3.682572479167e+01      -3.088343397701e+02      -1.487491560792e+02      -5.991702953397e+02       5.189139459835e-01       3.150295064772e-01       2.872673702433e-01       1.532717773340e+03       4.504161395977e+03 
       8.497582793569e-02      -3.298785903445e+02      -4.514796144641e+02       1.783559501797e+02      -1.525666562720e+01       2.074216918596e+02       4.259280252221e+01      -3.194682008128e+02      -1.571772007635e+02      -5.957882029502e+02       5.409593341571e-01       2.958166680338e-01       2.724828003245e-01       1.442096781903e+03       4.237868502013e+03 
       8.807712855771e-02      -3.194054387979e+02      -4.188021990353e+02       1.987721921400e+02      -1.545164458568e+01       2.135781515990e+02       4.817721621860e+01      -3.294797429106e+02      -1.651805561479e+02      -5.907168941555e+02       5.627344347861e-01       2.768386216742e-01       2.580618468174e-01       1.352555763648e+03       3.974778834877e+03 
       9.122506666948e-02      -3.081405186844e+02      -3.846920054819e+02       2.196784763755e+02      -1.562427345331e+01       2.193158475989e+02       5.346355514871e+01      -3.387582928183e+02      -1.725924676958e+02      -5.848059934477e+02       5.839686563229e-01       2.586260931380e-01       2.447460517422e-01       1.267372190384e+03       3.724519074001e+03 
       9.440294517792e-02      -2.970837556894e+02      -3.515303043356e+02       2.400732247526e+02      -1.579459676752e+01       2.246049924830e+02       5.838833470561e+01      -3.472744694453e+02      -1.793285607203e+02      -5.789143637499e+02       6.044791638405e-01       2.415047275177e-01       2.330287131945e-01       1.189187323239e+03       3.494842035057e+03 
       9.759964985482e-02      -2.871303272201e+02      -3.214326175998e+02       2.590152328457e+02      -1.598193176641e+01       2.294580557914e+02       6.294560781016e+01      -3.550680940766e+02      -1.853934885562e+02      -5.737738514979e+02       6.241676027472e-01       2.255463958632e-01       2.230507734877e-01       1.119694821438e+03       3.290712837241e+03 
       1.008080362680e-01      -2.789750171524e+02      -2.960290663604e+02       2.757327734498e+02      -1.620200941921e+01       2.339133721259e+02       6.716771744635e+01      -3.622187366498e+02      -1.908504273996e+02      -5.699252739518e+02       6.429975974542e-01       2.106480952998e-01       2.146964382874e-01       1.059745158995e+03       3.114618072376e+03 
