# PT power spectra for matter and bias tracers P(k), P_CTR(k) (for c_s^2 = 1 (Mpc/h)^2 ), Id2d2(k), Id2(k), IG2(k), Id2G2(k), IG2G2(k), IFG2(k) at redshift z=1
# for k=1.02819e-05 to 105.289 h/Mpc,
# number of wavenumbers equal to 624
#    1:k (h/Mpc)           2:P_lin + P_1loop (Mpc/h)^3     3:P_CTR (Mpc/h)^3        4:Id2d2 (Mpc/h)^3        5:Id2 (Mpc/h)^3          6:IG2 (Mpc/h)^3          7:Id2G2 (Mpc/h)^3        8:IG2G2 (Mpc/h)^3        9:IFG2 (Mpc/h)^3     
       3.616167230514e-04       5.327159458121e+02      -7.135909038295e-05      -2.862341622451e+00      -3.227854529838e-01      -2.653689336283e-01      -6.642537177933e-01       4.500549945039e-01      -4.741703417128e-03 
       3.862045015520e-04       5.687119882240e+02      -8.687616791976e-05      -2.918390698099e+00      -3.229605487721e-01      -2.653998023617e-01      -6.592590561421e-01       4.501251907053e-01      -5.772592825986e-03 
       4.122748246812e-04       6.068318661512e+02      -1.056168528131e-04      -2.973942750039e+00      -3.231964440863e-01      -2.654457994468e-01      -6.535893259100e-01       4.501956261164e-01      -7.017638777530e-03 
       4.399722779238e-04       6.472755842214e+02      -1.282770775962e-04      -3.029117270291e+00      -3.234392671636e-01      -2.654837795350e-01      -6.471447957541e-01       4.502662938481e-01      -8.523064115408e-03 
       4.694520878688e-04       6.902560239423e+02      -1.557113167692e-04      -3.084011494691e+00      -3.237216902717e-01      -2.655253909982e-01      -6.398098048359e-01       4.503370770121e-01      -1.034561515141e-02 
       5.008796821419e-04       7.359977442901e+02      -1.889683340867e-04      -3.138700352110e+00      -3.240453181553e-01      -2.655695331908e-01      -6.314505801027e-01       4.504077151504e-01      -1.255493126965e-02 
       5.344297319924e-04       7.847349490431e+02      -2.293338745041e-04      -3.193235892737e+00      -3.243981495117e-01      -2.656091576554e-01      -6.219129333243e-01       4.504777409644e-01      -1.523637331755e-02 
       5.702845511268e-04       8.367084415401e+02      -2.783809517501e-04      -3.247646262313e+00      -3.248197689213e-01      -2.656579275446e-01      -6.110199874650e-01       4.505464339903e-01      -1.849435291735e-02 
       6.086317309585e-04       8.921614109779e+02      -3.380280705974e-04      -3.301934523132e+00      -3.252728322106e-01      -2.656978333999e-01      -5.985699708882e-01       4.506127124647e-01      -2.245618371872e-02 
       6.496609187058e-04       9.513339458792e+02      -4.106052046490e-04      -3.356077374264e+00      -3.258168223523e-01      -2.657498170426e-01      -5.843343605355e-01       4.506750445839e-01      -2.727644070661e-02 
       6.935596970390e-04       1.014456260666e+03      -4.989265949085e-04      -3.410024176745e+00      -3.264054848885e-01      -2.657914562023e-01      -5.680564826856e-01       4.507312894113e-01      -3.314176294596e-02 
       7.405086061108e-04       1.081740761392e+03      -6.063684434088e-04      -3.463696406028e+00      -3.271048719555e-01      -2.658454686090e-01      -5.494509125298e-01       4.507785433316e-01      -4.027596875477e-02 
       7.906754593871e-04       1.153373247710e+03      -7.369484078505e-04      -3.516987955946e+00      -3.278701227871e-01      -2.658891287368e-01      -5.282038578743e-01       4.508129196420e-01      -4.894527419630e-02 
       8.442092339807e-04       1.229503731859e+03      -8.954025759373e-04      -3.569766433431e+00      -3.287662032630e-01      -2.659438192701e-01      -5.039747333234e-01       4.508293204748e-01      -5.946332395849e-02 
       9.012339445199e-04       1.310237576331e+03      -1.087254602528e-03      -3.621875734247e+00      -3.297541599557e-01      -2.659883794995e-01      -4.763993544245e-01       4.508211548795e-01      -7.219567759714e-02 
       9.618430087101e-04       1.395627671072e+03      -1.318870955351e-03      -3.673139883308e+00      -3.308942561558e-01      -2.660415109463e-01      -4.450935706827e-01       4.507800488694e-01      -8.756334568728e-02 
       1.026094651636e-03       1.485668622482e+03      -1.597496678278e-03      -3.723368119069e+00      -3.321541876950e-01      -2.660840943363e-01      -4.096615307836e-01       4.506955265873e-01      -1.060450023017e-01 
       1.094008850266e-03       1.580293301147e+03      -1.931266107914e-03      -3.772360901539e+00      -3.335876088803e-01      -2.661316261337e-01      -3.696941410665e-01       4.505547004828e-01      -1.281775038465e-01 
       1.165566182719e-03       1.679372867724e+03      -2.329186951079e-03      -3.819916474793e+00      -3.351683258937e-01      -2.661670976470e-01      -3.247973639769e-01       4.503419679048e-01      -1.545546100694e-01 
       1.240708735874e-03       1.782718605318e+03      -2.801093321583e-03      -3.865837433904e+00      -3.369409927858e-01      -2.662021513310e-01      -2.745669412480e-01       4.500387440726e-01      -1.858236194752e-01 
       1.319342979432e-03       1.890074285386e+03      -3.357550136598e-03      -3.909936736977e+00      -3.388863326571e-01      -2.662225273921e-01      -2.185021786855e-01       4.496232317685e-01      -2.226787583450e-01 
       1.401344285732e-03       2.001168527809e+03      -4.009832879701e-03      -3.952042915953e+00      -3.410353940564e-01      -2.662344436327e-01      -1.571922712869e-01       4.490702708927e-01      -2.658595568135e-01 
       1.486562608957e-03       2.115682185191e+03      -4.769755068126e-03      -3.992003768630e+00      -3.433792467774e-01      -2.662280260351e-01      -8.512675599001e-02       4.483512168733e-01      -3.161391190244e-01 
       1.574828762325e-03       2.233269475491e+03      -5.649567410036e-03      -4.029688827592e+00      -3.459300489936e-01      -2.662020945381e-01      -3.242799395886e-02       4.474339071652e-01      -3.743171560553e-01 
       1.665960749640e-03       2.353573343730e+03      -6.661846956874e-03      -4.064990419122e+00      -3.486915787982e-01      -2.661522219875e-01      -6.043411423335e-02       4.462826831884e-01      -4.412123702650e-01 
       1.759769698314e-03       2.476231621159e+03      -7.819378802448e-03      -4.097823540970e+00      -3.516570865500e-01      -2.660698572568e-01      -1.607025721576e-01       4.448584680235e-01      -5.176543682487e-01 
       1.856065072773e-03       2.600887423490e+03      -9.135055755346e-03      -4.128124818252e+00      -3.548377757871e-01      -2.659538555633e-01      -2.560531046528e-01       4.431188918636e-01      -6.044767977240e-01 
       1.954658987774e-03       2.727195024631e+03      -1.062178334304e-02      -4.155850391721e+00      -3.582192483322e-01      -2.657927789546e-01      -3.594577062538e-01       4.410184473938e-01      -7.025108582627e-01 
       2.055369565667e-03       2.854825283267e+03      -1.229239769502e-02      -4.180973310574e+00      -3.618042371660e-01      -2.655822029834e-01      -4.721812038864e-01       4.385086662289e-01      -8.125796757093e-01 
       2.158023376380e-03       2.983468822941e+03      -1.415959831010e-02      -4.203481769038e+00      -3.655870360132e-01      -2.653142980371e-01      -5.916992384128e-01       4.355383305271e-01      -9.354937353643e-01 
       2.262457060233e-03       3.112838094149e+03      -1.623589626715e-02      -4.223377035032e+00      -3.695543282755e-01      -2.649781345907e-01      -7.194788543414e-01       4.320537001673e-01      -1.072047393032e+00 
       2.368518264944e-03       3.242668572905e+03      -1.853356518926e-02      -4.240670161496e+00      -3.737040466092e-01      -2.645673078106e-01      -8.552974900521e-01       4.279987113786e-01      -1.223015511729e+00 
       2.476066036375e-03       3.372718657396e+03      -2.106459730691e-02      -4.255379695786e+00      -3.780237388470e-01      -2.640711045257e-01      -9.991541538443e-01       4.233151635172e-01      -1.389150438174e+00 
       2.584970795220e-03       3.502769166407e+03      -2.384069474692e-02      -4.267531596845e+00      -3.824991684871e-01      -2.634779894870e-01      -1.151192260296e+00       4.179430239378e-01      -1.571181579519e+00 
       2.695114015810e-03       3.632622641977e+03      -2.687323861799e-02      -4.277156004126e+00      -3.871224576655e-01      -2.627788874357e-01      -1.311426689093e+00       4.118206057024e-01      -1.769813243380e+00 
       2.806387703506e-03       3.762102297871e+03      -3.017326308292e-02      -4.284285766131e+00      -3.918793383077e-01      -2.619619602996e-01      -1.479879470485e+00       4.048845082425e-01      -1.985722814711e+00 
       2.918693747237e-03       3.891050276728e+03      -3.375148655185e-02      -4.288957591059e+00      -3.967528104416e-01      -2.610141130041e-01      -1.656577080634e+00       3.970702288549e-01      -2.219563258127e+00 
       3.031943205484e-03       4.019326291134e+03      -3.761824614393e-02      -4.291207752838e+00      -4.017301222438e-01      -2.599237907409e-01      -1.841528589536e+00       3.883129643257e-01      -2.471958263686e+00 
       3.146055568483e-03       4.146805740630e+03      -4.178354869215e-02      -4.291074702336e+00      -4.067966271746e-01      -2.586784979017e-01      -2.034735023550e+00       3.785454359863e-01      -2.743506228635e+00 
       3.260958026758e-03       4.273378397219e+03      -4.625703228031e-02      -4.288596155372e+00      -4.119336711379e-01      -2.572639020341e-01      -2.236192585531e+00       3.676972539273e-01      -3.034777425391e+00 
       3.376584766142e-03       4.398947224769e+03      -5.104798053462e-02      -4.283809866967e+00      -4.171238157887e-01      -2.556659768599e-01      -2.445891408926e+00       3.557051670081e-01      -3.346315144454e+00 
       3.492876301982e-03       4.523427089251e+03      -5.616534021728e-02      -4.276753083857e+00      -4.223510409540e-01      -2.538710917395e-01      -2.663816177841e+00       3.425113813282e-01      -3.678637071467e+00 
       3.609778859657e-03       4.646743134734e+03      -6.161768216297e-02      -4.267461913239e+00      -4.275971108592e-01      -2.518645100425e-01      -2.889947107496e+00       3.280280990829e-01      -4.032232506495e+00 
       3.727243804616e-03       4.768829697928e+03      -6.741325318549e-02      -4.255971793198e+00      -4.328419302886e-01      -2.496305599467e-01      -3.124260615236e+00       3.121474079942e-01      -4.407566290257e+00 
       3.845227122414e-03       4.889629762213e+03      -7.355994088127e-02      -4.242316885574e+00      -4.380661044352e-01      -2.471536293204e-01      -3.366729510938e+00       2.948594591666e-01      -4.805076230188e+00 
       3.963688947416e-03       5.009094068702e+03      -8.006530319180e-02      -4.226530004080e+00      -4.432509325849e-01      -2.444181816953e-01      -3.617323452152e+00       2.762410019116e-01      -5.225175335932e+00 
       4.082593137699e-03       5.127179868833e+03      -8.693658541502e-02      -4.208643390124e+00      -4.483766792914e-01      -2.414081835146e-01      -3.876009363521e+00       2.561046444866e-01      -5.668253270635e+00 
       4.201906893053e-03       5.243850281748e+03      -9.418064019805e-02      -4.188686863649e+00      -4.534221658737e-01      -2.381069352326e-01      -4.142751453414e+00       2.338769086989e-01      -6.134670450152e+00 
       4.321600412638e-03       5.359073775289e+03      -1.018041085931e-01      -4.166690713977e+00      -4.583661462043e-01      -2.344974416544e-01      -4.417511972799e+00       2.094256349769e-01      -6.624771495570e+00 
       4.441646588792e-03       5.472824168386e+03      -1.098131861176e-01      -4.142682100067e+00      -4.631878685161e-01      -2.305621233475e-01      -4.700250668954e+00       1.841950442604e-01      -7.138867972231e+00 
       4.562020733544e-03       5.585079541077e+03      -1.182139010613e-01      -4.116688681935e+00      -4.678665414782e-01      -2.262832910478e-01      -4.990925820387e+00       1.596480720319e-01      -7.677258991181e+00 
       4.682700334552e-03       5.695821510036e+03      -1.270118746201e-01      -4.088736066469e+00      -4.723805264998e-01      -2.216443381556e-01      -5.289493705587e+00       1.327525427134e-01      -8.240213903496e+00 
       4.803664837402e-03       5.805034899279e+03      -1.362124191996e-01      -4.058848602034e+00      -4.767075441169e-01      -2.166294432494e-01      -5.595909005099e+00       9.715258783612e-02      -8.827979455240e+00 
       4.924895451436e-03       5.912707884458e+03      -1.458206896900e-01      -4.027050800661e+00      -4.808252910976e-01      -2.112209235358e-01      -5.910125285282e+00       5.139810254243e-02      -9.440790717708e+00 
       5.046374976562e-03       6.018832724529e+03      -1.558414277808e-01      -3.993364564904e+00      -4.847116919458e-01      -2.053942555071e-01      -6.232094244136e+00       1.278930207780e-02      -1.007885233514e+01 
       5.168087648701e-03       6.123404415620e+03      -1.662792411586e-01      -3.957811858804e+00      -4.883446680545e-01      -1.991233152803e-01      -6.561766696140e+00       3.138015506110e-03      -1.074235902381e+01 
       5.290019001810e-03       6.226418023874e+03      -1.771383979216e-01      -3.920413968116e+00      -4.917018422880e-01      -1.923929701738e-01      -6.899092355765e+00       3.141655703383e-02      -1.143148177158e+01 
       5.412155744608e-03       6.327866623571e+03      -1.884225719964e-01      -3.881190111973e+00      -4.947603411524e-01      -1.852088442551e-01      -7.244019421111e+00       8.204698430683e-02      -1.214635028952e+01 
       5.534485650354e-03       6.427744715861e+03      -2.001353366457e-01      -3.840159801706e+00      -4.974971854232e-01      -1.775783305591e-01      -7.596495533349e+00       1.368815653742e-01      -1.288708706636e+01 
       5.656997458202e-03       6.526056712524e+03      -2.122803353633e-01      -3.797341751604e+00      -4.998894616749e-01      -1.694655380583e-01      -7.956467361827e+00       1.859804526439e-01      -1.365381718433e+01 
       5.779680784837e-03       6.622821739595e+03      -2.248613503170e-01      -3.752753028370e+00      -5.019143998335e-01      -1.607655274975e-01      -8.323880314531e+00       2.325149089061e-01      -1.444667185676e+01 
       5.902526045239e-03       6.718061372827e+03      -2.378821433559e-01      -3.706410868433e+00      -5.035491942608e-01      -1.513669713718e-01      -8.698679270241e+00       2.808340309629e-01      -1.526578040956e+01 
       6.025524381540e-03       6.811781768849e+03      -2.513455801411e-01      -3.658331222214e+00      -5.047708341436e-01      -1.412713915255e-01      -9.080806566877e+00       3.338071483646e-01      -1.611121366948e+01 
       6.148667599099e-03       6.903958614043e+03      -2.652527581753e-01      -3.608530029070e+00      -5.055563534366e-01      -1.307377338543e-01      -9.470207536486e+00       3.909098123857e-01      -1.698292720036e+01 
       6.271948108978e-03       6.994566424070e+03      -2.796046070998e-01      -3.557024573113e+00      -5.058829745291e-01      -1.200623337952e-01      -9.866831441083e+00       4.511449691362e-01      -1.788086524134e+01 
       6.395358876124e-03       7.083577131775e+03      -2.944018538416e-01      -3.503826261685e+00      -5.057270517972e-01      -1.093964825700e-01      -1.027061122812e+01       5.136474432174e-01      -1.880495848187e+01 
       6.518893372638e-03       7.171021643007e+03      -3.096472097569e-01      -3.448949667178e+00      -5.050657654147e-01      -9.799218268284e-02      -1.068148914525e+01       5.783988881227e-01      -1.975526260585e+01 
       6.642545535578e-03       7.256950673222e+03      -3.253440157113e-01      -3.392408970318e+00      -5.038763369362e-01      -8.475546425923e-02      -1.109940667976e+01       6.457028924104e-01      -2.073187265334e+01 
       6.766309728813e-03       7.341414361678e+03      -3.414955310408e-01      -3.334217940299e+00      -5.021358773474e-01      -6.860645890152e-02      -1.152430336933e+01       7.158632647992e-01      -2.173487821172e+01 
       6.890180708501e-03       7.424441659020e+03      -3.581038098090e-01      -3.274390439599e+00      -4.998218132955e-01      -5.011838539776e-02      -1.195612386346e+01       7.890707455054e-01      -2.276429142225e+01 
       7.014153591796e-03       7.506014035049e+03      -3.751683670581e-01      -3.212935290308e+00      -4.969113055470e-01      -3.265633993007e-02      -1.239480400318e+01       8.653238358418e-01      -2.381996176221e+01 
       7.138223828473e-03       7.586112426979e+03      -3.926886237786e-01      -3.149862595431e+00      -4.933817177390e-01      -1.987505473458e-02      -1.284028448354e+01       9.446026910341e-01      -2.490173242358e+01 
       7.262387175144e-03       7.664717537505e+03      -4.106639317346e-01      -3.085182046296e+00      -4.892103261743e-01      -1.532625807713e-02      -1.329250332630e+01       1.026888597179e+00      -2.600944200173e+01 
       7.386639671820e-03       7.741832568695e+03      -4.290943344363e-01      -3.018907324404e+00      -4.843747288167e-01      -1.974614505698e-02      -1.375139904733e+01       1.112198203927e+00      -2.714297303709e+01 
       7.510977620572e-03       7.817481801677e+03      -4.479805091962e-01      -2.951055639723e+00      -4.788528253770e-01      -3.111278247087e-02      -1.421690928219e+01       1.200582524527e+00      -2.830224834065e+01 
       7.635397566081e-03       7.891690996705e+03      -4.673231579436e-01      -2.881644523422e+00      -4.726225211738e-01      -4.728129971189e-02      -1.468897189699e+01       1.292094021061e+00      -2.948719211495e+01 
       7.759896277901e-03       7.964486022576e+03      -4.871229471546e-01      -2.810691060113e+00      -4.656617159791e-01      -6.613735353012e-02      -1.516752476723e+01       1.386784757402e+00      -3.069772616648e+01 
       7.884470734249e-03       8.035883661245e+03      -5.073797795585e-01      -2.738197346676e+00      -4.579485787174e-01      -8.646841259929e-02      -1.565250483331e+01       1.484695353081e+00      -3.193372442739e+01 
       8.009118107195e-03       8.105891162586e+03      -5.280927521702e-01      -2.664149214128e+00      -4.494616019842e-01      -1.080477595175e-01      -1.614384893313e+01       1.585853974249e+00      -3.319501035908e+01 
       8.133835749101e-03       8.174515314299e+03      -5.492608939850e-01      -2.588531551009e+00      -4.401792654692e-01      -1.306978629925e-01      -1.664149340524e+01       1.690288061415e+00      -3.448140300656e+01 
       8.258621180198e-03       8.241763631763e+03      -5.708832538166e-01      -2.511329411555e+00      -4.300800643622e-01      -1.542406580296e-01      -1.714537551905e+01       1.798025105563e+00      -3.579272250732e+01 
       8.383472077199e-03       8.307644926484e+03      -5.929587659504e-01      -2.432554005325e+00      -4.191427107455e-01      -1.785587844407e-01      -1.765543160365e+01       1.909092119519e+00      -3.712878245538e+01 
       8.508386262837e-03       8.372172067792e+03      -6.154861580043e-01      -2.352284430264e+00      -4.073465763187e-01      -2.036923607756e-01      -1.817159778224e+01       2.023515162412e+00      -3.848938538490e+01 
       8.633361696262e-03       8.435358765453e+03      -6.384641183555e-01      -2.270610809592e+00      -3.946711258219e-01      -2.297065593487e-01      -1.869381016875e+01       2.141320122242e+00      -3.987433155574e+01 
       8.758396464208e-03       8.497218905663e+03      -6.618913251582e-01      -2.187623524130e+00      -3.810958085571e-01      -2.566666223574e-01      -1.922200480976e+01       2.262532857070e+00      -4.128342045152e+01 
       8.883488772857e-03       8.557766522599e+03      -6.857664316648e-01      -2.103403621805e+00      -3.666000890798e-01      -2.846362678538e-01      -1.975611782738e+01       2.387179018411e+00      -4.271644998709e+01 
       9.008636940352e-03       8.617014270195e+03      -7.100876921315e-01      -2.017849660349e+00      -3.511639912412e-01      -3.136486336304e-01      -2.029608517486e+01       2.515280456042e+00      -4.417319536330e+01 
       9.133839389889e-03       8.674973581650e+03      -7.348530030202e-01      -1.930695995433e+00      -3.347680394009e-01      -3.437093831712e-01      -2.084184268515e+01       2.646855607498e+00      -4.565341140540e+01 
       9.259094643344e-03       8.731655966253e+03      -7.600602393352e-01      -1.841670364726e+00      -3.173927605653e-01      -3.748231805246e-01      -2.139332613211e+01       2.781922761587e+00      -4.715685155010e+01 
       9.384401315392e-03       8.787073138257e+03      -7.857072754797e-01      -1.750499703040e+00      -2.990186692948e-01      -4.069946701720e-01      -2.195047145540e+01       2.920500211446e+00      -4.868326907048e+01 
       9.509758108064e-03       8.841236896258e+03      -8.117919540950e-01      -1.656959435342e+00      -2.796263207827e-01      -4.402290065522e-01      -2.251321447417e+01       3.062605971306e+00      -5.023241540301e+01 
       9.635163805723e-03       8.894159579558e+03      -8.383118457131e-01      -1.561499566625e+00      -2.591970703728e-01      -4.745386114883e-01      -2.308149182222e+01       3.208254721949e+00      -5.180402854881e+01 
       9.760617270406e-03       8.945852766670e+03      -8.652642113523e-01      -1.465060607276e+00      -2.377128112680e-01      -5.099411249295e-01      -2.365523767493e+01       3.357458299197e+00      -5.339782980257e+01 
       9.886117437517e-03       8.996329490738e+03      -8.926464286757e-01      -1.368596660221e+00      -2.151554797114e-01      -5.464543896682e-01      -2.423438970421e+01       3.510228954775e+00      -5.501354760668e+01 
       1.001166331183e-02       9.045602119352e+03      -9.204557992390e-01      -1.273064085601e+00      -1.915069686417e-01      -5.840962240006e-01      -2.481888361849e+01       3.666578660071e+00      -5.665090557819e+01 
       1.013725396381e-02       9.093683116301e+03      -9.486896152610e-01      -1.179386246469e+00      -1.667491723937e-01      -6.228844191142e-01      -2.540865516393e+01       3.826519326092e+00      -5.830962671083e+01 
       1.026288852613e-02       9.140584548232e+03      -9.773449180561e-01      -1.086842962163e+00      -1.408646151777e-01      -6.628347916357e-01      -2.600364082208e+01       3.990060339718e+00      -5.998942172842e+01 
       1.038856619052e-02       9.186317593973e+03      -1.006418369702e+00      -9.924018979745e-01      -1.138367085649e-01      -7.039603603119e-01      -2.660377732788e+01       4.157207432598e+00      -6.168998251772e+01 
       1.051428620483e-02       9.230893449494e+03      -1.035906602263e+00      -8.928495582600e-01      -8.564891568283e-02      -7.462739469221e-01      -2.720900150149e+01       4.327966067835e+00      -6.341099934667e+01 
       1.064004787021e-02       9.274322967688e+03      -1.065806197296e+00      -7.849631871788e-01      -5.628467775349e-02      -7.897883516086e-01      -2.781924895139e+01       4.502341510279e+00      -6.515215927419e+01 
       1.076585053862e-02       9.316617561658e+03      -1.096113787368e+00      -6.655095896474e-01      -2.572742538110e-02      -8.345164261876e-01      -2.843445673609e+01       4.680339251016e+00      -6.691315236356e+01 
       1.089169361044e-02       9.357788793876e+03      -1.126825978788e+00      -5.324181164691e-01       6.039289273056e-03      -8.804709794461e-01      -2.905456237696e+01       4.861964382787e+00      -6.869366771133e+01 
       1.101757653221e-02       9.397847670905e+03      -1.157939007874e+00      -3.934268899864e-01       3.903075257059e-02      -9.276642105642e-01      -2.967950276380e+01       5.047217873356e+00      -7.049337811191e+01 
       1.114349879467e-02       9.436805609704e+03      -1.189449004828e+00      -2.611810558616e-01       7.326168087461e-02      -9.761080854469e-01      -3.030921653366e+01       5.236098981392e+00      -7.231195294544e+01 
       1.126945993077e-02       9.474673320289e+03      -1.221352001469e+00      -1.484015570307e-01       1.087467994227e-01      -1.025814507592e+00      -3.094363993273e+01       5.428606541730e+00      -7.414905551039e+01 
       1.139545951390e-02       9.511462242055e+03      -1.253644111385e+00      -6.786418727640e-02       1.455008570927e-01      -1.076795465629e+00      -3.158271138518e+01       5.624739764301e+00      -7.600435395868e+01 
       1.152149715629e-02       9.547183359824e+03      -1.286321380859e+00      -3.243192505396e-02       1.835386145841e-01      -1.129062911261e+00      -3.222636769096e+01       5.824497578538e+00      -7.787751223092e+01 
       1.164757250740e-02       9.581848580234e+03      -1.319379944111e+00      -5.313920921187e-02       2.228747111306e-01      -1.182628748188e+00      -3.287454876087e+01       6.027878990766e+00      -7.976820039711e+01 
       1.177368525255e-02       9.615468832150e+03      -1.352815575790e+00      -1.256294710580e-01       2.635224840110e-01      -1.237503416058e+00      -3.352719225472e+01       6.234878655572e+00      -8.167607414010e+01 
       1.189983511152e-02       9.648055557257e+03      -1.386624005685e+00      -2.381601004094e-01       3.054946716457e-01      -1.293696770677e+00      -3.418423801178e+01       6.445489718225e+00      -8.360078992986e+01 
       1.202602183736e-02       9.679620018713e+03      -1.420800931250e+00      -3.789952240758e-01       3.488040253589e-01      -1.351218655606e+00      -3.484562515802e+01       6.659705187132e+00      -8.554200217977e+01 
       1.215224521523e-02       9.710173576009e+03      -1.455342056685e+00      -5.364173603198e-01       3.934633212031e-01      -1.410078941686e+00      -3.551129305353e+01       6.877518122666e+00      -8.749936558110e+01 
       1.227850506131e-02       9.739727516808e+03      -1.490243068589e+00      -6.987088349204e-01       4.394853427726e-01      -1.470287504552e+00      -3.618118069159e+01       7.098921524394e+00      -8.947253363341e+01 
       1.240480122181e-02       9.768293535511e+03      -1.525499706566e+00      -8.542745236133e-01       4.868829142721e-01      -1.531854280652e+00      -3.685522855713e+01       7.323908643326e+00      -9.146116300670e+01 
