# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  589       3.134838709104e-10       2.236339983019e-12       3.939687891735e-12       9.759970866942e-15       4.072766795137e-14       2.102479988291e-15      -3.449579000151e-16 
  590       3.123300444505e-10       2.273861162301e-12       3.963997059633e-12       9.772529439869e-15       4.047786398176e-14       2.132801881736e-15      -3.525583425647e-16 
  591       3.111681848199e-10       2.311686545089e-12       3.983993376307e-12       9.784890050414e-15       4.022994485302e-14       2.163277501134e-15      -3.600741634641e-16 
  592       3.099988437097e-10       2.349802529804e-12       3.999675171335e-12       9.797054701079e-15       3.998390166940e-14       2.193901549980e-15      -3.675045833124e-16 
  593       3.088225802469e-10       2.388195315006e-12       4.011041202905e-12       9.809025438001e-15       3.973972506466e-14       2.224668656405e-15      -3.748488240778e-16 
  594       3.076399610250e-10       2.426850898534e-12       4.018090660265e-12       9.820804351159e-15       3.949740519940e-14       2.255573372859e-15      -3.821061091218e-16 
  595       3.064515601346e-10       2.465755076654e-12       4.020823166162e-12       9.832393574567e-15       3.925693175852e-14       2.286610175795e-15      -3.892756632241e-16 
  596       3.052579591937e-10       2.504893443202e-12       4.019238779296e-12       9.843795286480e-15       3.901829394856e-14       2.317773465355e-15      -3.963567126070e-16 
  597       3.040597473788e-10       2.544251388729e-12       4.013337996753e-12       9.855011709596e-15       3.878148049513e-14       2.349057565053e-15      -4.033484849601e-16 
  598       3.028575214552e-10       2.583814099644e-12       4.003121756460e-12       9.866045111248e-15       3.854647964032e-14       2.380456721459e-15      -4.102502094649e-16 
  599       3.016518858074e-10       2.623566557362e-12       3.988591439622e-12       9.876897803614e-15       3.831327914008e-14       2.411965103886e-15      -4.170611168193e-16 
  600       3.004434524704e-10       2.663493537447e-12       3.969748873170e-12       9.887572143912e-15       3.808186626158e-14       2.443576804073e-15      -4.237804392624e-16 
  601       2.992328411593e-10       2.703579608753e-12       3.946596332206e-12       9.898070534602e-15       3.785222778068e-14       2.475285835868e-15      -4.304074105988e-16 
  602       2.980206793007e-10       2.743809132576e-12       3.919136542447e-12       9.908395423588e-15       3.762434997928e-14       2.507086134917e-15      -4.369412662234e-16 
  603       2.968076020631e-10       2.784166261792e-12       3.887372682668e-12       9.918549304417e-15       3.739821864273e-14       2.538971558343e-15      -4.433812431461e-16 
  604       2.955942523873e-10       2.824634940005e-12       3.851308387148e-12       9.928534716478e-15       3.717381905722e-14       2.570935884435e-15      -4.497265800161e-16 
  605       2.943812810170e-10       2.865198900691e-12       3.810947748116e-12       9.938354245205e-15       3.695113600719e-14       2.602972812329e-15      -4.559765171466e-16 
  606       2.931693465297e-10       2.905841666342e-12       3.766295318193e-12       9.948010522278e-15       3.673015377271e-14       2.635075961695e-15      -4.621302965396e-16 
  607       2.919591153670e-10       2.946546547612e-12       3.717356112838e-12       9.957506225822e-15       3.651085612690e-14       2.667238872421e-15      -4.681871619102e-16 
  608       2.907512618654e-10       2.987296642458e-12       3.664135612791e-12       9.966844080607e-15       3.629322633331e-14       2.699455004298e-15      -4.741463587116e-16 
  609       2.895464682867e-10       3.028074835291e-12       3.606639766521e-12       9.976026858249e-15       3.607724714331e-14       2.731717736703e-15      -4.800071341591e-16 
  610       2.883454248487e-10       3.068863796113e-12       3.544874992667e-12       9.985057377414e-15       3.586290079351e-14       2.764020368282e-15      -4.857687372551e-16 
  611       2.871488297559e-10       3.109645979670e-12       3.478848182484e-12       9.993938504012e-15       3.565016900315e-14       2.796356116641e-15      -4.914304188139e-16 
  612       2.859573892298e-10       3.150403624587e-12       3.408566702288e-12       1.000267315140e-14       3.543903297148e-14       2.828718118023e-15      -4.969914314857e-16 
  613       2.847718175398e-10       3.191118752522e-12       3.334038395901e-12       1.001126428059e-14       3.522947337519e-14       2.861099426997e-15      -5.024510297817e-16 
  614       2.835928370338e-10       3.231773167304e-12       3.255271587093e-12       1.001971490044e-14       3.502147036576e-14       2.893493016142e-15      -5.078084700985e-16 
  615       2.824211781684e-10       3.272348454082e-12       3.172275082029e-12       1.002802806786e-14       3.481500356692e-14       2.925891775731e-15      -5.130630107426e-16 
  616       2.812575795401e-10       3.312825978464e-12       3.085058171714e-12       1.003620688800e-14       3.461005207198e-14       2.958288513413e-15      -5.182139119552e-16 
  617       2.801027879151e-10       3.353186885668e-12       2.993630634436e-12       1.004425451447e-14       3.440659444128e-14       2.990675953903e-15      -5.232604359368e-16 
  618       2.789575582609e-10       3.393412099665e-12       2.898002738210e-12       1.005217414952e-14       3.420460869956e-14       3.023046738661e-15      -5.282018468716e-16 
  619       2.778226537761e-10       3.433482322319e-12       2.798185243226e-12       1.005996904428e-14       3.400407233336e-14       3.055393425581e-15      -5.330374109521e-16 
  620       2.766988459211e-10       3.473378032537e-12       2.694189404289e-12       1.006764249890e-14       3.380496228842e-14       3.087708488671e-15      -5.377663964040e-16 
  621       2.755869144492e-10       3.513079485412e-12       2.586026973267e-12       1.007519786281e-14       3.360725496710e-14       3.119984317742e-15      -5.423880735104e-16 
  622       2.744875672891e-10       3.552568206107e-12       2.473717316406e-12       1.008263847693e-14       3.341092965333e-14       3.152213395474e-15      -5.469019825079e-16 
  623       2.734011980716e-10       3.591831511681e-12       2.357308944411e-12       1.008996749861e-14       3.321597888105e-14       3.184388833814e-15      -5.513087441148e-16 
  624       2.723281229836e-10       3.630858093494e-12       2.236858491548e-12       1.009718807301e-14       3.302239830352e-14       3.216503849520e-15      -5.556092680383e-16 
  625       2.712686604071e-10       3.669636531674e-12       2.112423651065e-12       1.010430339085e-14       3.283018328620e-14       3.248551587655e-15      -5.598044869294e-16 
  626       2.702231309252e-10       3.708155294714e-12       1.984063179840e-12       1.011131668860e-14       3.263932890519e-14       3.280525121326e-15      -5.638953564905e-16 
  627       2.691918573276e-10       3.746402739086e-12       1.851836903032e-12       1.011823124863e-14       3.244982994569e-14       3.312417451424e-15      -5.678828555831e-16 
  628       2.681751646164e-10       3.784367108847e-12       1.715805718723e-12       1.012505039944e-14       3.226168090044e-14       3.344221506363e-15      -5.717679863349e-16 
  629       2.671733800123e-10       3.822036535245e-12       1.576031602570e-12       1.013177751581e-14       3.207487596823e-14       3.375930141819e-15      -5.755517742479e-16 
  630       2.661868329598e-10       3.859399036327e-12       1.432577612453e-12       1.013841601899e-14       3.188940905230e-14       3.407536140471e-15      -5.792352683055e-16 
  631       2.652158551333e-10       3.896442516549e-12       1.285507893120e-12       1.014496937689e-14       3.170527375885e-14       3.439032211737e-15      -5.828195410803e-16 
  632       2.642607804428e-10       3.933154766379e-12       1.134887680837e-12       1.015144110425e-14       3.152246339544e-14       3.470410991520e-15      -5.863056888417e-16 
  633       2.633219450399e-10       3.969523461910e-12       9.807833080364e-13       1.015783476284e-14       3.134097096951e-14       3.501665041940e-15      -5.896948316631e-16 
  634       2.623996873229e-10       4.005536164461e-12       8.232622079626e-13       1.016415396162e-14       3.116078918680e-14       3.532786851076e-15      -5.929881135299e-16 
  635       2.614943479436e-10       4.041180320192e-12       6.623929193221e-13       1.017040235695e-14       3.098191044983e-14       3.563768832711e-15      -5.961867024467e-16 
  636       2.606062698120e-10       4.076443259703e-12       4.982450909301e-13       1.017658365274e-14       3.080432685634e-14       3.594603326061e-15      -5.992917905450e-16 
  637       2.597357981031e-10       4.111312197649e-12       3.308894863586e-13       1.018270160066e-14       3.062803019776e-14       3.625282595523e-15      -6.023045941907e-16 
  638       2.588832802617e-10       4.145774232345e-12       1.603979885848e-13       1.018876000032e-14       3.045301195765e-14       3.655798830413e-15      -6.052263540918e-16 
  639       2.580490660090e-10       4.179816345370e-12      -1.315639536196e-14       1.019476269943e-14       3.027926331021e-14       3.686144144701e-15      -6.080583354056e-16 
  640       2.572335073478e-10       4.213425401181e-12      -1.896995297514e-13       1.020071359400e-14       3.010677511867e-14       3.716310576754e-15      -6.108018278468e-16 
  641       2.564369585686e-10       4.246588146714e-12      -3.691561455051e-13       1.020661662854e-14       2.993553793379e-14       3.746290089077e-15      -6.134581457944e-16 
  642       2.556597762554e-10       4.279291210996e-12      -5.514498355482e-13       1.021247579620e-14       2.976554199233e-14       3.776074568048e-15      -6.160286283997e-16 
  643       2.549023192911e-10       4.311521104750e-12      -7.365030501619e-13       1.021829513898e-14       2.959677721546e-14       3.805655823661e-15      -6.185146396939e-16 
  644       2.541649488638e-10       4.343264220006e-12      -9.242370923352e-13       1.022407874792e-14       2.942923320727e-14       3.835025589264e-15      -6.209175686951e-16 
  645       2.534480284721e-10       4.374506829704e-12      -1.114572113117e-12       1.022983076326e-14       2.926289925320e-14       3.864175521299e-15      -6.232388295166e-16 
  646       2.527519239311e-10       4.405235087302e-12      -1.307427106970e-12       1.023555537464e-14       2.909776431849e-14       3.893097199041e-15      -6.254798614737e-16 
  647       2.520770033784e-10       4.435435026387e-12      -1.502719907118e-12       1.024125682128e-14       2.893381704668e-14       3.921782124337e-15      -6.276421291919e-16 
  648       2.514236372794e-10       4.465092560282e-12      -1.700367180906e-12       1.024693939214e-14       2.877104575803e-14       3.950221721347e-15      -6.297271227141e-16 
  649       2.507921984334e-10       4.494193481648e-12      -1.900284425142e-12       1.025260742613e-14       2.860943844799e-14       3.978407336282e-15      -6.317363576082e-16 
  650       2.501830619792e-10       4.522723462098e-12      -2.102385961460e-12       1.025826531231e-14       2.844898278565e-14       4.006330237143e-15      -6.336713750746e-16 
  651       2.495966054013e-10       4.550668051802e-12      -2.306584931665e-12       1.026391749000e-14       2.828966611224e-14       4.033981613463e-15      -6.355337420539e-16 
  652       2.490332085348e-10       4.578012679094e-12      -2.512793293085e-12       1.026956844904e-14       2.813147543952e-14       4.061352576044e-15      -6.373250513343e-16 
  653       2.484932535723e-10       4.604742650079e-12      -2.720921813928e-12       1.027522272994e-14       2.797439744830e-14       4.088434156698e-15      -6.390469216592e-16 
  654       2.479771250687e-10       4.630843148244e-12      -2.930880068631e-12       1.028088492405e-14       2.781841848686e-14       4.115217307986e-15      -6.407009978349e-16 
  655       2.474852099476e-10       4.656299234060e-12      -3.142576433210e-12       1.028655967378e-14       2.766352456945e-14       4.141692902954e-15      -6.422889508378e-16 
  656       2.470178975067e-10       4.681095844594e-12      -3.355918080617e-12       1.029225167273e-14       2.750970137468e-14       4.167851734880e-15      -6.438124779223e-16 
  657       2.465755794239e-10       4.705217793115e-12      -3.570810976089e-12       1.029796566593e-14       2.735693424406e-14       4.193684517006e-15      -6.452733027282e-16 
  658       2.461586497627e-10       4.728649768702e-12      -3.787159872501e-12       1.030370644997e-14       2.720520818039e-14       4.219181882283e-15      -6.466731753883e-16 
  659       2.457675049784e-10       4.751376335849e-12      -4.004868305718e-12       1.030947887323e-14       2.705450784628e-14       4.244334383106e-15      -6.480138726357e-16 
  660       2.454025439235e-10       4.773381934076e-12      -4.223838589946e-12       1.031528783603e-14       2.690481756253e-14       4.269132491056e-15      -6.492971979117e-16 
  661       2.450640902128e-10       4.794653086008e-12      -4.443975264973e-12       1.032113784069e-14       2.675612351072e-14       4.293568464950e-15      -6.505244952188e-16 
  662       2.447521574271e-10       4.815185075868e-12      -4.665195530732e-12       1.032703163054e-14       2.660842039702e-14       4.317642000743e-15      -6.516951786944e-16 
  663       2.444666787428e-10       4.834975417476e-12      -4.887419033644e-12       1.033297152122e-14       2.646170493227e-14       4.341354705698e-15      -6.528081708240e-16 
  664       2.442075840892e-10       4.854021659334e-12      -5.110564431874e-12       1.033895984824e-14       2.631597364026e-14       4.364708241613e-15      -6.538623857346e-16 
  665       2.439748001326e-10       4.872321384827e-12      -5.334549391627e-12       1.034499896695e-14       2.617122285679e-14       4.387704325069e-15      -6.548567291682e-16 
  666       2.437682502608e-10       4.889872212447e-12      -5.559290583448e-12       1.035109125267e-14       2.602744872880e-14       4.410344727683e-15      -6.557900984565e-16 
  667       2.435878545677e-10       4.906671795997e-12      -5.784703678520e-12       1.035723910071e-14       2.588464721336e-14       4.432631276358e-15      -6.566613824946e-16 
  668       2.434335298377e-10       4.922717824810e-12      -6.010703344965e-12       1.036344492643e-14       2.574281407675e-14       4.454565853540e-15      -6.574694617158e-16 
  669       2.433051895303e-10       4.938008023962e-12      -6.237203244139e-12       1.036971116531e-14       2.560194489356e-14       4.476150397463e-15      -6.582132080655e-16 
  670       2.432027437643e-10       4.952540154479e-12      -6.464116026934e-12       1.037604027302e-14       2.546203504572e-14       4.497386902405e-15      -6.588914849752e-16 
  671       2.431260993028e-10       4.966312013560e-12      -6.691353330077e-12       1.038243472545e-14       2.532307972155e-14       4.518277418939e-15      -6.595031473371e-16 
  672       2.430751595371e-10       4.979321434780e-12      -6.918825772425e-12       1.038889701878e-14       2.518507391487e-14       4.538824054185e-15      -6.600470414780e-16 
  673       2.430498244717e-10       4.991566288311e-12      -7.146442951267e-12       1.039542966957e-14       2.504801242402e-14       4.559028972059e-15      -6.605220051337e-16 
  674       2.430499907081e-10       5.003044481132e-12      -7.374113438623e-12       1.040203521476e-14       2.491188985094e-14       4.578894393532e-15      -6.609268674230e-16 
  675       2.430755514303e-10       5.013753957240e-12      -7.601744777540e-12       1.040871621180e-14       2.477670060023e-14       4.598422596871e-15      -6.612604488221e-16 
  676       2.431263963883e-10       5.023692697866e-12      -7.829243478393e-12       1.041547523863e-14       2.464243887824e-14       4.617615917903e-15      -6.615215611388e-16 
  677       2.432024118832e-10       5.032858721689e-12      -8.056515015185e-12       1.042231489381e-14       2.450909869207e-14       4.636476750255e-15      -6.617090074864e-16 
  678       2.433034807514e-10       5.041250085047e-12      -8.283463821841e-12       1.042923779655e-14       2.437667384871e-14       4.655007545616e-15      -6.618215822582e-16 
  679       2.434294823492e-10       5.048864882149e-12      -8.509993288512e-12       1.043624658674e-14       2.424515795403e-14       4.673210813982e-15      -6.618580711018e-16 
  680       2.435802925372e-10       5.055701245292e-12      -8.736005757869e-12       1.044334392507e-14       2.411454441189e-14       4.691089123909e-15      -6.618172508928e-16 
  681       2.437557836648e-10       5.061757345071e-12      -8.961402521407e-12       1.045053249304e-14       2.398482642321e-14       4.708645102768e-15      -6.616978897097e-16 
  682       2.439558245550e-10       5.067031390593e-12      -9.186083815740e-12       1.045781499305e-14       2.385599698498e-14       4.725881436995e-15      -6.614987468074e-16 
  683       2.441802804882e-10       5.071521629691e-12      -9.409948818900e-12       1.046519414842e-14       2.372804888940e-14       4.742800872339e-15      -6.612185725918e-16 
  684       2.444290131874e-10       5.075226349135e-12      -9.632895646636e-12       1.047267270350e-14       2.360097472285e-14       4.759406214122e-15      -6.608561085941e-16 
  685       2.447018808022e-10       5.078143874849e-12      -9.854821348715e-12       1.048025342371e-14       2.347476686503e-14       4.775700327481e-15      -6.604100874446e-16 
  686       2.449987378936e-10       5.080272572119e-12      -1.007562190522e-11       1.048793909555e-14       2.334941748801e-14       4.791686137630e-15      -6.598792328474e-16 
  687       2.453194354182e-10       5.081610845811e-12      -1.029519222284e-11       1.049573252675e-14       2.322491855526e-14       4.807366630103e-15      -6.592622595539e-16 
  688       2.456638207131e-10       5.082157140580e-12      -1.051342613119e-11       1.050363654626e-14       2.310126182073e-14       4.822744851011e-15      -6.585578733380e-16 
  689       2.460317374797e-10       5.081909941086e-12      -1.073021637908e-11       1.051165400432e-14       2.297843882792e-14       4.837823907292e-15      -6.577647709692e-16 
  690       2.464230257689e-10       5.080867772208e-12      -1.094545463085e-11       1.051978777256e-14       2.285644090895e-14       4.852606966962e-15      -6.568816401876e-16 
  691       2.468375219653e-10       5.079029199251e-12      -1.115903146263e-11       1.052804074400e-14       2.273525918359e-14       4.867097259371e-15      -6.559071596779e-16 
  692       2.472750587715e-10       5.076392828168e-12      -1.137083635866e-11       1.053641583314e-14       2.261488455837e-14       4.881298075447e-15      -6.548399990433e-16 
  693       2.477354651929e-10       5.072957305767e-12      -1.158075770761e-11       1.054491597604e-14       2.249530772559e-14       4.895212767957e-15      -6.536788187802e-16 
  694       2.482185665219e-10       5.068721319925e-12      -1.178868279881e-11       1.055354413034e-14       2.237651916244e-14       4.908844751753e-15      -6.524222702520e-16 
  695       2.487241843228e-10       5.063683599802e-12      -1.199449781864e-11       1.056230327533e-14       2.225850913002e-14       4.922197504022e-15      -6.510689956634e-16 
  696       2.492521364156e-10       5.057842916055e-12      -1.219808784676e-11       1.057119641203e-14       2.214126767241e-14       4.935274564546e-15      -6.496176280347e-16 
  697       2.498022368613e-10       5.051198081051e-12      -1.239933685242e-11       1.058022656322e-14       2.202478461574e-14       4.948079535945e-15      -6.480667911761e-16 
  698       2.503742959457e-10       5.043747949076e-12      -1.259812769081e-11       1.058939677353e-14       2.190904956728e-14       4.960616083933e-15      -6.464150996613e-16 
  699       2.509681201644e-10       5.035491416555e-12      -1.279434209926e-11       1.059871010945e-14       2.179405191445e-14       4.972887937571e-15      -6.446611588027e-16 
  700       2.515834828872e-10       5.026428973499e-12      -1.298787223986e-11       1.060816910913e-14       2.167978227112e-14       4.984898140468e-15      -6.428041395316e-16 
  701       2.522200357140e-10       5.016567392895e-12      -1.317865559814e-11       1.061777411877e-14       2.156623685141e-14       4.996646786764e-15      -6.408455162344e-16 
  702       2.528773952420e-10       5.005915139422e-12      -1.336664080398e-11       1.062752492167e-14       2.145341318512e-14       5.008133238486e-15      -6.387873650654e-16 
  703       2.535551721953e-10       4.994480827648e-12      -1.355177615033e-11       1.063742128534e-14       2.134130867824e-14       5.019356870395e-15      -6.366317924330e-16 
  704       2.542529714023e-10       4.982273222624e-12      -1.373400959238e-11       1.064746296140e-14       2.122992061232e-14       5.030317070053e-15      -6.343809351142e-16 
  705       2.549703917730e-10       4.969301240475e-12      -1.391328874661e-11       1.065764968553e-14       2.111924614390e-14       5.041013237891e-15      -6.320369603698e-16 
  706       2.557070262764e-10       4.955573948994e-12      -1.408956088999e-11       1.066798117740e-14       2.100928230396e-14       5.051444787280e-15      -6.296020660586e-16 
  707       2.564624619176e-10       4.941100568233e-12      -1.426277295903e-11       1.067845714054e-14       2.090002599728e-14       5.061611144596e-15      -6.270784807528e-16 
  708       2.572362797155e-10       4.925890471097e-12      -1.443287154897e-11       1.068907726236e-14       2.079147400189e-14       5.071511749293e-15      -6.244684638526e-16 
  709       2.580280546796e-10       4.909953183937e-12      -1.459980291285e-11       1.069984121399e-14       2.068362296851e-14       5.081146053969e-15      -6.217743057006e-16 
  710       2.588373557877e-10       4.893298387137e-12      -1.476351296066e-11       1.071074865023e-14       2.057646941992e-14       5.090513524436e-15      -6.189983276973e-16 
  711       2.596637459632e-10       4.875935915715e-12      -1.492394725845e-11       1.072179920951e-14       2.047000975039e-14       5.099613639784e-15      -6.161428824154e-16 
  712       2.605067820522e-10       4.857875759910e-12      -1.508105102747e-11       1.073299251374e-14       2.036424022512e-14       5.108445892459e-15      -6.132103537145e-16 
  713       2.613660148009e-10       4.839128065775e-12      -1.523476914326e-11       1.074432816831e-14       2.025915697965e-14       5.117009788321e-15      -6.102031568565e-16 
  714       2.622409888331e-10       4.819703135770e-12      -1.538504613481e-11       1.075580576198e-14       2.015475601923e-14       5.125304846721e-15      -6.071237386196e-16 
  715       2.631312426272e-10       4.799611429357e-12      -1.553182618366e-11       1.076742486681e-14       2.005103321833e-14       5.133330600564e-15      -6.039745774139e-16 
  716       2.640363084938e-10       4.778863563586e-12      -1.567505312302e-11       1.077918503807e-14       1.994798431996e-14       5.141086596381e-15      -6.007581833954e-16 
  717       2.649557125527e-10       4.757470313696e-12      -1.581467043690e-11       1.079108581418e-14       1.984560493514e-14       5.148572394396e-15      -5.974770985815e-16 
  718       2.658889747106e-10       4.735442613701e-12      -1.595062125924e-11       1.080312671665e-14       1.974389054233e-14       5.155787568597e-15      -5.941338969654e-16 
  719       2.668356086383e-10       4.712791556985e-12      -1.608284837301e-11       1.081530724995e-14       1.964283648678e-14       5.162731706799e-15      -5.907311846308e-16 
  720       2.677951217476e-10       4.689528396894e-12      -1.621129420937e-11       1.082762690151e-14       1.954243798003e-14       5.169404410720e-15      -5.872715998670e-16 
  721       2.687670151692e-10       4.665664547329e-12      -1.633590084675e-11       1.084008514159e-14       1.944269009928e-14       5.175805296045e-15      -5.837578132837e-16 
  722       2.697507837297e-10       4.641211583337e-12      -1.645661000998e-11       1.085268142320e-14       1.934358778679e-14       5.181933992493e-15      -5.801925279255e-16 
  723       2.707459159291e-10       4.616181241707e-12      -1.657336306945e-11       1.086541518208e-14       1.924512584936e-14       5.187790143892e-15      -5.765784793867e-16 
  724       2.717518939178e-10       4.590585421558e-12      -1.668610104019e-11       1.087828583657e-14       1.914729895767e-14       5.193373408242e-15      -5.729184359266e-16 
  725       2.727681934742e-10       4.564436184934e-12      -1.679476458101e-11       1.089129278755e-14       1.905010164577e-14       5.198683457786e-15      -5.692151985836e-16 
  726       2.737942839820e-10       4.537745757397e-12      -1.689929399363e-11       1.090443541837e-14       1.895352831043e-14       5.203719979078e-15      -5.654716012907e-16 
  727       2.748296284072e-10       4.510526528617e-12      -1.699962922178e-11       1.091771309479e-14       1.885757321063e-14       5.208482673050e-15      -5.616905109895e-16 
  728       2.758736832759e-10       4.482791052968e-12      -1.709570985034e-11       1.093112516487e-14       1.876223046689e-14       5.212971255086e-15      -5.578748277457e-16 
  729       2.769258986514e-10       4.454552050118e-12      -1.718747510445e-11       1.094467095892e-14       1.866749406078e-14       5.217185455085e-15      -5.540274848637e-16 
  730       2.779857181112e-10       4.425822405620e-12      -1.727486384866e-11       1.095834978940e-14       1.857335783426e-14       5.221125017530e-15      -5.501514490009e-16 
  731       2.790525787249e-10       4.396615171509e-12      -1.735781458601e-11       1.097216095089e-14       1.847981548913e-14       5.224789701562e-15      -5.462497202834e-16 
  732       2.801259110311e-10       4.366943566891e-12      -1.743626545719e-11       1.098610371996e-14       1.838686058646e-14       5.228179281041e-15      -5.423253324199e-16 
  733       2.812051390147e-10       4.336820978538e-12      -1.751015423964e-11       1.100017735514e-14       1.829448654597e-14       5.231293544621e-15      -5.383813528171e-16 
  734       2.822896800845e-10       4.306260961476e-12      -1.757941834667e-11       1.101438109681e-14       1.820268664550e-14       5.234132295815e-15      -5.344208826942e-16 
  735       2.833789450504e-10       4.275277239584e-12      -1.764399482662e-11       1.102871416715e-14       1.811145402037e-14       5.236695353065e-15      -5.304470571979e-16 
  736       2.844723381006e-10       4.243883706180e-12      -1.770382036192e-11       1.104317577004e-14       1.802078166283e-14       5.238982549812e-15      -5.264630455169e-16 
  737       2.855692567789e-10       4.212094424618e-12      -1.775883126827e-11       1.105776509102e-14       1.793066242147e-14       5.240993734560e-15      -5.224720509970e-16 
  738       2.866690919622e-10       4.179923628880e-12      -1.780896349373e-11       1.107248129718e-14       1.784108900064e-14       5.242728770950e-15      -5.184773112556e-16 
  739       2.877712592294e-10       4.147385626148e-12      -1.785416501378e-11       1.108732324384e-14       1.775205492714e-14       5.244187347343e-15      -5.144814520579e-16 
  740       2.888752936930e-10       4.114494501229e-12      -1.789443328656e-11       1.110228858843e-14       1.766355747248e-14       5.245368401322e-15      -5.104845347224e-16 
  741       2.899807569942e-10       4.081264407471e-12      -1.792977853518e-11       1.111737465897e-14       1.757559478713e-14       5.246270683965e-15      -5.064859704038e-16 
  742       2.910872060651e-10       4.047709664823e-12      -1.796021142053e-11       1.113257874561e-14       1.748816493811e-14       5.246892949333e-15      -5.024851628145e-16 
  743       2.921941931130e-10       4.013844760405e-12      -1.798574304318e-11       1.114789810046e-14       1.740126590864e-14       5.247233954490e-15      -4.984815081971e-16 
  744       2.933012656042e-10       3.979684349078e-12      -1.800638494518e-11       1.116332993750e-14       1.731489559773e-14       5.247292459530e-15      -4.944743952980e-16 
  745       2.944079662489e-10       3.945243254020e-12      -1.802214911194e-11       1.117887143242e-14       1.722905181983e-14       5.247067227609e-15      -4.904632053397e-16 
  746       2.955138329845e-10       3.910536467290e-12      -1.803304797405e-11       1.119451972246e-14       1.714373230447e-14       5.246557024967e-15      -4.864473119942e-16 
  747       2.966183989608e-10       3.875579150403e-12      -1.803909440910e-11       1.121027190629e-14       1.705893469586e-14       5.245760620957e-15      -4.824260813561e-16 
  748       2.977211925232e-10       3.840386634901e-12      -1.804030174360e-11       1.122612504386e-14       1.697465655254e-14       5.244676788070e-15      -4.783988719151e-16 
  749       2.988217371977e-10       3.804974422923e-12      -1.803668375472e-11       1.124207615627e-14       1.689089534700e-14       5.243304301966e-15      -4.743650345296e-16 
  750       2.999195516749e-10       3.769358187777e-12      -1.802825467221e-11       1.125812222564e-14       1.680764846534e-14       5.241641941494e-15      -4.703239123992e-16 
  751       3.010141497937e-10       3.733553774507e-12      -1.801502918022e-11       1.127426019493e-14       1.672491320684e-14       5.239688488725e-15      -4.662748410377e-16 
  752       3.021050405264e-10       3.697577200472e-12      -1.799702241912e-11       1.129048696786e-14       1.664268678364e-14       5.237442728978e-15      -4.622171482466e-16 
  753       3.031917279619e-10       3.661444655908e-12      -1.797424998739e-11       1.130679940870e-14       1.656096632035e-14       5.234903450842e-15      -4.581501540874e-16 
  754       3.042737112909e-10       3.625172504506e-12      -1.794672794340e-11       1.132319434220e-14       1.647974885367e-14       5.232069446208e-15      -4.540731708551e-16 
  755       3.053504847894e-10       3.588777283979e-12      -1.791447280730e-11       1.133966855339e-14       1.639903133205e-14       5.228939510295e-15      -4.499855030511e-16 
  756       3.064215378030e-10       3.552275706635e-12      -1.787750156286e-11       1.135621878750e-14       1.631881061530e-14       5.225512441675e-15      -4.458864473557e-16 
  757       3.074863547314e-10       3.515684659945e-12      -1.783583165930e-11       1.137284174974e-14       1.623908347418e-14       5.221787042300e-15      -4.417752926019e-16 
  758       3.085444150124e-10       3.479021207118e-12      -1.778948101310e-11       1.138953410527e-14       1.615984659012e-14       5.217762117530e-15      -4.376513197478e-16 
  759       3.095951931060e-10       3.442302587669e-12      -1.773846800992e-11       1.140629247894e-14       1.608109655476e-14       5.213436476160e-15      -4.335138018497e-16 
  760       3.106381584791e-10       3.405546217993e-12      -1.768281150637e-11       1.142311345525e-14       1.600282986964e-14       5.208808930445e-15      -4.293620040351e-16 
  761       3.116727755888e-10       3.368769691933e-12      -1.762253083189e-11       1.143999357814e-14       1.592504294579e-14       5.203878296130e-15      -4.251951834759e-16 
  762       3.126985038677e-10       3.331990781350e-12      -1.755764579059e-11       1.145692935090e-14       1.584773210338e-14       5.198643392473e-15      -4.210125893612e-16 
  763       3.137147977070e-10       3.295227436699e-12      -1.748817666308e-11       1.147391723600e-14       1.577089357135e-14       5.193103042274e-15      -4.168134628700e-16 
  764       3.147211064418e-10       3.258497787595e-12      -1.741414420831e-11       1.149095365495e-14       1.569452348703e-14       5.187256071902e-15      -4.125970371449e-16 
  765       3.157168743343e-10       3.221820143387e-12      -1.733556966543e-11       1.150803498820e-14       1.561861789578e-14       5.181101311321e-15      -4.083625372644e-16 
  766       3.167015405586e-10       3.185212993729e-12      -1.725247475563e-11       1.152515757494e-14       1.554317275058e-14       5.174637594117e-15      -4.041091802162e-16 
  767       3.176745391850e-10       3.148695009147e-12      -1.716488168395e-11       1.154231771300e-14       1.546818391174e-14       5.167863757526e-15      -3.998361748702e-16 
  768       3.186352991635e-10       3.112285041616e-12      -1.707281314118e-11       1.155951165870e-14       1.539364714645e-14       5.160778642458e-15      -3.955427219514e-16 
