# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
# -> for galaxy lensing (lens[i]), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:dens[1]-dens[1]       10:phi-dens[1]           11:lens[1]-lens[1]       12:dens[1]-lens[1]    
  171       6.430731943896e-10       1.178808500185e-13      -5.353248313685e-12       0.000000000000e+00       2.310733856195e-12       4.400352268827e-13      -2.527730298726e-15       1.124944597469e-03       3.320938332931e-08       7.695973974650e-14       7.127193692782e-09 
  172       6.465152994756e-10       1.164570850721e-13      -5.287659247109e-12       0.000000000000e+00       2.271734858123e-12       4.340584976243e-13      -2.469592062000e-15       1.130004369091e-03       3.298666825369e-08       7.546137656521e-14       7.070904674770e-09 
  173       6.499078228823e-10       1.150230067313e-13      -5.218522206443e-12       0.000000000000e+00       2.233636968410e-12       4.281981119536e-13      -2.412070168902e-15       1.135020918926e-03       3.276605963677e-08       7.400273435827e-14       7.015331405842e-09 
  174       6.532495754003e-10       1.135819182367e-13      -5.145836676886e-12       0.000000000000e+00       2.196409445158e-12       4.224502591522e-13      -2.355151449919e-15       1.139994288199e-03       3.254749731680e-08       7.258231625526e-14       6.960456930510e-09 
  175       6.565393491014e-10       1.121372446599e-13      -5.069604421418e-12       0.000000000000e+00       2.160018019090e-12       4.168106436971e-13      -2.298819972354e-15       1.144924513059e-03       3.233090721612e-08       7.119847084744e-14       6.906260648042e-09 
  176       6.597759170630e-10       1.106925343776e-13      -4.989829518635e-12       0.000000000000e+00       2.124424830170e-12       4.112744763698e-13      -2.243056986712e-15       1.149811624124e-03       3.211620106234e-08       6.984938946602e-14       6.852718240572e-09 
  177       6.629580330908e-10       1.092514605443e-13      -4.906518400586e-12       0.000000000000e+00       2.089588364236e-12       4.058364653655e-13      -2.187840873072e-15       1.154655646014e-03       3.190327610945e-08       6.853310346034e-14       6.799801601215e-09 
  178       6.660844314434e-10       1.078178225669e-13      -4.819679890621e-12       0.000000000000e+00       2.055463389626e-12       4.004908074012e-13      -2.133147087473e-15       1.159456596890e-03       3.169201485893e-08       6.724748147619e-14       6.747478762183e-09 
  179       6.691538265556e-10       1.063955475779e-13      -4.729325241220e-12       0.000000000000e+00       2.022000893802e-12       3.952311788255e-13      -2.078948108290e-15       1.164214487988e-03       3.148228478092e-08       6.599022673404e-14       6.695713822897e-09 
  180       6.721649963353e-10       1.049885528347e-13      -4.635466900823e-12       0.000000000000e+00       1.989157911099e-12       3.900520795994e-13      -2.025219377379e-15       1.168929401070e-03       3.127397483179e-08       6.475931962528e-14       6.644476243253e-09 
  181       6.751170400347e-10       1.036003176079e-13      -4.538114625638e-12       0.000000000000e+00       1.956928011909e-12       3.849530032797e-13      -1.971957763631e-15       1.173601728618e-03       3.106710883542e-08       6.355439052834e-14       6.593769699649e-09 
  182       6.780091403941e-10       1.022342800138e-13      -4.437279130709e-12       0.000000000000e+00       1.925313120972e-12       3.799345821983e-13      -1.919164467501e-15       1.178231951884e-03       3.086174059988e-08       6.237545114269e-14       6.543605389971e-09 
  183       6.808404819422e-10       1.008939739854e-13      -4.332973366083e-12       0.000000000000e+00       1.894313817299e-12       3.749972604959e-13      -1.866839126817e-15       1.182820564524e-03       3.065791778851e-08       6.122245790324e-14       6.493992837432e-09 
  184       6.836102510273e-10       9.958303023388e-14      -4.225212549962e-12       0.000000000000e+00       1.863929307231e-12       3.701412902141e-13      -1.814979785236e-15       1.187368072420e-03       3.045568177661e-08       6.009531089880e-14       6.444939853186e-09 
  185       6.863176358493e-10       9.830517720987e-14      -4.114014201867e-12       0.000000000000e+00       1.834157397503e-12       3.653667273870e-13      -1.763582860707e-15       1.191874993506e-03       3.025506750804e-08       5.899385279057e-14       6.396452498933e-09 
  186       6.889618264912e-10       9.706424206503e-14      -3.999398175791e-12       0.000000000000e+00       1.804994468294e-12       3.606734281332e-13      -1.712643113931e-15       1.196341857586e-03       3.005610335194e-08       5.791786773058e-14       6.348535049528e-09 
  187       6.915420149504e-10       9.586415161337e-14      -3.881386693358e-12       0.000000000000e+00       1.776435446294e-12       3.560610447473e-13      -1.662153616818e-15       1.200769206165e-03       2.985881095938e-08       5.686708028014e-14       6.301189955591e-09 
  188       6.940573951703e-10       9.470893329269e-14      -3.760004376986e-12       0.000000000000e+00       1.748473777757e-12       3.515290217924e-13      -1.612105720948e-15       1.205157592270e-03       2.966320511997e-08       5.584115432834e-14       6.254417806110e-09 
  189       6.965071630722e-10       9.360271612605e-14      -3.635278283035e-12       0.000000000000e+00       1.721101401565e-12       3.470765921912e-13      -1.562489026032e-15       1.209507580271e-03       2.946929361858e-08       5.483969201048e-14       6.208217291055e-09 
  190       6.988905165863e-10       9.254973168309e-14      -3.507237934975e-12       0.000000000000e+00       1.694308722282e-12       3.427027733184e-13      -1.513291348368e-15       1.213819745710e-03       2.927707709194e-08       5.386223262656e-14       6.162585163980e-09 
  191       7.012066556838e-10       9.155431504157e-14      -3.375915356537e-12       0.000000000000e+00       1.668084583217e-12       3.384063630921e-13      -1.464498689305e-15       1.218094675122e-03       2.908654888536e-08       5.290825155973e-14       6.117516204637e-09 
  192       7.034547824081e-10       9.062090574868e-14      -3.241345104873e-12       0.000000000000e+00       1.642416239480e-12       3.341859360662e-13      -1.416095203700e-15       1.222332965857e-03       2.889769490932e-08       5.197715919477e-14       6.073003181581e-09 
  193       7.056341009065e-10       8.975404878256e-14      -3.103564303716e-12       0.000000000000e+00       1.617289331042e-12       3.300398395216e-13      -1.368063168380e-15       1.226535225911e-03       2.871049349621e-08       5.106829983650e-14       6.029036814777e-09 
  194       7.077438174616e-10       8.895839551362e-14      -2.962612676534e-12       0.000000000000e+00       1.592687855795e-12       3.259661895584e-13      -1.320382950598e-15       1.230702073740e-03       2.852491525691e-08       5.018095062832e-14       5.985605738211e-09 
  195       7.097831405231e-10       8.823870466606e-14      -2.818532579691e-12       0.000000000000e+00       1.568594142608e-12       3.219628671878e-13      -1.273032976497e-15       1.234834138091e-03       2.834092293748e-08       4.931432047064e-14       5.942696462495e-09 
  196       7.117512807392e-10       8.759984327921e-14      -2.671369035604e-12       0.000000000000e+00       1.544988824391e-12       3.180275144239e-13      -1.225989699565e-15       1.238932057824e-03       2.815847127585e-08       4.846754893931e-14       5.900293337477e-09 
  197       7.136474509881e-10       8.704678766900e-14      -2.521169765898e-12       0.000000000000e+00       1.521850811147e-12       3.141575303751e-13      -1.179227569099e-15       1.242996481736e-03       2.797750685841e-08       4.763970520415e-14       5.858378514849e-09 
  198       7.154708664098e-10       8.658462438935e-14      -2.367985224570e-12       0.000000000000e+00       1.499157263037e-12       3.103500673366e-13      -1.132718998663e-15       1.247028068383e-03       2.779796797673e-08       4.682978694735e-14       5.816931910755e-09 
  199       7.172207444371e-10       8.621855119363e-14      -2.211868631142e-12       0.000000000000e+00       1.476883563435e-12       3.066020268820e-13      -1.086434334547e-15       1.251027485907e-03       2.761978448419e-08       4.603671928197e-14       5.775931168398e-09 
  200       7.188963048281e-10       8.595387799602e-14      -2.052876003819e-12       0.000000000000e+00       1.455003291989e-12       3.029100559549e-13      -1.040341824228e-15       1.254995411857e-03       2.744287765264e-08       4.525935367042e-14       5.735351620648e-09 
  201       7.204968261545e-10       8.579577640386e-14      -1.891063284883e-12       0.000000000000e+00       1.433493405799e-12       2.992711434482e-13      -9.944154056527e-16       1.258932539779e-03       2.726718264679e-08       4.449668547755e-14       5.695172319935e-09 
  202       7.220218197024e-10       8.574850637740e-14      -1.726477419094e-12       0.000000000000e+00       1.412350251415e-12       2.956844655571e-13      -9.486587607304e-16       1.262839599863e-03       2.709271803444e-08       4.374852619699e-14       5.655394685662e-09 
  203       7.234708680687e-10       8.581613611928e-14      -1.559164701209e-12       0.000000000000e+00       1.391574645967e-12       2.921496648582e-13      -9.030829211830e-16       1.266717339433e-03       2.691952097079e-08       4.301487721290e-14       5.616025118239e-09 
  204       7.248435700177e-10       8.600278875552e-14      -1.389173650879e-12       0.000000000000e+00       1.371166760377e-12       2.886662595504e-13      -8.576985937777e-16       1.270566516159e-03       2.674762495097e-08       4.229571504853e-14       5.577069032183e-09 
  205       7.261395406791e-10       8.631264255388e-14      -1.216555037209e-12       0.000000000000e+00       1.351126107806e-12       2.852336413212e-13      -8.125161519014e-16       1.274387897903e-03       2.657705973357e-08       4.159099093085e-14       5.538530836658e-09 
  206       7.273584117465e-10       8.674993114214e-14      -1.041361903328e-12       0.000000000000e+00       1.331451532107e-12       2.818510732133e-13      -7.675456271349e-16       1.278182262559e-03       2.640785126412e-08       4.090063035524e-14       5.500413916016e-09 
  207       7.284998316756e-10       8.731894372645e-14      -8.636495909471e-13       0.000000000000e+00       1.312141196277e-12       2.785176874915e-13      -7.227967008273e-16       1.281950397902e-03       2.624002159860e-08       4.022453265012e-14       5.462720610338e-09 
  208       7.295634658831e-10       8.802402530963e-14      -6.834757649248e-13       0.000000000000e+00       1.293192570909e-12       2.752324835089e-13      -6.782786956700e-16       1.285693101428e-03       2.607358882698e-08       3.956257054156e-14       5.425452195971e-09 
  209       7.305489969447e-10       8.886957690949e-14      -5.009004378330e-13       0.000000000000e+00       1.274602422642e-12       2.719943255737e-13      -6.340005672711e-16       1.289411180200e-03       2.590856699666e-08       3.891458971794e-14       5.388608866071e-09 
  210       7.314561247936e-10       8.986005577713e-14      -3.159859945192e-13       0.000000000000e+00       1.256366802613e-12       2.688019408159e-13      -5.899708957300e-16       1.293105450689e-03       2.574496603603e-08       3.828040839462e-14       5.352189711142e-09 
  211       7.322845669190e-10       9.099997561529e-14      -1.287972166708e-13       0.000000000000e+00       1.238481034911e-12       2.656539170537e-13      -5.461978772111e-16       1.296776738623e-03       2.558279167797e-08       3.765981687854e-14       5.316192699575e-09 
  212       7.330340585644e-10       9.229390679663e-14       6.059869262103e-14       0.000000000000e+00       1.220939705025e-12       2.625487006601e-13      -5.026893155186e-16       1.300425878824e-03       2.542204538332e-08       3.705257713290e-14       5.280614658190e-09 
  213       7.337043529264e-10       9.374647658209e-14       2.521320842975e-13       0.000000000000e+00       1.203736648298e-12       2.594845944295e-13      -4.594526136708e-16       1.304053715058e-03       2.526272426441e-08       3.645842234177e-14       5.245451252775e-09 
  214       7.342952213524e-10       9.536236933917e-14       4.457308387680e-13       0.000000000000e+00       1.186864938377e-12       2.564597554446e-13      -4.164947654738e-16       1.307661099877e-03       2.510482100859e-08       3.587705647475e-14       5.210696968625e-09 
  215       7.348064535396e-10       9.714632676026e-14       6.413203413464e-13       0.000000000000e+00       1.170316875668e-12       2.534721929423e-13      -3.738223470965e-16       1.311248894461e-03       2.494832380169e-08       3.530815385163e-14       5.176345091084e-09 
  216       7.352378577333e-10       9.910314808094e-14       8.388234576872e-13       0.000000000000e+00       1.154083975783e-12       2.505197661812e-13      -3.314415086445e-16       1.314817968462e-03       2.479321625154e-08       3.475135870699e-14       5.142387686083e-09 
  217       7.355892609253e-10       1.012376902983e-13       1.038160509221e-12       0.000000000000e+00       1.138156957994e-12       2.476001823073e-13      -2.893579657344e-16       1.318369199852e-03       2.463947731149e-08       3.420628475487e-14       5.108815580681e-09 
  218       7.358605090521e-10       1.035548683894e-13       1.239249248593e-12       0.000000000000e+00       1.122525733684e-12       2.447109942213e-13      -2.475769910684e-16       1.321903474762e-03       2.448708120391e-08       3.367251475343e-14       5.075618343608e-09 
  219       7.360514671936e-10       1.060596555293e-13       1.442004835094e-12       0.000000000000e+00       1.107179394800e-12       2.418495984448e-13      -2.061034060080e-16       1.325421687328e-03       2.433599734367e-08       3.314960006955e-14       5.042784265798e-09 
  220       7.361620197713e-10       1.087570833095e-13       1.646339810102e-12       0.000000000000e+00       1.092106202302e-12       2.390132329869e-13      -1.649415721489e-16       1.328924739534e-03       2.418619026171e-08       3.263706024350e-14       5.010300340936e-09 
  221       7.361920707470e-10       1.116522419565e-13       1.852164072515e-12       0.000000000000e+00       1.077293574619e-12       2.361989752110e-13      -1.240953828950e-16       1.332413541058e-03       2.403761952845e-08       3.213438255359e-14       4.978152245993e-09 
  222       7.361415438209e-10       1.147502805497e-13       2.059384854189e-12       0.000000000000e+00       1.062728076095e-12       2.334037397011e-13      -8.356825503274e-17       1.335889009114e-03       2.389023967738e-08       3.164102158079e-14       4.946324321771e-09 
  223       7.360103826302e-10       1.180564072401e-13       2.267906695372e-12       0.000000000000e+00       1.048395405443e-12       2.306242761289e-13      -4.336312030534e-17       1.339352068294e-03       2.374400012853e-08       3.115639877337e-14       4.914799553437e-09 
  224       7.357985704196e-10       1.215755398998e-13       2.477636431188e-12       0.000000000000e+00       1.034283166281e-12       2.278579285293e-13      -3.483036794674e-18       1.342803551674e-03       2.359885932782e-08       3.068001112928e-14       4.883563507330e-09 
  225       7.355061900468e-10       1.253112326661e-13       2.688498558144e-12       0.000000000000e+00       1.020389400546e-12       2.251049717832e-13       3.606691580996e-17       1.346243897364e-03       2.345482833353e-08       3.021176590792e-14       4.852616462874e-09 
  226       7.351333682194e-10       1.292666807944e-13       2.900420808178e-12       0.000000000000e+00       1.006714581440e-12       2.223664212465e-13       7.528142592005e-17       1.349673432141e-03       2.331192988448e-08       2.975166659837e-14       4.821962023102e-09 
  227       7.346802566133e-10       1.334450634122e-13       3.113329213863e-12       0.000000000000e+00       9.932588757773e-13       2.196432845262e-13       1.141555658112e-16       1.353092468052e-03       2.317018439368e-08       2.929970556168e-14       4.791603218537e-09 
  228       7.341470321172e-10       1.378495429047e-13       3.327148095775e-12       0.000000000000e+00       9.800221390562e-13       2.169365611596e-13       1.526847985730e-16       1.356501302015e-03       2.302960990572e-08       2.885586385533e-14       4.761542497144e-09 
  229       7.335338970776e-10       1.424832643011e-13       3.541800049864e-12       0.000000000000e+00       9.670039105363e-13       2.142472422940e-13       1.908649850593e-16       1.359900215435e-03       2.289022205409e-08       2.842011105766e-14       4.731781714296e-09 
  230       7.328410795432e-10       1.473493546608e-13       3.757205934816e-12       0.000000000000e+00       9.542034083135e-13       2.115763103661e-13       2.286923908376e-16       1.363289473811e-03       2.275203401853e-08       2.799240509230e-14       4.702322122731e-09 
  231       7.320688335101e-10       1.524509224590e-13       3.973284859421e-12       0.000000000000e+00       9.416195243961e-13       2.089247387816e-13       2.661636931399e-16       1.366669326343e-03       2.261505648241e-08       2.757269205269e-14       4.673164362511e-09 
  232       7.312174391665e-10       1.577910569729e-13       4.189954169943e-12       0.000000000000e+00       9.292508197798e-13       2.062934915944e-13       3.032759878117e-16       1.370040005541e-03       2.247929759006e-08       2.716090602643e-14       4.644308450983e-09 
  233       7.302872031372e-10       1.633728276676e-13       4.407129437486e-12       0.000000000000e+00       9.170955195239e-13       2.036835231861e-13       3.400267962628e-16       1.373401726837e-03       2.234476290414e-08       2.675696891979e-14       4.615753772740e-09 
  234       7.292784587286e-10       1.691992835825e-13       4.624724445360e-12       0.000000000000e+00       9.051515078266e-13       2.010957779458e-13       3.764140724167e-16       1.376754688190e-03       2.221145536297e-08       2.636079028214e-14       4.587499069576e-09 
  235       7.281915661735e-10       1.752734527168e-13       4.842651176448e-12       0.000000000000e+00       8.934163231006e-13       1.985311899492e-13       4.124362096610e-16       1.380099069696e-03       2.207937523791e-08       2.597226713039e-14       4.559542430452e-09 
  236       7.270269128759e-10       1.815983414157e-13       5.060819800574e-12       0.000000000000e+00       8.818871530488e-13       1.959906826384e-13       4.480920477970e-16       1.383435033196e-03       2.194852009067e-08       2.559128377347e-14       4.531881281450e-09 
  237       7.257849136555e-10       1.881769337567e-13       5.279138661871e-12       0.000000000000e+00       8.705608297398e-13       1.934751685011e-13       4.833808799901e-16       1.386762721887e-03       2.181888473074e-08       2.521771163671e-14       4.504512375735e-09 
  238       7.244660109927e-10       1.950121909351e-13       5.497514266148e-12       0.000000000000e+00       8.594338246835e-13       1.909855487501e-13       5.183024597192e-16       1.390082259930e-03       2.169046117265e-08       2.485140908635e-14       4.477431783518e-09 
  239       7.230706752737e-10       2.021070506504e-13       5.715851268254e-12       0.000000000000e+00       8.485022439071e-13       1.885227130030e-13       5.528570077274e-16       1.393393752056e-03       2.156323859338e-08       2.449222125396e-14       4.450634882009e-09 
  240       7.215994050344e-10       2.094644264922e-13       5.934052459448e-12       0.000000000000e+00       8.377618230299e-13       1.860875389614e-13       5.870452189714e-16       1.396697283178e-03       2.143720328971e-08       2.413997986090e-14       4.424116345382e-09 
  241       7.200527272060e-10       2.170872073260e-13       6.152018754768e-12       0.000000000000e+00       8.272079223397e-13       1.836808920905e-13       6.208682695716e-16       1.399992918000e-03       2.131233863556e-08       2.379450304275e-14       4.397870134731e-09 
  242       7.184311973596e-10       2.249782566796e-13       6.369649180393e-12       0.000000000000e+00       8.168355218680e-13       1.813036252986e-13       6.543278237623e-16       1.403280700623e-03       2.118862503932e-08       2.345559517375e-14       4.371889488036e-09 
  243       7.167353999507e-10       2.331404121289e-13       6.586840861014e-12       0.000000000000e+00       8.066392164657e-13       1.789565786166e-13       6.874260408415e-16       1.406560654154e-03       2.106603990126e-08       2.312304669128e-14       4.346166910112e-09 
  244       7.149659485641e-10       2.415764846838e-13       6.803489007201e-12       0.000000000000e+00       7.966132108787e-13       1.766405788772e-13       7.201655821208e-16       1.409832780318e-03       2.094455757083e-08       2.279663392029e-14       4.320694162581e-09 
  245       7.131234861589e-10       2.502892581744e-13       7.019486902768e-12       0.000000000000e+00       7.867513148234e-13       1.743564393949e-13       7.525496178755e-16       1.413097059064e-03       2.082414930404e-08       2.247611889772e-14       4.295462253822e-09 
  246       7.112086853129e-10       2.592814886370e-13       7.234725892142e-12       0.000000000000e+00       7.770469380625e-13       1.721049596448e-13       7.845818342948e-16       1.416353448175e-03       2.070478322081e-08       2.216124919700e-14       4.270461428935e-09 
  247       7.092222484678e-10       2.685559037001e-13       7.449095367729e-12       0.000000000000e+00       7.674930854805e-13       1.698869249426e-13       8.162664404311e-16       1.419601882874e-03       2.058642426231e-08       2.185175775246e-14       4.245681159702e-09 
  248       7.071649081736e-10       2.781152019701e-13       7.662482757282e-12       0.000000000000e+00       7.580823521593e-13       1.677031061240e-13       8.476081751509e-16       1.422842275439e-03       2.046903414832e-08       2.154736268378e-14       4.221110134541e-09 
  249       7.050374273336e-10       2.879620524178e-13       7.874773511269e-12       0.000000000000e+00       7.488069184539e-13       1.655542592238e-13       8.786123140838e-16       1.426074514802e-03       2.035257133460e-08       2.124776712043e-14       4.196736248474e-09 
  250       7.028405737912e-10       2.980987476295e-13       8.085858031358e-12       0.000000000000e+00       7.396600436588e-13       1.634409608020e-13       9.092826977548e-16       1.429298667275e-03       2.023700206065e-08       2.095271468681e-14       4.172549441133e-09 
  251       7.005750419588e-10       3.085261426360e-13       8.295652925389e-12       0.000000000000e+00       7.306406527679e-13       1.613631040431e-13       9.396156754329e-16       1.432515592329e-03       2.012233428820e-08       2.066215987083e-14       4.148550413168e-09 
  252       6.982415271410e-10       3.192446536381e-13       8.504080954750e-12       0.000000000000e+00       7.217490049074e-13       1.593203729478e-13       9.696058252073e-16       1.435726361598e-03       2.000858563889e-08       2.037610714840e-14       4.124742393469e-09 
  253       6.958407509792e-10       3.302545973604e-13       8.711064204289e-12       0.000000000000e+00       7.129852165208e-13       1.573124034379e-13       9.992479044995e-16       1.438932060958e-03       1.989577245883e-08       2.009455613886e-14       4.101128331815e-09 
  254       6.933734616484e-10       3.415561897749e-13       8.916524082957e-12       0.000000000000e+00       7.043492593101e-13       1.553387827221e-13       1.028536853229e-15       1.442133790526e-03       1.978390979707e-08       1.981750153589e-14       4.077710894283e-09 
  255       6.908404340518e-10       3.531495448256e-13       9.120381324449e-12       0.000000000000e+00       6.958409581774e-13       1.533990486603e-13       1.057467796980e-15       1.445332664649e-03       1.967301138425e-08       1.954493303841e-14       4.054492458651e-09 
  256       6.882424700176e-10       3.650346731525e-13       9.322555987844e-12       0.000000000000e+00       6.874599891659e-13       1.514926891295e-13       1.086036050166e-15       1.448529811900e-03       1.956308961113e-08       1.927683528147e-14       4.031475109807e-09 
  257       6.855803984939e-10       3.772114808154e-13       9.522967458244e-12       0.000000000000e+00       6.792058774021e-13       1.496191413886e-13       1.114237119196e-15       1.451726375071e-03       1.945415550713e-08       1.901318776711e-14       4.008660635152e-09 
  258       6.828550757447e-10       3.896797680182e-13       9.721534447420e-12       0.000000000000e+00       6.710779950365e-13       1.477777914436e-13       1.142066705640e-15       1.454923511166e-03       1.934621871891e-08       1.875396479528e-14       3.986050520007e-09 
  259       6.800673855456e-10       4.024392278329e-13       9.918174994451e-12       0.000000000000e+00       6.630755591854e-13       1.459679734130e-13       1.169520709397e-15       1.458122391393e-03       1.923928748894e-08       1.849913539472e-14       3.963645943023e-09 
  260       6.772182393798e-10       4.154894449238e-13       1.011280646636e-11       0.000000000000e+00       6.551976298722e-13       1.441889688925e-13       1.196595231856e-15       1.461324201160e-03       1.913336863406e-08       1.824866325386e-14       3.941447771582e-09 
  261       6.743085766331e-10       4.288298942715e-13       1.030534555877e-11       0.000000000000e+00       6.474431079692e-13       1.424400063206e-13       1.223286579066e-15       1.464530140065e-03       1.902846752400e-08       1.800250665168e-14       3.919456557204e-09 
  262       6.713393647903e-10       4.424599398968e-13       1.049570829651e-11       0.000000000000e+00       6.398107331383e-13       1.407202603438e-13       1.249591264902e-15       1.467741421895e-03       1.892458806001e-08       1.776061838862e-14       3.897672530956e-09 
  263       6.683115996307e-10       4.563788335850e-13       1.068381003432e-11       0.000000000000e+00       6.322990817732e-13       1.390288511814e-13       1.275506014228e-15       1.470959274612e-03       1.882173265337e-08       1.752294571748e-14       3.876095598859e-09 
  264       6.652263054235e-10       4.705857136102e-13       1.086956545741e-11       0.000000000000e+00       6.249065649405e-13       1.373648439909e-13       1.301027766063e-15       1.474184940352e-03       1.871990220398e-08       1.728943027429e-14       3.854725337286e-09 
  265       6.620845351241e-10       4.850796034587e-13       1.105288858216e-11       0.000000000000e+00       6.176314263210e-13       1.357272482332e-13       1.326153676748e-15       1.477419675414e-03       1.861909607890e-08       1.706000800920e-14       3.833560988380e-09 
  266       6.588873705694e-10       4.998594105539e-13       1.123369275677e-11       0.000000000000e+00       6.104717401513e-13       1.341150170377e-13       1.350881123115e-15       1.480664750259e-03       1.851931209093e-08       1.683460911739e-14       3.812601455450e-09 
  267       6.556359226733e-10       5.149239249796e-13       1.141189066183e-11       0.000000000000e+00       6.034254091655e-13       1.325270465674e-13       1.375207705645e-15       1.483921449498e-03       1.842054647714e-08       1.661315796994e-14       3.791845298383e-09 
  268       6.523313316231e-10       5.302718182046e-13       1.158739431104e-11       0.000000000000e+00       5.964901625359e-13       1.309621753843e-13       1.399131251640e-15       1.487191071887e-03       1.832279387749e-08       1.639557304471e-14       3.771290729049e-09 
  269       6.489747670747e-10       5.459016418068e-13       1.176011505181e-11       0.000000000000e+00       5.896635538153e-13       1.294191838142e-13       1.422649818387e-15       1.490474930321e-03       1.822604731333e-08       1.618176685726e-14       3.750935606704e-09 
  270       6.455674283483e-10       5.618118261968e-13       1.192996356589e-11       0.000000000000e+00       5.829429588779e-13       1.278967933124e-13       1.445761696325e-15       1.493774351828e-03       1.813029816599e-08       1.597164589173e-14       3.730777433403e-09 
  271       6.421105446244e-10       5.780006793425e-13       1.209684987006e-11       0.000000000000e+00       5.763255738609e-13       1.263936658283e-13       1.468465412206e-15       1.497090677561e-03       1.803553615536e-08       1.576511053171e-14       3.710813349398e-09 
  272       6.386053751394e-10       5.944663854930e-13       1.226068331671e-11       0.000000000000e+00       5.698084131057e-13       1.249084031709e-13       1.490759732268e-15       1.500425262791e-03       1.794174931840e-08       1.556205499113e-14       3.691040128551e-09 
  273       6.350532093810e-10       6.112070039025e-13       1.242137259453e-11       0.000000000000e+00       5.633883070999e-13       1.234395463741e-13       1.512643665395e-15       1.503779476901e-03       1.784892398775e-08       1.536236724521e-14       3.671454173735e-09 
  274       6.314553672844e-10       6.282204675546e-13       1.257882572913e-11       0.000000000000e+00       5.570619004181e-13       1.219855750613e-13       1.534116466286e-15       1.507154703380e-03       1.775704477028e-08       1.516592896124e-14       3.652051512246e-09 
  275       6.278131994277e-10       6.455045818863e-13       1.273295008368e-11       0.000000000000e+00       5.508256496638e-13       1.205449068112e-13       1.555177638618e-15       1.510552339815e-03       1.766609452562e-08       1.497261542958e-14       3.632827791201e-09 
  276       6.241280872279e-10       6.630570235122e-13       1.288365235956e-11       0.000000000000e+00       5.446758214105e-13       1.191158965228e-13       1.575826938215e-15       1.513973797887e-03       1.757605434478e-08       1.478229549448e-14       3.613778272953e-09 
  277       6.204014431361e-10       6.808753389482e-13       1.303083859699e-11       0.000000000000e+00       5.386084901434e-13       1.176968357801e-13       1.596064376212e-15       1.517420503359e-03       1.748690352865e-08       1.459483148499e-14       3.594897830491e-09 
  278       6.166347108337e-10       6.989569433362e-13       1.317441417567e-11       0.000000000000e+00       5.326195362007e-13       1.162859522181e-13       1.615890222220e-15       1.520893896077e-03       1.739861956660e-08       1.441007914585e-14       3.576180942849e-09 
  279       6.128292893233e-10       7.172990068504e-13       1.331429123940e-11       0.000000000000e+00       5.267054268755e-13       1.148817743266e-13       1.635305180028e-15       1.524394670255e-03       1.731118112094e-08       1.422791351936e-14       3.557622517454e-09 
  280       6.089863004464e-10       7.358981100288e-13       1.345041139428e-11       0.000000000000e+00       5.208656087504e-13       1.134842480908e-13       1.654310918264e-15       1.527920451814e-03       1.722457719556e-08       1.404830821742e-14       3.539220413785e-09 
  281       6.051068097022e-10       7.547505680995e-13       1.358272418774e-11       0.000000000000e+00       5.151002352964e-13       1.120936769660e-13       1.672909573391e-15       1.531468000697e-03       1.713879840053e-08       1.387126012184e-14       3.520973041516e-09 
  282       6.011919013462e-10       7.738525402474e-13       1.371117980242e-11       0.000000000000e+00       5.094093940248e-13       1.107103615760e-13       1.691103583070e-15       1.535033958564e-03       1.705383397226e-08       1.369676377416e-14       3.502878542033e-09 
  283       5.972426784684e-10       7.932000281664e-13       1.383572906831e-11       0.000000000000e+00       5.037931056315e-13       1.093345996392e-13       1.708895689584e-15       1.538614847622e-03       1.696967175664e-08       1.352481134643e-14       3.484934785120e-09 
  284       5.932602630727e-10       8.127888746101e-13       1.395632347470e-11       0.000000000000e+00       4.982513231414e-13       1.079666858958e-13       1.726288943274e-15       1.542207069446e-03       1.688629819227e-08       1.335539261192e-14       3.467139365629e-09 
  285       5.892457961556e-10       8.326147619439e-13       1.407291518231e-11       0.000000000000e+00       4.927839310533e-13       1.066069120338e-13       1.743286705967e-15       1.545806903806e-03       1.680369829360e-08       1.318849491592e-14       3.449489600158e-09 
  286       5.852004377844e-10       8.526732106967e-13       1.418545703526e-11       0.000000000000e+00       4.873907444840e-13       1.052555666157e-13       1.759892654409e-15       1.549410507499e-03       1.672185563410e-08       1.302410314646e-14       3.431982523729e-09 
  287       5.811253671770e-10       8.729595781118e-13       1.429390257317e-11       0.000000000000e+00       4.820715083125e-13       1.039129350051e-13       1.776110783692e-15       1.553013913168e-03       1.664075232950e-08       1.286219970508e-14       3.414614886463e-09 
  288       5.770217827798e-10       8.934690566991e-13       1.439820604317e-11       0.000000000000e+00       4.768258963251e-13       1.025792992931e-13       1.791945410690e-15       1.556613028132e-03       1.656036902089e-08       1.270276447756e-14       3.397383150256e-09 
