# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
# -> for galaxy lensing (lens[i]), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:dens[1]-dens[1]       10:phi-dens[1]           11:lens[1]-lens[1]       12:dens[1]-lens[1]    
 1386       1.023397711481e-10       2.614423867285e-12      -8.564753886816e-12       0.000000000000e+00       1.740283050640e-15       5.401808193568e-16      -6.087255297007e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1387       1.025645276832e-10       2.586675037693e-12      -8.537208307929e-12       0.000000000000e+00       1.735114008915e-15       5.398313389185e-16      -6.012656835001e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1388       1.027865455342e-10       2.558984393296e-12      -8.507754670422e-12       0.000000000000e+00       1.729962999742e-15       5.394280709055e-16      -5.937968952972e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1389       1.030056651731e-10       2.531362851469e-12      -8.476404812314e-12       0.000000000000e+00       1.724829941516e-15       5.389714255148e-16      -5.863224714850e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1390       1.032217262090e-10       2.503821390300e-12      -8.443170674164e-12       0.000000000000e+00       1.719714751577e-15       5.384618162805e-16      -5.788457373790e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1391       1.034345673865e-10       2.476371048693e-12      -8.408064299282e-12       0.000000000000e+00       1.714617346220e-15       5.378996600800e-16      -5.713700372514e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1392       1.036440265842e-10       2.449022926482e-12      -8.371097833933e-12       0.000000000000e+00       1.709537640682e-15       5.372853771408e-16      -5.638987343650e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1393       1.038499408135e-10       2.421788184533e-12      -8.332283527537e-12       0.000000000000e+00       1.704475549146e-15       5.366193910469e-16      -5.564352110068e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1394       1.040521462165e-10       2.394678044856e-12      -8.291633732878e-12       0.000000000000e+00       1.699430984740e-15       5.359021287457e-16      -5.489828685222e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1395       1.042504780650e-10       2.367703790708e-12      -8.249160906307e-12       0.000000000000e+00       1.694403859526e-15       5.351340205541e-16      -5.415451273485e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1396       1.044447707586e-10       2.340876766706e-12      -8.204877607948e-12       0.000000000000e+00       1.689394084509e-15       5.343155001653e-16      -5.341254270492e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1397       1.046348578236e-10       2.314208378929e-12      -8.158796501899e-12       0.000000000000e+00       1.684401569625e-15       5.334470046557e-16      -5.267272263476e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1398       1.048205719111e-10       2.287710095030e-12      -8.110930356442e-12       0.000000000000e+00       1.679426223746e-15       5.325289744909e-16      -5.193540031605e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1399       1.050017447956e-10       2.261393444341e-12      -8.061292044242e-12       0.000000000000e+00       1.674467954672e-15       5.315618535326e-16      -5.120092546327e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1400       1.051782073735e-10       2.235270017981e-12      -8.009894542556e-12       0.000000000000e+00       1.669526669132e-15       5.305460890451e-16      -5.046964971701e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1401       1.053497896618e-10       2.209351468963e-12      -7.956750933434e-12       0.000000000000e+00       1.664602272781e-15       5.294821317020e-16      -4.974192664740e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1402       1.055163395624e-10       2.183648513089e-12      -7.901877231012e-12       0.000000000000e+00       1.659694678474e-15       5.283706708245e-16      -4.901803490184e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1403       1.056777793742e-10       2.158167919999e-12      -7.845300895226e-12       0.000000000000e+00       1.654803831174e-15       5.272133427692e-16      -4.829794676419e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1404       1.058340498674e-10       2.132915490950e-12      -7.787052407307e-12       0.000000000000e+00       1.649929683304e-15       5.260120299425e-16      -4.758155718820e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1405       1.059850915709e-10       2.107897055227e-12      -7.727162451132e-12       0.000000000000e+00       1.645072186482e-15       5.247686262598e-16      -4.686876043286e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1406       1.061308447715e-10       2.083118470193e-12      -7.665661913598e-12       0.000000000000e+00       1.640231291527e-15       5.234850371668e-16      -4.615945006108e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1407       1.062712495138e-10       2.058585621334e-12      -7.602581885004e-12       0.000000000000e+00       1.635406948456e-15       5.221631796602e-16      -4.545351893839e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1408       1.064062455995e-10       2.034304422303e-12      -7.537953659423e-12       0.000000000000e+00       1.630599106480e-15       5.208049823085e-16      -4.475085923164e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1409       1.065357725875e-10       2.010280814971e-12      -7.471808735082e-12       0.000000000000e+00       1.625807714003e-15       5.194123852733e-16      -4.405136240769e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1410       1.066597697931e-10       1.986520769473e-12      -7.404178814738e-12       0.000000000000e+00       1.621032718620e-15       5.179873403297e-16      -4.335491923214e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1411       1.067781762877e-10       1.963030284250e-12      -7.335095806057e-12       0.000000000000e+00       1.616274067119e-15       5.165318108877e-16      -4.266141976798e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1412       1.068909308988e-10       1.939815386101e-12      -7.264591821988e-12       0.000000000000e+00       1.611531705473e-15       5.150477720129e-16      -4.197075337435e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1413       1.069979722089e-10       1.916882130228e-12      -7.192699181143e-12       0.000000000000e+00       1.606805578840e-15       5.135372104474e-16      -4.128280870516e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1414       1.070992385560e-10       1.894236600281e-12      -7.119450408170e-12       0.000000000000e+00       1.602095631567e-15       5.120021246309e-16      -4.059747370786e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1415       1.071946680326e-10       1.871884908405e-12      -7.044878234137e-12       0.000000000000e+00       1.597401807178e-15       5.104445247213e-16      -3.991463562211e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1416       1.072841984856e-10       1.849833195290e-12      -6.969015596901e-12       0.000000000000e+00       1.592724048381e-15       5.088664326162e-16      -3.923418097847e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1417       1.073677675156e-10       1.828087630211e-12      -6.891895641492e-12       0.000000000000e+00       1.588062297063e-15       5.072698819731e-16      -3.855599559712e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1418       1.074453124771e-10       1.806654411082e-12      -6.813551720483e-12       0.000000000000e+00       1.583416494286e-15       5.056569182308e-16      -3.787996458651e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1419       1.075167704777e-10       1.785539764498e-12      -6.734017394375e-12       0.000000000000e+00       1.578786580289e-15       5.040295986302e-16      -3.720597234214e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1420       1.075820783778e-10       1.764749945781e-12      -6.653326431970e-12       0.000000000000e+00       1.574172494485e-15       5.023899922353e-16      -3.653390254519e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1421       1.076411727901e-10       1.744291239031e-12      -6.571512810744e-12       0.000000000000e+00       1.569574175455e-15       5.007401799540e-16      -3.586363816123e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1422       1.076939900798e-10       1.724169957168e-12      -6.488610717234e-12       0.000000000000e+00       1.564991560954e-15       4.990822545590e-16      -3.519506143897e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1423       1.077404663633e-10       1.704392441980e-12      -6.404654547404e-12       0.000000000000e+00       1.560424587903e-15       4.974183207090e-16      -3.452805390886e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1424       1.077805375087e-10       1.684965064172e-12      -6.319678907032e-12       0.000000000000e+00       1.555873192389e-15       4.957504949693e-16      -3.386249638190e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1425       1.078141391350e-10       1.665894223410e-12      -6.233718612081e-12       0.000000000000e+00       1.551337309665e-15       4.940809058327e-16      -3.319826894825e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1426       1.078412066118e-10       1.647186348367e-12      -6.146808689075e-12       0.000000000000e+00       1.546816874144e-15       4.924116937409e-16      -3.253525097599e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1427       1.078616750587e-10       1.628847896772e-12      -6.058984375482e-12       0.000000000000e+00       1.542311819402e-15       4.907450111049e-16      -3.187332110976e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1428       1.078754793455e-10       1.610885355456e-12      -5.970281120086e-12       0.000000000000e+00       1.537822078173e-15       4.890830223261e-16      -3.121235726953e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1429       1.078825540912e-10       1.593305240396e-12      -5.880734583368e-12       0.000000000000e+00       1.533347582349e-15       4.874279038174e-16      -3.055223664922e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1430       1.078828336641e-10       1.576114096766e-12      -5.790380637877e-12       0.000000000000e+00       1.528888262975e-15       4.857818440238e-16      -2.989283571546e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1431       1.078762521810e-10       1.559318498979e-12      -5.699255368615e-12       0.000000000000e+00       1.524444050253e-15       4.841470434435e-16      -2.923403020627e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1432       1.078627435073e-10       1.542925050738e-12      -5.607395073408e-12       0.000000000000e+00       1.520014873533e-15       4.825257146490e-16      -2.857569512973e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1433       1.078422412562e-10       1.526940385079e-12      -5.514836263284e-12       0.000000000000e+00       1.515600661318e-15       4.809200823078e-16      -2.791770476274e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1434       1.078146787886e-10       1.511371164419e-12      -5.421615662854e-12       0.000000000000e+00       1.511201341258e-15       4.793323832032e-16      -2.725993264964e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1435       1.077799892127e-10       1.496224080603e-12      -5.327770210685e-12       0.000000000000e+00       1.506816840148e-15       4.777648662555e-16      -2.660225160097e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1436       1.077381053834e-10       1.481505854952e-12      -5.233337059677e-12       0.000000000000e+00       1.502447083929e-15       4.762197925428e-16      -2.594453369217e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1437       1.076889599022e-10       1.467223238303e-12      -5.138353577443e-12       0.000000000000e+00       1.498091997684e-15       4.746994353221e-16      -2.528665026221e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1438       1.076324851167e-10       1.453383011066e-12      -5.042857346685e-12       0.000000000000e+00       1.493751505637e-15       4.732060800498e-16      -2.462847191238e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1439       1.075686131204e-10       1.439991983262e-12      -4.946886165568e-12       0.000000000000e+00       1.489425531152e-15       4.717420244030e-16      -2.396986850491e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1440       1.074972757518e-10       1.427056994572e-12      -4.850478048103e-12       0.000000000000e+00       1.485113996729e-15       4.703095783004e-16      -2.331070916172e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1441       1.074184230705e-10       1.414583642835e-12      -4.753670151168e-12       0.000000000000e+00       1.480816830671e-15       4.689102784270e-16      -2.265090187883e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1442       1.073320789889e-10       1.402572455314e-12      -4.656495542923e-12       0.000000000000e+00       1.476533987162e-15       4.675425230457e-16      -2.199051281214e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1443       1.072382862040e-10       1.391022678665e-12      -4.558986402349e-12       0.000000000000e+00       1.472265426389e-15       4.662039132226e-16      -2.132964819971e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1444       1.071370877737e-10       1.379933546930e-12      -4.461175089939e-12       0.000000000000e+00       1.468011107892e-15       4.648920361203e-16      -2.066841485689e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1445       1.070285271172e-10       1.369304281515e-12      -4.363094148011e-12       0.000000000000e+00       1.463770990563e-15       4.636044649739e-16      -2.000692017728e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1446       1.069126480161e-10       1.359134091158e-12      -4.264776301024e-12       0.000000000000e+00       1.459545032642e-15       4.623387590662e-16      -1.934527213373e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1447       1.067894946149e-10       1.349422171908e-12      -4.166254455892e-12       0.000000000000e+00       1.455333191718e-15       4.610924637033e-16      -1.868357927934e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1448       1.066591114215e-10       1.340167707093e-12      -4.067561702302e-12       0.000000000000e+00       1.451135424728e-15       4.598631101902e-16      -1.802195074843e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1449       1.065215433083e-10       1.331369867296e-12      -3.968731313025e-12       0.000000000000e+00       1.446951687953e-15       4.586482158067e-16      -1.736049625750e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1450       1.063768355125e-10       1.323027810327e-12      -3.869796744234e-12       0.000000000000e+00       1.442781937019e-15       4.574452837821e-16      -1.669932610630e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1451       1.062250336371e-10       1.315140681199e-12      -3.770791635819e-12       0.000000000000e+00       1.438626126894e-15       4.562518032718e-16      -1.603855117870e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1452       1.060661836513e-10       1.307707612096e-12      -3.671749811701e-12       0.000000000000e+00       1.434484211889e-15       4.550652493321e-16      -1.537828294379e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1453       1.059003318916e-10       1.300727722351e-12      -3.572705280146e-12       0.000000000000e+00       1.430356145652e-15       4.538830828962e-16      -1.471863345677e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1454       1.057275250619e-10       1.294200118415e-12      -3.473692234083e-12       0.000000000000e+00       1.426241881170e-15       4.527027507494e-16      -1.405971536002e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1455       1.055478102350e-10       1.288123893835e-12      -3.374745051418e-12       0.000000000000e+00       1.422141370770e-15       4.515216855050e-16      -1.340164188401e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1456       1.053612348523e-10       1.282498129223e-12      -3.275898295348e-12       0.000000000000e+00       1.418054566111e-15       4.503373055796e-16      -1.274452684835e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1457       1.051678467256e-10       1.277321892230e-12      -3.177186714676e-12       0.000000000000e+00       1.413981418187e-15       4.491470151689e-16      -1.208848466274e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1458       1.049676940368e-10       1.272594237522e-12      -3.078645244128e-12       0.000000000000e+00       1.409921877326e-15       4.479482042231e-16      -1.143363032795e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1459       1.047608253392e-10       1.268314206749e-12      -2.980309004667e-12       0.000000000000e+00       1.405875893185e-15       4.467382484225e-16      -1.078007943685e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1460       1.045472895580e-10       1.264480828521e-12      -2.882213303807e-12       0.000000000000e+00       1.401843414753e-15       4.455145091530e-16      -1.012794817535e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1461       1.043271359911e-10       1.261093118380e-12      -2.784393635931e-12       0.000000000000e+00       1.397824390346e-15       4.442743334818e-16      -9.477353323403e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1462       1.041004143094e-10       1.258150078775e-12      -2.686885682602e-12       0.000000000000e+00       1.393818767607e-15       4.430150541328e-16      -8.828412255999e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1463       1.038671745581e-10       1.255650699030e-12      -2.589725312883e-12       0.000000000000e+00       1.389826493506e-15       4.417339894625e-16      -8.181242944144e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1464       1.036274671570e-10       1.253593955325e-12      -2.492948583646e-12       0.000000000000e+00       1.385847514336e-15       4.404284434350e-16      -7.535963955843e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1465       1.033813429012e-10       1.251978810663e-12      -2.396591739893e-12       0.000000000000e+00       1.381881775712e-15       4.390957055980e-16      -6.892694457094e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1466       1.031288529622e-10       1.250804214845e-12      -2.300691215069e-12       0.000000000000e+00       1.377929222571e-15       4.377330510582e-16      -6.251554212870e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1467       1.028700488877e-10       1.250069104443e-12      -2.205283631375e-12       0.000000000000e+00       1.373989799170e-15       4.363377404570e-16      -5.612663588104e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1468       1.026049826035e-10       1.249772402776e-12      -2.110405800084e-12       0.000000000000e+00       1.370063449085e-15       4.349070199459e-16      -4.976143548680e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1469       1.023337064131e-10       1.249913019877e-12      -2.016094721860e-12       0.000000000000e+00       1.366150115207e-15       4.334381211621e-16      -4.342115662413e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1470       1.020562729991e-10       1.250489852472e-12      -1.922387587068e-12       0.000000000000e+00       1.362249739745e-15       4.319282612040e-16      -3.710702100041e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1471       1.017727354235e-10       1.251501783951e-12      -1.829321776090e-12       0.000000000000e+00       1.358362264220e-15       4.303746426070e-16      -3.082025636209e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1472       1.014831471288e-10       1.252947684340e-12      -1.736934859644e-12       0.000000000000e+00       1.354487629467e-15       4.287744533189e-16      -2.456209650456e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1473       1.011875619380e-10       1.254826410277e-12      -1.645264599093e-12       0.000000000000e+00       1.350625775632e-15       4.271248666753e-16      -1.833378128198e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1474       1.008860340562e-10       1.257136804982e-12      -1.554348946766e-12       0.000000000000e+00       1.346776642170e-15       4.254230413755e-16      -1.213655661718e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1475       1.005786180706e-10       1.259877698232e-12      -1.464226046269e-12       0.000000000000e+00       1.342940167847e-15       4.236661214578e-16      -5.971674511534e-19       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1476       1.002653689514e-10       1.263047906333e-12      -1.374934232801e-12       0.000000000000e+00       1.339116290732e-15       4.218512362752e-16       1.596069452272e-20       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1477       9.994634205260e-11       1.266646232097e-12      -1.286512033471e-12       0.000000000000e+00       1.335304948204e-15       4.199755004709e-16       6.256023565114e-19       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1478       9.962159311255e-11       1.270671464808e-12      -1.198998167611e-12       0.000000000000e+00       1.331506076942e-15       4.180360139539e-16       1.231630505203e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1479       9.929117825476e-11       1.275122380202e-12      -1.112431547091e-12       0.000000000000e+00       1.327719612930e-15       4.160298618744e-16       1.833917499189e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1480       9.895516226690e-11       1.279996928420e-12      -1.026847403508e-12       0.000000000000e+00       1.323945496851e-15       4.139549501483e-16       2.432352610208e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1481       9.861364352628e-11       1.285289789155e-12      -9.422656272460e-13       0.000000000000e+00       1.320183690326e-15       4.118125211115e-16       3.026894789411e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1482       9.826672932210e-11       1.290994792290e-12      -8.587023138036e-13       0.000000000000e+00       1.316434159836e-15       4.096046626774e-16       3.617520420594e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1483       9.791452760056e-11       1.297105727651e-12      -7.761736265660e-13       0.000000000000e+00       1.312696871330e-15       4.073334750663e-16       4.204205841562e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1484       9.755714696605e-11       1.303616344940e-12      -6.946957969088e-13       0.000000000000e+00       1.308971790233e-15       4.050010708262e-16       4.786927344103e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1485       9.719469668222e-11       1.310520353658e-12      -6.142851243012e-13       0.000000000000e+00       1.305258881436e-15       4.026095748540e-16       5.365661173961e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1486       9.682728667318e-11       1.317811423037e-12      -5.349579764086e-13       0.000000000000e+00       1.301558109302e-15       4.001611244174e-16       5.940383530809e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1487       9.645502752463e-11       1.325483181967e-12      -4.567307891959e-13       0.000000000000e+00       1.297869437660e-15       3.976578691754e-16       6.511070568220e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1488       9.607803048504e-11       1.333529218926e-12      -3.796200670307e-13       0.000000000000e+00       1.294192829807e-15       3.951019712004e-16       7.077698393645e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1489       9.569640746674e-11       1.341943081910e-12      -3.036423827858e-13       0.000000000000e+00       1.290528248504e-15       3.924956049989e-16       7.640243068382e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1490       9.531027104710e-11       1.350718278357e-12      -2.288143779429e-13       0.000000000000e+00       1.286875655979e-15       3.898409575331e-16       8.198680607552e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1491       9.491973446968e-11       1.359848275082e-12      -1.551527626951e-13       0.000000000000e+00       1.283235013923e-15       3.871402282423e-16       8.752986980069e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1492       9.452491164537e-11       1.369326498198e-12      -8.267431605027e-14       0.000000000000e+00       1.279606283486e-15       3.843956290639e-16       9.303138108618e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1493       9.412591715356e-11       1.379146333055e-12      -1.139588593402e-14       0.000000000000e+00       1.275989425283e-15       3.816093844548e-16       9.849109869623e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1494       9.372286624322e-11       1.389301124157e-12       5.866561070732e-14       0.000000000000e+00       1.272384399387e-15       3.787837314130e-16       1.039087809322e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1495       9.331587483414e-11       1.399784175100e-12       1.274931878036e-13       0.000000000000e+00       1.268791165331e-15       3.759209194985e-16       1.092841856325e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1496       9.290505951802e-11       1.410588748496e-12       1.950697900578e-13       0.000000000000e+00       1.265209682105e-15       3.730232108547e-16       1.146170701718e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1497       9.249053755960e-11       1.421708065904e-12       2.613782928431e-13       0.000000000000e+00       1.261639908156e-15       3.700928802301e-16       1.199071914615e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1498       9.207242689787e-11       1.433135307757e-12       3.264015020996e-13       0.000000000000e+00       1.258081801386e-15       3.671322149990e-16       1.251543059488e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1499       9.165084614718e-11       1.444863613291e-12       3.901221542315e-13       0.000000000000e+00       1.254535319152e-15       3.641435151833e-16       1.303581696168e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1500       9.122591459837e-11       1.456886080474e-12       4.525229160040e-13       0.000000000000e+00       1.251000418263e-15       3.611290934734e-16       1.355185379843e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1501       9.079775221995e-11       1.469195765936e-12       5.135863844402e-13       0.000000000000e+00       1.247477054982e-15       3.580912752498e-16       1.406351661050e-17       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
