# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
# -> for galaxy lensing (lens[i]), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:dens[1]-dens[1]       10:phi-dens[1]           11:lens[1]-lens[1]       12:dens[1]-lens[1]    
  320       4.387812385218e-10       1.629980367607e-12       1.532034978105e-11       0.000000000000e+00       3.421317975051e-13       6.609326048874e-14       2.137986992316e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  321       4.345063609799e-10       1.654122194104e-12       1.526890637499e-11       0.000000000000e+00       3.387380904550e-13       6.517841281144e-14       2.145086173209e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  322       4.302480788824e-10       1.678245439268e-12       1.521256643676e-11       0.000000000000e+00       3.353864711279e-13       6.427717216692e-14       2.151977784527e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  323       4.260074516013e-10       1.702342026570e-12       1.515134995681e-11       0.000000000000e+00       3.320767498717e-13       6.338936727264e-14       2.158658422201e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  324       4.217855417822e-10       1.726403736985e-12       1.508527879555e-11       0.000000000000e+00       3.288087041677e-13       6.251481452093e-14       2.165124666097e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  325       4.175834152841e-10       1.750422208092e-12       1.501437670077e-11       0.000000000000e+00       3.255820782842e-13       6.165331785815e-14       2.171373080043e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  326       4.134021411199e-10       1.774388933175e-12       1.493866932506e-11       0.000000000000e+00       3.223965829297e-13       6.080466866396e-14       2.177400211861e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  327       4.092427913963e-10       1.798295260323e-12       1.485818424328e-11       0.000000000000e+00       3.192518949065e-13       5.996864563047e-14       2.183202593390e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  328       4.051064412545e-10       1.822132391528e-12       1.477295096990e-11       0.000000000000e+00       3.161476567642e-13       5.914501464143e-14       2.188776740518e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  329       4.009941688102e-10       1.845891381788e-12       1.468300097648e-11       0.000000000000e+00       3.130834764533e-13       5.833352865148e-14       2.194119153211e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  330       3.969070550939e-10       1.869563138206e-12       1.458836770908e-11       0.000000000000e+00       3.100589269787e-13       5.753392756529e-14       2.199226315539e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  331       3.928461839908e-10       1.893138419089e-12       1.448908660565e-11       0.000000000000e+00       3.070735460527e-13       5.674593811680e-14       2.204094695703e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  332       3.888126421818e-10       1.916607833051e-12       1.438519511351e-11       0.000000000000e+00       3.041268357492e-13       5.596927374841e-14       2.208720746070e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  333       3.848075190829e-10       1.939961838109e-12       1.427673270668e-11       0.000000000000e+00       3.012182621568e-13       5.520363449016e-14       2.213100903195e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  334       3.808319067859e-10       1.963190740786e-12       1.416374090342e-11       0.000000000000e+00       2.983472550323e-13       5.444870683896e-14       2.217231587852e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  335       3.768868999989e-10       1.986284695211e-12       1.404626328352e-11       0.000000000000e+00       2.955132074543e-13       5.370416363776e-14       2.221109205060e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  336       3.729735959857e-10       2.009233702218e-12       1.392434550584e-11       0.000000000000e+00       2.927154754766e-13       5.296966395477e-14       2.224730144117e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  337       3.690930945069e-10       2.032027608447e-12       1.379803532564e-11       0.000000000000e+00       2.899533777817e-13       5.224485296265e-14       2.228090778623e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  338       3.652464977597e-10       2.054656105441e-12       1.366738261207e-11       0.000000000000e+00       2.872261953344e-13       5.152936181769e-14       2.231187466510e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  339       3.614349103182e-10       2.077108728753e-12       1.353243936552e-11       0.000000000000e+00       2.845331710352e-13       5.082280753905e-14       2.234016550071e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  340       3.576594390738e-10       2.099374857040e-12       1.339325973510e-11       0.000000000000e+00       2.818735093736e-13       5.012479288793e-14       2.236574355987e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  341       3.539211931751e-10       2.121443711163e-12       1.324990003605e-11       0.000000000000e+00       2.792463760822e-13       4.943490624678e-14       2.238857195359e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  342       3.502212839685e-10       2.143304353291e-12       1.310241876712e-11       0.000000000000e+00       2.766508977893e-13       4.875272149849e-14       2.240861363732e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  343       3.465608249383e-10       2.164945686000e-12       1.295087662804e-11       0.000000000000e+00       2.740861616732e-13       4.807779790558e-14       2.242583141124e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  344       3.429409316470e-10       2.186356451371e-12       1.279533653693e-11       0.000000000000e+00       2.715512151153e-13       4.740967998945e-14       2.244018792060e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  345       3.393627216754e-10       2.207525230091e-12       1.263586364768e-11       0.000000000000e+00       2.690450653536e-13       4.674789740951e-14       2.245164565591e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  346       3.358273145628e-10       2.228440440553e-12       1.247252536743e-11       0.000000000000e+00       2.665666791361e-13       4.609196484241e-14       2.246016695330e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  347       3.323358317476e-10       2.249090337959e-12       1.230539137394e-11       0.000000000000e+00       2.641149823748e-13       4.544138186126e-14       2.246571399479e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  348       3.288893965073e-10       2.269463013415e-12       1.213453363307e-11       0.000000000000e+00       2.616888597985e-13       4.479563281479e-14       2.246824880854e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  349       3.254890374708e-10       2.289547465030e-12       1.196002309177e-11       0.000000000000e+00       2.592873610876e-13       4.415429051227e-14       2.246774352504e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  350       3.221353948548e-10       2.309336862144e-12       1.178191957010e-11       0.000000000000e+00       2.569103294367e-13       4.351733227882e-14       2.246421161514e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  351       3.188290019083e-10       2.328825414925e-12       1.160028148353e-11       0.000000000000e+00       2.545577984219e-13       4.288483679162e-14       2.245767795010e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  352       3.155703800856e-10       2.348007314760e-12       1.141516914345e-11       0.000000000000e+00       2.522297877332e-13       4.225688144004e-14       2.244816867317e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  353       3.123600388916e-10       2.366876734406e-12       1.122664477138e-11       0.000000000000e+00       2.499263030302e-13       4.163354230687e-14       2.243571120987e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  354       3.091984757273e-10       2.385427828149e-12       1.103477251311e-11       0.000000000000e+00       2.476473357991e-13       4.101489414944e-14       2.242033427841e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  355       3.060861757356e-10       2.403654731951e-12       1.083961845285e-11       0.000000000000e+00       2.453928632085e-13       4.040101038082e-14       2.240206790003e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  356       3.030236116466e-10       2.421551563608e-12       1.064125062736e-11       0.000000000000e+00       2.431628479659e-13       3.979196305099e-14       2.238094340938e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  357       3.000112436230e-10       2.439112422899e-12       1.043973904016e-11       0.000000000000e+00       2.409572381743e-13       3.918782282803e-14       2.235699346483e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  358       2.970495191058e-10       2.456331391743e-12       1.023515567564e-11       0.000000000000e+00       2.387759671882e-13       3.858865897929e-14       2.233025205887e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  359       2.941388726599e-10       2.473202534350e-12       1.002757451324e-11       0.000000000000e+00       2.366189534698e-13       3.799453935257e-14       2.230075452847e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  360       2.912797258193e-10       2.489719897376e-12       9.817071541584e-12       0.000000000000e+00       2.344861004461e-13       3.740553035730e-14       2.226853756543e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  361       2.884724869329e-10       2.505877510074e-12       9.603724772642e-12       0.000000000000e+00       2.323772963643e-13       3.682169694570e-14       2.223363922671e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  362       2.857175510098e-10       2.521669384447e-12       9.387614255897e-12       0.000000000000e+00       2.302924141487e-13       3.624310259397e-14       2.219609894485e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  363       2.830152995648e-10       2.537089515406e-12       9.168822092486e-12       0.000000000000e+00       2.282313112570e-13       3.566980928350e-14       2.215595753829e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  364       2.803661004644e-10       2.552131880917e-12       8.947432449360e-12       0.000000000000e+00       2.261938295365e-13       3.510187748196e-14       2.211325722172e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  365       2.777703077716e-10       2.566790442157e-12       8.723531573437e-12       0.000000000000e+00       2.241797950802e-13       3.453936612459e-14       2.206804161647e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  366       2.752282615917e-10       2.581059143669e-12       8.497207805758e-12       0.000000000000e+00       2.221890180838e-13       3.398233259529e-14       2.202035576086e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  367       2.727402879180e-10       2.594931913512e-12       8.268551595642e-12       0.000000000000e+00       2.202212927016e-13       3.343083270782e-14       2.197024612053e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  368       2.703066984773e-10       2.608402663415e-12       8.037655514840e-12       0.000000000000e+00       2.182763969025e-13       3.288492068702e-14       2.191776059887e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  369       2.679277905749e-10       2.621465288934e-12       7.804614271690e-12       0.000000000000e+00       2.163540923272e-13       3.234464914992e-14       2.186294854728e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  370       2.656038469407e-10       2.634113669598e-12       7.569524725270e-12       0.000000000000e+00       2.144541241438e-13       3.181006908697e-14       2.180586077561e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  371       2.633351355746e-10       2.646341669069e-12       7.332485899557e-12       0.000000000000e+00       2.125762209044e-13       3.128122984318e-14       2.174654956251e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  372       2.611219095916e-10       2.658143135292e-12       7.093598997578e-12       0.000000000000e+00       2.107200944016e-13       3.075817909934e-14       2.168506866573e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  373       2.589644070679e-10       2.669511900648e-12       6.852967415565e-12       0.000000000000e+00       2.088854395245e-13       3.024096285316e-14       2.162147333256e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  374       2.568628508861e-10       2.680441782110e-12       6.610696757112e-12       0.000000000000e+00       2.070719341152e-13       2.972962540045e-14       2.155582031012e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  375       2.548174485804e-10       2.690926581391e-12       6.366894847328e-12       0.000000000000e+00       2.052792388253e-13       2.922420931634e-14       2.148816785578e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  376       2.528283921830e-10       2.700960085104e-12       6.121671746993e-12       0.000000000000e+00       2.035069969720e-13       2.872475543639e-14       2.141857574746e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  377       2.508958580685e-10       2.710536064908e-12       5.875139766710e-12       0.000000000000e+00       2.017548343945e-13       2.823130283782e-14       2.134710529403e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  378       2.490200068004e-10       2.719648277668e-12       5.627413481065e-12       0.000000000000e+00       2.000223593104e-13       2.774388882068e-14       2.127381934568e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  379       2.472009829760e-10       2.728290465604e-12       5.378609742776e-12       0.000000000000e+00       1.983091621718e-13       2.726254888900e-14       2.119878230423e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  380       2.454389150721e-10       2.736456356444e-12       5.128847696849e-12       0.000000000000e+00       1.966148155222e-13       2.678731673199e-14       2.112206013352e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  381       2.437339152904e-10       2.744139663581e-12       4.878248794738e-12       0.000000000000e+00       1.949388738522e-13       2.631822420523e-14       2.104372036978e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  382       2.420860794034e-10       2.751334086223e-12       4.626936808494e-12       0.000000000000e+00       1.932808734562e-13       2.585530131180e-14       2.096383213196e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  383       2.404954865994e-10       2.758033309544e-12       4.375037844919e-12       0.000000000000e+00       1.916403322885e-13       2.539857618353e-14       2.088246613213e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  384       2.389621993283e-10       2.764231004845e-12       4.122680359728e-12       0.000000000000e+00       1.900167498200e-13       2.494807506210e-14       2.079969468578e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  385       2.374862631471e-10       2.769920829700e-12       3.869995171694e-12       0.000000000000e+00       1.884096068941e-13       2.450382228026e-14       2.071559172224e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  386       2.360677065652e-10       2.775096428111e-12       3.617115476813e-12       0.000000000000e+00       1.868183655835e-13       2.406584024301e-14       2.063023279501e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  387       2.347065408903e-10       2.779751430663e-12       3.364176862450e-12       0.000000000000e+00       1.852424690460e-13       2.363414940877e-14       2.054369509212e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  388       2.334027433264e-10       2.783880566747e-12       3.111305925977e-12       0.000000000000e+00       1.836814414442e-13       2.320876076962e-14       2.045604519617e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  389       2.321562058878e-10       2.787483046782e-12       2.858585632454e-12       0.000000000000e+00       1.821351921165e-13       2.278965302033e-14       2.036730183858e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  390       2.309667842714e-10       2.790559306807e-12       2.606088688901e-12       0.000000000000e+00       1.806037225013e-13       2.237679449840e-14       2.027747177247e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  391       2.298343142634e-10       2.793109908871e-12       2.353888827892e-12       0.000000000000e+00       1.790870270386e-13       2.197015058315e-14       2.018656189778e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  392       2.287586115721e-10       2.795135542069e-12       2.102060812649e-12       0.000000000000e+00       1.775850931048e-13       2.156968367095e-14       2.009457926191e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  393       2.277394716599e-10       2.796637023577e-12       1.850680442134e-12       0.000000000000e+00       1.760979009494e-13       2.117535315042e-14       2.000153106033e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  394       2.267766695754e-10       2.797615299694e-12       1.599824556146e-12       0.000000000000e+00       1.746254236305e-13       2.078711537765e-14       1.990742463721e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  395       2.258699597856e-10       2.798071446874e-12       1.349571040417e-12       0.000000000000e+00       1.731676269510e-13       2.040492365141e-14       1.981226748601e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  396       2.250190760082e-10       2.798006672770e-12       1.099998831700e-12       0.000000000000e+00       1.717244693939e-13       2.002872818838e-14       1.971606725014e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  397       2.242237310438e-10       2.797422317264e-12       8.511879228734e-13       0.000000000000e+00       1.702959020589e-13       1.965847609833e-14       1.961883172356e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  398       2.234836166079e-10       2.796319853511e-12       6.032193680263e-13       0.000000000000e+00       1.688818685979e-13       1.929411135937e-14       1.952056885137e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  399       2.227984031635e-10       2.794700888970e-12       3.561752875595e-13       0.000000000000e+00       1.674823051510e-13       1.893557479315e-14       1.942128673049e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  400       2.221677397528e-10       2.792567166449e-12       1.101388732773e-13       0.000000000000e+00       1.660971402823e-13       1.858280404007e-14       1.932099361025e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  401       2.215912538297e-10       2.789920565135e-12      -1.348056065170e-13       0.000000000000e+00       1.647262949157e-13       1.823573353450e-14       1.921969789299e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  402       2.210685510920e-10       2.786763101637e-12      -3.785728019269e-13       0.000000000000e+00       1.633696822714e-13       1.789429447997e-14       1.911740813471e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  403       2.205992153136e-10       2.783096931017e-12      -6.210762763678e-13       0.000000000000e+00       1.620272078009e-13       1.755841482443e-14       1.901413304568e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  404       2.201828081763e-10       2.778924347837e-12      -8.622285014723e-13       0.000000000000e+00       1.606987691235e-13       1.722801923543e-14       1.890988149103e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  405       2.198188691026e-10       2.774247787186e-12      -1.101940851996e-12       0.000000000000e+00       1.593842559620e-13       1.690302907533e-14       1.880466249145e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  406       2.195069150877e-10       2.769069825725e-12      -1.340123600722e-12       0.000000000000e+00       1.580835500788e-13       1.658336237654e-14       1.869848522371e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  407       2.192464405313e-10       2.763393182719e-12      -1.576685913367e-12       0.000000000000e+00       1.567965252114e-13       1.626893381672e-14       1.859135902134e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  408       2.190369170703e-10       2.757220721079e-12      -1.811535843487e-12       0.000000000000e+00       1.555230470085e-13       1.595965469397e-14       1.848329337526e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  409       2.188777934108e-10       2.750555448398e-12      -2.044580327382e-12       0.000000000000e+00       1.542629729661e-13       1.565543290209e-14       1.837429793433e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  410       2.187684951604e-10       2.743400517984e-12      -2.275725179001e-12       0.000000000000e+00       1.530161523630e-13       1.535617290578e-14       1.826438250606e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  411       2.187084246600e-10       2.735759229906e-12      -2.504875084847e-12       0.000000000000e+00       1.517824261969e-13       1.506177571581e-14       1.815355705717e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  412       2.186969608166e-10       2.727635032021e-12      -2.731933598886e-12       0.000000000000e+00       1.505616271204e-13       1.477213886429e-14       1.804183171421e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  413       2.187334589350e-10       2.719031521022e-12      -2.956803137447e-12       0.000000000000e+00       1.493535793767e-13       1.448715637987e-14       1.792921676421e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  414       2.188172505504e-10       2.709952443467e-12      -3.179384974131e-12       0.000000000000e+00       1.481580987355e-13       1.420671876293e-14       1.781572265529e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  415       2.189476432601e-10       2.700401696820e-12      -3.399579234715e-12       0.000000000000e+00       1.469749924292e-13       1.393071296081e-14       1.770135999725e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  416       2.191239205562e-10       2.690383330490e-12      -3.617284892058e-12       0.000000000000e+00       1.458040590882e-13       1.365902234303e-14       1.758613956225e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  417       2.193453416574e-10       2.679901546864e-12      -3.832399761005e-12       0.000000000000e+00       1.446450886774e-13       1.339152667651e-14       1.747007228536e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  418       2.196111413416e-10       2.668960702347e-12      -4.044820493296e-12       0.000000000000e+00       1.434978624318e-13       1.312810210074e-14       1.735316926524e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  419       2.199205297777e-10       2.657565308401e-12      -4.254442572466e-12       0.000000000000e+00       1.423621527924e-13       1.286862110304e-14       1.723544176470e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  420       2.202726923581e-10       2.645720032579e-12      -4.461160308755e-12       0.000000000000e+00       1.412377233420e-13       1.261295249378e-14       1.711690121138e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  421       2.206667895305e-10       2.633429699564e-12      -4.664866834009e-12       0.000000000000e+00       1.401243287415e-13       1.236096138155e-14       1.699755919834e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  422       2.211019566306e-10       2.620699292208e-12      -4.865454096591e-12       0.000000000000e+00       1.390217146652e-13       1.211250914839e-14       1.687742748467e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  423       2.215773037140e-10       2.607533952564e-12      -5.062812856281e-12       0.000000000000e+00       1.379296177373e-13       1.186745342502e-14       1.675651799613e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  424       2.220919153885e-10       2.593938982932e-12      -5.256832679185e-12       0.000000000000e+00       1.368477654672e-13       1.162564806605e-14       1.663484282575e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  425       2.226448506460e-10       2.579919846887e-12      -5.447401932638e-12       0.000000000000e+00       1.357758761859e-13       1.138694312519e-14       1.651241423449e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  426       2.232351426954e-10       2.565482170323e-12      -5.634407780110e-12       0.000000000000e+00       1.347136589817e-13       1.115118483044e-14       1.638924465179e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  427       2.238618756434e-10       2.550631977431e-12      -5.817749676262e-12       0.000000000000e+00       1.336608642278e-13       1.091824514726e-14       1.626534688363e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  428       2.245244177561e-10       2.535376405364e-12      -5.997380368161e-12       0.000000000000e+00       1.326174371902e-13       1.068811162611e-14       1.614073474298e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  429       2.252221958039e-10       2.519723015924e-12      -6.173266278979e-12       0.000000000000e+00       1.315833695201e-13       1.046080056296e-14       1.601542244202e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  430       2.259546188120e-10       2.503679564007e-12      -6.345374137636e-12       0.000000000000e+00       1.305586491030e-13       1.023632768216e-14       1.588942438739e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  431       2.267210779429e-10       2.487253998794e-12      -6.513670982572e-12       0.000000000000e+00       1.295432600281e-13       1.001470813112e-14       1.576275518102e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  432       2.275209463794e-10       2.470454464941e-12      -6.678124165511e-12       0.000000000000e+00       1.285371825573e-13       9.795956474936e-15       1.563542962083e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  433       2.283535792070e-10       2.453289303771e-12      -6.838701355237e-12       0.000000000000e+00       1.275403930946e-13       9.580086691032e-15       1.550746270153e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  434       2.292183132967e-10       2.435767054468e-12      -6.995370541361e-12       0.000000000000e+00       1.265528641546e-13       9.367112163811e-15       1.537886961533e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  435       2.301144671876e-10       2.417896455265e-12      -7.148100038089e-12       0.000000000000e+00       1.255745643321e-13       9.157045679290e-15       1.524966575273e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  436       2.310413409694e-10       2.399686444640e-12      -7.296858487996e-12       0.000000000000e+00       1.246054582713e-13       8.949899419740e-15       1.511986670327e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  437       2.319982161653e-10       2.381146162503e-12      -7.441614865792e-12       0.000000000000e+00       1.236455066343e-13       8.745684958331e-15       1.498948825629e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  438       2.329843556145e-10       2.362284951392e-12      -7.582338482092e-12       0.000000000000e+00       1.226946660711e-13       8.544413253773e-15       1.485854640166e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
