# Quadrupole moment of PT power spectra at redshift z=0.61
# for k=1.04735e-05 to 109.569 h/Mpc,
# number of wavenumbers equal to 586
#    1:k (h/Mpc)              2:P_vv (Mpc/h)^3         3:P_vd (Mpc/h)^3         4:P_dd (Mpc/h)^3         5:P_CTR (Mpc/h)^3        6:Ib1b2 (Mpc/h)^3        7:Ib2 (Mpc/h)^3          8:Ib1bG2 (Mpc/h)^3       9:IbG2 (Mpc/h)^3        10:IFG2 (Mpc/h)^3        11:Ib2b2 (Mpc/h)^3       12:Ib2bG2 (Mpc/h)^3      13:IbG2bG2 (Mpc/h)^3     14:Ptree_vv (Mpc/h)^3    15:Ptree_vd (Mpc/h)^3 
       1.214974676232e-02      -4.765021171224e+01      -8.916274382846e+01      -9.724970421422e+00      -9.810868115849e-01       9.629747661202e+00      -1.318499803380e+01      -6.723397791444e+00       8.848531117813e-01      -7.557966781976e+01       2.203987001007e-02       1.111705542489e-01       3.708536657759e-02       4.520058778061e+03       1.329237909836e+04 
       1.227887886751e-02      -4.874388063566e+01      -9.120479645357e+01      -9.919630277224e+00      -1.004936725458e+00       9.840843059084e+00      -1.338394949292e+01      -6.945400475914e+00       8.840802751185e-01      -7.730025285198e+01       2.248046118933e-02       1.130286679004e-01       3.808549146432e-02       4.533070086856e+03       1.333064215146e+04 
       1.240804769196e-02      -4.984621030636e+01      -9.326257239110e+01      -1.011454257777e+01      -1.029029478873e+00       1.005425499151e+01      -1.358246967791e+01      -7.171705214792e+00       8.821450671478e-01      -7.903400124234e+01       2.292489623950e-02       1.148903652556e-01       3.909641015918e-02       4.545610159207e+03       1.336751941430e+04 
       1.253725306635e-02      -5.095696508059e+01      -9.533560781814e+01      -1.030962266055e+01      -1.053361266939e+00       1.026997850732e+01      -1.378051431824e+01      -7.402323844263e+00       8.790119269396e-01      -8.078054706483e+01       2.337315352744e-02       1.167553525590e-01       4.011790462270e-02       4.557681912995e+03       1.340301946765e+04 
       1.266649485135e-02      -5.207595192281e+01      -9.742351993421e+01      -1.050479984774e+01      -1.077929075067e+00       1.048800798361e+01      -1.397804103453e+01      -7.637265323872e+00       8.746461719845e-01      -8.253958681872e+01       2.382522166725e-02       1.186233366243e-01       4.114976933987e-02       4.569291707804e+03       1.343716101347e+04 
       1.279577293663e-02      -5.320301738561e+01      -9.952600127348e+01      -1.070001653652e+01      -1.102730624824e+00       1.070833719743e+01      -1.417500920541e+01      -7.876535963668e+00       8.690139025518e-01      -8.431087516179e+01       2.428110122824e-02       1.204940567150e-01       4.219177545463e-02       4.580449109280e+03       1.346997218196e+04 
       1.292508724011e-02      -5.433800953191e+01      -1.016427471409e+02      -1.089521552483e+01      -1.127763666401e+00       1.093095992868e+01      -1.437137823170e+01      -8.120141986033e+00       8.620812302967e-01      -8.609416887982e+01       2.474075976067e-02       1.223672093976e-01       4.324369524949e-02       4.591163824766e+03       1.350148152003e+04 
       1.305443770708e-02      -5.548077636030e+01      -1.037734527530e+02      -1.109033958839e+01      -1.153025950773e+00       1.115586998743e+01      -1.456710750340e+01      -8.368089690200e+00       8.538141888812e-01      -8.788922469370e+01       2.520419726453e-02       1.242425447521e-01       4.430530043771e-02       4.601445581747e+03       1.353171763384e+04 
       1.318382430956e-02      -5.663116583576e+01      -1.059178131986e+02      -1.128533146025e+01      -1.178515229798e+00       1.138306121790e+01      -1.476215638831e+01      -8.620385418671e+00       8.441787812253e-01      -8.969579925770e+01       2.567139096808e-02       1.261197695924e-01       4.537637468767e-02       4.611304127298e+03       1.356070918709e+04 
       1.331324704556e-02      -5.778901518473e+01      -1.080755028267e+02      -1.148013042125e+01      -1.204229032473e+00       1.161252733395e+01      -1.495648468861e+01      -8.877034883738e+00       8.331412271503e-01      -9.151363358932e+01       2.614234257920e-02       1.279986009794e-01       4.645667832675e-02       4.620748356989e+03       1.358848233953e+04 
       1.344270593848e-02      -5.895410043738e+01      -1.102460780700e+02      -1.167465661771e+01      -1.230163610324e+00       1.184426118014e+01      -1.515005488956e+01      -9.138040052311e+00       8.206693524544e-01      -9.334237975220e+01       2.661702875685e-02       1.298787901319e-01       4.754599445405e-02       4.629782212625e+03       1.361504868293e+04 
       1.357220103656e-02      -6.012617582167e+01      -1.124290532321e+02      -1.186882334678e+01      -1.256314760542e+00       1.207825530724e+01      -1.534283041972e+01      -9.403401587048e+00       8.067315379975e-01      -9.518165808837e+01       2.709543982304e-02       1.317600757440e-01       4.864408453552e-02       4.638407882678e+03       1.364041465316e+04 
       1.370173241236e-02      -6.130499533668e+01      -1.146239422073e+02      -1.206254372967e+01      -1.282678277748e+00       1.231450232243e+01      -1.553477466555e+01      -9.673120195581e+00       7.912960986014e-01      -9.703108859373e+01       2.757757520847e-02       1.336422084651e-01       4.975070889852e-02       4.646627558660e+03       1.366458669485e+04 
       1.383130016222e-02      -6.249031279764e+01      -1.168302584655e+02      -1.225573083525e+01      -1.309249954588e+00       1.255299483113e+01      -1.572585102259e+01      -9.947196639624e+00       7.743312950049e-01      -9.889029097953e+01       2.806340246341e-02       1.355249275586e-01       5.086564039487e-02       4.654443436705e+03       1.368757126628e+04 
       1.396090440591e-02      -6.368188182448e+01      -1.190475150884e+02      -1.244829757866e+01      -1.336025581787e+00       1.279372550426e+01      -1.591602280158e+01      -1.022563175490e+01       7.558053122308e-01      -1.007588846855e+02       2.855292158785e-02       1.374079831047e-01       5.198862853536e-02       4.661857717196e+03       1.370937483829e+04 
       1.409054528613e-02      -6.487946194470e+01      -1.212752362981e+02      -1.264015884197e+01      -1.363001053317e+00       1.303668686074e+01      -1.610525389848e+01      -1.050842569626e+01       7.356867150208e-01      -1.026364984558e+02       2.904612176521e-02       1.392911143669e-01       5.311946723567e-02       4.668873043592e+03       1.373000518460e+04 
       1.422022296826e-02      -6.608284389279e+01      -1.235130055816e+02      -1.283123997310e+01      -1.390172803285e+00       1.328187052968e+01      -1.629351108704e+01      -1.079557488057e+01       7.139461642558e-01      -1.045228102582e+02       2.954300242621e-02       1.411740941970e-01       5.425790714518e-02       4.675494327117e+03       1.374947674795e+04 
       1.434993763993e-02      -6.729182833738e+01      -1.257604252549e+02      -1.302146963389e+01      -1.417537439168e+00       1.352926790049e+01      -1.648076209571e+01      -1.108707458610e+01       6.905549282533e-01      -1.064175138143e+02       3.004353225968e-02       1.430566721057e-01       5.540369777466e-02       4.681727214053e+03       1.376780613261e+04 
       1.447968951079e-02      -6.850621585150e+01      -1.280170974176e+02      -1.321077638651e+01      -1.445091568183e+00       1.377887040646e+01      -1.666697458860e+01      -1.138292014522e+01       6.654842428808e-01      -1.083203026386e+02       3.054771012704e-02       1.449386414395e-01       5.655662279251e-02       4.687577359824e+03       1.378500996981e+04 
       1.460947881223e-02      -6.972580688803e+01      -1.302826238879e+02      -1.339908870718e+01      -1.472831797239e+00       1.403066948085e+01      -1.685211620877e+01      -1.168310695405e+01       6.387052688591e-01      -1.102308700947e+02       3.105553659759e-02       1.468197642336e-01       5.771644252611e-02       4.693050428461e+03       1.380110491606e+04 
       1.473930579715e-02      -7.095040179169e+01      -1.325566061922e+02      -1.358633495256e+01      -1.500754732972e+00       1.428465663321e+01      -1.703615457594e+01      -1.198763048727e+01       6.101891105491e-01      -1.121489093699e+02       3.156697865228e-02       1.486997905681e-01       5.888291844138e-02       4.698152092354e+03       1.381610765249e+04 
       1.486917073977e-02      -7.217979897387e+01      -1.348386421229e+02      -1.377244281725e+01      -1.528856941092e+00       1.454082335033e+01      -1.721905744132e+01      -1.229648606529e+01       5.799069406268e-01      -1.140741112299e+02       3.208204767700e-02       1.505785137893e-01       6.005580118772e-02       4.702887918004e+03       1.383003454880e+04 
       1.499907393542e-02      -7.341377112531e+01      -1.371282791363e+02      -1.395733139549e+01      -1.557134404143e+00       1.479916042559e+01      -1.740079508607e+01      -1.260966608860e+01       5.478320131059e-01      -1.160061341995e+02       3.260073228587e-02       1.524557056105e-01       6.123487329492e-02       4.707261845231e+03       1.384289719102e+04 
       1.512901570044e-02      -7.465207155395e+01      -1.394250268709e+02      -1.414091336446e+01      -1.585582667500e+00       1.505965815140e+01      -1.758133965865e+01      -1.292716076480e+01       5.139391156771e-01      -1.179446125563e+02       3.312301141503e-02       1.543311605168e-01       6.241989565965e-02       4.711276596353e+03       1.385470358480e+04 
       1.525899637203e-02      -7.589445291651e+01      -1.417283936430e+02      -1.432310109736e+01      -1.614197263954e+00       1.532230683154e+01      -1.776066333995e+01      -1.324896035440e+01       4.782030018739e-01      -1.198891797276e+02       3.364888449518e-02       1.562046821017e-01       6.361063999515e-02       4.714934866593e+03       1.386546165617e+04 
       1.538901630818e-02      -7.714066765335e+01      -1.440378872710e+02      -1.450380683812e+01      -1.642973724171e+00       1.558709684666e+01      -1.793873824596e+01      -1.357505516289e+01       4.405983506518e-01      -1.218394688167e+02       3.417832989316e-02       1.580760540336e-01       6.480686833664e-02       4.718239353307e+03       1.387517933737e+04 
       1.551907588757e-02      -7.839046796629e+01      -1.463530150966e+02      -1.468294265478e+01      -1.671907576662e+00       1.585401858765e+01      -1.811553649268e+01      -1.390543557036e+01       4.010997846068e-01      -1.237951126195e+02       3.471135842555e-02       1.599450696591e-01       6.600834101150e-02       4.721192755734e+03       1.388386456615e+04 
       1.564917550952e-02      -7.964360586192e+01      -1.486732839629e+02      -1.486042048672e+01      -1.700994347753e+00       1.612306250974e+01      -1.829103013121e+01      -1.424009205594e+01       3.596818528955e-01      -1.257557436075e+02       3.524795984506e-02       1.618115337102e-01       6.721484168812e-02       4.723797774790e+03       1.389152528531e+04 
       1.577931559401e-02      -8.089984785410e+01      -1.509982288157e+02      -1.503615731099e+01      -1.730229839798e+00       1.639421891728e+01      -1.846519188497e+01      -1.457901440251e+01       3.163196671370e-01      -1.277210155213e+02       3.578811137995e-02       1.636752395335e-01       6.842611930800e-02       4.726057782877e+03       1.389817141222e+04 
       1.590949658161e-02      -8.215902905830e+01      -1.533275171543e+02      -1.521009406965e+01      -1.759611147552e+00       1.666747733242e+01      -1.863799766033e+01      -1.492218910472e+01       2.709912389322e-01      -1.296906821467e+02       3.633180335223e-02       1.655360032471e-01       6.964195810883e-02       4.727979270918e+03       1.390382203508e+04 
       1.603971893355e-02      -8.342100447144e+01      -1.556608549056e+02      -1.538217863189e+01      -1.789135742396e+00       1.694282707066e+01      -1.880942426311e+01      -1.526960172073e+01       2.236753837248e-01      -1.316645263452e+02       3.687904600918e-02       1.673936392612e-01       7.086213948184e-02       4.729569643396e+03       1.390849892867e+04 
       1.616998313173e-02      -8.468562904717e+01      -1.579979478228e+02      -1.555235873713e+01      -1.818801097145e+00       1.722025749190e+01      -1.897944846841e+01      -1.562123787643e+01       1.743508401037e-01      -1.336423308939e+02       3.742982796493e-02       1.692479739413e-01       7.208642603156e-02       4.730836314990e+03       1.391222389770e+04 
       1.630028967877e-02      -8.595275765317e+01      -1.603385014877e+02      -1.572058204735e+01      -1.848604686016e+00       1.749975800898e+01      -1.914804701774e+01      -1.597708330477e+01       1.229962828971e-01      -1.356238785138e+02       3.798413897219e-02       1.710988456079e-01       7.331459971852e-02       4.731786710489e+03       1.391501877669e+04 
       1.643063909811e-02      -8.722224513493e+01      -1.626822213186e+02      -1.588679611808e+01      -1.878543984645e+00       1.778131808998e+01      -1.931519659795e+01      -1.633712381553e+01       6.959029869258e-02      -1.376089518384e+02       3.854195796709e-02       1.729460464688e-01       7.454644364182e-02       4.732428264872e+03       1.391690543005e+04 
       1.656103193409e-02      -8.849394625140e+01      -1.650288125398e+02      -1.605094839440e+01      -1.908616470093e+00       1.806492723541e+01      -1.948087387541e+01      -1.670134528340e+01       1.411138811432e-02      -1.395973334144e+02       3.910330544421e-02       1.747894148448e-01       7.578171869812e-02       4.732768423355e+03       1.391790575233e+04 
       1.669146875206e-02      -8.976770325414e+01      -1.673779560123e+02      -1.621298196802e+01      -1.938819354199e+00       1.835057488088e+01      -1.964505607951e+01      -1.706973309346e+01      -4.346138461266e-02      -1.415887880765e+02       3.966814895381e-02       1.766287759625e-01       7.702021880310e-02       4.732813910546e+03       1.391803951893e+04 
       1.682195013851e-02      -9.104329377648e+01      -1.697292070799e+02      -1.637281785626e+01      -1.969148466183e+00       1.863824971226e+01      -1.980772368802e+01      -1.744226964714e+01      -1.031457398927e-01      -1.435829891609e+02       4.023650045106e-02       1.784639675733e-01       7.826171567001e-02       4.732567667497e+03       1.391731537881e+04 
       1.695247670125e-02      -9.232047432468e+01      -1.720820800260e+02      -1.653036983276e+01      -1.999599185956e+00       1.892794021956e+01      -1.996885820914e+01      -1.781893641962e+01      -1.649584223607e-01      -1.455795801215e+02       4.080834798078e-02       1.802948376759e-01       7.950601403111e-02       4.732031410237e+03       1.391573837835e+04 
       1.708304906952e-02      -9.359900112092e+01      -1.744360885256e+02      -1.668555143321e+01      -2.030166890208e+00       1.921963498047e+01      -2.012844109701e+01      -1.819971496522e+01      -2.289162398434e-01      -1.475782039848e+02       4.138368129570e-02       1.821212450852e-01       8.075288559964e-02       4.731206852712e+03       1.391331355783e+04 
       1.721366789423e-02      -9.487863010786e+01      -1.767907455606e+02      -1.683827601850e+01      -2.060846952522e+00       1.951332258351e+01      -2.028645377329e+01      -1.858458693447e+01      -2.950361003628e-01      -1.495785033653e+02       4.196249982651e-02       1.839430378001e-01       8.200214649373e-02       4.730095707230e+03       1.391004595278e+04 
       1.734433384812e-02      -9.615911687805e+01      -1.791455634422e+02      -1.698845674460e+01      -2.091634743259e+00       1.980899169347e+01      -2.044287760499e+01      -1.897353408606e+01      -3.633349853802e-01      -1.515801204541e+02       4.254479332594e-02       1.857600524330e-01       8.325357867392e-02       4.728699684371e+03       1.390594059354e+04 
       1.747504762601e-02      -9.744021673427e+01      -1.815000537977e+02      -1.713600653802e+01      -2.122525629433e+00       2.010663104972e+01      -2.059769391644e+01      -1.936653825610e+01      -4.338299651664e-01      -1.535826969934e+02       4.313056122469e-02       1.875721483686e-01       8.450695499201e-02       4.727020492805e+03       1.390100250489e+04 
       1.760580994501e-02      -9.872168629151e+01      -1.838537307543e+02      -1.728083870617e+01      -2.153515005433e+00       2.040622939277e+01      -2.075088408604e+01      -1.976358131146e+01      -5.065380980373e-01      -1.555858768770e+02       4.371979327547e-02       1.893791730362e-01       8.576208985828e-02       4.725059903718e+03       1.389523689548e+04 
       1.773662154480e-02      -1.000033230469e+02      -1.862061877340e+02      -1.742288090093e+01      -2.184599028685e+00       2.070777507259e+01      -2.090243178247e+01      -2.016464330749e+01      -5.814740108554e-01      -1.575893692596e+02       4.431249972556e-02       1.911809858200e-01       8.701876694112e-02       4.722821290049e+03       1.388865368428e+04 
       1.786748318785e-02      -1.012849672128e+02      -1.885571010927e+02      -1.756207583313e+01      -2.215774654441e+00       2.101125597119e+01      -2.105232309674e+01      -2.056970234404e+01      -6.586497345039e-01      -1.595929515097e+02       4.490865951111e-02       1.929774785545e-01       8.827680122009e-02       4.720309699397e+03       1.388126771505e+04 
       1.799839565976e-02      -1.025664608807e+02      -1.909061506925e+02      -1.769836673679e+01      -2.247038875216e+00       2.131666001500e+01      -2.120054418476e+01      -2.097873657503e+01      -7.380772788023e-01      -1.615964039945e+02       4.550827206282e-02       1.947685089161e-01       8.953600824404e-02       4.717530263145e+03       1.387309407790e+04 
       1.812935976953e-02      -1.038476459255e+02      -1.932530159536e+02      -1.783169666946e+01      -2.278388683350e+00       2.162397517257e+01      -2.134708115862e+01      -2.139172420961e+01      -8.197687406719e-01      -1.635995068954e+02       4.611133738069e-02       1.965539693084e-01       9.079620356181e-02       4.714488118276e+03       1.386414787944e+04 
       1.826037634990e-02      -1.051283640800e+02      -1.955973758829e+02      -1.796200850763e+01      -2.309821070936e+00       2.193318950125e+01      -2.149192008770e+01      -2.180864360836e+01      -9.037363240614e-01      -1.656020401638e+02       4.671784521743e-02       1.983337287938e-01       9.205718051980e-02       4.711188407531e+03       1.385444424320e+04 
       1.839144625766e-02      -1.064084568722e+02      -1.979389090215e+02      -1.808924495076e+01      -2.341333029756e+00       2.224429112159e+01      -2.163504698674e+01      -2.222947318594e+01      -9.899923000959e-01      -1.676037835242e+02       4.732780582032e-02       2.001076678206e-01       9.331876548344e-02       4.707636279468e+03       1.384399830984e+04 
       1.852257037400e-02      -1.076877656343e+02      -2.002772934127e+02      -1.821334849392e+01      -2.372921551202e+00       2.255726819797e+01      -2.177644781581e+01      -2.265419151982e+01      -1.078549069130e+00      -1.696045164828e+02       4.794119755622e-02       2.018756571592e-01       9.458076318500e-02       4.703836888623e+03       1.383282523755e+04 
       1.865374960492e-02      -1.089661310904e+02      -2.026122058844e+02      -1.833426134925e+01      -2.404583612605e+00       2.287210893976e+01      -2.191610869837e+01      -2.308277709071e+01      -1.169418857885e+00      -1.716040173607e+02       4.855803124170e-02       2.036375977524e-01       9.584298860403e-02       4.699795317845e+03       1.382093997378e+04 
       1.878498488157e-02      -1.102433885046e+02      -2.049433131243e+02      -1.845192433924e+01      -2.436316017272e+00       2.318880117488e+01      -2.205401846148e+01      -2.351520665206e+01      -1.262610863300e+00      -1.736020524377e+02       4.917829662947e-02       2.053933603707e-01       9.710525785868e-02       4.695515664114e+03       1.380835456667e+04 
       1.891627716068e-02      -1.115193692966e+02      -2.072702746447e+02      -1.856627724345e+01      -2.468115447715e+00       2.350733241645e+01      -2.219016779945e+01      -2.395145571970e+01      -1.358132175926e+00      -1.755983795642e+02       4.980199315023e-02       2.071428573427e-01       9.836741837823e-02       4.691001343549e+03       1.379507906224e+04 
       1.904762742497e-02      -1.127939045602e+02      -2.095927492309e+02      -1.867725963646e+01      -2.499978582526e+00       2.382769030795e+01      -2.232454738613e+01      -2.439149991761e+01      -1.455989952926e+00      -1.775927560816e+02       5.042912080400e-02       2.088859913193e-01       9.962929652811e-02       4.686255760607e+03       1.378112347216e+04 
       1.917903668358e-02      -1.140668251083e+02      -2.119103950065e+02      -1.878481080880e+01      -2.531902098621e+00       2.414986252531e+01      -2.245714784978e+01      -2.483531495687e+01      -1.556191457347e+00      -1.795849389597e+02       5.105968016006e-02       2.106226865844e-01       1.008907403069e-01       4.681282321667e+03       1.376649781372e+04 
       1.931050597254e-02      -1.153379614917e+02      -2.142228694573e+02      -1.888886985686e+01      -2.563882671114e+00       2.447383682131e+01      -2.258795977715e+01      -2.528287670057e+01      -1.658744041617e+00      -1.815746847991e+02       5.169365983254e-02       2.123528338335e-01       1.021515760801e-01       4.676084435028e+03       1.375121210989e+04 
       1.944203635524e-02      -1.166071439385e+02      -2.165298293726e+02      -1.898937559353e+01      -2.595916973174e+00       2.479960102446e+01      -2.271697366729e+01      -2.573416111029e+01      -1.763655165191e+00      -1.835617498203e+02       5.233107006872e-02       2.140763362869e-01       1.034116410296e-01       4.670665510986e+03       1.373527638955e+04 
       1.957362892291e-02      -1.178742023813e+02      -2.188309308176e+02      -1.908626659430e+01      -2.628001675891e+00       2.512714304864e+01      -2.284417999763e+01      -2.618914425519e+01      -1.870932397398e+00      -1.855458898192e+02       5.297190119062e-02       2.157931057040e-01       1.046707717682e-01       4.665028961917e+03       1.371870068760e+04 
       1.970528479514e-02      -1.191389661681e+02      -2.211258286187e+02      -1.917948105322e+01      -2.660133441761e+00       2.545645087438e+01      -2.296956920289e+01      -2.664780234563e+01      -1.980583392391e+00      -1.875268599606e+02       5.361615262894e-02       2.175030458741e-01       1.059288060472e-01       4.659178189766e+03       1.370149500838e+04 
       1.983700512040e-02      -1.204012523883e+02      -2.234141532195e+02      -1.926895212669e+01      -2.692308630613e+00       2.578751230909e+01      -2.309313356175e+01      -2.711011065890e+01      -2.092613613113e+00      -1.895044053008e+02       5.426382495296e-02       2.192060691260e-01       1.071855810485e-01       4.653116008142e+03       1.368366762598e+04 
       1.996879107659e-02      -1.216608608878e+02      -2.256955007853e+02      -1.935460593519e+01      -2.724523174715e+00       2.612031488695e+01      -2.321486792835e+01      -2.757604317941e+01      -2.207025459137e+00      -1.914782567545e+02       5.491492784070e-02       2.209021208075e-01       1.084409658347e-01       4.646844397005e+03       1.366522436300e+04 
       2.010064387163e-02      -1.229175897781e+02      -2.279694639756e+02      -1.943636776232e+01      -2.756772969346e+00       2.645484619737e+01      -2.333476731854e+01      -2.804557391378e+01      -2.323821167786e+00      -1.934481436623e+02       5.556944079757e-02       2.225911257718e-01       1.096948414234e-01       4.640365271310e+03       1.364617085080e+04 
       2.023256474401e-02      -1.241712367020e+02      -2.302356343774e+02      -1.951416254503e+01      -2.789053904486e+00       2.679109392710e+01      -2.345282670602e+01      -2.851867696542e+01      -2.443003117001e+00      -1.954137947565e+02       5.622738431814e-02       2.242730185503e-01       1.109470444272e-01       4.633680543699e+03       1.362651271407e+04 
       2.036455496339e-02      -1.254215987928e+02      -2.324936024808e+02      -1.958791486156e+01      -2.821361864547e+00       2.712904580727e+01      -2.356904098649e+01      -2.899532661305e+01      -2.564573772392e+00      -1.973749381606e+02       5.688873790784e-02       2.259477336740e-01       1.121974672497e-01       4.626792124534e+03       1.360625557065e+04 
       2.049661583128e-02      -1.266684726960e+02      -2.347429576273e+02      -1.965754895374e+01      -2.853692728100e+00       2.746868969829e+01      -2.368340501412e+01      -2.947549723165e+01      -2.688535718552e+00      -1.993313013656e+02       5.755352263055e-02       2.276151954270e-01       1.134459573201e-01       4.619701921777e+03       1.358540503141e+04 
       2.062874868164e-02      -1.279116545031e+02      -2.369832879753e+02      -1.972298866031e+01      -2.886042367582e+00       2.781001353680e+01      -2.379591356564e+01      -2.995916334872e+01      -2.814891648241e+00      -2.012826112017e+02       5.822172823897e-02       2.292753605429e-01       1.146923945176e-01       4.612411840974e+03       1.356396670006e+04 
       2.076095488158e-02      -1.291509397421e+02      -2.392141804365e+02      -1.978415743121e+01      -2.918406648997e+00       2.815300532495e+01      -2.390656138647e+01      -3.044629963356e+01      -2.943644406788e+00      -2.032285937919e+02       5.889335359451e-02       2.309281413505e-01       1.159366171626e-01       4.604923785161e+03       1.354194617304e+04 
       2.089323583201e-02      -1.303861300209e+02      -2.414352337900e+02      -1.984098087626e+01      -2.950781562655e+00       2.849765316222e+01      -2.401534331822e+01      -3.093688083058e+01      -3.074796665889e+00      -2.051689839348e+02       5.956841065234e-02       2.325734740889e-01       1.171785159509e-01       4.597239808681e+03       1.351934949158e+04 
       2.102559296841e-02      -1.316171091859e+02      -2.436462095820e+02      -1.989341615895e+01      -2.983164728716e+00       2.884394505019e+01      -2.412225666930e+01      -3.143088090256e+01      -3.208348154560e+00      -2.071036328062e+02       6.024688745730e-02       2.342113246005e-01       1.184179713306e-01       4.589363883970e+03       1.349618833767e+04 
       2.115802776152e-02      -1.328438170675e+02      -2.458469800521e+02      -1.994144180211e+01      -3.015554878432e+00       2.919186895852e+01      -2.422730038592e+01      -3.192827336711e+01      -3.344296592211e+00      -2.090324708742e+02       6.092880678114e-02       2.358416291244e-01       1.196548643196e-01       4.581301293269e+03       1.347247824509e+04 
       2.129054171813e-02      -1.340661944630e+02      -2.480374192321e+02      -1.998503654491e+01      -3.047950766873e+00       2.954141294346e+01      -2.433047339328e+01      -3.242903187276e+01      -3.482639742655e+00      -2.109554300303e+02       6.161414699068e-02       2.374643648889e-01       1.208891186323e-01       4.573057353252e+03       1.344823484886e+04 
       2.142313638184e-02      -1.352841820172e+02      -2.502174006968e+02      -2.002417884469e+01      -3.080351151763e+00       2.989256516993e+01      -2.443177454081e+01      -3.293313022972e+01      -3.623375543342e+00      -2.128724420998e+02       6.230292858051e-02       2.390794891969e-01       1.221206039006e-01       4.564637390549e+03       1.342347381328e+04 
       2.155581333391e-02      -1.364977202659e+02      -2.523867976308e+02      -2.005884692029e+01      -3.112754793463e+00       3.024531386724e+01      -2.453120265635e+01      -3.344054236890e+01      -3.766501996051e+00      -2.147834388341e+02       6.299514187264e-02       2.406869582127e-01       1.233492335918e-01       4.556046742160e+03       1.339821083315e+04 
       2.168857419404e-02      -1.377067495828e+02      -2.545454827418e+02      -2.008901872922e+01      -3.145160454949e+00       3.059964741781e+01      -2.462875645786e+01      -3.395124239369e+01      -3.912017267087e+00      -2.166883518833e+02       6.369080793092e-02       2.422867394868e-01       1.245748989708e-01       4.547290755855e+03       1.337246163495e+04 
       2.182142062129e-02      -1.389112101796e+02      -2.566933282928e+02      -2.011467195687e+01      -3.177566901792e+00       3.095555427977e+01      -2.472443463252e+01      -3.446520457202e+01      -4.059919640030e+00      -2.185871127914e+02       6.438990512220e-02       2.438787789361e-01       1.257975026884e-01       4.538374790619e+03       1.334624197813e+04 
       2.195435431493e-02      -1.401110421358e+02      -2.588302060464e+02      -2.013578398692e+01      -3.209972902135e+00       3.131302300805e+01      -2.481823580153e+01      -3.498240332155e+01      -4.210207541352e+00      -2.204796530037e+02       6.509245564894e-02       2.454630543582e-01       1.270169240544e-01       4.529304217086e+03       1.331956765641e+04 
       2.208737701537e-02      -1.413061842832e+02      -2.609559852034e+02      -2.015233155973e+01      -3.242377203454e+00       3.167204227825e+01      -2.491015855303e+01      -3.550281321419e+01      -4.362879418588e+00      -2.223659022924e+02       6.579846975841e-02       2.470395008537e-01       1.282330776746e-01       4.520084363229e+03       1.329245433803e+04 
       2.222049050510e-02      -1.424965462258e+02      -2.630704780621e+02      -2.016428051542e+01      -3.274777914985e+00       3.203260088496e+01      -2.500020325591e+01      -3.602640875585e+01      -4.517931569054e+00      -2.242457473200e+02       6.650792581746e-02       2.486081184225e-01       1.294458758779e-01       4.510719057245e+03       1.326491328079e+04 
       2.235369660969e-02      -1.436820052405e+02      -2.651734339139e+02      -2.017158467286e+01      -3.307172439068e+00       3.239468768769e+01      -2.508837221356e+01      -3.655316429926e+01      -4.675357847224e+00      -2.261190270205e+02       6.722085684513e-02       2.501688746149e-01       1.306552321316e-01       4.501210466084e+03       1.323695085717e+04 
       2.248699719875e-02      -1.448624364578e+02      -2.672645977728e+02      -2.017419685413e+01      -3.339558138259e+00       3.275829169792e+01      -2.517466779194e+01      -3.708305440498e+01      -4.835152108710e+00      -2.279855773544e+02       6.793725202482e-02       2.517217586143e-01       1.318611026001e-01       4.491560670687e+03       1.320857318665e+04 
       2.262039418702e-02      -1.460377145500e+02      -2.693437134715e+02      -2.017206940024e+01      -3.371932371324e+00       3.312340204727e+01      -2.525909228360e+01      -3.761605377417e+01      -4.997308315016e+00      -2.298452337047e+02       6.865712103454e-02       2.532667590349e-01       1.330633893649e-01       4.481771751529e+03       1.317978638747e+04 
       2.275388953541e-02      -1.472077136582e+02      -2.714105236574e+02      -2.016515427532e+01      -3.404292492978e+00       3.349000794307e+01      -2.534164789171e+01      -3.815213728217e+01      -5.161820582490e+00      -2.316978308680e+02       6.938047639875e-02       2.548038439961e-01       1.342620394817e-01       4.471845788732e+03       1.315059657671e+04 
       2.288748525209e-02      -1.483723073815e+02      -2.734647697105e+02      -2.015340291977e+01      -3.436635853618e+00       3.385809876571e+01      -2.542233680009e+01      -3.869128002127e+01      -5.328683177207e+00      -2.335432029669e+02       7.010731697886e-02       2.563330237453e-01       1.354569863432e-01       4.461784862126e+03       1.312100987062e+04 
       2.302118339367e-02      -1.495313687755e+02      -2.755061917068e+02      -2.013676634131e+01      -3.468959799036e+00       3.422766399351e+01      -2.550116110373e+01      -3.923345723457e+01      -5.497890464868e+00      -2.353811835276e+02       7.083765416073e-02       2.578542555855e-01       1.366481434166e-01       4.451591051281e+03       1.309103238472e+04 
       2.315498606635e-02      -1.506847702990e+02      -2.775345283775e+02      -2.011519502504e+01      -3.501261670123e+00       3.459869321466e+01      -2.557812281167e+01      -3.977864437301e+01      -5.669436972852e+00      -2.372116053255e+02       7.157148737509e-02       2.593675491947e-01       1.378354571884e-01       4.441266435605e+03       1.306067023406e+04 
