# Hexadecapole moment of PT power spectra at redshift z=0.61
# for k=1.04735e-05 to 109.569 h/Mpc,
# number of wavenumbers equal to 586
#    1:k (h/Mpc)              2:P_vv (Mpc/h)^3         3:P_vd (Mpc/h)^3         4:P_dd (Mpc/h)^3         5:P_CTR (Mpc/h)^3        6:Ib2 (Mpc/h)^3          7:IbG2 (Mpc/h)^3         8:Ib1b2 (Mpc/h)^3        9:Ib1bG2 (Mpc/h)^3      10:Ib2b2 (Mpc/h)^3       11:Ib2bG2 (Mpc/h)^3      12:IbG2bG2 (Mpc/h)^3     13:Ptree_vv (Mpc/h)^3 
       1.370173241236e-02      -2.970963597928e+01      -1.710022832552e+01       6.455638321711e-01      -3.485122108860e-01       7.155473545317e-01      -1.371791927426e+00       1.826578766773e-05       3.702196490994e-04      -9.108698852539e-09      -9.564133795166e-08       2.391033448792e-08       1.858117941335e+03 
       1.383130016222e-02      -3.028377380366e+01      -1.740837673604e+01       6.666245796768e-01      -3.557226817934e-01       7.372146320766e-01      -1.413498185321e+00       1.797260142342e-05       3.773642847618e-04      -9.108698852539e-09      -9.564133795166e-08       2.391033448792e-08       1.861236082834e+03 
       1.396090440591e-02      -3.086107834518e+01      -1.771778155722e+01       6.881275909466e-01      -3.629901226272e-01       7.592776774631e-01      -1.455961232060e+00       1.763614885955e-05       3.844986731381e-04      -9.108698852539e-09      -1.064579178391e-07       2.391033448792e-08       1.864203577561e+03 
       1.409054528613e-02      -3.144137226319e+01      -1.802837630295e+01       7.100763625823e-01      -3.703127582438e-01       7.817377938042e-01      -1.499183000963e+00       1.725586068246e-05       3.916000424810e-04      -9.108698852539e-09      -1.064579178391e-07       2.391033448792e-08       1.867017950845e+03 
       1.422022296826e-02      -3.202446326791e+01      -1.834007718971e+01       7.324743900470e-01      -3.776886484735e-01       8.045962728274e-01      -1.543165370131e+00       1.684312276570e-05       3.986905952440e-04      -9.108698852539e-09      -1.064579178391e-07       2.391033448792e-08       1.869675914703e+03 
       1.434993763993e-02      -3.261015953414e+01      -1.865277577559e+01       7.553251266762e-01      -3.851158528348e-01       8.278543424992e-01      -1.587910153334e+00       1.637630194951e-05       4.057373123938e-04      -9.108698852539e-09      -1.172744977264e-07       2.391033448792e-08       1.872174446121e+03 
       1.447968951079e-02      -3.319827160493e+01      -1.896627291655e+01       7.786317001694e-01      -3.925924346355e-01       8.515130981406e-01      -1.633418783482e+00       1.585539823388e-05       4.127629656775e-04      -9.108698852539e-09      -1.172744977264e-07       2.391033448792e-08       1.874511513309e+03 
       1.460947881223e-02      -3.378861039279e+01      -1.928034835229e+01       8.023972046377e-01      -4.001164566354e-01       8.755735502478e-01      -1.679692639976e+00       1.530147548491e-05       4.197447833480e-04      -9.108698852539e-09      -1.172744977264e-07       2.391033448792e-08       1.876685309674e+03 
       1.473930579715e-02      -3.438101333649e+01      -1.959480207116e+01       8.266246698620e-01      -4.076862760367e-01       9.000367309504e-01      -1.726733057808e+00       1.469346983650e-05       4.266833346989e-04      -9.108698852539e-09      -1.172744977264e-07       2.391033448792e-08       1.878695333129e+03 
       1.486917073977e-02      -3.497547529871e+01      -1.990955488383e+01       8.513166041504e-01      -4.153019932649e-01       9.249034754020e-01      -1.774541026411e+00       1.403081199498e-05       4.335786197303e-04      -9.108698852539e-09      -1.280910776138e-07       2.391033448792e-08       1.880548782988e+03 
       1.499907393542e-02      -3.557204874671e+01      -2.022457166261e+01       8.764753638092e-01      -4.229643468392e-01       9.501745880148e-01      -1.823117402003e+00       1.331407125402e-05       4.404192525685e-04      -9.108698852539e-09      -1.280910776138e-07       2.391033448792e-08       1.882255680239e+03 
       1.512901570044e-02      -3.617078203003e+01      -2.053982461059e+01       9.021033051452e-01      -4.306740297269e-01       9.758508276571e-01      -1.872463065281e+00       1.255406419351e-05       4.472058025074e-04      -9.108698852539e-09      -1.280910776138e-07       2.391033448792e-08       1.883825788884e+03 
       1.525899637203e-02      -3.677166526629e+01      -2.085538310134e+01       9.282028926306e-01      -4.384310780046e-01       1.001932901961e+00      -1.922578624250e+00       1.172915765368e-05       4.539377002531e-04      -9.108698852539e-09      -1.280910776138e-07       2.391033448792e-08       1.885265174356e+03 
       1.538901630818e-02      -3.737464701924e+01      -2.117138598046e+01       9.547766459592e-01      -4.462350589738e-01       1.028421395591e+00      -1.973464491080e+00       1.084959892073e-05       4.605944512332e-04      -9.108698852539e-09      -1.394769511795e-07       1.252446092224e-08       1.886577262752e+03 
       1.551907588757e-02      -3.797967384303e+01      -2.148797197399e+01       9.818271389077e-01      -4.540855183422e-01       1.055316917123e+00      -2.025121122344e+00       9.915387994667e-06       4.671959807266e-04      -9.108698852539e-09      -1.394769511795e-07       1.252446092224e-08       1.887765382026e+03 
       1.564917550952e-02      -3.858660375354e+01      -2.180512552201e+01       1.009357139382e+00      -4.619810139425e-01       1.082619977212e+00      -2.077548756576e+00       8.916846882957e-06       4.737217941608e-04      -9.108698852539e-09      -1.394769511795e-07       1.252446092224e-08       1.888829152416e+03 
       1.577931559401e-02      -3.919514262005e+01      -2.212256589215e+01       1.037369839981e+00      -4.699184063644e-01       1.110330912880e+00      -2.130747307812e+00       7.863653578133e-06       4.801718915357e-04      -9.108698852539e-09      -1.502935310669e-07       1.252446092224e-08       1.889761822681e+03 
       1.590949658161e-02      -3.980498094891e+01      -2.243998580528e+01       1.065868444690e+00      -4.778943851388e-01       1.138450005359e+00      -2.184716666179e+00       6.744991500305e-06       4.865457035578e-04      -9.108698852539e-09      -1.502935310669e-07       1.252446092224e-08       1.890556000999e+03 
       1.603971893355e-02      -4.041585383013e+01      -2.275712112110e+01       1.094855938884e+00      -4.859061342312e-01       1.166977570037e+00      -2.239456701878e+00       5.572246523041e-06       4.928329829408e-04      -9.108698852539e-09      -1.502935310669e-07       1.252446092224e-08       1.891206228596e+03 
       1.616998313173e-02      -4.102776347825e+01      -2.307396649680e+01       1.124333680330e+00      -4.939537964264e-01       1.195913759485e+00      -2.294966959474e+00       4.323785486565e-06       4.990223438111e-04      -9.108698852539e-09      -1.611101109543e-07       1.252446092224e-08       1.891718602830e+03 
       1.630028967877e-02      -4.164081054838e+01      -2.339061191662e+01       1.154302450666e+00      -5.020386055151e-01       1.225258702933e+00      -2.351246885045e+00       3.009855677086e-06       5.051354193285e-04      -9.108698852539e-09      -1.611101109543e-07       1.252446092224e-08       1.892103483660e+03 
       1.643063909811e-02      -4.225509328525e+01      -2.370714553856e+01       1.184763063984e+00      -5.101617688183e-01       1.255012521070e+00      -2.408295946300e+00       1.630457094604e-06       5.111403290470e-04      -9.108698852539e-09      -1.611101109543e-07       1.252446092224e-08       1.892371134844e+03 
       1.656103193409e-02      -4.287055498662e+01      -2.402353723159e+01       1.215717301603e+00      -5.183227641273e-01       1.285175234961e+00      -2.466113415682e+00       1.759117465897e-07       5.170365036730e-04      -9.108698852539e-09      -1.611101109543e-07       1.252446092224e-08       1.892525327892e+03 
       1.669146875206e-02      -4.348690820133e+01      -2.433958066434e+01       1.247168366370e+00      -5.265184924056e-01       1.315746735871e+00      -2.524698261631e+00      -1.333855088219e-06       5.228455763662e-04      -9.108698852539e-09      -1.719266908417e-07       1.252446092224e-08       1.892560160017e+03 
       1.682195013851e-02      -4.410384623663e+01      -2.465505481708e+01       1.279119602884e+00      -5.347456407535e-01       1.346726871798e+00      -2.584049474790e+00      -2.929585268448e-06       5.285350973870e-04      -9.108698852539e-09      -1.719266908417e-07       1.707881034851e-09       1.892468928337e+03 
       1.695247670125e-02      -4.472109159886e+01      -2.496975961438e+01       1.311574170726e+00      -5.430012214099e-01       1.378115523760e+00      -2.644165980332e+00      -4.591353515358e-06       5.341056360290e-04      -9.108698852539e-09      -1.719266908417e-07       1.707881034851e-09       1.892246069467e+03 
       1.708304906952e-02      -4.533864196416e+01      -2.528369285138e+01       1.344533210191e+00      -5.512853033876e-01       1.409912409387e+00      -2.705046485391e+00      -6.339654401367e-06       5.395674395784e-04      -9.108698852539e-09      -1.827432707291e-07       1.707881034851e-09       1.891896717040e+03 
       1.721366789423e-02      -4.595664452740e+01      -2.559695978933e+01       1.377996775930e+00      -5.595996170959e-01       1.442117191658e+00      -2.766689502972e+00      -8.152854766701e-06       5.448988748756e-04      -9.108698852539e-09      -1.827432707291e-07       1.707881034851e-09       1.891431819537e+03 
       1.734433384812e-02      -4.657524840367e+01      -2.590966700286e+01       1.411964932845e+00      -5.679459148255e-01       1.474729555752e+00      -2.829093588777e+00      -1.005315706481e-05       5.501107585002e-04      -9.108698852539e-09      -1.827432707291e-07       1.707881034851e-09       1.890862404021e+03 
       1.747504762601e-02      -4.719451632117e+01      -2.622186507030e+01       1.446438256490e+00      -5.763249829140e-01       1.507749133337e+00      -2.892257233608e+00      -1.202917542213e-05       5.551820265864e-04      -9.108698852539e-09      -1.935598506165e-07       1.707881034851e-09       1.890196238166e+03 
       1.760580994501e-02      -4.781417845234e+01      -2.653338893462e+01       1.481419244357e+00      -5.847338844962e-01       1.541175390985e+00      -2.956178580999e+00      -1.408147913235e-05       5.601331737064e-04      -9.108698852539e-09      -1.935598506165e-07       1.707881034851e-09       1.889428519124e+03 
       1.773662154480e-02      -4.843388471629e+01      -2.684402141826e+01       1.516910881821e+00      -5.931687846004e-01       1.575007797545e+00      -3.020855751712e+00      -1.622031548166e-05       5.649328887080e-04      -9.108698852539e-09      -2.043764305038e-07      -9.108698852539e-09       1.888551413980e+03 
       1.786748318785e-02      -4.905328490121e+01      -2.715354523604e+01       1.552916155968e+00      -6.016258482553e-01       1.609245788277e+00      -3.086286868215e+00      -1.843543718386e-05       5.696016661636e-04      -9.108698852539e-09      -2.043764305038e-07      -9.108698852539e-09       1.887557091508e+03 
       1.799839565976e-02      -4.967216666510e+01      -2.746181737344e+01       1.589437151549e+00      -6.101027785089e-01       1.643888777378e+00      -3.152469931718e+00      -2.073766081884e-05       5.741190115008e-04      -9.108698852539e-09      -2.043764305038e-07      -9.108698852539e-09       1.886442628236e+03 
       1.812935976953e-02      -5.029063081507e+01      -2.776886365189e+01       1.626473802528e+00      -6.186007711007e-01       1.678936003134e+00      -3.219402673587e+00      -2.313723367281e-05       5.784837861322e-04      -9.108698852539e-09      -2.151930103912e-07      -9.108698852539e-09       1.885216243537e+03 
       1.826037634990e-02      -5.090882155947e+01      -2.807473319462e+01       1.664025751388e+00      -6.271215071590e-01       1.714386718061e+00      -3.287082791598e+00      -2.561309187966e-05       5.826971286452e-04      -9.108698852539e-09      -2.151930103912e-07      -9.108698852539e-09       1.883887707005e+03 
       1.839144625766e-02      -5.152688217359e+01      -2.837947476675e+01       1.702092694126e+00      -6.356666579221e-01       1.750240172400e+00      -3.355508005159e+00      -2.818629930550e-05       5.867579004524e-04      -9.108698852539e-09      -2.151930103912e-07      -9.108698852539e-09       1.882466759708e+03 
       1.852257037400e-02      -5.214481796666e+01      -2.868308472082e+01       1.740675151645e+00      -6.442363460300e-01       1.786495550922e+00      -3.424675926085e+00      -3.084660866412e-05       5.906564235613e-04      -9.108698852539e-09      -2.260095902786e-07      -1.992527873993e-08       1.880958305105e+03 
       1.865374960492e-02      -5.276238117579e+01      -2.898546328981e+01       1.779775154617e+00      -6.528278522373e-01       1.823151931941e+00      -3.494583893497e+00      -3.359401995552e-05       5.943807428046e-04      -9.108698852539e-09      -2.260095902786e-07      -1.992527873993e-08       1.879358367062e+03 
       1.878498488157e-02      -5.337929648033e+01      -2.928650023001e+01       1.819394928979e+00      -6.614381488452e-01       1.860208391494e+00      -3.565229269856e+00      -3.643878046590e-05       5.979422440560e-04      -9.108698852539e-09      -2.260095902786e-07      -1.992527873993e-08       1.877662008115e+03 
       1.891627716068e-02      -5.399528858067e+01      -2.958608508080e+01       1.859536733119e+00      -6.700642092614e-01       1.897664018710e+00      -3.636609415349e+00      -3.938145948895e-05       6.013301107354e-04      -9.108698852539e-09      -2.368261701660e-07      -1.992527873993e-08       1.875864296724e+03 
       1.904762742497e-02      -5.461016335507e+01      -2.988411327658e+01       1.900202044356e+00      -6.787039092008e-01       1.935517824157e+00      -3.708721583702e+00      -4.241124044478e-05       6.045443428430e-04      -9.108698852539e-09      -2.368261701660e-07      -1.992527873993e-08       1.873963073893e+03 
       1.917903668358e-02      -5.522388858662e+01      -3.018049221891e+01       1.941390818852e+00      -6.873569221121e-01       1.973768700558e+00      -3.781562788970e+00      -4.554918719948e-05       6.075735545052e-04      -9.108698852539e-09      -2.368261701660e-07      -1.992527873993e-08       1.871961702162e+03 
       1.931050597254e-02      -5.583645118214e+01      -3.047513054524e+01       1.983102817505e+00      -6.960231346947e-01       2.012415497941e+00      -3.855129989987e+00      -4.877423588696e-05       6.104183150155e-04      -9.108698852539e-09      -2.476427500534e-07      -3.074185862732e-08       1.869864201659e+03 
       1.944203635524e-02      -5.644783804674e+01      -3.076793662377e+01       2.025337845616e+00      -7.047024351554e-01       2.051457118707e+00      -3.929420212192e+00      -5.210745037331e-05       6.130791936678e-04      -9.108698852539e-09      -2.476427500534e-07      -3.074185862732e-08       1.867674600038e+03 
       1.957362892291e-02      -5.705802943047e+01      -3.105883839902e+01       2.068095957268e+00      -7.133946388383e-01       2.090892411745e+00      -4.004430415558e+00      -5.553858337232e-05       6.155436660011e-04      -9.108698852539e-09      -2.584593299408e-07      -3.074185862732e-08       1.865396534277e+03 
       1.970528479514e-02      -5.766698593937e+01      -3.134782173369e+01       2.111377792348e+00      -7.220993440191e-01       2.130720129163e+00      -4.080157309567e+00      -5.906763488400e-05       6.178242564763e-04      -9.108698852539e-09      -2.584593299408e-07      -3.074185862732e-08       1.863032478194e+03 
       1.983700512040e-02      -5.827466452287e+01      -3.163488306802e+01       2.155184166083e+00      -7.308161099008e-01       2.170939010544e+00      -4.156597615088e+00      -6.271623806812e-05       6.198981933463e-04      -1.992527873993e-08      -2.584593299408e-07      -3.074185862732e-08       1.860584696183e+03 
       1.996879107659e-02      -5.888102206266e+01      -3.192001879607e+01       2.199515903950e+00      -7.395444963610e-01       2.211547807427e+00      -4.233748063805e+00      -6.645137389134e-05       6.217762931910e-04      -1.992527873993e-08      -2.692759098282e-07      -4.155843851471e-08       1.858055456137e+03 
       2.010064387163e-02      -5.948601442141e+01      -3.220322468403e+01       2.244373765386e+00      -7.482840500582e-01       2.252545249719e+00      -4.311605377156e+00      -7.030606138700e-05       6.234488780178e-04      -1.992527873993e-08      -2.692759098282e-07      -4.155843851471e-08       1.855446972014e+03 
       2.023256474401e-02      -6.008959118532e+01      -3.248449264393e+01       2.289758043578e+00      -7.570342321099e-01       2.293929991039e+00      -4.390166068218e+00      -7.425866739532e-05       6.249148092394e-04      -1.992527873993e-08      -2.806617833939e-07      -4.155843851471e-08       1.852761103661e+03 
       2.036455496339e-02      -6.069169947554e+01      -3.276381307635e+01       2.335668826196e+00      -7.657944709872e-01       2.335700608724e+00      -4.469426554994e+00      -7.833082507609e-05       6.261740868557e-04      -1.992527873993e-08      -2.806617833939e-07      -4.155843851471e-08       1.849999576596e+03 
       2.049661583128e-02      -6.129228631644e+01      -3.304117633004e+01       2.382106253288e+00      -7.745641953245e-01       2.377855690924e+00      -4.549383330067e+00      -8.250033197584e-05       6.272164635807e-04      -1.992527873993e-08      -2.806617833939e-07      -5.237501840210e-08       1.847164118339e+03 
       2.062874868164e-02      -6.189129591840e+01      -3.331657006899e+01       2.429070488809e+00      -7.833428028721e-01       2.420393880443e+00      -4.630032875201e+00      -8.678939054803e-05       6.280419394142e-04      -1.992527873993e-08      -2.914783632812e-07      -5.237501840210e-08       1.844256387764e+03 
       2.076095488158e-02      -6.248860794183e+01      -3.358991986146e+01       2.476561771295e+00      -7.921289555652e-01       2.463313722736e+00      -4.711371541224e+00      -9.118718421277e-05       6.286499450626e-04      -1.992527873993e-08      -2.914783632812e-07      -5.237501840210e-08       1.841276365214e+03 
       2.089323583201e-02      -6.308403627837e+01      -3.386108785071e+01       2.524580491279e+00      -8.009205650233e-01       2.506613675587e+00      -4.793395561688e+00      -9.570396025627e-05       6.290296639460e-04      -1.992527873993e-08      -2.914783632812e-07      -5.237501840210e-08       1.838222319519e+03 
       2.102559296841e-02      -6.367739130084e+01      -3.412993291168e+01       2.573127018234e+00      -8.097155043182e-01       2.550292240614e+00      -4.876101190073e+00      -1.003300406860e-04       6.291816653581e-04      -1.992527873993e-08      -3.022949431686e-07      -5.237501840210e-08       1.835092433794e+03 
       2.115802776152e-02      -6.426848276554e+01      -3.439631337678e+01       2.622201787100e+00      -8.185116411091e-01       2.594347908621e+00      -4.959484712306e+00      -1.050751034945e-04       6.291167658788e-04      -1.992527873993e-08      -3.022949431686e-07      -6.319159828949e-08       1.831884881280e+03 
       2.129054171813e-02      -6.485715917942e+01      -3.466010809064e+01       2.671805090494e+00      -8.273072816801e-01       2.638779202858e+00      -5.043542382435e+00      -1.099397179754e-04       6.288127630546e-04      -1.992527873993e-08      -3.131115230560e-07      -6.319159828949e-08       1.828598810250e+03 
       2.142313638184e-02      -6.544341808998e+01      -3.492127540089e+01       2.721936537312e+00      -8.361024141858e-01       2.683584483191e+00      -5.128270281443e+00      -1.149233148351e-04       6.282804734654e-04      -1.992527873993e-08      -3.131115230560e-07      -6.319159828949e-08       1.825237101439e+03 
       2.155581333391e-02      -6.602729252934e+01      -3.517979237580e+01       2.772595628282e+00      -8.448974285757e-01       2.728762153891e+00      -5.213664488602e+00      -1.200162160811e-04       6.274988332451e-04      -1.992527873993e-08      -3.131115230560e-07      -6.319159828949e-08       1.821803529284e+03 
       2.168857419404e-02      -6.660881564861e+01      -3.543563598517e+01       2.823781907971e+00      -8.536927181760e-01       2.774310597024e+00      -5.299721116777e+00      -1.252389162856e-04       6.264889062598e-04      -1.992527873993e-08      -3.239281029434e-07      -7.400817817688e-08       1.818301878471e+03 
       2.182142062129e-02      -6.718802025219e+01      -3.568878389447e+01       2.875494919803e+00      -8.624886734276e-01       2.820228238492e+00      -5.386436289647e+00      -1.305811681626e-04       6.252404452233e-04      -1.992527873993e-08      -3.239281029434e-07      -7.400817817688e-08       1.814735922621e+03 
       2.195435431493e-02      -6.776492115198e+01      -3.593924330356e+01       2.927734326758e+00      -8.712854742168e-01       2.866513470612e+00      -5.473806087625e+00      -1.360429717121e-04       6.237312476822e-04      -1.992527873993e-08      -3.347446828308e-07      -7.400817817688e-08       1.811108712246e+03 
       2.208737701537e-02      -6.833951113900e+01      -3.618705748331e+01       2.980499847605e+00      -8.800830425438e-01       2.913164611120e+00      -5.561826481819e+00      -1.416351435139e-04       6.219937633761e-04      -1.992527873993e-08      -3.347446828308e-07      -7.400817817688e-08       1.807422412675e+03 
       2.222049050510e-02      -6.891178171257e+01      -3.643227200625e+01       3.033791296753e+00      -8.888812864177e-01       2.960180008495e+00      -5.650493498559e+00      -1.473468669881e-04       6.199955425653e-04      -1.992527873993e-08      -3.347446828308e-07      -8.482475806427e-08       1.803679140285e+03 
       2.235369660969e-02      -6.948172431847e+01      -3.667493253201e+01       3.087608457871e+00      -8.976801155818e-01       3.007558035126e+00      -5.739803174423e+00      -1.531883894210e-04       6.177479711235e-04      -1.992527873993e-08      -3.455612627182e-07      -8.482475806427e-08       1.799881016584e+03 
       2.248699719875e-02      -7.004932099776e+01      -3.691507408012e+01       3.141951211407e+00      -9.064793336415e-01       3.055297071943e+00      -5.829751589255e+00      -1.591500328200e-04       6.152396631769e-04      -1.992527873993e-08      -3.455612627182e-07      -8.482475806427e-08       1.796029953829e+03 
       2.262039418702e-02      -7.061446100974e+01      -3.715262530044e+01       3.196819361525e+00      -9.152776846176e-01       3.103395436682e+00      -5.920334704485e+00      -1.652522917575e-04       6.124814353056e-04      -1.992527873993e-08      -3.563778426056e-07      -8.482475806427e-08       1.792125759132e+03 
       2.275388953541e-02      -7.117698049518e+01      -3.738745407015e+01       3.252212756222e+00      -9.240733064808e-01       3.151851435695e+00      -6.011548480406e+00      -1.714741023674e-04       6.094630402234e-04      -1.992527873993e-08      -3.563778426056e-07      -9.564133795166e-08       1.788167036551e+03 
       2.288748525209e-02      -7.173671428147e+01      -3.761942687678e+01       3.308131244068e+00      -9.328643240959e-01       3.200663353131e+00      -6.103388888125e+00      -1.778262812297e-04       6.061839086365e-04      -1.992527873993e-08      -3.671944224930e-07      -9.564133795166e-08       1.784152366416e+03 
       2.302118339367e-02      -7.229349641383e+01      -3.784840950196e+01       3.364574748206e+00      -9.416488558531e-01       3.249829559670e+00      -6.195851953974e+00      -1.843088283443e-04       6.026440405449e-04      -1.992527873993e-08      -3.671944224930e-07      -9.564133795166e-08       1.780080318680e+03 
       2.315498606635e-02      -7.284718462975e+01      -3.807428553367e+01       3.421543128592e+00      -9.504252916060e-01       3.299348383299e+00      -6.288933693465e+00      -1.909325602912e-04       5.988326193688e-04      -1.992527873993e-08      -3.671944224930e-07      -9.564133795166e-08       1.775949955361e+03 
       2.328889542710e-02      -7.339777475117e+01      -3.829704287782e+01       3.479035852366e+00      -9.591935954484e-01       3.349218120119e+00      -6.382630110157e+00      -1.976752746168e-04       5.947610309817e-04      -1.992527873993e-08      -3.780110023804e-07      -1.064579178391e-07       1.771763185287e+03 
       2.342291368497e-02      -7.394531146140e+01      -3.851670629073e+01       3.537052246622e+00      -9.679542902575e-01       3.399437096979e+00      -6.476937175159e+00      -2.045597430683e-04       5.904173202164e-04      -1.992527873993e-08      -3.780110023804e-07      -1.064579178391e-07       1.767522928914e+03 
       2.355704310234e-02      -7.448983973577e+01      -3.873330058563e+01       3.595591692539e+00      -9.767079040331e-01       3.450003631613e+00      -6.571850926186e+00      -2.115853963520e-04       5.858026256602e-04      -1.992527873993e-08      -3.888275822678e-07      -1.064579178391e-07       1.763232117960e+03 
       2.369128599624e-02      -7.503140470219e+01      -3.894685057291e+01       3.654653603745e+00      -9.854549694080e-01       3.500916072503e+00      -6.667367421450e+00      -2.187408485943e-04       5.809055614396e-04      -1.992527873993e-08      -3.888275822678e-07      -1.172744977264e-07       1.758893694606e+03 
       2.382564473976e-02      -7.557002878571e+01      -3.915736641730e+01       3.714237459334e+00      -9.941957568284e-01       3.552172792037e+00      -6.763482772674e+00      -2.260266690890e-04       5.757477607144e-04      -1.992527873993e-08      -3.888275822678e-07      -1.172744977264e-07       1.754510125231e+03 
       2.396012176342e-02      -7.610562249336e+01      -3.936478682467e+01       3.774342802735e+00      -1.002929238207e+00       3.603772139263e+00      -6.860193050594e+00      -2.334650602894e-04       5.702967737448e-04      -1.992527873993e-08      -3.996441621552e-07      -1.172744977264e-07       1.750081510809e+03 
       2.409471955666e-02      -7.663806176239e+01      -3.956902829500e+01       3.834969242842e+00      -1.011653985687e+00       3.655712463229e+00      -6.957494356686e+00      -2.410332504485e-04       5.645850502706e-04      -1.992527873993e-08      -3.996441621552e-07      -1.172744977264e-07       1.745607225985e+03 
       2.422944066933e-02      -7.716722180191e+01      -3.977000669864e+01       3.896116411322e+00      -1.020368565613e+00       3.707992157959e+00      -7.055382846510e+00      -2.487318088600e-04       5.585807098457e-04      -1.992527873993e-08      -4.104607420425e-07      -1.280910776138e-07       1.741086637715e+03 
       2.436428771324e-02      -7.769297708267e+01      -3.996763734291e+01       3.957784036623e+00      -1.029071538364e+00       3.760609626584e+00      -7.153854730848e+00      -2.565823686835e-04       5.522934304628e-04      -1.992527873993e-08      -4.104607420425e-07      -1.280910776138e-07       1.736519105107e+03 
       2.449926336379e-02      -7.821522257568e+01      -4.016184692384e+01       4.019971781721e+00      -1.037761702674e+00       3.813563295006e+00      -7.252906220480e+00      -2.645741133392e-04       5.457351672890e-04      -1.992527873993e-08      -4.104607420425e-07      -1.280910776138e-07       1.731904357117e+03 
       2.463437036160e-02      -7.873398111701e+01      -4.035263450781e+01       4.082678973713e+00      -1.046439331957e+00       3.866851598806e+00      -7.352533601335e+00      -2.727070428272e-04       5.388831485771e-04      -1.992527873993e-08      -4.212773219299e-07      -1.280910776138e-07       1.727244402640e+03 
       2.476961151422e-02      -7.924932376420e+01      -4.054002627491e+01       4.145904830388e+00      -1.055105256805e+00       3.920472953641e+00      -7.452733159910e+00      -2.809811571474e-04       5.317493294946e-04      -1.992527873993e-08      -4.212773219299e-07      -1.394769511795e-07       1.722542113302e+03 
       2.490498969791e-02      -7.976132197669e+01      -4.072404844851e+01       4.209648636144e+00      -1.063760315646e+00       3.974425849743e+00      -7.553501237923e+00      -2.893964562998e-04       5.243223241677e-04      -3.074185862732e-08      -4.326631954956e-07      -1.394769511795e-07       1.717800374926e+03 
       2.504050785947e-02      -8.027004759366e+01      -4.090472721955e+01       4.273909683920e+00      -1.072405354020e+00       4.028708756281e+00      -7.654834229470e+00      -2.979637568643e-04       5.166021325965e-04      -3.074185862732e-08      -4.326631954956e-07      -1.394769511795e-07       1.713022086594e+03 
       2.517616901810e-02      -8.077556648124e+01      -4.108208752992e+01       4.338687399296e+00      -1.081041151210e+00       4.083320207325e+00      -7.756728594681e+00      -3.066614256811e-04       5.085990020672e-04      -3.074185862732e-08      -4.434797753830e-07      -1.502935310669e-07       1.708210024387e+03 
       2.531197626734e-02      -8.127787280019e+01      -4.125614028216e+01       4.403981369537e+00      -1.089667656195e+00       4.138258758576e+00      -7.859180848910e+00      -3.155219124899e-04       5.003032545872e-04      -3.074185862732e-08      -4.434797753830e-07      -1.502935310669e-07       1.703365420374e+03 
       2.544793277713e-02      -8.177691479089e+01      -4.142688741984e+01       4.469791398234e+00      -1.098284287810e+00       4.193523009572e+00      -7.962187592336e+00      -3.245235841309e-04       4.917143208629e-04      -3.074185862732e-08      -4.434797753830e-07      -1.502935310669e-07       1.698488521072e+03 
       2.558404179583e-02      -8.227263955458e+01      -4.159433050795e+01       4.536117323709e+00      -1.106890454731e+00       4.249111559282e+00      -8.065745482065e+00      -3.336664406041e-04       4.828322008944e-04      -3.074185862732e-08      -4.542963552704e-07      -1.502935310669e-07       1.693579554735e+03 
       2.572030665240e-02      -8.276499374731e+01      -4.175847096859e+01       4.602959058860e+00      -1.115485563784e+00       4.305023072141e+00      -8.169851226442e+00      -3.429612984895e-04       4.736568946815e-04      -3.074185862732e-08      -4.542963552704e-07      -1.611101109543e-07       1.688638746965e+03 
       2.585673075862e-02      -8.325392313303e+01      -4.191930899872e+01       4.670316581484e+00      -1.124069014806e+00       4.361256245606e+00      -8.274501602125e+00      -3.524081577869e-04       4.641884022242e-04      -3.074185862732e-08      -4.651129351578e-07      -1.611101109543e-07       1.683666314584e+03 
       2.599331761136e-02      -8.373935202243e+01      -4.207679615887e+01       4.738189675250e+00      -1.132639958265e+00       4.417809798198e+00      -8.379693437011e+00      -3.619956326229e-04       4.544159069428e-04      -3.074185862732e-08      -4.651129351578e-07      -1.611101109543e-07       1.678662172450e+03 
       2.613007079499e-02      -8.422117391036e+01      -4.223081372681e+01       4.806577872198e+00      -1.141197185175e+00       4.474682459253e+00      -8.485423692210e+00      -3.717464947445e-04       4.443502254171e-04      -3.074185862732e-08      -4.651129351578e-07      -1.719266908417e-07       1.673625800285e+03 
       2.626699398383e-02      -8.469927905407e+01      -4.238123650576e+01       4.875480739096e+00      -1.149739452127e+00       4.531873023575e+00      -8.591689391454e+00      -3.816385416984e-04       4.339799717735e-04      -3.074185862732e-08      -4.759295150452e-07      -1.719266908417e-07       1.668556636147e+03 
       2.640409094464e-02      -8.517355674757e+01      -4.252793809658e+01       4.944897884839e+00      -1.158265508269e+00       4.589380318989e+00      -8.698487581818e+00      -3.916825900644e-04       4.233062845993e-04      -3.074185862732e-08      -4.759295150452e-07      -1.719266908417e-07       1.663454109236e+03 
       2.654136553932e-02      -8.564389528348e+01      -4.267079087046e+01       5.014829026488e+00      -1.166774094957e+00       4.647203204632e+00      -8.805815418540e+00      -4.018786398424e-04       4.123394111809e-04      -3.074185862732e-08      -4.867460949326e-07      -1.719266908417e-07       1.658317639555e+03 
