# Monopole moment of PT power spectra P_vv, P_vd, P_dd, P_CTR, Id2d2, Ib1b2, Ib2, Ib1bG2, IbG2(k), Id2G2, IG2G2, IFG2b1, IFG2, Ptree_vv, Ptree_vd, Ptree_dd at redshift z=0.61
# for k=1.04735e-05 to 109.569 h/Mpc,
# number of wavenumbers equal to 586
#    1:k (h/Mpc)              2:P_vv (Mpc/h)^3         3:P_vd (Mpc/h)^3         4:P_dd (Mpc/h)^3         5:P_CTR (Mpc/h)^3        6:Id2d2 (Mpc/h)^3        7:Ib1b2 (Mpc/h)^3        8:Ib2 (Mpc/h)^3          9:Ib1bG2 (Mpc/h)^3      10:IbG2 (Mpc/h)^3        11:Id2G2 (Mpc/h)^3       12:IG2G2 (Mpc/h)^3       13:IFG2b1 (Mpc/h)^3      14:IFG2 (Mpc/h)^3        15:PTree_vv (Mpc/h)^3    16:PTree_vd (Mpc/h)^3    17:PTree_dd (Mpc/h)^3 
       1.460947881223e-02      -2.323812506552e+01      -5.823382220855e+01      -3.174076426574e+01      -2.784365615338e+00      -1.547023012717e+01       1.027076973046e+01      -8.761672266605e+00      -1.619383107385e+01       9.591362570969e-01      -8.111513464480e+01       2.027234273301e+01      -2.079536875441e+02      -5.511644891728e+01       1.642567649960e+03       6.900552458029e+03       1.304538714265e+04 
       1.473930579715e-02      -2.364619295978e+01      -5.925276317929e+01      -3.225762005795e+01      -2.837153491239e+00      -1.572981174843e+01       1.052582719194e+01      -8.863055672522e+00      -1.664191754749e+01       9.627952920184e-01      -8.234020987349e+01       2.075563413359e+01      -2.115738248898e+02      -5.607570766815e+01       1.644353232323e+03       6.908053826242e+03       1.305956836264e+04 
       1.486917073977e-02      -2.405586490046e+01      -6.027544108311e+01      -3.277489667433e+01      -2.890280278798e+00      -1.599141091746e+01       1.078462720316e+01      -8.964025381263e+00      -1.709716402544e+01       9.658634991589e-01      -8.357034481930e+01       2.124444398243e+01      -2.152075416807e+02      -5.703855651363e+01       1.646010771304e+03       6.915017274397e+03       1.307273265311e+04 
       1.499907393542e-02      -2.446706546525e+01      -6.130165733159e+01      -3.329245770072e+01      -2.943738383083e+00      -1.625502437732e+01       1.104717384880e+01      -9.064566809801e+00      -1.755957533077e+01       9.683278046892e-01      -8.480544895883e+01       2.173873294136e+01      -2.188541929737e+02      -5.800482461891e+01       1.647541645828e+03       6.921448595516e+03       1.308489096570e+04 
       1.512901570044e-02      -2.487971281421e+01      -6.233119675450e+01      -3.381015550845e+01      -2.997519382688e+00      -1.652064905554e+01       1.131346940944e+01      -9.164666234172e+00      -1.802915231399e+01       9.701757439241e-01      -8.604543384322e+01       2.223845953447e+01      -2.225130865191e+02      -5.897432880181e+01       1.648946808727e+03       6.927351792399e+03       1.309605086763e+04 
       1.525899637203e-02      -2.529372489049e+01      -6.336384356447e+01      -3.432784202311e+01      -3.051614832428e+00      -1.678828190183e+01       1.158351620952e+01      -9.264309940093e+00      -1.850589588028e+01       9.713948282681e-01      -8.729021113230e+01       2.274358229498e+01      -2.261835283905e+02      -5.994688546796e+01       1.650227203306e+03       6.932730828090e+03       1.310621985097e+04 
       1.538901630818e-02      -2.570901953931e+01      -6.439938176695e+01      -3.484536896304e+01      -3.106016283096e+00      -1.705791994051e+01       1.185731665031e+01      -9.363484212708e+00      -1.898980705324e+01       9.719725395228e-01      -8.853969260379e+01       2.325405980166e+01      -2.298648240736e+02      -6.092231084936e+01       1.651383773664e+03       6.937589668684e+03       1.311540541358e+04 
       1.551907588757e-02      -2.612551457346e+01      -6.543759517207e+01      -3.536258787467e+01      -3.160715281412e+00      -1.732956023059e+01       1.213487319799e+01      -9.462175306423e+00      -1.948088700959e+01       9.718963458261e-01      -8.979379006953e+01       2.376985070671e+01      -2.335562784751e+02      -6.190042104593e+01       1.652417464508e+03       6.941932283082e+03       1.312361505859e+04 
       1.564917550952e-02      -2.654312768673e+01      -6.647826738505e+01      -3.587935010745e+01      -3.215703369963e+00      -1.760319991594e+01       1.241618843716e+01      -9.560369473364e+00      -1.997913708717e+01       9.711536737581e-01      -9.105241542734e+01       2.429091368566e+01      -2.372571958571e+02      -6.288103195266e+01       1.653329221177e+03       6.945762642659e+03       1.313085629382e+04 
       1.577931559401e-02      -2.696178145802e+01      -6.752119440007e+01      -3.639551551437e+01      -3.270972613165e+00      -1.787883620701e+01       1.270126436661e+01      -9.658053250305e+00      -2.048455737707e+01       9.697321776160e-01      -9.231548145402e+01       2.481720690397e+01      -2.409669211796e+02      -6.386397021392e+01       1.654120224011e+03       6.949085706109e+03       1.313713849361e+04 
       1.590949658161e-02      -2.738142125963e+01      -6.856623068233e+01      -3.691098427491e+01      -3.326517518698e+00      -1.815646652036e+01       1.299010002196e+01      -9.755214648490e+00      -2.099714155273e+01       9.676207157532e-01      -9.358290465186e+01       2.534868585484e+01      -2.446849907716e+02      -6.484911283552e+01       1.654792744824e+03       6.951911017545e+03       1.314247970096e+04 
       1.603971893355e-02      -2.780199906423e+01      -6.961324766880e+01      -3.742566825272e+01      -3.382333306247e+00      -1.843608840118e+01       1.328269367710e+01      -9.851842104996e+00      -2.151688157059e+01       9.648084522339e-01      -9.485460265201e+01       2.588530526061e+01      -2.484109965719e+02      -6.583635142851e+01       1.655349375195e+03       6.954249464338e+03       1.314690049826e+04 
       1.616998313173e-02      -2.822346686727e+01      -7.066211673271e+01      -3.793947920389e+01      -3.438415198207e+00      -1.871769942997e+01       1.357904366116e+01      -9.947924022741e+00      -2.204376953058e+01       9.612845175338e-01      -9.613049320351e+01       2.642701989947e+01      -2.521445303748e+02      -6.682557762611e+01       1.655792710248e+03       6.956111948852e+03       1.315042149629e+04 
       1.630028967877e-02      -2.864577660898e+01      -7.171270914763e+01      -3.845232875238e+01      -3.494758419627e+00      -1.900129726069e+01       1.387914841142e+01      -1.004344880464e+01      -2.257779767151e+01       9.570380426980e-01      -9.741049411228e+01       2.697378465601e+01      -2.558851838328e+02      -6.781668297334e+01       1.656125348674e+03       6.957509388342e+03       1.315306333392e+04 
       1.643063909811e-02      -2.906888024154e+01      -7.276489616667e+01      -3.896412844761e+01      -3.551358198235e+00      -1.928687962582e+01       1.418300645229e+01      -1.013840482117e+01      -2.311895841835e+01       9.520580819171e-01      -9.869452330100e+01       2.752555442737e+01      -2.596325484759e+02      -6.880955899470e+01       1.656349892708e+03       6.958452715022e+03       1.315484667835e+04 
       1.656103193409e-02      -2.949272966191e+01      -7.381854892395e+01      -3.947478969724e+01      -3.608209764453e+00      -1.957444432051e+01       1.449061640606e+01      -1.023278045532e+01      -2.366724437998e+01       9.463337007672e-01      -9.998249874811e+01       2.808228420691e+01      -2.633862156589e+02      -6.980409719192e+01       1.656468948172e+03       6.958952876170e+03       1.315579222520e+04 
       1.669146875206e-02      -2.991727265220e+01      -7.487352785824e+01      -3.998421653657e+01      -3.665307847308e+00      -1.986398920647e+01       1.480197642767e+01      -1.032656431495e+01      -2.422264709098e+01       9.398541498452e-01      -1.012743393105e+02       2.864392867487e+01      -2.671457432227e+02      -7.080018015159e+01       1.656484868695e+03       6.959019759467e+03       1.315591866705e+04 
       1.682195013851e-02      -3.034243550596e+01      -7.592963815101e+01      -4.049227522428e+01      -3.722644562004e+00      -2.015551240618e+01       1.511708179537e+01      -1.041974655300e+01      -2.478515201559e+01       9.326100796410e-01      -1.025699679398e+02       2.921044070682e+01      -2.709105157228e+02      -7.179764466975e+01       1.656398683626e+03       6.958657689406e+03       1.315523417922e+04 
       1.695247670125e-02      -3.076813750246e+01      -7.698666689437e+01      -4.099881957715e+01      -3.780211174333e+00      -2.044901216053e+01       1.543592693921e+01      -1.051231775447e+01      -2.535474278319e+01       9.245925323186e-01      -1.038693089544e+02       2.978177262669e+01      -2.746798611125e+02      -7.279631252388e+01       1.656210993584e+03       6.957869189177e+03       1.315374353180e+04 
       1.708304906952e-02      -3.119429784471e+01      -7.804440093226e+01      -4.150370320472e+01      -3.837998944000e+00      -2.074448675479e+01       1.575850637689e+01      -1.060426849472e+01      -2.593140316380e+01       9.157924953897e-01      -1.051722867826e+02       3.035787683299e+01      -2.784531065920e+02      -7.379600530759e+01       1.655922398449e+03       6.956656778914e+03       1.315145148906e+04 
       1.721366789423e-02      -3.162083561614e+01      -7.910262681426e+01      -4.200677941139e+01      -3.895999124838e+00      -2.104193458243e+01       1.608481473485e+01      -1.069558934852e+01      -2.651511712383e+01       9.062009671828e-01      -1.064788259601e+02       3.093870579027e+01      -2.822295785559e+02      -7.479654440727e+01       1.655533497534e+03       6.955022976386e+03       1.314836281078e+04 
       1.734433384812e-02      -3.204766980341e+01      -8.016113080761e+01      -4.250790124368e+01      -3.954202964586e+00      -2.134135410179e+01       1.641484672662e+01      -1.078627085819e+01      -2.710586878168e+01       8.958088805573e-01      -1.077888511100e+02       3.152421202684e+01      -2.860086026025e+02      -7.579775097077e+01       1.655044889534e+03       6.952970296768e+03       1.314448225187e+04 
       1.747504762601e-02      -3.247471929471e+01      -8.121969888863e+01      -4.300692147484e+01      -4.012601704653e+00      -2.164274383727e+01       1.674859720579e+01      -1.087630355525e+01      -2.770364249318e+01       8.846071364925e-01      -1.091022869735e+02       3.211434815982e+01      -2.897895034560e+02      -7.679944595978e+01       1.654457172478e+03       6.950501252452e+03       1.313981456196e+04 
       1.760580994501e-02      -3.290190342283e+01      -8.227811810732e+01      -4.350369357380e+01      -4.071186638205e+00      -2.194610242142e+01       1.708606103789e+01      -1.096567798314e+01      -2.830842259476e+01       8.725866462147e-01      -1.104190585109e+02       3.270906684787e+01      -2.935716099341e+02      -7.780145139033e+01       1.653770966307e+03       6.947618447747e+03       1.313436466449e+04 
       1.773662154480e-02      -3.332915509593e+01      -8.333621054290e+01      -4.399809509234e+01      -4.129950500917e+00      -2.225142867011e+01       1.742723116654e+01      -1.105438576871e+01      -2.892018944695e+01       8.597393747130e-01      -1.117390938619e+02       3.330832013144e+01      -2.973543724321e+02      -7.880362172419e+01       1.652987451513e+03       6.944326842143e+03       1.312814193526e+04 
       1.786748318785e-02      -3.375642145453e+01      -8.439383476859e+01      -4.449002885143e+01      -4.188887536737e+00      -2.255872158595e+01       1.777209851435e+01      -1.114241962670e+01      -2.953891921911e+01       8.460583942526e-01      -1.130623245017e+02       3.391205940022e+01      -3.011373684862e+02      -7.980584530067e+01       1.652108394791e+03       6.940633857529e+03       1.312116040527e+04 
       1.799839565976e-02      -3.418365025911e+01      -8.545085095391e+01      -4.497939859321e+01      -4.247992060064e+00      -2.286798026830e+01       1.812065402727e+01      -1.122977234701e+01      -3.016458807092e+01       8.315367987319e-01      -1.143886821965e+02       3.452023608608e+01      -3.049201812767e+02      -8.080801200243e+01       1.651135592100e+03       6.936547038948e+03       1.311343433828e+04 
       1.812935976953e-02      -3.461078919555e+01      -8.650711907309e+01      -4.546610791860e+01      -4.307258384961e+00      -2.317920390307e+01       1.847288874803e+01      -1.131643666544e+01      -3.079717235677e+01       8.161676285357e-01      -1.157180988014e+02       3.513280171992e+01      -3.087023935484e+02      -8.181001158007e+01       1.650070841394e+03       6.932073939719e+03       1.310497801374e+04 
       1.826037634990e-02      -3.503778590479e+01      -8.756249893873e+01      -4.595006019172e+01      -4.366680825030e+00      -2.349239178435e+01       1.882879387193e+01      -1.140240531839e+01      -3.143664861550e+01       7.999439007078e-01      -1.170505063113e+02       3.574970787421e+01      -3.124835876844e+02      -8.281173367771e+01       1.648915942631e+03       6.927222121603e+03       1.309580572700e+04 
       1.839144625766e-02      -3.546458795202e+01      -8.861685014534e+01      -4.643115853641e+01      -4.426253693279e+00      -2.380754328420e+01       1.918836067001e+01      -1.148767100864e+01      -3.208299362449e+01       7.828585907333e-01      -1.183858368186e+02       3.637090624266e+01      -3.162633456001e+02      -8.381306783927e+01       1.647672697818e+03       6.921999154921e+03       1.308593178969e+04 
       1.852257037400e-02      -3.589114285919e+01      -8.967003210300e+01      -4.690930586933e+01      -4.485971301984e+00      -2.412465787090e+01       1.955158057552e+01      -1.157222643898e+01      -3.273618434669e+01       7.649046399401e-01      -1.197240225466e+02       3.699634858333e+01      -3.200412487951e+02      -8.481390347948e+01       1.646342911018e+03       6.916412618775e+03       1.307537052997e+04 
       1.865374960492e-02      -3.631739794215e+01      -9.072190370146e+01      -4.738440468585e+01      -4.545827936833e+00      -2.444373513172e+01       1.991844495854e+01      -1.165606435663e+01      -3.339619761470e+01       7.460750346300e-01      -1.210649961518e+02       3.762598675163e+01      -3.238168768136e+02      -8.581412948016e+01       1.644928361247e+03       6.910469986888e+03       1.306413607677e+04 
       1.878498488157e-02      -3.674329868192e+01      -9.177231930288e+01      -4.785635463484e+01      -4.605817554529e+00      -2.476477487252e+01       2.028894304747e+01      -1.173917880050e+01      -3.406300598230e+01       7.263641165931e-01      -1.224086943534e+02       3.825977263597e+01      -3.275897898438e+02      -8.681362912131e+01       1.643430482434e+03       6.904177283332e+03       1.305223981853e+04 
       1.891627716068e-02      -3.716878930993e+01      -9.282113015195e+01      -4.832505333626e+01      -4.665933883412e+00      -2.508777708248e+01       2.066306268276e+01      -1.182156466687e+01      -3.473657909362e+01       7.057671629691e-01      -1.237550567685e+02       3.889765821188e+01      -3.313595345321e+02      -8.781228176050e+01       1.641850470236e+03       6.897539531123e+03       1.303969125116e+04 
       1.904762742497e-02      -3.759381394943e+01      -9.386818713757e+01      -4.879039810431e+01      -4.726170644412e+00      -2.541274188231e+01       2.104079176978e+01      -1.190321681958e+01      -3.541688675502e+01       6.842794064927e-01      -1.251040231670e+02       3.953959553003e+01      -3.351256566094e+02      -8.880996654009e+01       1.640189516216e+03       6.890561736087e+03       1.302649983812e+04 
       1.917903668358e-02      -3.801831662690e+01      -9.491334089642e+01      -4.925228596118e+01      -4.786521555293e+00      -2.573966946783e+01       2.142211836473e+01      -1.198413014523e+01      -3.610389898009e+01       6.618960372016e-01      -1.264555334908e+02       4.018553675097e+01      -3.388877011743e+02      -8.980656240604e+01       1.638448812586e+03       6.883248906855e+03       1.301267504816e+04 
       1.931050597254e-02      -3.844224127032e+01      -9.595644179651e+01      -4.971061363585e+01      -4.846980330405e+00      -2.606856018688e+01       2.180703064452e+01      -1.206429947464e+01      -3.679758604261e+01       6.386122121145e-01      -1.278095277926e+02       4.083543412062e+01      -3.426452125846e+02      -9.080194811873e+01       1.636629552255e+03       6.875606054947e+03       1.299822635544e+04 
       1.944203635524e-02      -3.886553172058e+01      -9.699733990067e+01      -5.016527755330e+01      -4.907540680429e+00      -2.639941446416e+01       2.219551692669e+01      -1.214371965000e+01      -3.749791838997e+01       6.144230558003e-01      -1.291659463075e+02       4.148923997262e+01      -3.463977345024e+02      -9.179600224439e+01       1.634732928841e+03       6.867638194773e+03       1.298316323966e+04 
       1.957362892291e-02      -3.928813172123e+01      -9.803588497799e+01      -5.061617382371e+01      -4.968196312110e+00      -2.673223286384e+01       2.258756566994e+01      -1.222238546000e+01      -3.820486676331e+01       5.893236279286e-01      -1.305247293705e+02       4.214690673790e+01      -3.501448098031e+02      -9.278860315230e+01       1.632760136673e+03       6.859350343798e+03       1.296749518624e+04 
       1.970528479514e-02      -3.970998480971e+01      -9.907192627895e+01      -5.106319806765e+01      -5.028940915952e+00      -2.706701607191e+01       2.298316545253e+01      -1.230029171382e+01      -3.891840204498e+01       5.633089870301e-01      -1.318858175418e+02       4.280838696755e+01      -3.538859801353e+02      -9.377962887584e+01       1.630712366418e+03       6.850747504187e+03       1.295123165171e+04 
       1.983700512040e-02      -4.013103047294e+01      -1.001053023672e+02      -5.150623787295e+01      -5.089767610267e+00      -2.740376497876e+01       2.338230357124e+01      -1.237743404669e+01      -3.963849263974e+01       5.363751275546e-01      -1.332491544784e+02       4.347363386279e+01      -3.576207650442e+02      -9.476895200822e+01       1.628590602850e+03       6.841833812986e+03       1.293438045707e+04 
       1.996879107659e-02      -4.055120247590e+01      -1.011358368790e+02      -5.194516967329e+01      -5.150668705070e+00      -2.774248069279e+01       2.378496542312e+01      -1.245380933147e+01      -4.036510326334e+01       5.085194535229e-01      -1.346146881041e+02       4.414260148446e+01      -3.613486531560e+02      -9.575643751868e+01       1.626395538955e+03       6.832612181503e+03       1.291694710609e+04 
       2.010064387163e-02      -4.097043403018e+01      -1.021633519181e+02      -5.237986863451e+01      -5.211636440449e+00      -2.808316450687e+01       2.419113640466e+01      -1.252941449512e+01      -4.109819862926e+01       4.797394458104e-01      -1.359823668642e+02       4.481524407615e+01      -3.650691297382e+02      -9.674194954015e+01       1.624127844961e+03       6.823085425402e+03       1.289893692180e+04 
       2.023256474401e-02      -4.138865819425e+01      -1.031876691230e+02      -5.281020947501e+01      -5.272663046475e+00      -2.842581782203e+01       2.460080207570e+01      -1.260424646516e+01      -4.183774364736e+01       4.500325095766e-01      -1.373521393327e+02       4.549151596912e+01      -3.687816789600e+02      -9.772535188165e+01       1.621788190295e+03       6.813256357031e+03       1.288035522086e+04 
       2.036455496339e-02      -4.180580783244e+01      -1.042086096643e+02      -5.323606648164e+01      -5.333740742696e+00      -2.877044217025e+01       2.501394813674e+01      -1.267830212471e+01      -4.258370351046e+01       4.193960272092e-01      -1.387239542807e+02       4.617137162557e+01      -3.724857838031e+02      -9.870650807721e+01       1.619377243584e+03       6.803127785321e+03       1.286120731351e+04 
       2.049661583128e-02      -4.222181566676e+01      -1.052259942363e+02      -5.365731346079e+01      -5.394861737611e+00      -2.911703924630e+01       2.543056042945e+01      -1.275157836883e+01      -4.333604364878e+01       3.878273173348e-01      -1.400977606526e+02       4.685476560448e+01      -3.761809260645e+02      -9.968528133810e+01       1.616895672621e+03       6.792702515707e+03       1.284149850336e+04 
       2.062874868164e-02      -4.263661423592e+01      -1.062396430330e+02      -5.407382372070e+01      -5.456018228130e+00      -2.946561085315e+01       2.585062499189e+01      -1.282407201576e+01      -4.409472976521e+01       3.553236871944e-01      -1.414735075657e+02       4.754165259520e+01      -3.798665862450e+02      -1.006615345152e+02       1.614344144343e+03       6.781983350034e+03       1.282123408730e+04 
       2.076095488158e-02      -4.305013590384e+01      -1.072493757064e+02      -5.448547008115e+01      -5.517202398995e+00      -2.981615897877e+01       2.627412797998e+01      -1.289577990647e+01      -4.485972783364e+01       3.218823455412e-01      -1.428511443010e+02       4.823198737360e+01      -3.835422435405e+02      -1.016351301338e+02       1.611723324811e+03       6.770973086519e+03       1.280041935531e+04 
       2.089323583201e-02      -4.346231502241e+01      -1.082550171423e+02      -5.489212896729e+01      -5.578406669950e+00      -3.016868575174e+01       2.670105561681e+01      -1.296669893490e+01      -4.563100383878e+01       2.875005996160e-01      -1.442306206928e+02       4.892572498826e+01      -3.872073936411e+02      -1.026059350736e+02       1.609033933038e+03       6.759674745793e+03       1.277906001780e+04 
       2.102559296841e-02      -4.387311327306e+01      -1.092564635742e+02      -5.529372791258e+01      -5.639626541944e+00      -3.052319355114e+01       2.713139255992e+01      -1.303682712446e+01      -4.640852099628e+01       2.521771144251e-01      -1.456118911026e+02       4.962282217001e+01      -3.908617536868e+02      -1.035738746456e+02       1.606277359390e+03       6.748094168837e+03       1.275716711711e+04 
       2.115802776152e-02      -4.428251090470e+01      -1.102536598258e+02      -5.569022920815e+01      -5.700859616428e+00      -3.087968501623e+01       2.756512249051e+01      -1.310616331436e+01      -4.719224065509e+01       2.159114760920e-01      -1.469949131301e+02       5.032323686513e+01      -3.945051916597e+02      -1.045389139692e+02       1.603455452642e+03       6.736239122545e+03       1.273475533640e+04 
       2.129054171813e-02      -4.469048848279e+01      -1.112465514589e+02      -5.608159552654e+01      -5.762103539884e+00      -3.123816293767e+01       2.800222923096e+01      -1.317470630910e+01      -4.798212444481e+01       1.787032297512e-01      -1.483796445791e+02       5.102692718384e+01      -3.981375782885e+02      -1.055010188998e+02       1.600570073636e+03       6.724117424428e+03       1.271183945457e+04 
       2.142313638184e-02      -4.509702652724e+01      -1.122350839170e+02      -5.646778932113e+01      -5.823355963808e+00      -3.159863028149e+01       2.844269677728e+01      -1.324245489378e+01      -4.877813423586e+01       1.405518966265e-01      -1.497660435251e+02       5.173385133374e+01      -4.017587841495e+02      -1.064601552532e+02       1.597623086690e+03       6.711736906641e+03       1.268843427816e+04 
       2.155581333391e-02      -4.550210553803e+01      -1.132192024573e+02      -5.684877274301e+01      -5.884614544680e+00      -3.196109016457e+01       2.888650927806e+01      -1.330940782963e+01      -4.958023221177e+01       1.014569233645e-01      -1.511540682185e+02       5.244396769604e+01      -4.053686796998e+02      -1.074162887873e+02       1.594616359756e+03       6.699105416575e+03       1.266455464256e+04 
       2.168857419404e-02      -4.590570593715e+01      -1.141988521543e+02      -5.722450769161e+01      -5.945876943924e+00      -3.232554589905e+01       2.933365110790e+01      -1.337556386877e+01      -5.038838082876e+01       6.141772359286e-02      -1.525436771474e+02       5.315723474929e+01      -4.089671351775e+02      -1.083693852403e+02       1.591551764552e+03       6.686230817479e+03       1.264021541312e+04 
       2.182142062129e-02      -4.630780812723e+01      -1.151739779176e+02      -5.759495576411e+01      -6.007140827875e+00      -3.269200097188e+01       2.978410679624e+01      -1.344092172970e+01      -5.120254287893e+01       2.043365685605e-02      -1.539348290062e+02       5.387361114628e+01      -4.125540206692e+02      -1.093194102852e+02       1.588431176715e+03       6.673120989066e+03       1.261543148633e+04 
       2.195435431493e-02      -4.670839244374e+01      -1.161445244419e+02      -5.796007824112e+01      -6.068403867725e+00      -3.306045905327e+01       3.023786105527e+01      -1.350548008768e+01      -5.202268141513e+01      -2.149598333935e-02      -1.553274827181e+02       5.459305565933e+01      -4.161292060219e+02      -1.102663295392e+02       1.585256475984e+03       6.659783828202e+03       1.259021779107e+04 
       2.208737701537e-02      -4.710743881053e+01      -1.171104353348e+02      -5.831983550436e+01      -6.129663695596e+00      -3.343092400988e+01       3.069489877137e+01      -1.356923765042e+01      -5.284875976231e+01      -6.437191259550e-02      -1.567215975638e+02       5.531552725601e+01      -4.196925580083e+02      -1.112101077962e+02       1.582029527132e+03       6.646227169021e+03       1.256458913763e+04 
       2.222049050510e-02      -4.750491746606e+01      -1.180716291655e+02      -5.867416999540e+01      -6.190916737027e+00      -3.380339997932e+01       3.115520395083e+01      -1.363219396191e+01      -5.368073986548e+01      -1.081938064150e-01      -1.581171366895e+02       5.604098696648e+01      -4.232438631791e+02      -1.121506884342e+02       1.578751670033e+03       6.632456640398e+03       1.253855616735e+04 
       2.235369660969e-02      -4.790078787720e+01      -1.190279968484e+02      -5.902300440643e+01      -6.252158081186e+00      -3.417789138218e+01       3.161875965714e+01      -1.369434946734e+01      -5.451858208528e+01      -1.529602204998e-01      -1.595140675100e+02       5.676939802575e+01      -4.267828193687e+02      -1.130879911396e+02       1.575423663126e+03       6.618475428587e+03       1.251212490378e+04 
       2.248699719875e-02      -4.829500884758e+01      -1.199794273865e+02      -5.936625994037e+01      -6.313382742024e+00      -3.455440286672e+01       3.208554905970e+01      -1.375570464548e+01      -5.536224700893e+01      -1.986696769634e-01      -1.609123579164e+02       5.750072396144e+01      -4.303091188396e+02      -1.140219341094e+02       1.572046234744e+03       6.604286593334e+03       1.248530113131e+04 
       2.262039418702e-02      -4.868753897646e+01      -1.209258093383e+02      -5.970385723712e+01      -6.374585726327e+00      -3.493293926511e+01       3.255555554768e+01      -1.381625998365e+01      -5.621169553964e+01      -2.453207656656e-01      -1.623119760399e+02       5.823492842188e+01      -4.338224527887e+02      -1.149524352691e+02       1.568620113038e+03       6.589893193728e+03       1.245809063314e+04 
       2.275388953541e-02      -4.907833672019e+01      -1.218670307306e+02      -6.003571642534e+01      -6.435762033229e+00      -3.531350566058e+01       3.302876271402e+01      -1.387601590655e+01      -5.706688892785e+01      -2.929121180241e-01      -1.637128903266e+02       5.897197528197e+01      -4.373225112926e+02      -1.158794122196e+02       1.565146026056e+03       6.575298288356e+03       1.243049919143e+04 
       2.288748525209e-02      -4.946736036208e+01      -1.228029790681e+02      -6.036175704789e+01      -6.496906653694e+00      -3.569610731966e+01       3.350515434979e+01      -1.393497282577e+01      -5.792778875023e+01      -3.414424303566e-01      -1.651150694706e+02       5.971182855780e+01      -4.408089832436e+02      -1.168027822672e+02       1.561624701740e+03       6.560504935315e+03       1.240253258749e+04 
       2.302118339367e-02      -4.985456800096e+01      -1.237335413238e+02      -6.068189806127e+01      -6.558014569983e+00      -3.608074975994e+01       3.398471448232e+01      -1.399313114380e+01      -5.879435692956e+01      -3.909104553406e-01      -1.665184824721e+02       6.045445242997e+01      -4.442815563050e+02      -1.177224624037e+02       1.558056867952e+03       6.545516192359e+03       1.237419660196e+04 
       2.315498606635e-02      -5.023991754043e+01      -1.246586038963e+02      -6.099605784584e+01      -6.619080755093e+00      -3.646743874724e+01       3.446742733649e+01      -1.405049123012e+01      -5.966655573763e+01      -4.413149866428e-01      -1.679230985909e+02       6.119981127209e+01      -4.477399168684e+02      -1.186383692406e+02       1.554443252457e+03       6.530335117034e+03       1.234549701506e+04 
       2.328889542710e-02      -5.062336667684e+01      -1.255780525864e+02      -6.130415409768e+01      -6.680100172176e+00      -3.685618025572e+01       3.495327739619e+01      -1.410705342060e+01      -6.054434782534e+01      -4.926548845372e-01      -1.693288874121e+02       6.194786962228e+01      -4.511837499560e+02      -1.195504190644e+02       1.550784583049e+03       6.514964766729e+03       1.231643960677e+04 
       2.342291368497e-02      -5.100487390071e+01      -1.264917751818e+02      -6.160610574196e+01      -6.741067872985e+00      -3.724698052826e+01       3.544224919030e+01      -1.416281816101e+01      -6.142769601725e+01      -5.449288999934e-01      -1.707358194768e+02       6.269859268133e+01      -4.546127484294e+02      -1.204585302669e+02       1.547081591576e+03       6.499408216035e+03       1.228703018953e+04 
       2.355704310234e-02      -5.138440467184e+01      -1.273996778424e+02      -6.190184435129e+01      -6.801979625356e+00      -3.763984618004e+01       3.593432655145e+01      -1.421778694973e+01      -6.231656225893e+01      -5.981344279238e-01      -1.721438707775e+02       6.345194918819e+01      -4.580266712660e+02      -1.213626390924e+02       1.543335039898e+03       6.483668665588e+03       1.225727481410e+04 
       2.369128599624e-02      -5.176192744853e+01      -1.283016746651e+02      -6.219130683028e+01      -6.862831513204e+00      -3.803478409497e+01       3.642949311814e+01      -1.427196169787e+01      -6.321090833312e+01      -6.522683292428e-01      -1.735530198910e+02       6.420790962043e+01      -4.614253063609e+02      -1.222626895928e+02       1.539545703456e+03       6.467749373083e+03       1.222717963911e+04 
       2.382564473976e-02      -5.213741055812e+01      -1.291976792153e+02      -6.247442948694e+01      -6.923619615468e+00      -3.843180144102e+01       3.692773272186e+01      -1.432534430516e+01      -6.411069639090e+01      -7.073275104086e-01      -1.749632457957e+02       6.496644467307e+01      -4.648084407405e+02      -1.231586256023e+02       1.535714358121e+03       6.451653597968e+03       1.219675082650e+04 
       2.396012176342e-02      -5.251082213213e+01      -1.300876045368e+02      -6.275114803148e+01      -6.984340004139e+00      -3.883090565715e+01       3.742902947931e+01      -1.437793668388e+01      -6.501588897502e+01      -7.633089302544e-01      -1.763745277736e+02       6.572752523473e+01      -4.681758603460e+02      -1.240503906618e+02       1.531841780144e+03       6.435384601391e+03       1.216599454139e+04 
       2.409471955666e-02      -5.288213011760e+01      -1.309713630864e+02      -6.302139747961e+01      -7.044988743738e+00      -3.923210448634e+01       3.793336774516e+01      -1.442974066827e+01      -6.592644900739e+01      -8.202095925877e-01      -1.777868455200e+02       6.649112244620e+01      -4.715273499855e+02      -1.249379279978e+02       1.527928746249e+03       6.418945646389e+03       1.213491695251e+04 
       2.422944066933e-02      -5.325130225552e+01      -1.318488666937e+02      -6.328511219518e+01      -7.105561890773e+00      -3.963540593226e+01       3.844073211149e+01      -1.448075809318e+01      -6.684233983517e+01      -8.780265866097e-01      -1.792001790667e+02       6.725720767484e+01      -4.748626932636e+02      -1.258211805655e+02       1.523976033651e+03       6.402339998121e+03       1.210352423263e+04 
