1.000000000000000861e-04 4.366054015762680933e+02 -1.052338758577292810e-01 8.092037542121488514e-02 -6.064802759587387777e-04 -5.695622101461963842e-03 1.697949841064011272e-05 -3.453929793848171449e-04 -3.839141514587589570e-04 -1.228631579835573809e-04 -2.456475951193582406e-04 -4.366056445109303550e-06 -4.718676682327630795e-06 -3.019098140371368101e-06 -9.963059267453042878e-07 4.366054438373052449e+02 8.524172880032428168e+01 2.954923809575935820e+02 4.613361898505888803e+02 2.436701251114978675e+02 5.912035677427866176e+02 9.768614136339640197e+01 8.524166142162057724e+01 2.954922428635113647e+02 4.613361219674321774e+02 2.436699218432410134e+02 5.912032525021310221e+02 -3.878645938220870448e-01 9.768604087464649410e+01 3.167826032804441638e-01 2.445352899121644441e-02 -1.607601144117509762e-03 -1.752084597569592006e-03 1.686245578836675918e-03 6.438679917764034144e-04 -2.324855342550335990e-05 -3.741909277437116543e-03 8.645656524031153367e-04 1.502506004179338106e-03 -3.196066049895307515e-04 2.887365168398048354e-04 -1.011816145535249234e-05 -9.175636657587915579e-06 -1.429648326833898864e-06 -1.113943774377901264e-05 -3.386536349125890411e-07 -2.551185929178245715e-10 6.281926090423439746e-10 9.312124404914357001e-10 4.366243298137572992e+02
1.033434921133776391e-04 4.506687030183592242e+02 -1.058571812785356475e-01 6.040574722406688579e-02 -5.665269921209538893e-04 -6.119712164430186722e-03 1.763842099516227415e-05 -3.797919769809121691e-04 -4.191651717448076548e-04 -1.341454433500625920e-04 -2.682045203673698221e-04 -4.813088639331253940e-06 -5.201999971747107116e-06 -3.328366270443474277e-06 -1.098375775398577540e-06 4.506687496054307189e+02 8.799124950411844281e+01 3.050207504348273346e+02 4.762079609266368152e+02 2.515299067820029109e+02 6.102674829739477218e+02 1.008372001836908396e+02 8.799117521705993283e+01 3.050205981818387500e+02 4.762078860878510227e+02 2.515296826724319601e+02 6.102671354116564544e+02 -4.073186842197173974e-01 1.008370893914052147e+02 3.201599740150413709e-01 1.834018322551855817e-02 -1.449960171569841805e-03 -1.771028602433943888e-03 1.551245612390061979e-03 5.954130430652071482e-04 1.126825669874875757e-04 -3.762162586212980386e-03 7.938147285315722002e-04 1.388673394755457480e-03 -2.959240994186984608e-04 2.660100358014005906e-04 -9.463934329545509172e-06 -8.551848168281139806e-06 -1.625704413754647248e-06 -1.179944297824420119e-05 -2.689305702574529278e-07 -3.223448175049270503e-10 6.596430068839254091e-10 9.474003803688901826e-10 4.506882321810845156e+02
1.067987736218773640e-04 4.651840113268818300e+02 -1.066609458635879443e-01 3.366706047066791996e-02 -5.293331579364130750e-04 -6.587657856168334380e-03 1.820653385137395674e-05 -4.176317941464548818e-04 -4.566724840189789031e-04 -1.461503874938038913e-04 -2.922062422195685540e-04 -5.305880248906150575e-06 -5.734880505980969017e-06 -3.669357597455050446e-06 -1.210920257093346656e-06 4.651840626833252372e+02 9.083048855848795711e+01 3.148590290517204835e+02 4.915619276654375653e+02 2.596461783946640480e+02 6.299514883734290152e+02 1.040911256663926139e+02 9.083040665199169439e+01 3.148588611828565718e+02 4.915618451561084044e+02 2.596459312985242036e+02 6.299511051635807917e+02 -4.290829954788932810e-01 1.040910035099192612e+02 3.219954286396387033e-01 1.036365231448144186e-02 -1.292876988584268361e-03 -1.796157974467860186e-03 1.415494240035286566e-03 5.476729645170763661e-04 2.523707617516635082e-04 -3.795075102402734046e-03 7.221444445271174573e-04 1.276254227741802083e-03 -2.726355261302160216e-04 2.432676939196909416e-04 -8.844746275826764759e-06 -7.949505551607671805e-06 -1.853642958238310712e-06 -1.248806245435218898e-05 -1.793359238888569962e-07 -4.214868454255338293e-10 7.364491239059134386e-10 1.015216355426673545e-09 4.652041597624523206e+02
1.103695821951085831e-04 4.801657623003505933e+02 -1.074611259823075454e-01 7.507455412920194249e-03 -4.948428010087054397e-04 -7.090282751398458913e-03 1.876998263378967089e-05 -4.593023977185166774e-04 -4.976898113501917282e-04 -1.592788856649850378e-04 -3.184542974129475927e-04 -5.849113651335122768e-06 -6.322327819434536185e-06 -4.045269695110884995e-06 -1.334991659775321074e-06 4.801658189134172403e+02 9.376102398524517412e+01 3.250136106577954820e+02 5.074094540341964148e+02 2.680234318506495015e+02 6.502683425420935919e+02 1.074496846941447217e+02 9.376093368068860912e+01 3.250134255772139795e+02 5.074093630711155924e+02 2.680231594189403950e+02 6.502679200417787797e+02 -4.511287770255876239e-01 1.074495500121305724e+02 3.242976808414823608e-01 2.540719735407037660e-03 -1.142618708408704720e-03 -1.829461719125902164e-03 1.287264032118429213e-03 5.027568446731578433e-04 3.925075014361567582e-04 -3.845359255024050071e-03 6.543363493189957580e-04 1.170431809269345536e-03 -2.507207018425106071e-04 2.218000359501814955e-04 -8.263508805228525489e-06 -7.382497248187291916e-06 -2.089528653215211307e-06 -1.323188411817000087e-05 -9.181261262369844189e-08 -5.141291836707750917e-10 8.162910347664364963e-10 1.089210499571890978e-09 4.801865489704305787e+02
1.140597804713697834e-04 4.956288466044051688e+02 -1.080768954397595960e-01 -1.163933517754145441e-02 -4.629708895529287076e-04 -7.615356354143943546e-03 1.942270766100117328e-05 -5.052439915042977736e-04 -5.438318144460837535e-04 -1.740472359503042802e-04 -3.479809519880301401e-04 -6.447950101305198756e-06 -6.969846258897148966e-06 -4.459613316426492167e-06 -1.471744315843901841e-06 4.956289090089560432e+02 9.678441737400339662e+01 3.354909106723884520e+02 5.237620550146356209e+02 2.766661104619344087e+02 6.712308443605782031e+02 1.109146217857863945e+02 9.678431781986088822e+01 3.354907066342026951e+02 5.237619547407404070e+02 2.766658101257388580e+02 6.712303785843985224e+02 -4.715190292426996166e-01 1.109144733081938483e+02 3.289857828785898164e-01 -3.202366560799418949e-03 -1.005146295963044167e-03 -1.872850751510668488e-03 1.174438042328418419e-03 4.626720564395725432e-04 5.299600522548075787e-04 -3.917535731943644350e-03 5.949480207050328318e-04 1.076140480110510111e-03 -2.311119955038520857e-04 2.028365367543472075e-04 -7.722912975793860824e-06 -6.864004729933981253e-06 -2.310518281589679646e-06 -1.405650013630577178e-05 -2.731748871553918434e-08 -5.636575650669328752e-10 8.587424105144236819e-10 1.125954440794885159e-09 4.956502911035393595e+02
1.178733602359657872e-04 5.115886057341930382e+02 -1.084532320142919115e-01 -2.196447804425716299e-02 -4.335194483762820064e-04 -8.157746989166539051e-03 2.020454850690772862e-05 -5.559174851667127507e-04 -5.962287554912450551e-04 -1.908169190538675257e-04 -3.815089299025881662e-04 -7.108078248969846422e-06 -7.683541215716632549e-06 -4.916288448687563186e-06 -1.622462793116618813e-06 5.115886745205879151e+02 9.990313783536036851e+01 3.462998796962766619e+02 5.406342899302424030e+02 2.855812643525896419e+02 6.928568874831299809e+02 1.144887489881568143e+02 9.990302809296009912e+01 3.462996547755723782e+02 5.406341794005459178e+02 2.855809332800899938e+02 6.928563740370394726e+02 -4.897076962988649029e-01 1.144885853149938129e+02 3.366192466055508703e-01 -6.312035186056164093e-03 -8.817733401862426490e-04 -1.927051885786568164e-03 1.078987180019197467e-03 4.278831593360621355e-04 6.642638743077355912e-04 -4.013218009845331835e-03 5.451391821793549752e-04 9.945365232528757815e-04 -2.140223176638755831e-04 1.866805293087026030e-04 -7.222307823795404147e-06 -6.396490057625214831e-06 -2.510327828275649154e-06 -1.497240417691614311e-05 8.143768326362987864e-09 -5.607940778418196714e-10 8.521787719928397564e-10 1.112445247031246254e-09 5.116107282204883404e+02
1.218144467392284107e-04 5.280608479631316641e+02 -1.086363605183481712e-01 -2.520596017814824563e-02 -4.062335052131473977e-04 -8.720205845029837741e-03 2.110743028264595926e-05 -6.118036174090268550e-04 -6.554346744842567355e-04 -2.097652366779334857e-04 -4.193927108398355467e-04 -7.835767970818640477e-06 -8.470185759209411460e-06 -5.419628220812319889e-06 -1.788576871896126313e-06 5.280609237850616182e+02 1.031204821895777570e+02 3.574517885115439526e+02 5.580435191308295089e+02 2.947783210418720614e+02 7.151690279054358825e+02 1.181758516379682078e+02 1.031203612189140273e+02 3.574515405755833513e+02 5.580433972984673119e+02 2.947779560955380589e+02 7.151684619209923994e+02 -5.062289126854011556e-01 1.181756712180938109e+02 3.467017697748815408e-01 -7.300725703316857107e-03 -7.702040398207543603e-04 -1.991872376152059587e-03 9.982907265815299525e-04 3.976565445658053477e-04 7.970266739025788638e-04 -4.131761833036762255e-03 5.034307123530368244e-04 9.238420485715437280e-04 -1.991058463772787945e-04 1.729161012242741435e-04 -6.758446918553318028e-06 -5.974090607097082284e-06 -2.695533057206489502e-06 -1.597836449285239269e-05 2.017653777386385627e-08 -5.174332073920595576e-10 8.073346435821804334e-10 1.059314413964784762e-09 5.280836690967061031e+02
1.258873031589087662e-04 5.450618762511186333e+02 -1.086767010092349606e-01 -2.317511180177156405e-02 -3.808876797006368123e-04 -9.306686782104545835e-03 2.212035594230764624e-05 -6.734284420847897867e-04 -7.219797590617641619e-04 -2.310618812780706089e-04 -4.619715602703265917e-04 -8.637929999862861452e-06 -9.337251224481924096e-06 -5.974413388435475515e-06 -1.971664379888868928e-06 5.450619598308890090e+02 1.064399034314977968e+02 3.689584047412597556e+02 5.760078120586759951e+02 3.042671554088364587e+02 7.381908173365395669e+02 1.219798960625659703e+02 1.064397700826236104e+02 3.689581314318677983e+02 5.760076777662991390e+02 3.042667531194539379e+02 7.381901934306952171e+02 -5.216451456744835014e-01 1.219796971808456902e+02 3.587093519890913740e-01 -6.708841479849070311e-03 -6.680477537681639433e-04 -2.067095343591063283e-03 9.296073480822286683e-04 3.712271548028667212e-04 9.299106086366748514e-04 -4.272463717143182294e-03 4.682742154518138022e-04 8.622021006452484926e-04 -1.860021033053271822e-04 1.611084672674678586e-04 -6.328015768275463415e-06 -5.590725359994053179e-06 -2.873047096230152420e-06 -1.707284170393563727e-05 1.469077481885960879e-08 -4.460591895849574939e-10 7.355467346314981114e-10 9.778418075256922748e-10 5.450854171968343280e+02
1.300963352117705685e-04 5.626085037437017036e+02 -1.086254715992724662e-01 -1.767413655525373883e-02 -3.572842866540127857e-04 -9.922261458237147808e-03 2.322967265879922666e-05 -7.413678603818444832e-04 -7.963622598726132320e-04 -2.548663553782237246e-04 -5.095643697953117788e-04 -9.522181368264883545e-06 -1.029297857003367077e-05 -6.585918086485499466e-06 -2.173466327507562004e-06 5.626085958777725864e+02 1.098649982669182634e+02 3.808319612083022889e+02 5.945459151270423490e+02 3.140580538258591332e+02 7.619467394685149202e+02 1.259050147761051477e+02 1.098648512709231539e+02 3.808316599234125306e+02 5.945457670977987163e+02 3.140576103653111204e+02 7.619460517014948664e+02 -5.365188586711155949e-01 1.259047955399493475e+02 3.721179916428809520e-01 -5.076785071651102044e-03 -5.729137115810800651e-04 -2.152503916363457392e-03 8.701955846586173493e-04 3.478299196597589571e-04 1.064577924664078523e-03 -4.434620176311909745e-03 4.381212588135952046e-04 8.077616500159479074e-04 -1.743506087450441555e-04 1.508228388207299986e-04 -5.927699854524348666e-06 -5.240313322829592835e-06 -3.049783078523660151e-06 -1.825429645485598940e-05 -2.403551135898851498e-09 -3.591544839309790405e-10 6.481410963488087873e-10 8.792682137936935760e-10 5.626327861751600494e+02
1.344460959193693507e-04 5.807180693487778171e+02 -1.085341357958173186e-01 -1.050401583037796627e-02 -3.352497713217016877e-04 -1.057325716383202344e-02 2.441810729856443824e-05 -8.162517362675837272e-04 -8.790170181634829284e-04 -2.813179152674711377e-04 -5.624495509845940178e-04 -1.049691751474612426e-05 -1.134645840067265469e-05 -7.259961346035074913e-06 -2.395904029542710431e-06 5.807181709136822292e+02 1.133995139084436516e+02 3.930851767099784979e+02 6.136772799738865842e+02 3.241617336426704128e+02 7.864622516455104915e+02 1.299555143932851422e+02 1.133993518678068995e+02 3.930848445839130818e+02 6.136771168017918399e+02 3.241612447948287468e+02 7.864614934757890978e+02 -5.514125115660135634e-01 1.299552727182521608e+02 3.864036850809497992e-01 -2.944958945590769872e-03 -4.824110330687858550e-04 -2.247881219545888598e-03 8.173138796294665553e-04 3.266997583342146072e-04 1.202690958317376158e-03 -4.617527723098646675e-03 4.114233817560375428e-04 7.586656082647635913e-04 -1.637908876546134707e-04 1.416244246286169073e-04 -5.554184673073336853e-06 -4.916773461260959266e-06 -3.232654135487678104e-06 -1.952118937609270688e-05 -2.519646891130378208e-08 -2.691731282311593532e-10 5.564420035852890578e-10 7.748575114874256542e-10 5.807431154517346386e+02
